Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Poradie na hlasovacom lístku,Meno,Priezvisko,Počet platných hlasov,Podiel platných hlasov v %,Poznámka
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516406,Stredné Plachtince,7,Ján,Kubiš,3,1.42,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516406,Stredné Plachtince,8,Igor,Matovič,5,2.36,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516406,Stredné Plachtince,9,Milan,Náhlik,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516406,Stredné Plachtince,10,Peter,Pellegrini,119,56.39,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516406,Stredné Plachtince,11,Róbert,Švec,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516414,Sucháň,1,Andrej,Danko,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516414,Sucháň,2,Patrik,Dubovský,1,1.14,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516414,Sucháň,3,Krisztián,Forró,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516414,Sucháň,4,Štefan,Harabin,12,13.79,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516414,Sucháň,5,Ivan,Korčok,10,11.49,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516414,Sucháň,6,Marian,Kotleba,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516414,Sucháň,7,Ján,Kubiš,2,2.29,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516414,Sucháň,8,Igor,Matovič,1,1.14,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516414,Sucháň,9,Milan,Náhlik,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516414,Sucháň,10,Peter,Pellegrini,60,68.96,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516414,Sucháň,11,Róbert,Švec,1,1.14,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516422,Suché Brezovo,1,Andrej,Danko,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516422,Suché Brezovo,2,Patrik,Dubovský,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516422,Suché Brezovo,3,Krisztián,Forró,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516422,Suché Brezovo,4,Štefan,Harabin,5,12.5,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516422,Suché Brezovo,5,Ivan,Korčok,13,32.5,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516422,Suché Brezovo,6,Marian,Kotleba,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516422,Suché Brezovo,7,Ján,Kubiš,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516422,Suché Brezovo,8,Igor,Matovič,3,7.5,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516422,Suché Brezovo,9,Milan,Náhlik,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516422,Suché Brezovo,10,Peter,Pellegrini,19,47.5,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516422,Suché Brezovo,11,Róbert,Švec,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516431,Širákov,1,Andrej,Danko,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516431,Širákov,2,Patrik,Dubovský,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516431,Širákov,3,Krisztián,Forró,8,11.94,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516431,Širákov,4,Štefan,Harabin,8,11.94,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516431,Širákov,5,Ivan,Korčok,13,19.4,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516431,Širákov,6,Marian,Kotleba,1,1.49,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516431,Širákov,7,Ján,Kubiš,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516431,Širákov,8,Igor,Matovič,3,4.47,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516431,Širákov,9,Milan,Náhlik,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516431,Širákov,10,Peter,Pellegrini,34,50.74,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516431,Širákov,11,Róbert,Švec,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516449,Šuľa,1,Andrej,Danko,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516449,Šuľa,2,Patrik,Dubovský,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516449,Šuľa,3,Krisztián,Forró,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516449,Šuľa,4,Štefan,Harabin,8,19.51,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516449,Šuľa,5,Ivan,Korčok,3,7.31,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516449,Šuľa,6,Marian,Kotleba,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516449,Šuľa,7,Ján,Kubiš,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516449,Šuľa,8,Igor,Matovič,1,2.43,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516449,Šuľa,9,Milan,Náhlik,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516449,Šuľa,10,Peter,Pellegrini,29,70.73,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516449,Šuľa,11,Róbert,Švec,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516457,Trebušovce,1,Andrej,Danko,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516457,Trebušovce,2,Patrik,Dubovský,1,1.38,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516457,Trebušovce,3,Krisztián,Forró,18,25,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516457,Trebušovce,4,Štefan,Harabin,4,5.55,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516457,Trebušovce,5,Ivan,Korčok,19,26.38,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516457,Trebušovce,6,Marian,Kotleba,1,1.38,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516457,Trebušovce,7,Ján,Kubiš,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516457,Trebušovce,8,Igor,Matovič,5,6.94,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516457,Trebušovce,9,Milan,Náhlik,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516457,Trebušovce,10,Peter,Pellegrini,24,33.33,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516457,Trebušovce,11,Róbert,Švec,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516465,Veľká Čalomija,1,Andrej,Danko,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516465,Veľká Čalomija,2,Patrik,Dubovský,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516465,Veľká Čalomija,3,Krisztián,Forró,63,27.75,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516465,Veľká Čalomija,4,Štefan,Harabin,17,7.48,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516465,Veľká Čalomija,5,Ivan,Korčok,44,19.38,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516465,Veľká Čalomija,6,Marian,Kotleba,4,1.76,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516465,Veľká Čalomija,7,Ján,Kubiš,3,1.32,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516465,Veľká Čalomija,8,Igor,Matovič,4,1.76,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516465,Veľká Čalomija,9,Milan,Náhlik,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516465,Veľká Čalomija,10,Peter,Pellegrini,92,40.52,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516465,Veľká Čalomija,11,Róbert,Švec,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516473,Veľká Ves nad Ipľom,1,Andrej,Danko,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516473,Veľká Ves nad Ipľom,2,Patrik,Dubovský,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516473,Veľká Ves nad Ipľom,3,Krisztián,Forró,48,36.36,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516473,Veľká Ves nad Ipľom,4,Štefan,Harabin,8,6.06,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516473,Veľká Ves nad Ipľom,5,Ivan,Korčok,26,19.69,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516473,Veľká Ves nad Ipľom,6,Marian,Kotleba,1,0.75,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516473,Veľká Ves nad Ipľom,7,Ján,Kubiš,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516473,Veľká Ves nad Ipľom,8,Igor,Matovič,5,3.78,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516473,Veľká Ves nad Ipľom,9,Milan,Náhlik,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516473,Veľká Ves nad Ipľom,10,Peter,Pellegrini,43,32.57,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516473,Veľká Ves nad Ipľom,11,Róbert,Švec,1,0.75,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,558214,Veľké Straciny,1,Andrej,Danko,1,1.53,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,558214,Veľké Straciny,2,Patrik,Dubovský,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,558214,Veľké Straciny,3,Krisztián,Forró,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,558214,Veľké Straciny,4,Štefan,Harabin,5,7.69,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,558214,Veľké Straciny,5,Ivan,Korčok,30,46.15,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,558214,Veľké Straciny,6,Marian,Kotleba,1,1.53,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,558214,Veľké Straciny,7,Ján,Kubiš,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,558214,Veľké Straciny,8,Igor,Matovič,3,4.61,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,558214,Veľké Straciny,9,Milan,Náhlik,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,558214,Veľké Straciny,10,Peter,Pellegrini,25,38.46,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,558214,Veľké Straciny,11,Róbert,Švec,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516490,Veľké Zlievce,1,Andrej,Danko,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516490,Veľké Zlievce,2,Patrik,Dubovský,1,0.77,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516490,Veľké Zlievce,3,Krisztián,Forró,7,5.42,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516490,Veľké Zlievce,4,Štefan,Harabin,18,13.95,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516490,Veľké Zlievce,5,Ivan,Korčok,23,17.82,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516490,Veľké Zlievce,6,Marian,Kotleba,2,1.55,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516490,Veľké Zlievce,7,Ján,Kubiš,3,2.32,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516490,Veľké Zlievce,8,Igor,Matovič,4,3.1,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516490,Veľké Zlievce,9,Milan,Náhlik,1,0.77,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516490,Veľké Zlievce,10,Peter,Pellegrini,70,54.26,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516490,Veľké Zlievce,11,Róbert,Švec,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515850,Veľký Krtíš,1,Andrej,Danko,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515850,Veľký Krtíš,2,Patrik,Dubovský,22,0.61,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515850,Veľký Krtíš,3,Krisztián,Forró,49,1.37,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515850,Veľký Krtíš,4,Štefan,Harabin,437,12.24,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515850,Veľký Krtíš,5,Ivan,Korčok,1241,34.76,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515850,Veľký Krtíš,6,Marian,Kotleba,33,0.92,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515850,Veľký Krtíš,7,Ján,Kubiš,58,1.62,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515850,Veľký Krtíš,8,Igor,Matovič,77,2.15,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515850,Veľký Krtíš,9,Milan,Náhlik,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515850,Veľký Krtíš,10,Peter,Pellegrini,1652,46.27,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,515850,Veľký Krtíš,11,Róbert,Švec,1,0.02,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516503,Veľký Lom,1,Andrej,Danko,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516503,Veľký Lom,2,Patrik,Dubovský,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516503,Veľký Lom,3,Krisztián,Forró,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516503,Veľký Lom,4,Štefan,Harabin,8,14.03,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516503,Veľký Lom,5,Ivan,Korčok,6,10.52,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516503,Veľký Lom,6,Marian,Kotleba,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516503,Veľký Lom,7,Ján,Kubiš,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516503,Veľký Lom,8,Igor,Matovič,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516503,Veľký Lom,9,Milan,Náhlik,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516503,Veľký Lom,10,Peter,Pellegrini,43,75.43,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516503,Veľký Lom,11,Róbert,Švec,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516511,Vieska,1,Andrej,Danko,1,1.11,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516511,Vieska,2,Patrik,Dubovský,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516511,Vieska,3,Krisztián,Forró,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516511,Vieska,4,Štefan,Harabin,6,6.66,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516511,Vieska,5,Ivan,Korčok,15,16.66,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516511,Vieska,6,Marian,Kotleba,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516511,Vieska,7,Ján,Kubiš,3,3.33,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516511,Vieska,8,Igor,Matovič,6,6.66,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516511,Vieska,9,Milan,Náhlik,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516511,Vieska,10,Peter,Pellegrini,59,65.55,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516511,Vieska,11,Róbert,Švec,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516520,Vinica,1,Andrej,Danko,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516520,Vinica,2,Patrik,Dubovský,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516520,Vinica,3,Krisztián,Forró,343,60.6,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516520,Vinica,4,Štefan,Harabin,22,3.88,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516520,Vinica,5,Ivan,Korčok,82,14.48,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516520,Vinica,6,Marian,Kotleba,2,0.35,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516520,Vinica,7,Ján,Kubiš,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516520,Vinica,8,Igor,Matovič,15,2.65,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516520,Vinica,9,Milan,Náhlik,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516520,Vinica,10,Peter,Pellegrini,102,18.02,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516520,Vinica,11,Róbert,Švec,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516538,Vrbovka,1,Andrej,Danko,1,0.72,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516538,Vrbovka,2,Patrik,Dubovský,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516538,Vrbovka,3,Krisztián,Forró,69,50.36,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516538,Vrbovka,4,Štefan,Harabin,7,5.1,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516538,Vrbovka,5,Ivan,Korčok,11,8.02,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516538,Vrbovka,6,Marian,Kotleba,5,3.64,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516538,Vrbovka,7,Ján,Kubiš,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516538,Vrbovka,8,Igor,Matovič,3,2.18,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516538,Vrbovka,9,Milan,Náhlik,1,0.72,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516538,Vrbovka,10,Peter,Pellegrini,40,29.19,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516538,Vrbovka,11,Róbert,Švec,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516546,Záhorce,1,Andrej,Danko,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516546,Záhorce,2,Patrik,Dubovský,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516546,Záhorce,3,Krisztián,Forró,2,0.71,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516546,Záhorce,4,Štefan,Harabin,55,19.78,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516546,Záhorce,5,Ivan,Korčok,61,21.94,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516546,Záhorce,6,Marian,Kotleba,2,0.71,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516546,Záhorce,7,Ján,Kubiš,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516546,Záhorce,8,Igor,Matovič,2,0.71,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516546,Záhorce,9,Milan,Náhlik,1,0.35,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516546,Záhorce,10,Peter,Pellegrini,155,55.75,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516546,Záhorce,11,Róbert,Švec,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516554,Závada,1,Andrej,Danko,1,0.64,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516554,Závada,2,Patrik,Dubovský,1,0.64,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516554,Závada,3,Krisztián,Forró,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516554,Závada,4,Štefan,Harabin,11,7.05,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516554,Závada,5,Ivan,Korčok,49,31.41,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516554,Závada,6,Marian,Kotleba,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516554,Závada,7,Ján,Kubiš,3,1.92,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516554,Závada,8,Igor,Matovič,1,0.64,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516554,Závada,9,Milan,Náhlik,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516554,Závada,10,Peter,Pellegrini,90,57.69,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516554,Závada,11,Róbert,Švec,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516562,Zombor,1,Andrej,Danko,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516562,Zombor,2,Patrik,Dubovský,2,5.26,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516562,Zombor,3,Krisztián,Forró,1,2.63,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516562,Zombor,4,Štefan,Harabin,3,7.89,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516562,Zombor,5,Ivan,Korčok,11,28.94,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516562,Zombor,6,Marian,Kotleba,1,2.63,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516562,Zombor,7,Ján,Kubiš,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516562,Zombor,8,Igor,Matovič,3,7.89,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516562,Zombor,9,Milan,Náhlik,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516562,Zombor,10,Peter,Pellegrini,17,44.73,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516562,Zombor,11,Róbert,Švec,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516571,Želovce,1,Andrej,Danko,0,0,X
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516571,Želovce,2,Patrik,Dubovský,1,0.25,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516571,Želovce,3,Krisztián,Forró,22,5.59,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516571,Želovce,4,Štefan,Harabin,53,13.48,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516571,Želovce,5,Ivan,Korčok,113,28.75,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516571,Želovce,6,Marian,Kotleba,6,1.52,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516571,Želovce,7,Ján,Kubiš,4,1.01,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516571,Želovce,8,Igor,Matovič,5,1.27,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516571,Želovce,9,Milan,Náhlik,0,0,
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516571,Želovce,10,Peter,Pellegrini,189,48.09,P
6,Banskobystrický kraj,605,Veľký Krtíš,610,Veľký Krtíš,516571,Želovce,11,Róbert,Švec,0,0,X
6,Banskobystrický kraj,606,Zvolen,604,Detva,518263,Detva,1,Andrej,Danko,5,0.08,X
6,Banskobystrický kraj,606,Zvolen,604,Detva,518263,Detva,2,Patrik,Dubovský,31,0.51,
6,Banskobystrický kraj,606,Zvolen,604,Detva,518263,Detva,3,Krisztián,Forró,3,0.05,
6,Banskobystrický kraj,606,Zvolen,604,Detva,518263,Detva,4,Štefan,Harabin,758,12.68,
6,Banskobystrický kraj,606,Zvolen,604,Detva,518263,Detva,5,Ivan,Korčok,1864,31.19,P
6,Banskobystrický kraj,606,Zvolen,604,Detva,518263,Detva,6,Marian,Kotleba,40,0.66,
6,Banskobystrický kraj,606,Zvolen,604,Detva,518263,Detva,7,Ján,Kubiš,120,2,
6,Banskobystrický kraj,606,Zvolen,604,Detva,518263,Detva,8,Igor,Matovič,88,1.47,
6,Banskobystrický kraj,606,Zvolen,604,Detva,518263,Detva,9,Milan,Náhlik,2,0.03,
