"Kód kraja","Názov kraja","Kód územného obvodu","Názov územného obvodu","Kód okresu","Názov okresu","Kód obce","Názov obce","Okrsok","Počet zapísaných voličov","Počet zúčastnených voličov","Účasť voličov v %","Počet odovzdaných obálok","Podiel odovzdaných obálok v %","Počet platných hlasov pre všetkých kandidátov","Podiel platných hlasov pre všetkých kandidátov v %"
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506265,"Moravské Lieskové",2,657,377,57.38,376,99.73,375,99.46
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506303,"Nová Bošáca",1,876,495,56.50,495,100.00,491,99.19
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506311,"Nová Lehota",1,191,122,63.87,122,100.00,122,100.00
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",556459,"Nová Ves nad Váhom",1,450,277,61.55,277,100.00,276,99.63
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",1,1193,694,58.17,694,100.00,692,99.71
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",2,1006,641,63.71,641,100.00,635,99.06
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",3,1263,813,64.37,813,100.00,809,99.50
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",4,899,583,64.84,583,100.00,579,99.31
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",5,961,607,63.16,607,100.00,604,99.50
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",6,1082,542,50.09,542,100.00,541,99.81
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",7,1027,576,56.08,576,100.00,574,99.65
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",8,976,562,57.58,561,99.82,559,99.46
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",9,812,493,60.71,493,100.00,489,99.18
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",10,834,500,59.95,500,100.00,496,99.20
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",11,806,487,60.42,487,100.00,486,99.79
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",12,1070,634,59.25,634,100.00,628,99.05
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",13,987,566,57.34,566,100.00,565,99.82
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",14,1457,479,32.87,479,100.00,477,99.58
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",15,1248,738,59.13,737,99.86,734,99.45
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506346,"Očkov",1,388,241,62.11,240,99.58,236,97.92
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506401,"Pobedim",1,910,486,53.40,485,99.79,485,99.79
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506427,"Podolie",1,1430,763,53.35,763,100.00,757,99.21
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506427,"Podolie",2,135,81,60.00,81,100.00,81,100.00
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506435,"Potvorice",1,569,342,60.10,342,100.00,340,99.41
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506443,"Považany",1,1028,557,54.18,557,100.00,555,99.64
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506516,"Stará Lehota",1,157,98,62.42,98,100.00,97,98.97
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",1,1313,655,49.88,655,100.00,652,99.54
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",2,917,564,61.50,564,100.00,558,98.93
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",3,1051,626,59.56,626,100.00,622,99.36
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",4,947,557,58.81,557,100.00,555,99.64
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",5,903,523,57.91,523,100.00,521,99.61
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",6,1002,544,54.29,543,99.81,542,99.63
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",7,150,85,56.66,85,100.00,85,100.00
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",8,385,231,60.00,231,100.00,229,99.13
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",9,323,172,53.25,172,100.00,170,98.83
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",10,139,76,54.67,76,100.00,75,98.68
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506583,"Trenčianske Bohuslavice",1,738,448,60.70,447,99.77,444,99.10
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506630,"Vaďovce",1,601,337,56.07,337,100.00,331,98.21
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506672,"Višňové",1,136,83,61.02,83,100.00,82,98.79
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",556441,"Zemianske Podhradie",1,619,334,53.95,333,99.70,331,99.10
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",557633,"Bodiná",1,386,240,62.17,240,100.00,240,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512915,"Brvnište",1,983,584,59.40,584,100.00,581,99.48
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",557561,"Čelkova Lehota",1,139,109,78.41,109,100.00,108,99.08
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512966,"Dolná Mariková",1,569,356,62.56,356,100.00,355,99.71
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512966,"Dolná Mariková",2,568,359,63.20,359,100.00,359,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",546640,"Dolný Lieskov",1,461,214,46.42,214,100.00,214,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",546640,"Dolný Lieskov",2,205,118,57.56,118,100.00,118,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513008,"Domaniža",1,647,337,52.08,337,100.00,337,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513008,"Domaniža",2,664,415,62.50,415,100.00,414,99.75
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",557609,"Ďurďové",1,142,101,71.12,101,100.00,101,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",557510,"Hatné",1,499,294,58.91,294,100.00,292,99.31
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513083,"Horná Mariková",1,549,352,64.11,352,100.00,348,98.86
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",580856,"Horný Lieskov",1,369,210,56.91,210,100.00,209,99.52
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513172,"Jasenica",1,989,620,62.68,620,100.00,614,99.03
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",557552,"Klieština",1,268,160,59.70,160,100.00,159,99.37
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513245,"Kostolec",1,223,148,66.36,148,100.00,148,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",557579,"Malé Lednice",1,397,251,63.22,251,100.00,249,99.20
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513466,"Papradno",1,939,549,58.46,548,99.81,544,99.08
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513466,"Papradno",2,1054,639,60.62,639,100.00,637,99.68
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513474,"Plevník - Drienové",1,1344,776,57.73,776,100.00,771,99.35
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",558222,"Počarová",1,131,99,75.57,99,100.00,99,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",580864,"Podskalie",1,124,82,66.12,82,100.00,80,97.56
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",1,1047,562,53.67,561,99.82,556,98.93
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",2,844,503,59.59,503,100.00,500,99.40
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",3,679,418,61.56,418,100.00,416,99.52
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",4,759,470,61.92,470,100.00,469,99.78
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",5,826,520,62.95,520,100.00,520,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",6,1774,473,26.66,473,100.00,472,99.78
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",7,769,452,58.77,452,100.00,447,98.89
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",8,1163,718,61.73,718,100.00,705,98.18
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",9,916,554,60.48,554,100.00,551,99.45
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",10,736,440,59.78,440,100.00,439,99.77
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",11,996,636,63.85,636,100.00,630,99.05
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",12,879,504,57.33,504,100.00,500,99.20
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",13,1230,656,53.33,656,100.00,651,99.23
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",14,1170,609,52.05,609,100.00,606,99.50
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",15,1115,550,49.32,550,100.00,546,99.27
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",16,1222,657,53.76,657,100.00,654,99.54
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",17,1276,695,54.46,694,99.85,691,99.42
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",18,1148,612,53.31,612,100.00,610,99.67
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",19,1062,635,59.79,635,100.00,634,99.84
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",20,873,518,59.33,518,100.00,516,99.61
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",21,922,544,59.00,544,100.00,543,99.81
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",22,1035,613,59.22,612,99.83,610,99.51
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",23,981,613,62.48,613,100.00,611,99.67
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",24,897,526,58.63,526,100.00,525,99.80
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",25,214,144,67.28,144,100.00,144,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",26,499,353,70.74,353,100.00,353,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",27,675,455,67.40,454,99.78,449,98.68
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",28,604,327,54.13,327,100.00,325,99.38
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",29,543,350,64.45,350,100.00,346,98.85
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",30,765,482,63.00,482,100.00,479,99.37
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",31,454,289,63.65,289,100.00,287,99.30
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",32,481,306,63.61,306,100.00,305,99.67
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",33,1246,790,63.40,790,100.00,786,99.49
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",34,474,266,56.11,266,100.00,259,97.36
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",35,569,320,56.23,320,100.00,320,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513563,"Prečín",1,1078,628,58.25,628,100.00,624,99.36
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513563,"Prečín",2,130,72,55.38,72,100.00,72,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513601,"Pružina",1,827,457,55.25,456,99.78,449,98.24
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513601,"Pružina",2,813,460,56.58,460,100.00,458,99.56
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",557595,"Sádočné",1,141,96,68.08,96,100.00,94,97.91
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",557480,"Slopná",1,393,239,60.81,239,100.00,238,99.58
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513687,"Stupné",1,559,339,60.64,339,100.00,336,99.11
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",518913,"Sverepec",1,539,338,62.70,338,100.00,335,99.11
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",518913,"Sverepec",2,537,322,59.96,322,100.00,321,99.68
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513741,"Udiča",1,1318,753,57.13,749,99.46,747,99.20
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513741,"Udiča",2,390,217,55.64,216,99.53,216,99.53
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513741,"Udiča",3,132,94,71.21,94,100.00,93,98.93
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513784,"Vrchteplá",1,208,139,66.82,139,100.00,139,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513822,"Záskalie",1,166,99,59.63,99,100.00,98,98.98
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",512851,"Beluša",1,817,469,57.40,469,100.00,467,99.57
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",512851,"Beluša",2,691,395,57.16,395,100.00,393,99.49
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",512851,"Beluša",3,836,458,54.78,457,99.78,452,98.68
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",512851,"Beluša",4,733,455,62.07,455,100.00,455,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",512851,"Beluša",5,448,273,60.93,273,100.00,271,99.26
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",512851,"Beluša",6,475,312,65.68,312,100.00,307,98.39
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",512851,"Beluša",7,574,332,57.83,332,100.00,332,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",512851,"Beluša",8,437,270,61.78,270,100.00,269,99.62
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",512940,"Dohňany",1,1117,647,57.92,647,100.00,642,99.22
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",512940,"Dohňany",2,157,94,59.87,94,100.00,94,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",512940,"Dohňany",3,245,162,66.12,162,100.00,159,98.14
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",512958,"Dolná Breznica",1,841,489,58.14,489,100.00,489,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",557439,"Dolné Kočkovce",1,984,629,63.92,627,99.68,622,98.88
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",557692,"Horná Breznica",1,385,197,51.16,196,99.49,190,96.44
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513121,"Horovce",1,746,442,59.24,441,99.77,441,99.77
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",557501,"Kvašov",1,523,300,57.36,300,100.00,299,99.66
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513300,"Lazy pod Makytou",1,215,131,60.93,131,100.00,130,99.23
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513300,"Lazy pod Makytou",2,846,474,56.02,474,100.00,471,99.36
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513318,"Lednica",1,728,402,55.21,402,100.00,398,99.00
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513326,"Lednické Rovne",1,987,507,51.36,507,100.00,505,99.60
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513326,"Lednické Rovne",2,838,533,63.60,533,100.00,532,99.81
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513326,"Lednické Rovne",3,741,421,56.81,421,100.00,418,99.28
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513326,"Lednické Rovne",4,442,273,61.76,272,99.63,272,99.63
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513326,"Lednické Rovne",5,151,79,52.31,79,100.00,79,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513334,"Lúky",1,739,462,62.51,462,100.00,458,99.13
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513342,"Lysá pod Makytou",1,961,624,64.93,624,100.00,620,99.35
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513342,"Lysá pod Makytou",2,663,340,51.28,340,100.00,340,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513377,"Mestečko",1,413,249,60.29,249,100.00,248,99.59
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513407,"Mojtín",1,369,204,55.28,204,100.00,204,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",557447,"Nimnica",1,639,399,62.44,399,100.00,399,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513610,"Púchov",1,1046,645,61.66,645,100.00,640,99.22
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513610,"Púchov",2,1091,644,59.02,644,100.00,642,99.68
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513610,"Púchov",3,1211,724,59.78,724,100.00,720,99.44
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513610,"Púchov",4,1129,632,55.97,632,100.00,632,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513610,"Púchov",5,713,419,58.76,419,100.00,418,99.76
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513610,"Púchov",6,915,541,59.12,541,100.00,537,99.26
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513610,"Púchov",7,1047,620,59.21,620,100.00,615,99.19
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513610,"Púchov",8,1222,402,32.89,401,99.75,400,99.50
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513610,"Púchov",9,627,354,56.45,354,100.00,352,99.43
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513610,"Púchov",10,847,509,60.09,509,100.00,508,99.80
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513610,"Púchov",11,959,551,57.45,550,99.81,544,98.72
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513610,"Púchov",12,1043,677,64.90,675,99.70,671,99.11
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513610,"Púchov",13,361,210,58.17,210,100.00,210,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513610,"Púchov",14,673,424,63.00,424,100.00,423,99.76
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513610,"Púchov",15,471,282,59.87,282,100.00,278,98.58
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513610,"Púchov",16,400,259,64.75,259,100.00,259,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513610,"Púchov",17,139,74,53.23,74,100.00,74,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513610,"Púchov",18,120,82,68.33,82,100.00,82,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",557471,"Streženice",1,839,524,62.45,524,100.00,523,99.80
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513776,"Visolaje",1,766,499,65.14,499,100.00,498,99.79
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",557498,"Vydrná",1,240,147,61.25,147,100.00,145,98.63
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",513814,"Záriečie",1,552,319,57.78,319,100.00,319,100.00
3,"Trenčiansky kraj",303,"Považská Bystrica",308,"Púchov",500348,"Zubák",1,693,338,48.77,338,100.00,336,99.40
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",542733,"Bošany",1,1120,566,50.53,566,100.00,566,100.00
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",542733,"Bošany",2,1069,625,58.46,625,100.00,623,99.68
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",542733,"Bošany",3,1084,640,59.04,639,99.84,639,99.84
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",580449,"Brodzany",1,742,463,62.39,463,100.00,463,100.00
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",542962,"Hradište",1,794,425,53.52,425,100.00,422,99.29
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",543004,"Chynorany",1,1090,549,50.36,548,99.81,547,99.63
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",543004,"Chynorany",2,1086,691,63.62,690,99.85,685,99.13
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",556416,"Ješkova Ves",1,414,240,57.97,240,100.00,239,99.58
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",543047,"Klátova Nová Ves",1,1000,616,61.60,616,100.00,611,99.18
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",543047,"Klátova Nová Ves",2,302,194,64.23,194,100.00,193,99.48
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",543055,"Kolačno",1,708,429,60.59,429,100.00,429,100.00
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",556246,"Krásno",1,433,287,66.28,287,100.00,283,98.60
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",556173,"Livina",1,101,56,55.44,56,100.00,56,100.00
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",556190,"Livinské Opatovce",1,220,143,65.00,143,100.00,142,99.30
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",505129,"Malé Kršteňany",1,445,251,56.40,251,100.00,250,99.60
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",580953,"Malé Uherce",1,688,397,57.70,397,100.00,396,99.74
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",505170,"Nadlice",1,496,308,62.09,308,100.00,306,99.35
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",505196,"Nedanovce",1,507,315,62.13,315,100.00,314,99.68
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",505307,"Ostratice",1,640,338,52.81,338,100.00,336,99.40
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",505315,"Partizánske",1,801,424,52.93,424,100.00,423,99.76
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",505315,"Partizánske",2,913,488,53.45,488,100.00,483,98.97
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",505315,"Partizánske",3,991,191,19.27,191,100.00,190,99.47
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",505315,"Partizánske",4,997,492,49.34,492,100.00,489,99.39
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",505315,"Partizánske",5,883,508,57.53,508,100.00,507,99.80
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",505315,"Partizánske",6,904,500,55.30,500,100.00,498,99.60
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",505315,"Partizánske",7,901,516,57.26,516,100.00,515,99.80
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",505315,"Partizánske",8,717,375,52.30,375,100.00,372,99.20
3,"Trenčiansky kraj",304,"Prievidza",305,"Partizánske",505315,"Partizánske",9,691,371,53.69,371,100.00,370,99.73
