IDN4,obec,populace,centroid-lat,centroid-lon
513351,Košecké Podhradie,1047,48.9688772,18.3362681
513377,Mestečko,523,49.1694566,18.2603675
513385,Mikušovce (IL),1050,49.0681714,18.1987153
513407,Mojtín,432,48.9870142,18.4045453
513440,Nová Dubnica,10884,48.9302226,18.1690199
513466,Papradno,2407,49.2696469,18.374532
513474,Plevník-Drienové,1639,49.1591312,18.5137521
513563,Prečín,1510,49.0555184,18.4997977
513598,Pruské,2310,49.0309029,18.2078439
513601,Pružina,2037,48.9977415,18.4745256
513610,Púchov,17472,49.1414191,18.3286593
513687,Stupné,684,49.1959297,18.4375256
513725,Tuchyňa,806,49.0448061,18.2173926
513741,Udiča,2247,49.1707007,18.3977891
513776,Visolaje,971,49.0697893,18.3748243
513784,Vrchteplá,248,49.1333014,18.5620597
513792,Malá Tŕňa,357,48.4481411,21.6888961
513806,Veľká Tŕňa,457,48.4742639,21.682124
513814,Záriečie,703,49.1735065,18.232673
513822,Záskalie,194,49.1375429,18.5181064
513831,Klin nad Bodrogom - Bodrogszög,195,48.3774056,21.7224546
513849,Stanča,399,48.5645714,21.6576354
513857,Budince - Budaháza,226,48.5468474,22.1209841
513865,Zliechov,580,48.9425742,18.4320904
513881,Prievidza,45017,48.7601656,18.6491311
513903,Bojnice,4978,48.7933562,18.5784967
513911,Bystričany,1785,48.6445344,18.544955
513920,Cigeľ,1271,48.7082276,18.6714278
513938,Čavoj,488,48.889944,18.486439
513946,Čereňany,1754,48.6329288,18.52165
513954,Diviacka Nová Ves,1790,48.7472935,18.4992402
513962,Diviaky nad Nitricou,1761,48.7725355,18.4928032
513971,Dlžín,165,48.8184062,18.5220738
513989,Dolné Vestenice,2495,48.7176455,18.3899812
513997,Handlová,16199,48.701231,18.7350011
514004,Horná Ves (PD),1072,48.5911613,18.5288677
514012,Horné Vestenice,629,48.7235108,18.4230998
514021,Chrenovec-Brusno,1391,48.7825484,18.7338455
514039,Chvojnica (PD),242,48.8809921,18.5379936
514063,Kamenec pod Vtáčnikom,1744,48.6567011,18.5866934
514071,Kanianka,3974,48.8208487,18.5714819
514080,Kľačno,1069,48.929719,18.6551912
514098,Kocurany,523,48.7651486,18.5394644
514101,Kostolná Ves,510,48.8039309,18.497161
514110,Koš,1041,48.7369899,18.590184
514128,Lazany,1735,48.8196536,18.6187342
514136,Lehota pod Vtáčnikom,3815,48.6839651,18.6160613
514144,Liešťany,1204,48.8389451,18.4590036
514179,Malá Čausa,699,48.8094056,18.7090073
514187,Malinová,972,48.8590549,18.5906966
514209,Nedožery-Brezany,2105,48.8230634,18.6706528
514217,Nevidzany (PD),304,48.8557353,18.4993959
514225,Nitrianske Pravno,3163,48.8836782,18.625916
514233,Nitrianske Rudno,1925,48.7932201,18.457226
514241,Nitrianske Sučany,1188,48.732797,18.473024
514250,Nitrica,1182,48.6994661,18.4552868
514268,Nováky,4197,48.7157614,18.549122
514284,Opatovce nad Nitrou,1552,48.7586232,18.5597774
514292,Oslany,2372,48.6133249,18.5200656
514306,Podhradie (PD),295,48.6701828,18.646865
514314,Poluvsie,535,48.8476704,18.6335079
514322,Poruba,1376,48.8437646,18.5666282
514331,Pravenec,1305,48.8526464,18.6699678
514349,Radobica,552,48.5785317,18.512369
514357,Ráztočno,1235,48.7653362,18.7853338
514365,Rudnianska Lehota,736,48.8180494,18.4345583
514373,Sebedražie,1715,48.729031,18.6278667
514381,Seč,394,48.8333081,18.5119818
514390,Šútovce,444,48.8011693,18.5342964
514403,Temeš,212,48.8675109,18.4717801
514411,Tužina,1208,48.9190758,18.5795621
514420,Valaská Belá,1994,48.8966566,18.4055008
514438,Veľká Čausa,519,48.7766216,18.6902852
514454,Zemianske Kostoľany,1733,48.6894234,18.5216577
514462,Rimavská Sobota - Rimaszombat,22048,48.3790821,20.0092986
514489,Babinec,60,48.5181986,20.002801
514501,Barca - Baraca,596,48.3678154,20.2378044
514519,Bátka - Bátka,849,48.3713853,20.1550363
514535,Belín,179,48.3406835,20.1089543
514543,Blhovce - Balogfala,780,48.2714705,19.9376325
514551,Bottovo,197,48.3190066,20.1452887
514578,Bretka - Beretke,396,48.4904239,20.3356353
514586,Budikovany,62,48.4897492,20.0920972
514594,Cakov - Cakó,357,48.3338948,20.2175718
514608,Čerenčany,548,48.4108764,19.9947448
514616,Čierny Potok,141,48.3003334,19.9372046
514624,Číž - Csíz,686,48.310789,20.2717666
514632,Dolné Zahorany - Magyarhegymeg,188,48.3519994,19.9068808
514641,Dražice - Perjése,254,48.4324648,20.0609862
514659,Drienčany,220,48.4843457,20.066582
514667,Drňa - Darnya,215,48.2519459,20.1217172
514675,Držkovce - Deresk,591,48.5446519,20.2371334
514683,Dubno - Dobfenek,150,48.1954882,20.0061217
514691,Dubovec - Dobóca,506,48.2940038,20.1463257
514713,Figa - Gömörfüge,442,48.4012582,20.2504593
514721,Gemer - Sajógömör,899,48.4550552,20.3282345
514730,Gemerček - Kisgömöri,96,48.3247803,19.9972655
514748,Gemerská Panica - Gömörpanyit,591,48.4732914,20.3817643
514756,Gemerská Ves - Gömörfalva,1001,48.4823639,20.2770437
514764,Gemerské Dechtáre - Détér,411,48.2378041,20.0200911
514781,Gemerský Jablonec - Almágy,719,48.1957153,19.9859675
514799,Gortva - Gortvakisfalud,478,48.2800786,19.983972
514811,Hajnáčka - Ajnácskő,1139,48.2256225,19.957968
514829,Hnúšťa,6762,48.5912895,19.9615518
514837,Hodejov - Várgede,1534,48.3043592,19.9768025
514845,Hodejovec - Kerekgede,172,48.2703769,20.004806
514853,Horné Zahorany,113,48.4720264,19.998082
514861,Hostice - Gesztete,1050,48.2331981,20.0837391
514870,Hostišovce,229,48.4984064,20.1216768
514888,Hrachovo,799,48.4595524,19.9237311
514896,Hrlica,56,48.6292024,20.0477394
514900,Hrnčiarska Ves,965,48.4334754,19.8452041
514918,Hrnčiarske Zalužany,832,48.4082726,19.8623992
514926,Hrušovo,172,48.5194698,20.0413135
514934,Hubovo - Hubó,128,48.4001694,20.3854168
514942,Husiná - Guszona,536,48.3351036,19.8966915
514951,Chanava - Hanva,709,48.3343674,20.296186
514969,Chrámec - Harmac,458,48.2706517,20.1743631
514977,Chvalová - Felsőfalu,194,48.5129123,20.1630985
514985,Ivanice - Balogiványi,277,48.329841,20.2373638
514993,Janice - Jéne,296,48.2672157,20.2066903
515001,Jesenské (RS) - Feled,2335,48.2947218,20.0579174
515019,Jestice - Jeszte,147,48.2111636,20.0654354
515027,Kaloša - Kálosa,818,48.4145933,20.2238714
515035,Kesovce,271,48.3752356,20.3586234
515043,Klenovec,3026,48.6467669,19.833535
515051,Kociha,205,48.4828169,19.9204302
515060,Konrádovce - Korláti,323,48.3018222,19.9012759
515078,Kráľ - Sajószentkirály,932,48.3449236,20.3589893
515086,Kraskovo,133,48.4978775,19.9830472
515094,Krokava,23,48.6378427,20.00664
515108,Kružno,347,48.4138904,19.9282498
515116,Kyjatice,65,48.5412734,20.0069015
515124,Lehota nad Rimavicou,277,48.5256201,19.8736753
515132,Lenartovce - Sajólénártfalva,542,48.2978564,20.3066273
515141,Lenka - Sajólenke,200,48.3900463,20.3454634
515159,Levkuška - Lőkös,239,48.4560665,20.2663714
515167,Lipovec (RS),90,48.5439089,20.0730308
515175,Lukovištia,163,48.4827142,20.0229587
515183,Martinová - Nemesmartonfala,223,48.303489,20.175595
515205,Neporadza (RS) - Naprágy,286,48.3681584,20.3916634
515230,Nová Bašta - Egyházasbást,483,48.1745463,19.9313855
515248,Orávka,161,48.31238,20.1933712
515256,Otročok - Otrokocs,332,48.447085,20.2677464
515264,Ožďany,1624,48.3800768,19.902078
515272,Padarovce - Balogpádár,149,48.4543163,20.0552194
515281,Pavlovce (RS) - Rimapálfalva,406,48.3250666,20.09535
515299,Petrovce (RS) - Gömörpéterfala,208,48.1914466,20.0376977
515302,Ploské (RA),71,48.6112017,20.0606224
515311,Polina - Alsófalu,89,48.4916308,20.22409
515337,Poproč (RS),23,48.5850803,20.0263149
515345,Potok (RS),21,48.5578235,20.0495506
515353,Radnovce - Nemesradnót,990,48.3396939,20.1905159
515361,Rašice - Felsőrás,117,48.4649557,20.2319967
515370,Ratková,622,48.5987057,20.0891774
515388,Ratkovská Lehota,45,48.5624337,20.0923841
515396,Ratkovská Suchá,42,48.5891618,20.0596607
515400,Ratkovské Bystré,304,48.664158,20.0372018
515426,Rimavská Baňa,528,48.5297503,19.9308457
515442,Rimavská Seč - Rimaszécs,2148,48.2964471,20.2344387
515451,Rimavské Brezovo,504,48.5429897,19.9638163
515469,Rimavské Janovce - Jánosi,1373,48.3453932,20.061568
515485,Rovné (RS),118,48.5977073,20.0311773
515493,Rumince - Runya,366,48.3680043,20.2756991
515507,Rybník (RA),158,48.5438047,20.1235095
515515,Selce (PT),113,48.479426,19.8650721
515523,Skerešovo - Szkáros,216,48.5084945,20.2026499
515531,Slizké,242,48.5179215,20.0813838
515540,Stará Bašta - Óbást,308,48.1889885,19.9357932
515566,Stránska - Oldalfala,341,48.4022602,20.2727114
515574,Leváre - Lévárt,80,48.5104607,20.2613764
515582,Studená - Medveshidegkút,273,48.1598552,19.9624475
515591,Sušany,418,48.4186395,19.8992187
515604,Sútor - Szútor,649,48.3577148,20.1202043
515612,Tornaľa - Tornalja,6971,48.4337342,20.3697771
515621,Šimonovce - Rimasimonyi,546,48.2790084,20.1211715
515639,Širkovce - Serke,957,48.2828401,20.0887693
515647,Španie Pole,76,48.5258187,20.1320471
515655,Štrkovec - Kövecses,380,48.3591693,20.3345682
515663,Tachty - Tajti,548,48.1427795,19.9281629
515671,Teplý Vrch,292,48.4730096,20.1031474
515680,Tisovec,3720,48.6969281,19.9185903
515698,Tomášovce (RS) - Balogtamási,205,48.3883966,20.138878
515701,Uzovská Panica - Uzapanyit,816,48.4173398,20.1481832
515710,Včelince - Méhi,789,48.3816757,20.3112714
515728,Večelkov - Vecseklő,231,48.1594497,19.9198598
515736,Veľké Teriakovce,865,48.4320196,19.9589746
515744,Veľký Blh - Vámosbalog,1133,48.4475167,20.1215892
515752,Vieska nad Blhom - Balogújfalu,176,48.3503524,20.1931268
515761,Višňové (RA) - Kisvisnyó,59,48.5330596,20.1872251
515779,Vlkyňa - Velkenye,389,48.2792306,20.2915226
515795,Valice - Alsóvály,319,48.4540397,20.2066101
515809,Vyšný Skálnik,136,48.4750022,19.9649796
515817,Zádor - Zádorháza,135,48.3217916,20.2511918
515833,Žiar (RA) - Zsór,111,48.4291156,20.2669081
515841,Žíp - Zsip,281,48.3603028,20.1934596
515850,Veľký Krtíš,11028,48.2122838,19.349456
515868,Balog nad Ipľom - Ipolybalog,781,48.0808674,19.1266967
515876,Bátorová,353,48.1354268,19.280278
515884,Brusník,114,48.3057211,19.4165112
515892,Bušince - Bussa,1404,48.1794317,19.4948039
515906,Čebovce - Csáb,1044,48.2048787,19.2285162
515914,Čeláre - Csalár,480,48.1369181,19.4803158
515922,Čelovce (VK),431,48.1955531,19.1221291
515931,Červeňany,34,48.3794369,19.3832455
515949,Dačov Lom,401,48.3099085,19.2538555
515957,Dolinka - Inám,470,48.0952137,19.1618954
515965,Dolná Strehová,1013,48.2466401,19.4926281
515973,Dolné Plachtince,603,48.1974856,19.3129244
515981,Dolné Strháre,198,48.2523354,19.3828252
515990,Ďurkovce - Gyürki,126,48.141843,19.1616297
516007,Glabušovce - Galábocs,113,48.1538634,19.4530616
516015,Horná Strehová,153,48.2821352,19.4382017
516023,Horné Plachtince,210,48.2505105,19.2575018
516031,Horné Strháre,254,48.2702941,19.3488259
516040,Hrušov (VK),824,48.1680853,19.0883927
516058,Chrastince,208,48.094402,19.2403377
516066,Chrťany,107,48.2946296,19.4564052
516074,Ipeľské Predmostie - Ipolyhídvég,578,48.0800134,19.0437573
516082,Kamenné Kosihy - Kőkeszi,351,48.1333909,19.1891935
516091,Kiarov - Ipolykér,273,48.11172,19.4193304
516104,Kleňany - Kelenye,278,48.1253987,19.0700242
516112,Koláre - Kóvár,243,48.0683746,19.2418928
516121,Kosihovce - Dacsókeszi,559,48.1967485,19.2057892
516139,Kosihy nad Ipľom - Ipolykeszi,405,48.0805358,19.1761766
516147,Kováčovce - Szécsénykovácsi,318,48.1081739,19.4599511
516155,Lesenice,487,48.111941,19.2391518
516163,Ľuboriečka,144,48.2616158,19.5308032
516171,Malá Čalomija,193,48.085831,19.2246588
516198,Malé Zlievce,294,48.1794375,19.4445105
516210,Modrý Kameň,1620,48.253449,19.321855
516228,Muľa,359,48.211744,19.5239863
516236,Nenince - Lukanénye,1318,48.1474302,19.2582212
516244,Nová Ves,441,48.1743299,19.3738954
516252,Obeckov,444,48.168017,19.3213371
516261,Olováry - Óvár,260,48.15419,19.4139202
516279,Opatovská Nová Ves - Apátújfalu,637,48.1191083,19.2677848
516287,Opava,110,48.2099481,19.1747853
516295,Pôtor,759,48.2314819,19.4278839
516309,Pravica,118,48.327163,19.4520073
516317,Príbelce,558,48.1933394,19.2615659
516333,Sečianky - Ipolyszécsényke,335,48.1018033,19.0713005
516341,Seľany - Szelény,162,48.1584859,19.1959605
516368,Senné (VK),190,48.3177183,19.402146
516376,Sklabiná,931,48.1515776,19.3494745
516384,Slovenské Ďarmoty,520,48.0916913,19.2827561
516392,Slovenské Kľačany,170,48.264476,19.4298057
516406,Stredné Plachtince,602,48.2327329,19.2843953
516414,Sucháň,264,48.2991436,19.2236705
516422,Suché Brezovo,94,48.3045752,19.3593675
516431,Širákov - Sirak,190,48.1573099,19.1708211
516449,Šuľa,74,48.3584879,19.4086638
516457,Trebušovce - Terbegec,169,48.1166869,19.1985883
516465,Veľká Čalomija - Nagycsalomja,568,48.0798605,19.201097
516473,Veľká Ves nad Ipľom - Ipolynagyfalu,405,48.0870356,19.0770949
516490,Veľké Zlievce,498,48.2015947,19.4662469
516503,Veľký Lom,138,48.336387,19.370758
516511,Vieska (VK),197,48.2559859,19.4624957
516520,Vinica - Ipolynyék,1794,48.1224702,19.1224845
516538,Vrbovka - Ipolyvarbó,329,48.0980536,19.3868148
516546,Záhorce,669,48.1120447,19.3236253
516554,Závada (VK),440,48.2967276,19.4848723
516562,Zombor,148,48.1375125,19.4500562
516571,Želovce,1206,48.1290963,19.3673624
516589,Žiar nad Hronom,17578,48.5735525,18.8671473
516597,Svätý Anton,1222,48.4123345,18.9501416
516601,Baďan,167,48.3299172,18.8531806
516627,Banská Belá,1171,48.4833354,18.9606372
516643,Banská Štiavnica,9628,48.4606136,18.8890646
516651,Banský Studenec,463,48.4518914,18.9790754
516660,Bartošova Lehôtka,354,48.6519206,18.9112586
516678,Beluj,137,48.3473375,18.887934
516708,Bzenica,614,48.5216352,18.7400279
516716,Dekýš,193,48.3947353,18.8142606
516724,Dolná Trnávka,332,48.5605737,18.7823291
516732,Dolná Ves,220,48.667589,18.9157405
516741,Dolná Ždaňa,848,48.5486898,18.7444058
516759,Hodruša-Hámre,2076,48.4562502,18.8016697
516767,Hliník nad Hronom,2725,48.5335909,18.7928729
516791,Horná Ždaňa,544,48.5712799,18.7269577
516805,Horné Hámre,658,48.4990798,18.6571568
516813,Hrabičov,568,48.5414277,18.6781188
516821,Hronská Dúbrava,417,48.5861751,18.9943701
516830,Hronský Beňadik,1122,48.3433282,18.5578309
516848,Ihráč,499,48.6611243,18.9761438
516856,Ilija,350,48.4103329,18.8953399
516872,Janova Lehota,939,48.6677573,18.7703477
516881,Jastrabá,562,48.6364245,18.9370271
516902,Kľak,180,48.5991603,18.6405577
516937,Kopernica,397,48.6797899,18.8662219
516945,Kosorín,476,48.6727279,18.8033826
516953,Kozelník,161,48.5191671,18.9977255
516961,Krahule,259,48.7351757,18.9522906
516970,Kremnica,4934,48.7049664,18.9621098
516988,Kremnické Bane,255,48.7377434,18.9009011
516996,Kunešov,201,48.7361335,18.8565594
517011,Lehôtka pod Brehmi,396,48.5458326,18.821363
517020,Lovča,669,48.572331,18.8060211
517038,Lovčica-Trubín,1574,48.6231624,18.7666327
517046,Lúčky (ZH),192,48.7018461,18.8877659
517062,Malá Lehota,814,48.502044,18.5468624
517071,Močiar,163,48.5395184,18.9499044
517089,Nevoľné,405,48.6746754,18.9472526
517097,Nová Baňa,7007,48.4426751,18.6196067
517119,Ostrý Grúň,539,48.5708448,18.6611752
517127,Píla (ZC),125,48.5324245,18.6045606
517135,Pitelová,631,48.60225,18.92786
517143,Podhorie (BS),329,48.5087539,18.9247835
517160,Počúvadlo,86,48.3729586,18.8416549
517178,Prenčov,637,48.3689703,18.9168011
517186,Prestavlky,679,48.5900502,18.7564436
517194,Prochot,567,48.6132305,18.6938609
517216,Repište,276,48.5140587,18.840017
517232,Rudno nad Hronom,538,48.4216486,18.7017502
517241,Sklené Teplice,380,48.5273299,18.8709442
517259,Slaská,511,48.6874631,18.8278718
517267,Stará Kremnička,1131,48.6180455,18.8930324
517283,Štiavnické Bane,813,48.4334272,18.8541178
517291,Tekovská Breznica,1213,48.3691986,18.6319956
517305,Tekovské Nemce,1061,48.3781085,18.5427531
517313,Trnavá Hora,1238,48.5926726,18.962795
517330,Veľká Lehota,1069,48.4593283,18.5580874
517348,Veľké Pole,421,48.545243,18.544763
517356,Voznica,633,48.4440267,18.7252385
517364,Vyhne,1149,48.5000297,18.793493
517372,Vysoká (BS),129,48.415085,18.7850207
517381,Žarnovica,5830,48.4907712,18.7127817
517399,Župkov,876,48.5311335,18.6382452
517402,Žilina,82656,49.2504798,18.8187295
517429,Belá (ZA),3338,49.2395288,18.9794975
517461,Bytča,11414,49.1920701,18.4946796
517470,Čičmany,119,48.9602346,18.5207179
517488,Divina,2441,49.2960826,18.6883217
517496,Divinka,1022,49.2591106,18.7056934
517500,Dlhé Pole,1938,49.3220814,18.633111
517518,Dolná Tižina,1456,49.2060627,18.9485117
517526,Dolný Hričov,1651,49.1977244,18.6434725
517542,Fačkov,653,48.9912088,18.6020423
517551,Gbeľany,1449,49.2215066,18.8532955
517577,Hôrky,882,49.2063215,18.6902422
517593,Horný Hričov,835,49.2522943,18.6632071
517623,Hvozdnica,1199,49.2078713,18.4813486
517631,Jablonové (BY),910,49.1848124,18.5712169
517640,Jasenové,614,49.1125154,18.6247641
517658,Kamenná Poruba (ZA),1856,49.0820618,18.6978447
517674,Kolárovice,1824,49.3018192,18.52471
517682,Konská (ZA),1650,49.1111885,18.6742632
517691,Kotešová,2151,49.2540698,18.6017625
517704,Kotrčiná Lúčka,568,49.2506552,18.8418058
517712,Krasňany,1614,49.195315,18.9284625
517721,Kunerad,1050,49.0794397,18.7556728
517739,Lietava,1601,49.1727064,18.6694441
517755,Lietavská Svinná-Babkov,1702,49.1506019,18.6560407
517763,Lutiše,761,49.2958033,18.9578455
517771,Lysica,871,49.2534599,18.9265273
517780,Malá Čierna,331,49.1076679,18.5985695
517798,Maršová-Rašov,1022,49.173515,18.530319
517801,Mojš,1311,49.2044456,18.8190296
517828,Nededza,1070,49.2306757,18.8429529
517861,Petrovice,1614,49.2957578,18.4841282
517879,Podhorie (ZA),949,49.1741416,18.632643
517895,Predmier,1357,49.1969123,18.5336507
517917,Rajec,5897,49.0457065,18.7148174
517925,Rajecká Lesná,1234,49.0236757,18.6610529
517933,Rajecké Teplice,2841,49.1274117,18.7144449
517941,Rosina,3329,49.1811739,18.7657016
517950,Stráňavy,1916,49.159404,18.8320975
517968,Stránske,889,49.1065973,18.7433932
517976,Stráža,673,49.2279705,18.9097213
517984,Strečno,2613,49.1698672,18.8619534
517992,Súľov-Hradná,977,49.1523288,18.5900225
518000,Svederník,1614,49.2706951,18.6501218
518018,Štiavnik,4014,49.277468,18.4377437
518034,Teplička nad Váhom,4379,49.2249136,18.7985918
518042,Terchová,4009,49.2540739,19.0527615
518051,Turie,2050,49.1302113,18.7735405
518069,Varín,3896,49.201616,18.8822537
518077,Veľká Čierna,365,49.0927569,18.5829942
518085,Veľké Rovné,3697,49.3212653,18.5664786
518093,Višňové (ZA),3004,49.1519825,18.7991764
518107,Hosťovce (KS) - Bódvavendégi,202,48.5788877,20.8581138
518115,Slančík,201,48.6608448,21.4950524
518123,Háj (KS) - Áj,248,48.6363859,20.859802
518131,Zbyňov,881,49.1267682,18.6466084
518140,Nižná Hutka,614,48.6622346,21.3654999
518158,Zvolen,40637,48.5426428,19.1583548
518166,Babiná,529,48.4359843,19.0685991
518174,Bacúrov,158,48.5195157,19.0501433
518191,Breziny,371,48.5106484,19.0864852
518204,Budča,1340,48.5760934,19.0558454
518212,Bzovík,1129,48.3186347,19.0845858
518221,Bzovská Lehôtka,132,48.4034338,19.1318148
518239,Cerovo,572,48.2537452,19.163205
518247,Čabradský Vrbovok,235,48.2451419,19.098777
518255,Čekovce,450,48.3642429,19.1275878
518263,Detva,13955,48.5557649,19.4152864
518271,Detvianska Huta,661,48.5733336,19.5978926
518280,Devičie,305,48.3151232,19.0224249
518298,Dobrá Niva,1862,48.4743127,19.0881892
518301,Dolné Mladonice,126,48.3460912,19.1365129
518310,Dolný Badín,250,48.2651644,19.0594871
518336,Domaníky,213,48.2554971,18.9834514
518344,Drážovce,119,48.2523036,18.897432
518352,Drienovo,107,48.2202892,19.0476455
518361,Dubové (ZV),320,48.4986144,19.0290147
518379,Dúbravy,953,48.5952929,19.3660946
518387,Dudince,1380,48.1673465,18.8937069
518409,Hontianske Moravce,781,48.1871105,18.8380498
518417,Hontianske Nemce,1424,48.3000866,18.9810097
518425,Hontianske Tesáre,889,48.217181,18.9273328
518433,Horné Mladonice,186,48.3537148,19.1629605
518441,Horný Badín,177,48.2808036,19.0828704
518450,Horný Tisovník,170,48.4282598,19.3533888
518468,Hriňová,7182,48.6095297,19.5386206
518476,Hronská Breznica,258,48.5551302,18.9959237
518484,Jalšovík,188,48.3130712,19.1104593
518492,Klokoč,481,48.499646,19.3349981
518506,Kováčová (ZV),1552,48.6053749,19.0871127
518514,Kozí Vrbovok,156,48.2946264,19.1130667
518522,Haniska (PO),739,48.9547382,21.2437409
518531,Kráľovce-Krnišov,144,48.3504611,18.9729142
518549,Kriváň,1752,48.5296327,19.44564
518557,Krupina,7576,48.3800774,19.0506337
518565,Lackov,95,48.3260488,19.1912789
518573,Ladzany,258,48.2843795,18.8777265
518581,Lešť (vojenský obvod),31,48.3719009,19.2881358
518590,Ľubotice,3638,49.0081139,21.2828027
518603,Lišov,217,48.2425623,18.8528177
518611,Litava,754,48.2892337,19.1865394
518620,Ratkovce,350,48.4740599,17.7160082
518638,Valaškovce (vojenský obvod),0,48.8892085,22.0726682
518646,Medovarce,213,48.2342626,19.0052916
518654,Michalková,37,48.5148502,19.1410177
518662,Očová,2534,48.6196578,19.3505322
518671,Ostrá Lúka,305,48.5437351,19.0508426
518689,Pliešovce,2260,48.4395597,19.2051912
518697,Podzámčok,542,48.5098159,19.1154695
518701,Rykynčice,265,48.2011819,18.9811385
518719,Čimhová,675,49.3524077,19.7012326
518727,Sása (ZV),887,48.4504149,19.1502336
518735,Sebechleby,1175,48.2816017,18.9375863
518743,Selce (KA),93,48.2478621,19.0359663
518751,Senohrad,728,48.3583788,19.1999
518760,Sielnica,1398,48.6505866,19.0851632
518794,Slatinské Lazy,537,48.5021758,19.3037511
518808,Sliač,4894,48.6272468,19.2037922
518816,Stará Huta,322,48.4702471,19.3395947
518824,Stožok,1074,48.5231882,19.3626678
518832,Sudince,85,48.210139,18.8722668
518841,Súdovce,209,48.2202652,18.8328739
518867,Terany,583,48.183551,18.8978506
518875,Tŕnie,403,48.6011451,19.0245848
518883,Trpín,107,48.2860049,19.1298461
518891,Turová,446,48.6027763,19.0569669
518905,Uňatín,177,48.2827164,19.042683
518913,Sverepec,1356,49.0824597,18.4054491
518921,Vígľaš,1546,48.5443659,19.3192595
518930,Vígľašská Huta-Kalinka,320,48.4852185,19.2749397
518956,Zemiansky Vrbovok,78,48.3189383,19.1481943
518964,Vaniškovce,355,49.1657277,21.293828
518972,Zvolenská Slatina,2802,48.5438155,19.2491131
518981,Železná Breznica,554,48.6357571,19.0080249
518999,Žibritov,73,48.3899494,18.9773937
519006,Bardejov,30840,49.3031436,21.2756513
519014,Abrahámovce (BJ),337,49.1657371,21.3431976
519022,Andrejová,350,49.3366679,21.337065
519049,Bartošovce,738,49.1989075,21.2720582
519057,Becherov - Бехерів,280,49.4307447,21.3078207
519065,Beloveža,775,49.3043904,21.362301
519073,Bogliarka,103,49.2711065,21.1394334
519081,Brezov,369,49.1433638,21.5058232
519090,Brezovka,104,49.2735488,21.4161534
519103,Buclovany,207,49.1551487,21.3663389
519111,Cigeľka,587,49.4122905,21.1422293
519138,Dubinné,339,49.2476294,21.4297531
519154,Frička,330,49.4072928,21.0735613
519162,Fričkovce,731,49.184291,21.2184084
519171,Gaboltov,492,49.3701089,21.1432303
519189,Gerlachov (BJ),1056,49.3323098,21.104501
519197,Giraltovce,4001,49.1161677,21.524357
519201,Hankovce (BJ),451,49.2159282,21.4000367
519219,Harhaj,264,49.1837726,21.4146621
519227,Hažlín,1078,49.3005568,21.4130649
519235,Hertník,1019,49.2053682,21.2162391
519243,Hervartov,516,49.2449121,21.1949223
519251,Hrabovec,510,49.2736319,21.3819112
519260,Hrabské,642,49.3445239,21.0736576
519278,Hutka,96,49.3998104,21.4272224
519286,Chmeľová - Хмелёва,369,49.4012042,21.2973429
519294,Janovce,465,49.185846,21.3055449
519308,Jedlinka - Ялинкы,80,49.4024,21.3647968
519316,Kalnište,513,49.1359478,21.4714386
519324,Kľušov,1081,49.2441363,21.263781
519332,Kobylnice,90,49.0977778,21.5501762
519341,Kobyly,856,49.2179803,21.3034515
519359,Kochanovce (BJ),272,49.1883981,21.3695607
519367,Komárov,455,49.2785351,21.3481974
519375,Koprivnica,652,49.1649984,21.4004751
519383,Kožany,104,49.2139317,21.4974018
519391,Kračúnovce,1239,49.0904824,21.4707627
519405,Krivé,212,49.2942574,21.1526559
519413,Kríže,64,49.2241297,21.1450149
519421,Kružlov,997,49.3052541,21.1247025
519430,Kučín (BJ),323,49.2053365,21.463965
519448,Kuková,720,49.1173019,21.4481961
519456,Kurima,1095,49.2317368,21.468148
519464,Kurov,676,49.347157,21.1235015
519472,Lascov,583,49.1607833,21.4830348
519481,Lenartov,1170,49.3085777,21.0115982
519499,Lipová (BJ),70,49.2598494,21.4851856
519502,Livov,62,49.2381961,21.0851252
519511,Livovská Huta,45,49.2375765,21.0235836
519529,Lopúchov,311,49.1313416,21.3695477
519537,Lúčka (SK),520,49.1083638,21.4786029
519545,Lukavica (BJ),374,49.2605545,21.320809
519553,Lukov,652,49.2775081,21.0745441
519561,Lužany pri Topli,248,49.1251245,21.5044713
519570,Malcov,1604,49.2970523,21.0443317
519588,Marhaň,952,49.1784343,21.4568535
519596,Mičakovce,125,49.0838152,21.5293331
519600,Mikulášová - Никлёва,122,49.3835656,21.3946057
519618,Mokroluh,771,49.3068885,21.2119051
519626,Nemcovce (BJ),261,49.2168881,21.4273713
519634,Nižná Polianka,221,49.4085371,21.4095477
519642,Nižná Voľa,274,49.2208344,21.3660284
519669,Nižný Tvarožec,539,49.3671509,21.1881574
519677,Oľšavce,165,49.202195,21.3729656
519685,Ondavka - Ондавка,15,49.4421916,21.3355175
519693,Ortuťová,192,49.2725163,21.4609498
519707,Osikov,989,49.1680382,21.2505862
519715,Petrová,943,49.3985312,21.1098687
519723,Poliakovce,379,49.253616,21.3999811
519731,Porúbka (BJ),223,49.1980339,21.4250063
519740,Regetovka,46,49.4311521,21.2671344
519758,Rešov,303,49.2313448,21.3309513
519766,Richvald,996,49.2716004,21.1855188
519774,Rokytov,552,49.3145882,21.1891487
519782,Smilno,678,49.3807708,21.3523895
519791,Snakov,675,49.339042,21.0426676
519804,Stebnícka Huta,204,49.4136908,21.2465505
519812,Stebník,305,49.3833769,21.2448292
519821,Stuľany,553,49.1408649,21.4085198
