IDN4,obec,populace,centroid-lat,centroid-lon
506079,Hrašné,481,48.7511981,17.6688132
506087,Chocholná-Velčice,1695,48.8934217,17.901265
506095,Ivanovce,1032,48.8291812,17.8998952
506109,Kálnica,1024,48.7494502,17.9581069
506125,Kočovce,1631,48.7483411,17.8892972
506133,Kostolná-Záriečie,691,48.8779805,17.9701945
506141,Kostolné,598,48.7334269,17.6874613
506150,Krajné,1434,48.7040832,17.6673427
506168,Krivosúd-Bodovka,358,48.8111309,17.9445433
506184,Lubina,1444,48.8156729,17.7068043
506206,Lúka,701,48.6682857,17.905614
506231,Mníchova Lehota,1221,48.8247819,18.0691873
506249,Modrová,476,48.6366812,17.9148716
506257,Modrovka,203,48.6458581,17.8774604
506265,Moravské Lieskové,2539,48.8426437,17.7696189
506273,Motešice,782,48.8433439,18.1787298
506281,Nemšová,6335,48.9766168,18.0774439
506290,Neporadza (TN),783,48.8296198,18.1469855
506303,Nová Bošáca,1027,48.8959249,17.7964361
506311,Nová Lehota,207,48.6502376,17.9917925
506338,Nové Mesto nad Váhom,19644,48.7560579,17.8225919
506346,Očkov,472,48.6549381,17.7551745
506354,Omšenie,1885,48.8961895,18.2212019
506371,Opatovce,425,48.8634435,17.9748486
506401,Pobedim,1158,48.6534249,17.807574
506419,Podkylava,230,48.6797479,17.650773
506427,Podolie,1914,48.6722854,17.7613756
506435,Potvorice,681,48.690262,17.8532519
506443,Považany,1236,48.7092926,17.8488315
506478,Selec,1007,48.7770812,18.0003105
506508,Soblahov,2408,48.8595816,18.0936612
506516,Stará Lehota,175,48.6420675,17.9572422
506524,Stará Turá,8724,48.802126,17.6611437
506532,Svinná,1591,48.7877858,18.1604959
506541,Štvrtok,424,48.817334,17.8810459
506559,Trenčianska Teplá,4222,48.9297261,18.1180789
506567,Trenčianska Turná,3563,48.8293589,18.029541
506583,Trenčianske Bohuslavice,968,48.7964877,17.8595998
506591,Trenčianske Jastrabie,1252,48.7948121,18.0881356
506605,Trenčianske Mitice,787,48.8197107,18.1170394
506613,Trenčianske Teplice,3980,48.9070049,18.1611663
506630,Vaďovce,713,48.7481588,17.7268793
506648,Veľká Hradná,771,48.7770092,18.1162167
506656,Veľké Bierovce,708,48.8519896,17.9757117
506672,Višňové (NM),171,48.7353905,17.7533646
506745,Trnava,63803,48.3807445,17.5869206
506788,Bíňovce,654,48.4982245,17.4949461
506796,Bohdanovce nad Trnavou,1465,48.4349448,17.5493803
506800,Bojničky,1421,48.3891336,17.8023375
506818,Boleráz,2370,48.4670628,17.493649
506826,Borová,467,48.3870562,17.4354964
506834,Borovce,1080,48.5777758,17.7305547
506842,Brestovany,2622,48.3862737,17.6867104
506851,Bučany,2386,48.414229,17.6902912
506869,Buková,642,48.5371163,17.3943905
506877,Cífer,4500,48.3184127,17.4981273
506885,Červeník,1685,48.4636453,17.7603195
506893,Dechtice,1790,48.550077,17.574542
506915,Dobrá Voda,803,48.6033177,17.5414333
506923,Dolná Krupá,2435,48.4773162,17.5558311
506931,Dolné Dubové,736,48.495129,17.5928738
506940,Dolné Orešany,1359,48.4441692,17.4051518
506958,Dolné Otrokovce,386,48.4669824,17.9129675
506966,Dolné Trhovište,610,48.442555,17.9055294
506982,Dolný Lopašov,996,48.5845136,17.6395837
506991,Drahovce,2592,48.5285974,17.790243
507008,Dubovany,1066,48.532737,17.7187333
507024,Dvorníky,2026,48.355321,17.7855758
507032,Hlohovec,20556,48.424722,17.8017625
507041,Horná Krupá,488,48.5205255,17.5197334
507059,Horné Dubové,369,48.5176794,17.5606112
507067,Horné Orešany,1934,48.4630044,17.4077948
507075,Horné Otrokovce,869,48.4905324,17.8794277
507121,Chtelnica,2572,48.5767014,17.605644
507130,Jalšové,487,48.5041398,17.8386524
507156,Jaslovské Bohunice,2337,48.4761706,17.6443123
507164,Kátlovce,1133,48.5203651,17.610995
507172,Kľačany,1127,48.3891721,17.8703656
507199,Kočín-Lančár,519,48.6076521,17.6428899
507202,Koplotovce,785,48.4847468,17.8147774
507211,Košolná,824,48.429126,17.4608257
507229,Krakovany,1467,48.615959,17.7503366
507253,Leopoldov,3973,48.4440728,17.7699339
507288,Madunice,2274,48.48866,17.7833289
507296,Majcichov,2163,48.2874835,17.6167894
507300,Ivachnová,680,49.0871918,19.4076266
507318,Malženice,1560,48.4461979,17.6642896
507326,Merašice,426,48.4650752,17.9428208
507342,Moravany nad Váhom,2440,48.5992309,17.8766884
507351,Naháč,394,48.5566015,17.5157043
507369,Nižná (PN),545,48.5274749,17.6558481
507385,Ostrov (PN),1204,48.6355159,17.7594099
507393,Konská (LM),223,49.1381637,19.7246885
507407,Turík,279,49.1180085,19.3723312
507415,Pastuchov,976,48.4186888,17.8859418
507431,Pečeňady,565,48.4859541,17.7185877
507440,Piešťany,27681,48.592697,17.8123528
507466,Prašník,812,48.6487019,17.6636079
507482,Rakovice,620,48.5677672,17.7206383
507491,Ratnovce,1079,48.5549245,17.8496487
507512,Ružindol,1659,48.3655149,17.4852241
507521,Sasinkovo,842,48.3661368,17.8458165
507539,Siladice,673,48.3607658,17.7302697
507555,Smolenice,3248,48.5055646,17.4251046
507563,Sokolovce,1368,48.532528,17.8412615
507571,Suchá nad Parnou,2202,48.4129901,17.4831316
507601,Špačince,3110,48.442383,17.6049451
507636,Šúrovce,2277,48.3333656,17.7143992
507661,Trakovice,1581,48.4396163,17.7135202
507679,Trebatice,1340,48.5945353,17.7448943
507687,Trstín,1405,48.541147,17.4708726
507709,Veľké Kostoľany,2798,48.5094621,17.7140408
507725,Veselé,1224,48.5539507,17.7235195
507741,Voderady,1609,48.2820344,17.5646675
507750,Vrbové,5739,48.6178087,17.7078259
507768,Zavar,2383,48.3565553,17.657858
507776,Zeleneč,2632,48.3173754,17.5837784
507792,Žlkovce,663,48.4603218,17.7126654
507806,Báhoň,1879,48.3059223,17.4308531
507814,Bernolákovo,8801,48.2020148,17.3093792
507822,Blatné,1828,48.2722204,17.4116362
507831,Borinka,860,48.267981,16.9551162
507849,Budmerice,2506,48.362225,17.4011772
507857,Častá,2363,48.4090085,17.3207239
507865,Čataj,1205,48.2659706,17.4791473
507873,Doľany (PK),1066,48.4294081,17.3549411
507881,Dubová (PK),1142,48.3790628,17.3170066
507890,Gajary,3163,48.4593023,16.9151619
507903,Hamuliakovo - Gútor,2568,48.0375135,17.2530709
507911,Chorvátsky Grob,6830,48.2259768,17.2664835
507938,Ivanka pri Dunaji,6971,48.187927,17.2537225
507946,Jablonec,1004,48.3395334,17.4529314
507954,Jablonové (MA),1385,48.3481631,17.0927737
507962,Jakubov,1736,48.410521,16.9287833
507989,Svätý Jur,5941,48.2494893,17.201747
507997,Kalinkovo,1467,48.056784,17.2336991
508012,Kostolište,1768,48.4463672,16.9826165
508021,Kuchyňa,1769,48.4051834,17.1808259
508039,Láb,2048,48.3604369,16.9560573
508047,Limbach,2287,48.2989337,17.193567
508055,Lozorno,3142,48.3192047,17.0735186
508063,Malacky,18935,48.4380616,17.0218511
508071,Malinovo,3887,48.1249696,17.3231843
508080,Marianka,2284,48.2469328,17.0644173
508098,Miloslavov,4000,48.0930084,17.3149975
508101,Modra,9346,48.3501181,17.2999968
508110,Most pri Bratislave,3913,48.1436743,17.2693213
508136,Nová Dedinka,3150,48.1842686,17.3601181
508161,Pernek,895,48.3665431,17.153087
508179,Pezinok,24900,48.3153478,17.2395473
508187,Píla (PK),347,48.3924131,17.3269075
508195,Plavecký Štvrtok,2513,48.3748074,16.9100345
508209,Rovinka,5136,48.0979525,17.2390918
508217,Senec,20116,48.2349399,17.3885591
508225,Slovenský Grob,5202,48.2486462,17.291233
508233,Stupava,12595,48.2803217,17.0283198
508241,Suchohrad,673,48.404883,16.8797267
508250,Šenkvice,5260,48.2901967,17.3503156
508268,Štefanová,388,48.3873692,17.4076537
508276,Tomášov - Fél,2715,48.144871,17.3401662
508284,Tureň - Zonctorony,1214,48.1843403,17.3880944
508292,Veľký Biel,2975,48.2257061,17.3470266
508306,Viničné,2687,48.266226,17.3086103
508314,Vinosady,1473,48.3170402,17.2875616
508322,Vištuk,1392,48.3284388,17.3902067
508331,Vlky - Vők,415,48.1544939,17.3659065
508349,Vysoká pri Morave,2273,48.3289737,16.9067397
508365,Záhorská Ves,1885,48.3759817,16.8680532
508381,Zohor,3448,48.3199077,16.9760103
508438,Banská Bystrica,76018,48.7360873,19.1274405
508446,Bacúch,897,48.84217,19.7984486
508454,Badín,2028,48.6751978,19.0882895
508462,Beňuš,1152,48.833946,19.7232317
508471,Baláže,221,48.8282865,19.1919171
508489,Braväcovo,680,48.854692,19.7487141
508497,Brezno,20061,48.8193168,19.6789864
508519,Čerín,450,48.6659537,19.2521936
508527,Čierny Balog,5062,48.7138983,19.6849159
508535,Dolná Lehota,681,48.8907489,19.5273506
508543,Dolná Mičiná,439,48.6723435,19.2129129
508551,Dolný Harmanec,261,48.8305873,19.0365374
508560,Donovaly,249,48.873566,19.2321317
508578,Drábsko,176,48.6580776,19.6688864
508586,Dúbravica,418,48.6777605,19.2934808
508594,Harmanec,848,48.7862936,19.0670455
508608,Heľpa,2471,48.8603503,19.9671812
508616,Hiadeľ,512,48.830951,19.3116556
508624,Horná Lehota (BR),598,48.8774724,19.5754439
508632,Horná Mičiná,641,48.7003872,19.1972227
508641,Horné Pršany,398,48.6992319,19.070948
508659,Hrochoť,1452,48.662561,19.3714726
508667,Hronec,1146,48.7461888,19.5362405
508675,Brusno,2153,48.821421,19.3717672
508691,Jarabá,39,48.894012,19.7078658
508705,Jasenie,1138,48.8903586,19.4397496
508713,Kordíky,477,48.7729606,19.028775
508721,Králiky,693,48.7340913,19.0291964
508730,Lom nad Rimavicou,228,48.6409023,19.6869648
508748,Ľubietová,1233,48.7342596,19.4224796
508756,Lučatín,671,48.7791115,19.3242089
508764,Medzibrod,1382,48.802448,19.3463152
508772,Michalová,1291,48.7823519,19.7941193
508781,Môlča,412,48.7132921,19.2304306
508799,Moštenica,233,48.833776,19.2791752
508802,Motyčky,105,48.8626819,19.1840856
508811,Mýto pod Ďumbierom,525,48.8530377,19.6328108
508829,Nemecká,1730,48.8049044,19.4320746
508837,Oravce,177,48.6919792,19.2601916
508845,Osrblie,357,48.7492846,19.5129659
508853,Podbrezová,3622,48.8042223,19.5159938
508861,Podkonice,914,48.8199943,19.2479716
508870,Pohorelá,2141,48.8633819,20.0235483
508888,Pohronská Polhora,1700,48.7538609,19.8331061
508896,Pohronský Bukovec,116,48.8520935,19.3796835
508900,Polomka,2942,48.8530102,19.8615046
508918,Poniky,1529,48.7039619,19.3285924
508926,Povrazník,143,48.7113032,19.3690366
508934,Predajná,1301,48.7985303,19.4756242
508942,Priechod,1009,48.7910804,19.2206593
508951,Ráztoka,279,48.8285368,19.3996228
508969,Riečka (BB),832,48.7614239,19.0695082
508977,Sebedín-Bečov,358,48.6400925,19.2481958
508985,Selce (BB),2125,48.7826649,19.1895662
508993,Sihla,197,48.6657056,19.6096322
509001,Slovenská Ľupča,3265,48.7614718,19.2785951
509019,Staré Hory,551,48.843832,19.1225606
509027,Strelníky,770,48.706143,19.4107835
509035,Špania Dolina,223,48.8043567,19.1288247
509043,Šumiac,1335,48.8380821,20.1119999
509051,Telgárt,1499,48.855335,20.1965141
509060,Tajov,668,48.7467191,19.0425115
509086,Valaská,3442,48.7404498,19.5641431
509094,Vaľkovňa,418,48.8194736,20.0374853
509124,Závadka nad Hronom,2174,48.8353259,19.9305067
509132,Čadca,23328,49.4425869,18.7995879
509159,Čierne,4419,49.4976889,18.8367177
509167,Dlhá nad Kysucou,619,49.3715607,18.6573858
509175,Dolný Vadičov,513,49.274616,18.8540387
509183,Dunajov,1136,49.3671216,18.8064465
509205,Horný Vadičov,1679,49.2718675,18.8944371
509213,Klokočov (CA),2287,49.4672442,18.5822181
509221,Klubina,537,49.3791589,18.9158063
509230,Korňa,1981,49.4193315,18.5432813
509248,Krásno nad Kysucou,6676,49.3896709,18.8379264
509256,Kysucké Nové Mesto,14660,49.3056178,18.7929028
509264,Kysucký Lieskovec,2378,49.3417107,18.8306052
509272,Lodno,971,49.3325666,18.8698777
509281,Lopušné Pažite,441,49.2790832,18.8301655
509299,Makov,1710,49.3588399,18.4400461
509302,Nesluša,3165,49.3377008,18.7312979
509311,Nová Bystrica,2680,49.3549209,19.060482
509329,Ochodnica,1922,49.3609713,18.7696831
509337,Olešná,1929,49.4328322,18.6513137
509345,Oščadnica,5736,49.4399493,18.9132822
509361,Podvysoká,1347,49.4049822,18.6625422
509370,Povina,1138,49.310289,18.8543353
509396,Radôstka,798,49.3205848,18.9388919
509400,Raková,5630,49.4591229,18.716395
509426,Rudina,1814,49.2888509,18.733909
509434,Rudinka,397,49.2736361,18.743943
509442,Rudinská,1015,49.3277311,18.7031318
509451,Skalité,5247,49.4949263,18.9169516
509469,Snežnica,1085,49.2631601,18.7938671
509477,Stará Bystrica,2740,49.3563622,18.9422391
509485,Staškov,2764,49.4440061,18.6815978
509493,Svrčinovec,3370,49.4824087,18.7895864
509507,Turzovka,7233,49.398652,18.6121599
509515,Vysoká nad Kysucou,2578,49.3850172,18.5218475
509523,Zákopčie,1710,49.3906508,18.7166144
509531,Zborov nad Bystricou,2187,49.3893734,18.8942664
509540,Dolný Kubín,18095,49.2432596,19.2941351
509558,Babín,1444,49.3230521,19.3844801
509566,Beňadovo,938,49.4321881,19.3497305
509582,Bobrov,1913,49.4447382,19.5560191
509591,Breza,1627,49.3998908,19.3665232
509604,Brezovica (TS),1367,49.3219041,19.6669211
509639,Dlhá nad Oravou,1433,49.2507749,19.5159209
509655,Habovka,1374,49.2775172,19.6508034
509663,Hladovka,1047,49.3732309,19.7543426
509671,Horná Lehota (DK),557,49.2591509,19.4053089
509680,Hruštín,3177,49.3174033,19.3052254
509698,Chlebnice,1604,49.2239722,19.484331
509701,Istebné,1359,49.2243066,19.2088027
509710,Jasenová,425,49.1641796,19.2982199
509728,Klin,2475,49.4463687,19.4730354
509744,Kraľovany,430,49.162788,19.1120902
509761,Krivá,808,49.2655459,19.5073296
509779,Krušetnica,973,49.3892384,19.3294329
509787,Leštiny,296,49.1868057,19.3583572
509795,Liesek,2962,49.3609387,19.6903965
509809,Lokca,2389,49.3689273,19.4141831
509817,Lomná,943,49.3474401,19.2847919
509825,Malatiná,834,49.1915111,19.4442292
509833,Medzibrodie nad Oravou,572,49.2389574,19.3561193
509850,Mútne,3072,49.4845068,19.2916611
509868,Námestovo,7722,49.4188224,19.4810699
509876,Nižná (TS),3936,49.3204726,19.4993979
509884,Novoť,3713,49.4372946,19.2478846
509892,Oravská Jasenica,1922,49.4179825,19.4178568
509906,Oravská Lesná,3445,49.3588726,19.1946782
509914,Oravská Polhora,3974,49.5549941,19.4479885
509922,Oravská Poruba,1079,49.1889958,19.2640649
509931,Oravské Veselé,2996,49.4803588,19.3712427
509949,Oravský Biely Potok,740,49.2721227,19.5611755
509957,Oravský Podzámok,1353,49.2771152,19.3451082
509965,Osádka,169,49.1825107,19.3951783
509973,Párnica,936,49.2102278,19.1478203
509981,Podbiel,1304,49.3054295,19.4715612
509990,Pokryváč,177,49.1973819,19.3980604
510009,Pribiš,478,49.2243213,19.4081839
510017,Pucov,900,49.2183028,19.3785335
510025,Rabča,5139,49.4830767,19.4704888
510033,Rabčice,2024,49.5136256,19.5170321
510041,Sedliacka Dubová,542,49.2700062,19.4226352
510050,Sihelné,2182,49.5088003,19.4106598
510076,Suchá Hora,1455,49.3602751,19.7838226
510084,Štefanov nad Oravou,697,49.3644956,19.5244251
510092,Ťapešovo,776,49.3693952,19.4548725
510106,Trstená,7213,49.3915164,19.6024686
510114,Tvrdošín,8952,49.2953275,19.7547423
510149,Vasiľov,840,49.3502286,19.3843217
510157,Vavrečka,1620,49.3809585,19.4778833
510165,Veličná,1431,49.2427404,19.229295
510173,Vitanová,1321,49.271538,19.7559602
510181,Vyšný Kubín,796,49.1764065,19.329056
510190,Zábiedovo,900,49.307052,19.6297055
510203,Zákamenné,5542,49.3976122,19.2412215
510211,Zázrivá,2552,49.2847651,19.1662334
510238,Zuberec,1913,49.2356623,19.6722855
510246,Zubrohlava,2354,49.4627975,19.5195042
510254,Žaškov,1622,49.1705019,19.2056915
510262,Liptovský Mikuláš,30522,49.070392,19.6024058
510271,Beňadiková,533,49.0808744,19.686591
510301,Bešeňová,657,49.112732,19.4422406
510319,Bobrovček,170,49.1433992,19.5999851
510327,Bobrovec,1984,49.1626385,19.6296929
510335,Bobrovník,132,49.1186033,19.4777638
510351,Bukovina,112,49.1341612,19.4736891
510386,Demänovská Dolina,317,48.9774695,19.5867667
510408,Dúbrava (LM),1228,49.0020758,19.5018033
510416,Galovany,311,49.0862654,19.5291057
510424,Gôtovany,471,49.0665383,19.5052726
510441,Hubová,1079,49.0995568,19.1946373
510459,Huty,155,49.21948,19.5718814
510467,Hybe,1480,49.0580652,19.8505142
510505,Jakubovany (LM),370,49.1184551,19.7388896
510513,Jalovec (LM),311,49.1729513,19.6687134
510521,Jamník (LM),477,49.1350494,19.7579251
510530,Kalameny,450,49.147134,19.4159734
510548,Komjatná,1576,49.1419385,19.2472699
510564,Kráľova Lehota,598,49.0023405,19.8046138
510572,Kvačany (LM),558,49.1815693,19.5528872
510581,Lazisko,372,48.9844648,19.5294053
510599,Likavka,2987,49.1088701,19.3077673
510602,Liptovská Anna,95,49.1546791,19.4561076
510611,Liptovská Kokava,934,49.1011055,19.8477514
510629,Liptovská Lúžna,2782,48.927486,19.3257632
510637,Liptovská Osada,1617,48.9249117,19.2590692
510653,Liptovská Sielnica,605,49.1272492,19.5148578
510661,Liptovská Štiavnica,1300,49.0161516,19.3487608
510670,Liptovská Teplá,1031,49.1151744,19.418671
510688,Liptovské Beharovce,80,49.1419691,19.5791422
510696,Liptovské Kľačany,378,49.0071975,19.4628482
510700,Liptovské Matiašovce,314,49.1609232,19.5657563
510718,Liptovské Revúce,1536,48.9163334,19.1657417
510726,Liptovský Hrádok,7154,49.0527709,19.7731566
510734,Liptovský Ján,1099,48.9843635,19.6696435
510742,Liptovský Michal,301,49.0903996,19.4341031
510751,Liptovský Ondrej,627,49.1053531,19.7049086
510777,Liptovský Trnovec,583,49.1610595,19.5825119
510785,Lisková,2061,49.0996474,19.3548784
510793,Ľubeľa,1216,49.028003,19.4785361
510807,Ľubochňa,1074,49.029637,19.1562251
510815,Lúčky (RK),1651,49.1480423,19.3814186
510823,Ludrová,1000,49.0513599,19.3279883
510831,Malatíny,244,49.0664267,19.4589569
510840,Malé Borové,124,49.2265439,19.5421038
510858,Malužiná,221,48.9441835,19.8323874
510866,Martinček,452,49.1044469,19.330858
510874,Nižná Boca,163,48.9471709,19.7758996
510904,Partizánska Ľupča,1318,48.9906361,19.421114
510912,Pavčina Lehota,393,49.0215898,19.5573122
510921,Pavlova Ves,284,49.127673,19.5801141
510947,Podtureň,1094,49.051227,19.702944
510955,Potok (RK),98,49.1136021,19.4529592
510963,Pribylina,1327,49.1528032,19.8438091
510971,Prosiek,226,49.1650808,19.4941223
510998,Ružomberok,27407,49.0387353,19.2655802
511005,Liptovské Sliače,3718,49.0525523,19.390871
511013,Smrečany,696,49.1269393,19.6553097
511030,Stankovany,1149,49.1465148,19.1676949
511048,Svätý Kríž,887,49.0477531,19.5306001
511056,Štiavnička,869,49.0716773,19.3447601
511064,Švošov,856,49.1281178,19.2023419
511072,Trstené,220,49.1145488,19.6274788
511099,Uhorská Ves,537,49.0261439,19.6966164
511102,Valaská Dubová,782,49.1388745,19.2989505
511111,Vavrišovo,671,49.0773992,19.7638328
511129,Važec,2382,49.0641848,19.9847066
511137,Veľké Borové,40,49.1966129,19.5178988
511145,Veterná Poruba,387,49.1072537,19.6773558
511153,Vlachy,619,49.0896039,19.4816023
511170,Východná,2222,48.9937599,19.9316547
511188,Vyšná Boca,106,48.9202832,19.7419964
511196,Závažná Poruba,1248,49.0367319,19.6328892
511200,Žiar (LM),477,49.1558769,19.6939321
511218,Lučenec,25902,48.3316498,19.671862
511226,Ábelová,219,48.4262217,19.4169778
511234,Belina - Béna,617,48.2354308,19.8522402
511251,Boľkovce,636,48.3389751,19.7424522
511269,Breznička (PT),725,48.4165735,19.7363962
511277,Budiná,207,48.4676948,19.4510389
511293,Buzitka,478,48.3286245,19.8091041
511315,Cinobaňa,2055,48.4793891,19.6318891
511323,Čakanovce (LC) - Csákányháza,1126,48.2120209,19.789065
511331,Čamovce - Csomatelke,581,48.2361537,19.8856719
511340,České Brezovo,444,48.504205,19.8001494
511358,Divín,2030,48.4574325,19.514977
511366,Dobroč,596,48.5035277,19.5563907
511374,Kotmanová,279,48.4994752,19.5867165
511391,Fiľakovo - Fülek,9949,48.2673968,19.8191994
511404,Fiľakovské Kováče - Fülekkovácsi,909,48.2849352,19.7763279
511421,Halič,1662,48.319853,19.5874314
511439,Holiša - Ipolygalsa,670,48.3146331,19.7440458
511447,Hradište (PT),240,48.5059325,19.7142472
511463,Jelšovec,331,48.2881146,19.5931622
511471,Kalinovo,2226,48.3974876,19.7134628
511480,Kalonda - Kalonda,198,48.2538688,19.6559342
511498,Kokava nad Rimavicou,2761,48.5812482,19.79265
511501,Krná,54,48.524717,19.7414114
511510,Látky,564,48.5771052,19.6486528
511528,Lehôtka,355,48.3396749,19.5383786
511536,Lentvora,82,48.3696166,19.4562669
511544,Lipovany,246,48.2167904,19.7026362
511552,Lovinobaňa,1935,48.4355566,19.5968858
511561,Ľuboreč,348,48.3221641,19.5024185
511579,Lupoč,206,48.3652391,19.5318402
511595,Málinec,1396,48.5377746,19.6818487
511609,Mašková,325,48.3243794,19.5558992
511617,Mládzovo,101,48.4385436,19.7019947
511625,Mučín,763,48.2416839,19.7039822
511641,Mýtna,1165,48.4931741,19.5263263
511668,Nitra nad Ipľom - Ipolynyitra,381,48.3239904,19.7778424
511676,Nové Hony,179,48.3709977,19.8201745
511684,Ozdín,288,48.4739941,19.6795466
511692,Panické Dravce - Panyidaróc,743,48.2886744,19.6464517
511706,Píla (LC),248,48.4896528,19.4909145
511714,Pinciná - Pinc,208,48.364214,19.7644923
511722,Pleš - Fülekpilis,191,48.2321466,19.7480431
511731,Podkriváň,569,48.5246148,19.493808
511749,Podrečany,527,48.4009373,19.5929937
511757,Polichno,128,48.4027052,19.4896605
511765,Poltár,5333,48.4250845,19.7904348
511773,Praha,75,48.3742978,19.4979227
511781,Prša - Perse,190,48.3001607,19.7903511
511790,Radzovce - Ragyolc,1602,48.2066192,19.853193
511803,Rapovce - Rapp,930,48.2682535,19.6854714
511811,Ratka,329,48.2502137,19.7760895
511820,Rovňany,246,48.4514451,19.7316976
511838,Ružiná,835,48.4273979,19.5487223
511846,Stará Halič,638,48.3751103,19.5629877
511854,Šávoľ - Füleksávoly,588,48.3121907,19.8398517
511862,Šiatorská Bukovinka,289,48.180022,19.83026
511871,Šíd - Gömörsid,1329,48.2717315,19.8801669
511889,Šoltýska,86,48.5784522,19.7463477
511897,Šurice - Sőreg,471,48.224029,19.9134478
511901,Točnica,388,48.4105861,19.6452239
511919,Tomášovce (LC),1374,48.3697289,19.6203918
511927,Trebeľovce,867,48.2762901,19.7267502
511943,Tuhár,339,48.4273073,19.4911003
511978,Uhorské,515,48.4762967,19.76145
511994,Veľká nad Ipľom - Vilke,932,48.2654036,19.5955006
512001,Veľká Ves,424,48.3841732,19.666351
512010,Veľké Dravce - Nagydaróc,698,48.3432935,19.8326267
512036,Martin,52520,49.0844207,18.8906756
512044,Abramová,178,48.9360555,18.7789816
512052,Belá-Dulice,1235,48.9799743,19.0500806
512061,Benice,351,48.992151,18.8667462
512079,Blatnica,1021,48.9206006,18.9911975
512087,Blažovce,162,48.9384188,18.845628
512095,Bodorová,240,48.9094302,18.8537654
512109,Borcová,146,48.9257637,18.8480265
512117,Brieštie,136,48.9194343,18.719897
512125,Budiš,196,48.8558566,18.7343523
512133,Bystrička,1476,49.0569591,18.841939
512141,Čremošné,79,48.8310795,18.956752
512150,Ďanová,559,48.9779137,18.9225536
512168,Diaková,491,49.0571031,18.9704953
512206,Dolný Kalník,301,49.0404076,18.965286
512214,Dražkovce,1019,49.0493999,18.9514383
512222,Dubové (TR),698,48.8425665,18.7811063
512257,Folkušová,150,48.9709308,18.9561573
512265,Háj (TR),462,48.8584269,18.8822319
512273,Horná Štubňa,1618,48.811653,18.9068279
512290,Horný Kalník,186,49.0305076,18.9652363
512303,Ivančiná,90,48.9084278,18.8145058
512311,Jasenovo,123,48.8735652,18.7137097
512320,Jazernica,352,48.9241742,18.8252963
512338,Kaľamenová,85,48.8798476,18.7776993
512346,Karlová,111,48.9598742,18.9019691
512354,Kláštor pod Znievom,1757,48.9797966,18.7758904
512371,Košťany nad Turcom,1336,49.0213869,18.9071929
512389,Krpeľany,1087,49.1238464,19.111036
512397,Laskár,120,48.9593703,18.8865018
512419,Ležiachov,155,48.9819341,18.8527052
512427,Liešno,56,48.8850265,18.7631726
512435,Lipovec (MT),899,49.1476693,18.9174802
512443,Malý Čepčín,545,48.9012501,18.8326583
512451,Moškovec,70,48.9440559,18.8237941
512460,Mošovce,1357,48.8842587,18.9412196
512478,Necpaly,998,48.9653491,19.0123886
512486,Nolčovo,255,49.0889138,19.0972576
512494,Ondrašová,92,48.9523545,18.7821971
512508,Podhradie (MT),682,49.0771645,19.0721301
512524,Príbovce,1102,49.0008376,18.895189
512541,Rakovo,381,48.9818489,18.8886571
512559,Rakša,219,48.8725574,18.9042438
512567,Ratkovo,194,49.1372086,19.0850675
512575,Rudno,200,48.8880796,18.7345791
512583,Sklabiňa,645,49.0424555,19.0170183
512591,Sklabinský Podzámok,181,49.0434328,19.0613507
512605,Sklené,686,48.7900315,18.8262648
512613,Slovany,441,48.9896382,18.8051184
512621,Slovenské Pravno,891,48.9119782,18.7655499
512630,Socovce,239,48.9463397,18.8721877
512648,Sučany,4711,49.1214477,18.9800035
512656,Šútovo,509,49.1748836,19.0686284
512664,Trebostovo,600,49.036337,18.835399
512672,Trnovo,280,49.0234664,18.834783
512681,Turany,4193,49.1445743,19.030221
512699,Turček,619,48.7738824,18.9493914
512702,Turčianska Štiavnička,954,49.0800247,19.0272056
512711,Turčianske Kľačany,1024,49.1330129,18.9503526
512729,Turčianske Teplice,6412,48.855956,18.8479174
512737,Turčiansky Ďur,171,48.9506207,18.8440142
512753,Turčiansky Peter,536,49.0364634,18.8739381
512761,Valča,1760,49.0220805,18.7955876
512788,Veľký Čepčín,244,48.8850703,18.8058221
512796,Vrícko,440,48.970864,18.6919148
512818,Záborie,170,49.0339121,19.0090755
512834,Žabokreky,1206,49.0273648,18.9335632
512842,Považská Bystrica,38641,49.1179367,18.4567827
512851,Beluša,6162,49.0471372,18.3490939
512885,Bolešov,1535,49.0055621,18.1319893
512915,Brvnište,1214,49.2140147,18.4257512
512931,Červený Kameň,670,49.1048653,18.1476575
512940,Dohňany,1859,49.1704553,18.2853562
512958,Dolná Breznica,1004,49.0812191,18.2586298
512966,Dolná Mariková,1412,49.2169172,18.3464197
513008,Domaniža,1601,49.0367659,18.5520464
513016,Dubnica nad Váhom,22595,48.9512065,18.2080221
513024,Dulov,918,49.0393407,18.245383
513083,Horná Mariková,576,49.2630935,18.2995463
513091,Horná Poruba,1084,48.9417479,18.3010824
513121,Horovce (PU),840,49.0524202,18.2579991
513156,Ilava,5572,48.979647,18.2456697
513172,Jasenica,1191,49.1787193,18.4467216
513245,Kostolec,248,49.1295724,18.5364188
513253,Košeca,2734,49.0042295,18.2826234
513296,Ladce,2514,49.0262196,18.3018903
513300,Lazy pod Makytou,1209,49.2508924,18.2168737
513318,Lednica,940,49.1157059,18.1985565
513326,Lednické Rovne,3964,49.0779845,18.2879227
513334,Lúky,924,49.1895634,18.2186836
513342,Lysá pod Makytou,2065,49.2026531,18.1663084
