geometry,code
"{""type"":""Polygon"",""coordinates"":[[[17.880307,47.986278],[17.875614,47.960573],[17.885343,47.942395],[17.871433,47.927909],[17.887779,47.919292],[17.886915,47.910444],[17.846312,47.891866],[17.832751,47.875066],[17.806382,47.869246],[17.796203,47.854818],[17.800396,47.833646],[17.792832,47.820602],[17.770708,47.814192],[17.759172,47.802752],[17.73765,47.808818],[17.726428,47.793825],[17.730068,47.775777],[17.705436,47.758991],[17.760113,47.749869],[17.784037,47.739196],[17.802881,47.744273],[17.824747,47.740155],[17.869825,47.745383],[17.898691,47.73938],[17.938733,47.743844],[17.975448,47.756663],[18.011316,47.748717],[18.040032,47.756681],[18.085808,47.756521],[18.194281,47.739906],[18.253066,47.739448],[18.290116,47.73119],[18.373445,47.744833],[18.432845,47.756726],[18.455622,47.765228],[18.490478,47.752779],[18.512324,47.75518],[18.505717,47.792533],[18.534641,47.783762],[18.526502,47.799843],[18.528484,47.8153],[18.502357,47.817184],[18.477221,47.837975],[18.453523,47.844831],[18.41544,47.867211],[18.367408,47.872839],[18.345228,47.899456],[18.358871,47.919701],[18.329163,47.938068],[18.309554,47.92298],[18.266879,47.941638],[18.236548,47.958664],[18.219282,47.960772],[18.16708,47.943937],[18.152158,47.953279],[18.149828,47.964772],[18.134066,47.973087],[18.112431,47.97394],[18.092455,47.962102],[18.084802,47.948481],[18.057609,47.952539],[18.052814,47.946847],[18.011513,47.942489],[18.02492,47.960666],[18.008891,47.976842],[17.97046,47.962947],[17.920879,47.980507],[17.90109,47.978449],[17.880307,47.986278]]]}",401
"{""type"":""Polygon"",""coordinates"":[[[18.525222,48.333004],[18.492719,48.335031],[18.469655,48.331663],[18.479332,48.323694],[18.469575,48.315103],[18.479565,48.305619],[18.46171,48.285266],[18.480593,48.274397],[18.464886,48.273683],[18.431758,48.291716],[18.396734,48.282397],[18.405652,48.26626],[18.430421,48.252336],[18.429058,48.238054],[18.411981,48.221304],[18.388088,48.214394],[18.347698,48.220062],[18.345556,48.207858],[18.35789,48.199474],[18.343382,48.187141],[18.346241,48.177026],[18.349099,48.163051],[18.381038,48.152638],[18.383808,48.142662],[18.437864,48.132602],[18.449531,48.123787],[18.461818,48.100195],[18.452555,48.081035],[18.420862,48.087143],[18.427464,48.072208],[18.444653,48.058259],[18.440308,48.035949],[18.468199,48.017537],[18.453944,48.005279],[18.465623,47.996578],[18.451881,47.984294],[18.456533,47.957753],[18.484568,47.942107],[18.537823,47.932024],[18.555722,47.946695],[18.59874,47.93669],[18.625256,47.95134],[18.668217,47.938658],[18.687842,47.951374],[18.71311,47.945838],[18.741375,47.948839],[18.772881,47.9447],[18.771118,47.963015],[18.756979,47.970667],[18.76848,47.985115],[18.801269,47.985496],[18.815989,47.993686],[18.820001,48.039681],[18.845588,48.052578],[18.874768,48.046829],[18.886676,48.058688],[18.908984,48.051144],[18.943905,48.058871],[18.980743,48.053599],[19.014371,48.077779],[19.013992,48.094107],[19.030355,48.109205],[19.047657,48.11506],[19.06661,48.135241],[19.049517,48.160605],[19.072129,48.194358],[19.050141,48.204632],[19.032454,48.192588],[18.986639,48.187422],[18.934077,48.17427],[18.931662,48.158754],[18.870739,48.161415],[18.847969,48.174134],[18.828273,48.177713],[18.808855,48.164833],[18.800897,48.187726],[18.831704,48.206303],[18.808758,48.229916],[18.821495,48.233159],[18.805669,48.245287],[18.814208,48.258518],[18.840587,48.268073],[18.839799,48.285503],[18.852512,48.305837],[18.845345,48.320607],[18.833002,48.321146],[18.810574,48.370535],[18.783788,48.376884],[18.750648,48.411164],[18.731443,48.416779],[18.702683,48.38974],[18.679046,48.373739],[18.675549,48.355074],[18.652798,48.345183],[18.633192,48.353825],[18.612644,48.343787],[18.573513,48.348261],[18.559279,48.339888],[18.557413,48.328082],[18.537449,48.309816],[18.535757,48.326237],[18.525222,48.333004]]]}",402
"{""type"":""Polygon"",""coordinates"":[[[17.962148,48.459892],[17.95687,48.461529],[17.921321,48.428604],[17.904346,48.396669],[17.857084,48.347235],[17.849356,48.332084],[17.847109,48.306625],[17.832965,48.297576],[17.839771,48.288731],[17.865619,48.280691],[17.896551,48.283165],[17.932101,48.259993],[17.959966,48.251911],[17.981081,48.25242],[17.990461,48.236795],[17.97998,48.237619],[17.991973,48.209481],[17.972649,48.189442],[18.001179,48.165949],[18.038697,48.1413],[18.073139,48.161789],[18.133923,48.189812],[18.189253,48.206585],[18.19717,48.193697],[18.181498,48.186686],[18.186164,48.171853],[18.201128,48.168946],[18.240943,48.180093],[18.244207,48.206856],[18.261693,48.197609],[18.294311,48.193337],[18.293855,48.182802],[18.346241,48.177026],[18.343382,48.187141],[18.35789,48.199474],[18.345556,48.207858],[18.347698,48.220062],[18.388088,48.214394],[18.411981,48.221304],[18.429058,48.238054],[18.430421,48.252336],[18.405652,48.26626],[18.372682,48.271265],[18.348585,48.282122],[18.349616,48.29578],[18.307085,48.298148],[18.30528,48.314058],[18.292251,48.310966],[18.277039,48.322528],[18.266768,48.315413],[18.261609,48.328048],[18.243813,48.337399],[18.260113,48.352403],[18.265319,48.373349],[18.246928,48.387286],[18.244537,48.40108],[18.225418,48.406176],[18.192106,48.438113],[18.134767,48.445771],[18.116094,48.43166],[18.112105,48.420517],[18.050628,48.43613],[18.059195,48.450019],[18.039573,48.460051],[18.002727,48.463226],[18.002092,48.456119],[17.962148,48.459892]]]}",403
"{""type"":""Polygon"",""coordinates"":[[[18.001179,48.165949],[17.961032,48.131471],[18.004244,48.113878],[17.977761,48.072047],[18.019047,48.019267],[18.005413,48.008444],[17.984218,48.00426],[17.983549,47.986077],[17.968521,47.974766],[17.97046,47.962947],[18.008891,47.976842],[18.02492,47.960666],[18.011513,47.942489],[18.052814,47.946847],[18.057609,47.952539],[18.084802,47.948481],[18.092455,47.962102],[18.112431,47.97394],[18.134066,47.973087],[18.149828,47.964772],[18.152158,47.953279],[18.16708,47.943937],[18.219282,47.960772],[18.236548,47.958664],[18.266879,47.941638],[18.309554,47.92298],[18.329163,47.938068],[18.358871,47.919701],[18.345228,47.899456],[18.367408,47.872839],[18.41544,47.867211],[18.453523,47.844831],[18.477221,47.837975],[18.502357,47.817184],[18.528484,47.8153],[18.526502,47.799843],[18.534641,47.783762],[18.505717,47.792533],[18.512324,47.75518],[18.540413,47.764651],[18.568881,47.765957],[18.619806,47.757326],[18.668874,47.762575],[18.705054,47.776972],[18.7296,47.793763],[18.742093,47.814099],[18.794242,47.82279],[18.848021,47.815935],[18.85563,47.827484],[18.829446,47.833449],[18.821749,47.850512],[18.796527,47.858148],[18.793043,47.865201],[18.763328,47.871818],[18.757446,47.917424],[18.769394,47.928539],[18.772881,47.9447],[18.741375,47.948839],[18.71311,47.945838],[18.687842,47.951374],[18.668217,47.938658],[18.625256,47.95134],[18.59874,47.93669],[18.555722,47.946695],[18.537823,47.932024],[18.484568,47.942107],[18.456533,47.957753],[18.451881,47.984294],[18.465623,47.996578],[18.453944,48.005279],[18.468199,48.017537],[18.440308,48.035949],[18.444653,48.058259],[18.427464,48.072208],[18.420862,48.087143],[18.452555,48.081035],[18.461818,48.100195],[18.449531,48.123787],[18.437864,48.132602],[18.383808,48.142662],[18.381038,48.152638],[18.349099,48.163051],[18.346241,48.177026],[18.293855,48.182802],[18.294311,48.193337],[18.261693,48.197609],[18.244207,48.206856],[18.240943,48.180093],[18.201128,48.168946],[18.186164,48.171853],[18.181498,48.186686],[18.19717,48.193697],[18.189253,48.206585],[18.133923,48.189812],[18.073139,48.161789],[18.038697,48.1413],[18.001179,48.165949]]]}",404
"{""type"":""Polygon"",""coordinates"":[[[17.865619,48.280691],[17.850664,48.261327],[17.859094,48.252596],[17.84628,48.24621],[17.853553,48.231168],[17.882035,48.214934],[17.876877,48.200894],[17.837658,48.182738],[17.820489,48.201052],[17.800577,48.18574],[17.828976,48.16719],[17.800201,48.148469],[17.778041,48.15817],[17.754778,48.148335],[17.777684,48.13956],[17.820116,48.105757],[17.802805,48.076212],[17.814634,48.065393],[17.843567,48.076839],[17.838479,48.063396],[17.871449,48.053107],[17.884483,48.034278],[17.868637,48.022495],[17.869639,48.005476],[17.880307,47.986278],[17.90109,47.978449],[17.920879,47.980507],[17.97046,47.962947],[17.968521,47.974766],[17.983549,47.986077],[17.984218,48.00426],[18.005413,48.008444],[18.019047,48.019267],[17.977761,48.072047],[18.004244,48.113878],[17.961032,48.131471],[18.001179,48.165949],[17.972649,48.189442],[17.991973,48.209481],[17.97998,48.237619],[17.990461,48.236795],[17.981081,48.25242],[17.959966,48.251911],[17.932101,48.259993],[17.896551,48.283165],[17.865619,48.280691]]]}",405
"{""type"":""Polygon"",""coordinates"":[[[18.005519,48.713477],[17.991358,48.706393],[18.007775,48.658114],[18.017995,48.65447],[18.014386,48.623329],[17.979097,48.612532],[17.985404,48.601529],[17.974379,48.591043],[17.949826,48.590559],[17.952849,48.583028],[17.924169,48.581598],[17.896465,48.592732],[17.883864,48.569908],[17.87147,48.561503],[17.865117,48.532761],[17.845545,48.521566],[17.84648,48.514026],[17.88932,48.505093],[17.915416,48.493259],[17.962148,48.459892],[18.002092,48.456119],[18.002727,48.463226],[18.039573,48.460051],[18.059195,48.450019],[18.050628,48.43613],[18.112105,48.420517],[18.116094,48.43166],[18.134767,48.445771],[18.192106,48.438113],[18.238745,48.465153],[18.262051,48.486279],[18.311378,48.496889],[18.307589,48.51412],[18.284517,48.541779],[18.257468,48.555069],[18.227676,48.55474],[18.227766,48.566426],[18.214316,48.576795],[18.256083,48.609358],[18.227126,48.629308],[18.209564,48.630636],[18.184487,48.646374],[18.164648,48.642882],[18.146438,48.656062],[18.142182,48.668762],[18.10604,48.695721],[18.083966,48.69547],[18.028127,48.70251],[18.025879,48.712948],[18.005519,48.713477]]]}",406
"{""type"":""Polygon"",""coordinates"":[[[18.478678,48.548604],[18.441304,48.52858],[18.414448,48.520989],[18.387108,48.500717],[18.342573,48.48998],[18.311378,48.496889],[18.262051,48.486279],[18.238745,48.465153],[18.192106,48.438113],[18.225418,48.406176],[18.244537,48.40108],[18.246928,48.387286],[18.265319,48.373349],[18.260113,48.352403],[18.243813,48.337399],[18.261609,48.328048],[18.266768,48.315413],[18.277039,48.322528],[18.292251,48.310966],[18.30528,48.314058],[18.307085,48.298148],[18.349616,48.29578],[18.348585,48.282122],[18.372682,48.271265],[18.405652,48.26626],[18.396734,48.282397],[18.431758,48.291716],[18.464886,48.273683],[18.480593,48.274397],[18.46171,48.285266],[18.479565,48.305619],[18.469575,48.315103],[18.479332,48.323694],[18.469655,48.331663],[18.492719,48.335031],[18.525222,48.333004],[18.536383,48.331801],[18.544938,48.350161],[18.566965,48.358696],[18.576249,48.375924],[18.560656,48.418205],[18.537268,48.41954],[18.545811,48.436043],[18.532644,48.452013],[18.520978,48.451043],[18.531154,48.46649],[18.538828,48.499093],[18.511732,48.509644],[18.481105,48.499799],[18.506669,48.525581],[18.478678,48.548604]]]}",407
"{""type"":""Polygon"",""coordinates"":[[[18.373394,49.318982],[18.377521,49.303031],[18.391732,49.296317],[18.398317,49.28256],[18.430919,49.253844],[18.427135,49.248017],[18.464298,49.204571],[18.464148,49.19336],[18.555118,49.154832],[18.553353,49.146777],[18.574905,49.143186],[18.574679,49.1243],[18.590411,49.114002],[18.623327,49.12652],[18.608785,49.145342],[18.609847,49.185155],[18.600416,49.193195],[18.611874,49.207584],[18.591852,49.223081],[18.608963,49.234427],[18.639547,49.243409],[18.642154,49.255176],[18.626304,49.257056],[18.608957,49.27943],[18.589262,49.330765],[18.587896,49.345525],[18.603672,49.351955],[18.59869,49.361998],[18.57443,49.35357],[18.543426,49.360372],[18.525248,49.347827],[18.513382,49.354588],[18.503441,49.345332],[18.418566,49.330283],[18.411036,49.337036],[18.373394,49.318982]]]}",501
"{""type"":""Polygon"",""coordinates"":[[[18.322598,49.315108],[18.373394,49.318982],[18.411036,49.337036],[18.418566,49.330283],[18.503441,49.345332],[18.513382,49.354588],[18.525248,49.347827],[18.543426,49.360372],[18.57443,49.35357],[18.59869,49.361998],[18.603672,49.351955],[18.618867,49.349213],[18.631271,49.363125],[18.668845,49.352728],[18.678462,49.340184],[18.673313,49.35806],[18.692905,49.359843],[18.708813,49.370063],[18.731922,49.36638],[18.732102,49.3765],[18.748872,49.38866],[18.774697,49.380722],[18.804138,49.354727],[18.827857,49.359126],[18.869707,49.351568],[18.894517,49.337292],[18.89413,49.318872],[18.904139,49.315458],[18.912854,49.302765],[18.931008,49.29815],[18.939556,49.308712],[18.963048,49.315718],[18.98892,49.307267],[19.010787,49.312502],[19.030356,49.304104],[19.038452,49.30976],[19.064654,49.298594],[19.097703,49.311808],[19.122954,49.307794],[19.157377,49.329431],[19.147199,49.33218],[19.153458,49.356021],[19.129257,49.368999],[19.112392,49.370909],[19.127142,49.391354],[19.121497,49.402676],[19.107285,49.403685],[19.091766,49.41584],[19.053901,49.415155],[19.038678,49.397067],[19.026987,49.39397],[18.989631,49.398373],[18.979843,49.395214],[18.968732,49.413323],[18.985711,49.421842],[18.988301,49.431825],[18.973865,49.45165],[18.960773,49.454698],[18.970188,49.476804],[18.960442,49.482745],[18.971637,49.50433],[18.941654,49.518893],[18.89583,49.514516],[18.868926,49.519105],[18.840205,49.514914],[18.812363,49.516371],[18.779165,49.504992],[18.7546,49.488398],[18.734901,49.490383],[18.710403,49.502505],[18.664385,49.502328],[18.617741,49.495058],[18.60281,49.497082],[18.597247,49.510234],[18.545742,49.500506],[18.534362,49.484543],[18.547945,49.467859],[18.522953,49.44923],[18.492037,49.434781],[18.475409,49.408404],[18.449949,49.393501],[18.412417,49.398999],[18.41556,49.367548],[18.398171,49.356795],[18.404248,49.350228],[18.388025,49.343192],[18.365665,49.324415],[18.322598,49.315108]]]}",502
"{""type"":""Polygon"",""coordinates"":[[[19.157377,49.329431],[19.122954,49.307794],[19.114833,49.304978],[19.100312,49.275941],[19.108469,49.258269],[19.098723,49.23158],[19.100738,49.2164],[19.083274,49.218092],[19.077552,49.206169],[19.085537,49.181142],[19.078391,49.17208],[19.102738,49.139098],[19.141911,49.136554],[19.147434,49.151282],[19.134842,49.167816],[19.150036,49.171997],[19.168191,49.163368],[19.189975,49.163993],[19.20034,49.15554],[19.199294,49.139215],[19.209118,49.138222],[19.25015,49.163951],[19.269847,49.161102],[19.273238,49.151346],[19.293229,49.152848],[19.344322,49.147921],[19.357808,49.170623],[19.373186,49.177029],[19.426239,49.170992],[19.451056,49.168824],[19.478145,49.176613],[19.479133,49.192086],[19.510212,49.206891],[19.528936,49.236117],[19.55788,49.242461],[19.54497,49.24503],[19.539483,49.270761],[19.514489,49.278593],[19.502688,49.276325],[19.485367,49.294705],[19.455962,49.293669],[19.420216,49.319134],[19.38321,49.294386],[19.365644,49.304],[19.339621,49.307766],[19.304185,49.303323],[19.303601,49.308572],[19.270562,49.300559],[19.246025,49.279577],[19.238211,49.320122],[19.215695,49.324134],[19.197777,49.317197],[19.165665,49.319417],[19.157377,49.329431]]]}",503
"{""type"":""Polygon"",""coordinates"":[[[18.678462,49.340184],[18.697594,49.32277],[18.698992,49.312786],[18.720016,49.286643],[18.729076,49.265714],[18.75036,49.265825],[18.759996,49.277967],[18.795695,49.248117],[18.813106,49.268018],[18.850183,49.262759],[18.855935,49.249896],[18.895441,49.249611],[18.92768,49.264111],[18.930509,49.287036],[18.917202,49.297941],[18.899747,49.300499],[18.904139,49.315458],[18.89413,49.318872],[18.894517,49.337292],[18.869707,49.351568],[18.827857,49.359126],[18.804138,49.354727],[18.774697,49.380722],[18.748872,49.38866],[18.732102,49.3765],[18.731922,49.36638],[18.708813,49.370063],[18.692905,49.359843],[18.673313,49.35806],[18.678462,49.340184]]]}",504
"{""type"":""Polygon"",""coordinates"":[[[19.55788,49.242461],[19.528936,49.236117],[19.510212,49.206891],[19.479133,49.192086],[19.478145,49.176613],[19.451056,49.168824],[19.426239,49.170992],[19.426295,49.147143],[19.446703,49.131632],[19.460609,49.129306],[19.459633,49.109436],[19.42978,49.078822],[19.411847,49.076076],[19.421496,49.050708],[19.411276,49.045699],[19.386205,49.014833],[19.36266,48.994445],[19.363544,48.971458],[19.356086,48.957575],[19.383602,48.947262],[19.384607,48.926154],[19.440839,48.927448],[19.494882,48.941356],[19.517288,48.938864],[19.539925,48.947247],[19.549972,48.941647],[19.590668,48.943723],[19.629884,48.939498],[19.675266,48.918191],[19.690137,48.923698],[19.733414,48.907662],[19.744612,48.896834],[19.804354,48.915553],[19.817895,48.916109],[19.838315,48.904222],[19.863131,48.909005],[19.954271,48.907031],[19.976878,48.915911],[19.992255,48.9075],[20.02658,48.911372],[20.055149,48.92548],[20.059373,48.933276],[20.032616,48.933949],[20.01967,48.950086],[20.023177,48.966622],[20.010454,48.972179],[19.993283,48.992686],[19.964531,49.006248],[19.981071,49.012468],[20.015286,49.015975],[20.012851,49.036043],[20.0269,49.061209],[20.035103,49.110412],[20.004163,49.104329],[19.978921,49.107547],[19.971686,49.117705],[19.953219,49.109256],[19.947581,49.125441],[19.963976,49.138996],[19.979565,49.139577],[20.000124,49.162817],[19.957992,49.143892],[19.927119,49.142032],[19.913305,49.121211],[19.89489,49.131285],[19.922894,49.155327],[19.915498,49.180908],[19.900148,49.182558],[19.900346,49.200217],[19.883923,49.204176],[19.869433,49.195796],[19.840995,49.192615],[19.829457,49.20169],[19.807517,49.205651],[19.795028,49.198364],[19.763102,49.207579],[19.738999,49.19633],[19.709941,49.197794],[19.706894,49.207583],[19.688005,49.21182],[19.682305,49.222705],[19.666496,49.226308],[19.642154,49.211055],[19.603145,49.216915],[19.584226,49.22707],[19.584303,49.235705],[19.55788,49.242461]]]}",505
"{""type"":""Polygon"",""coordinates"":[[[19.083274,49.218092],[19.063335,49.211019],[19.060451,49.191158],[19.030825,49.187486],[19.012121,49.193999],[18.993509,49.182141],[18.968857,49.181047],[18.946359,49.164678],[18.93385,49.169435],[18.908848,49.158923],[18.896865,49.161746],[18.883854,49.150026],[18.848825,49.146367],[18.845908,49.134594],[18.827226,49.124058],[18.815594,49.084342],[18.775532,49.060744],[18.737232,49.052668],[18.743658,49.031085],[18.722766,49.019227],[18.726486,49.004861],[18.710422,48.993954],[18.687658,48.990734],[18.668904,48.998134],[18.642919,48.981712],[18.633346,48.964795],[18.66534,48.956107],[18.694545,48.959174],[18.720264,48.937492],[18.764226,48.960293],[18.777961,48.964041],[18.817646,48.949513],[18.8357,48.951582],[18.864847,48.937865],[18.892449,48.936049],[18.910422,48.9243],[18.933471,48.919698],[18.974838,48.876656],[19.000654,48.877473],[19.023197,48.885931],[19.029276,48.878],[19.049549,48.883402],[19.078738,48.876761],[19.079084,48.903027],[19.092962,48.921249],[19.122612,48.930563],[19.13824,48.95139],[19.120315,48.956094],[19.100415,48.97486],[19.100972,48.994239],[19.111382,49.004847],[19.114552,49.053415],[19.123456,49.05781],[19.116197,49.091241],[19.122378,49.11263],[19.143693,49.127076],[19.141911,49.136554],[19.102738,49.139098],[19.078391,49.17208],[19.085537,49.181142],[19.077552,49.206169],[19.083274,49.218092]]]}",506
"{""type"":""Polygon"",""coordinates"":[[[19.121497,49.402676],[19.127142,49.391354],[19.112392,49.370909],[19.129257,49.368999],[19.153458,49.356021],[19.147199,49.33218],[19.157377,49.329431],[19.165665,49.319417],[19.197777,49.317197],[19.215695,49.324134],[19.238211,49.320122],[19.246025,49.279577],[19.270562,49.300559],[19.303601,49.308572],[19.304185,49.303323],[19.339621,49.307766],[19.365644,49.304],[19.38321,49.294386],[19.420216,49.319134],[19.447445,49.347643],[19.464909,49.351766],[19.498666,49.369548],[19.500605,49.380108],[19.528864,49.392524],[19.52618,49.397699],[19.552352,49.409156],[19.596598,49.436759],[19.581464,49.455406],[19.553641,49.489937],[19.551613,49.507617],[19.52923,49.538748],[19.529332,49.573017],[19.478406,49.588026],[19.468436,49.59646],[19.467375,49.61376],[19.443034,49.609163],[19.437696,49.596801],[19.409598,49.591792],[19.400015,49.574131],[19.371364,49.56744],[19.362357,49.53607],[19.318795,49.53108],[19.310347,49.53702],[19.260689,49.531226],[19.233653,49.51086],[19.237031,49.501697],[19.220929,49.474952],[19.227129,49.466946],[19.21901,49.448612],[19.198583,49.448161],[19.185739,49.434719],[19.1974,49.414564],[19.177281,49.413993],[19.153383,49.403772],[19.137518,49.409957],[19.121497,49.402676]]]}",507
"{""type"":""Polygon"",""coordinates"":[[[19.141911,49.136554],[19.143693,49.127076],[19.122378,49.11263],[19.116197,49.091241],[19.123456,49.05781],[19.114552,49.053415],[19.111382,49.004847],[19.100972,48.994239],[19.100415,48.97486],[19.120315,48.956094],[19.13824,48.95139],[19.122612,48.930563],[19.092962,48.921249],[19.079084,48.903027],[19.078738,48.876761],[19.163608,48.884315],[19.18328,48.880331],[19.212798,48.891461],[19.230928,48.888659],[19.245307,48.894939],[19.265369,48.883844],[19.260156,48.859465],[19.297807,48.859633],[19.317392,48.870928],[19.331239,48.893474],[19.350432,48.897577],[19.384607,48.926154],[19.383602,48.947262],[19.356086,48.957575],[19.363544,48.971458],[19.36266,48.994445],[19.386205,49.014833],[19.411276,49.045699],[19.421496,49.050708],[19.411847,49.076076],[19.42978,49.078822],[19.459633,49.109436],[19.460609,49.129306],[19.446703,49.131632],[19.426295,49.147143],[19.426239,49.170992],[19.373186,49.177029],[19.357808,49.170623],[19.344322,49.147921],[19.293229,49.152848],[19.273238,49.151346],[19.269847,49.161102],[19.25015,49.163951],[19.209118,49.138222],[19.199294,49.139215],[19.20034,49.15554],[19.189975,49.163993],[19.168191,49.163368],[19.150036,49.171997],[19.134842,49.167816],[19.147434,49.151282],[19.141911,49.136554]]]}",508
"{""type"":""Polygon"",""coordinates"":[[[18.720264,48.937492],[18.694585,48.927928],[18.693178,48.911782],[18.707926,48.897488],[18.695856,48.881721],[18.69825,48.850022],[18.753576,48.825782],[18.750508,48.820174],[18.777449,48.813134],[18.776495,48.79106],[18.81013,48.769166],[18.826334,48.744056],[18.854516,48.763443],[18.884472,48.768453],[18.891841,48.751093],[18.914595,48.743339],[18.944726,48.748089],[18.988647,48.745657],[18.998297,48.748992],[19.012157,48.76778],[19.01656,48.790259],[18.99275,48.802127],[19.003056,48.83338],[18.994537,48.847294],[19.008839,48.849949],[19.029276,48.878],[19.023197,48.885931],[19.000654,48.877473],[18.974838,48.876656],[18.933471,48.919698],[18.910422,48.9243],[18.892449,48.936049],[18.864847,48.937865],[18.8357,48.951582],[18.817646,48.949513],[18.777961,48.964041],[18.764226,48.960293],[18.720264,48.937492]]]}",509
"{""type"":""Polygon"",""coordinates"":[[[19.581464,49.455406],[19.596598,49.436759],[19.552352,49.409156],[19.52618,49.397699],[19.528864,49.392524],[19.500605,49.380108],[19.498666,49.369548],[19.464909,49.351766],[19.447445,49.347643],[19.420216,49.319134],[19.455962,49.293669],[19.485367,49.294705],[19.502688,49.276325],[19.514489,49.278593],[19.539483,49.270761],[19.54497,49.24503],[19.55788,49.242461],[19.584303,49.235705],[19.584226,49.22707],[19.603145,49.216915],[19.642154,49.211055],[19.666496,49.226308],[19.682305,49.222705],[19.688005,49.21182],[19.706894,49.207583],[19.709941,49.197794],[19.738999,49.19633],[19.763102,49.207579],[19.766326,49.234561],[19.790495,49.255259],[19.79247,49.267968],[19.822799,49.276793],[19.809768,49.295411],[19.792637,49.302572],[19.804963,49.322767],[19.795536,49.348103],[19.802177,49.370108],[19.792557,49.378599],[19.790591,49.410685],[19.76758,49.412992],[19.746277,49.407934],[19.719235,49.386783],[19.696928,49.399453],[19.660279,49.408463],[19.631385,49.409477],[19.648595,49.435364],[19.637791,49.440543],[19.641116,49.457558],[19.611446,49.446872],[19.593777,49.458674],[19.581464,49.455406]]]}",510
"{""type"":""Polygon"",""coordinates"":[[[18.603672,49.351955],[18.587896,49.345525],[18.589262,49.330765],[18.608957,49.27943],[18.626304,49.257056],[18.642154,49.255176],[18.639547,49.243409],[18.608963,49.234427],[18.591852,49.223081],[18.611874,49.207584],[18.600416,49.193195],[18.609847,49.185155],[18.608785,49.145342],[18.623327,49.12652],[18.590411,49.114002],[18.559572,49.093648],[18.598913,49.072743],[18.602604,49.041073],[18.599373,49.024037],[18.569629,48.998098],[18.52904,48.990106],[18.509471,48.982376],[18.49718,48.963534],[18.464953,48.956359],[18.473765,48.94128],[18.504227,48.940134],[18.523397,48.937051],[18.559701,48.954726],[18.584102,48.971451],[18.593236,48.957073],[18.603174,48.963772],[18.633346,48.964795],[18.642919,48.981712],[18.668904,48.998134],[18.687658,48.990734],[18.710422,48.993954],[18.726486,49.004861],[18.722766,49.019227],[18.743658,49.031085],[18.737232,49.052668],[18.775532,49.060744],[18.815594,49.084342],[18.827226,49.124058],[18.845908,49.134594],[18.848825,49.146367],[18.883854,49.150026],[18.896865,49.161746],[18.908848,49.158923],[18.93385,49.169435],[18.946359,49.164678],[18.968857,49.181047],[18.993509,49.182141],[19.012121,49.193999],[19.030825,49.187486],[19.060451,49.191158],[19.063335,49.211019],[19.083274,49.218092],[19.100738,49.2164],[19.098723,49.23158],[19.108469,49.258269],[19.100312,49.275941],[19.114833,49.304978],[19.122954,49.307794],[19.097703,49.311808],[19.064654,49.298594],[19.038452,49.30976],[19.030356,49.304104],[19.010787,49.312502],[18.98892,49.307267],[18.963048,49.315718],[18.939556,49.308712],[18.931008,49.29815],[18.912854,49.302765],[18.904139,49.315458],[18.899747,49.300499],[18.917202,49.297941],[18.930509,49.287036],[18.92768,49.264111],[18.895441,49.249611],[18.855935,49.249896],[18.850183,49.262759],[18.813106,49.268018],[18.795695,49.248117],[18.759996,49.277967],[18.75036,49.265825],[18.729076,49.265714],[18.720016,49.286643],[18.698992,49.312786],[18.697594,49.32277],[18.678462,49.340184],[18.668845,49.352728],[18.631271,49.363125],[18.618867,49.349213],[18.603672,49.351955]]]}",511
"{""type"":""Polygon"",""coordinates"":[[[19.078738,48.876761],[19.049549,48.883402],[19.029276,48.878],[19.008839,48.849949],[18.994537,48.847294],[19.003056,48.83338],[18.99275,48.802127],[19.01656,48.790259],[19.012157,48.76778],[18.998297,48.748992],[19.009751,48.704206],[19.033421,48.684785],[19.067815,48.669527],[19.096828,48.648088],[19.114427,48.646539],[19.129695,48.635405],[19.13051,48.648165],[19.1466,48.640151],[19.176075,48.641126],[19.205282,48.659894],[19.230624,48.646954],[19.221981,48.628061],[19.255904,48.628013],[19.281474,48.643854],[19.299691,48.635657],[19.327153,48.649139],[19.376342,48.658885],[19.413404,48.650973],[19.437161,48.65999],[19.468328,48.661003],[19.479274,48.669521],[19.463868,48.684648],[19.489898,48.698134],[19.504473,48.726073],[19.489909,48.733126],[19.472281,48.754831],[19.456096,48.753779],[19.458236,48.770941],[19.433549,48.771803],[19.405305,48.797338],[19.390165,48.796475],[19.392772,48.810882],[19.381963,48.83198],[19.402622,48.849835],[19.38493,48.881993],[19.359813,48.886697],[19.350432,48.897577],[19.331239,48.893474],[19.317392,48.870928],[19.297807,48.859633],[19.260156,48.859465],[19.265369,48.883844],[19.245307,48.894939],[19.230928,48.888659],[19.212798,48.891461],[19.18328,48.880331],[19.163608,48.884315],[19.078738,48.876761]]]}",601
