"Kód kraja","Názov kraja","Kód územného obvodu","Názov územného obvodu","Kód okresu","Názov okresu","Kód obce","Názov obce","Poradie na hlasovacom lístku","Meno","Priezvisko","Počet platných hlasov","Podiel platných hlasov v %"
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515639,"Širkovce",1,"Ivan","Korčok",13,7.87
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515639,"Širkovce",2,"Peter","Pellegrini",152,92.12
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515647,"Španie Pole",1,"Ivan","Korčok",0,0.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515647,"Španie Pole",2,"Peter","Pellegrini",46,100.00
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515655,"Štrkovec",1,"Ivan","Korčok",22,17.18
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515655,"Štrkovec",2,"Peter","Pellegrini",106,82.81
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515663,"Tachty",1,"Ivan","Korčok",29,15.67
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515663,"Tachty",2,"Peter","Pellegrini",156,84.32
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515671,"Teplý Vrch",1,"Ivan","Korčok",34,22.36
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515671,"Teplý Vrch",2,"Peter","Pellegrini",118,77.63
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515680,"Tisovec",1,"Ivan","Korčok",501,31.80
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515680,"Tisovec",2,"Peter","Pellegrini",1074,68.19
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515698,"Tomášovce",1,"Ivan","Korčok",17,23.28
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515698,"Tomášovce",2,"Peter","Pellegrini",56,76.71
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515701,"Uzovská Panica",1,"Ivan","Korčok",42,38.53
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515701,"Uzovská Panica",2,"Peter","Pellegrini",67,61.46
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515795,"Valice",1,"Ivan","Korčok",10,14.28
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515795,"Valice",2,"Peter","Pellegrini",60,85.71
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515710,"Včelince",1,"Ivan","Korčok",43,26.87
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515710,"Včelince",2,"Peter","Pellegrini",117,73.12
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515728,"Večelkov",1,"Ivan","Korčok",8,12.69
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515728,"Večelkov",2,"Peter","Pellegrini",55,87.30
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515736,"Veľké Teriakovce",1,"Ivan","Korčok",82,25.07
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515736,"Veľké Teriakovce",2,"Peter","Pellegrini",245,74.92
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515744,"Veľký Blh",1,"Ivan","Korčok",62,27.92
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515744,"Veľký Blh",2,"Peter","Pellegrini",160,72.07
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515752,"Vieska nad Blhom",1,"Ivan","Korčok",4,6.25
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515752,"Vieska nad Blhom",2,"Peter","Pellegrini",60,93.75
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515779,"Vlkyňa",1,"Ivan","Korčok",17,15.88
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515779,"Vlkyňa",2,"Peter","Pellegrini",90,84.11
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",557901,"Vyšné Valice",1,"Ivan","Korčok",10,15.15
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",557901,"Vyšné Valice",2,"Peter","Pellegrini",56,84.84
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515809,"Vyšný Skálnik",1,"Ivan","Korčok",29,36.70
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515809,"Vyšný Skálnik",2,"Peter","Pellegrini",50,63.29
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515817,"Zádor",1,"Ivan","Korčok",8,19.51
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515817,"Zádor",2,"Peter","Pellegrini",33,80.48
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",557927,"Zacharovce",1,"Ivan","Korčok",45,32.14
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",557927,"Zacharovce",2,"Peter","Pellegrini",95,67.85
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515841,"Žíp",1,"Ivan","Korčok",8,12.50
6,"Banskobystrický kraj",604,"Rimavská Sobota",609,"Rimavská Sobota",515841,"Žíp",2,"Peter","Pellegrini",56,87.50
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515868,"Balog nad Ipľom",1,"Ivan","Korčok",71,21.25
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515868,"Balog nad Ipľom",2,"Peter","Pellegrini",263,78.74
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515876,"Bátorová",1,"Ivan","Korčok",62,38.27
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515876,"Bátorová",2,"Peter","Pellegrini",100,61.72
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515884,"Brusník",1,"Ivan","Korčok",5,7.81
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515884,"Brusník",2,"Peter","Pellegrini",59,92.18
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515892,"Bušince",1,"Ivan","Korčok",97,25.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515892,"Bušince",2,"Peter","Pellegrini",291,75.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515906,"Čebovce",1,"Ivan","Korčok",158,40.10
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515906,"Čebovce",2,"Peter","Pellegrini",236,59.89
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515914,"Čeláre",1,"Ivan","Korčok",55,41.35
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515914,"Čeláre",2,"Peter","Pellegrini",78,58.64
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515922,"Čelovce",1,"Ivan","Korčok",23,15.43
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515922,"Čelovce",2,"Peter","Pellegrini",126,84.56
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515931,"Červeňany",1,"Ivan","Korčok",9,39.13
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515931,"Červeňany",2,"Peter","Pellegrini",14,60.86
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515949,"Dačov Lom",1,"Ivan","Korčok",35,21.60
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515949,"Dačov Lom",2,"Peter","Pellegrini",127,78.39
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515957,"Dolinka",1,"Ivan","Korčok",25,14.79
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515957,"Dolinka",2,"Peter","Pellegrini",144,85.20
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515965,"Dolná Strehová",1,"Ivan","Korčok",189,37.13
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515965,"Dolná Strehová",2,"Peter","Pellegrini",320,62.86
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515973,"Dolné Plachtince",1,"Ivan","Korčok",96,32.21
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515973,"Dolné Plachtince",2,"Peter","Pellegrini",202,67.78
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515981,"Dolné Strháre",1,"Ivan","Korčok",23,22.77
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515981,"Dolné Strháre",2,"Peter","Pellegrini",78,77.22
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515990,"Ďurkovce",1,"Ivan","Korčok",17,33.33
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515990,"Ďurkovce",2,"Peter","Pellegrini",34,66.66
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516007,"Glabušovce",1,"Ivan","Korčok",22,39.28
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516007,"Glabušovce",2,"Peter","Pellegrini",34,60.71
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516015,"Horná Strehová",1,"Ivan","Korčok",29,42.64
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516015,"Horná Strehová",2,"Peter","Pellegrini",39,57.35
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516023,"Horné Plachtince",1,"Ivan","Korčok",23,21.10
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516023,"Horné Plachtince",2,"Peter","Pellegrini",86,78.89
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516031,"Horné Strháre",1,"Ivan","Korčok",34,29.05
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516031,"Horné Strháre",2,"Peter","Pellegrini",83,70.94
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516040,"Hrušov",1,"Ivan","Korčok",138,30.39
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516040,"Hrušov",2,"Peter","Pellegrini",316,69.60
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516058,"Chrastince",1,"Ivan","Korčok",17,25.75
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516058,"Chrastince",2,"Peter","Pellegrini",49,74.24
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516066,"Chrťany",1,"Ivan","Korčok",11,23.40
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516066,"Chrťany",2,"Peter","Pellegrini",36,76.59
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516074,"Ipeľské Predmostie",1,"Ivan","Korčok",41,22.16
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516074,"Ipeľské Predmostie",2,"Peter","Pellegrini",144,77.83
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516082,"Kamenné Kosihy",1,"Ivan","Korčok",68,41.71
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516082,"Kamenné Kosihy",2,"Peter","Pellegrini",95,58.28
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516091,"Kiarov",1,"Ivan","Korčok",28,26.16
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516091,"Kiarov",2,"Peter","Pellegrini",79,73.83
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516104,"Kleňany",1,"Ivan","Korčok",17,16.50
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516104,"Kleňany",2,"Peter","Pellegrini",86,83.49
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516112,"Koláre",1,"Ivan","Korčok",17,18.68
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516112,"Koláre",2,"Peter","Pellegrini",74,81.31
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516121,"Kosihovce",1,"Ivan","Korčok",50,25.64
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516121,"Kosihovce",2,"Peter","Pellegrini",145,74.35
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516139,"Kosihy nad Ipľom",1,"Ivan","Korčok",34,27.41
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516139,"Kosihy nad Ipľom",2,"Peter","Pellegrini",90,72.58
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516147,"Kováčovce",1,"Ivan","Korčok",39,32.77
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516147,"Kováčovce",2,"Peter","Pellegrini",80,67.22
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516155,"Lesenice",1,"Ivan","Korčok",93,38.58
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516155,"Lesenice",2,"Peter","Pellegrini",148,61.41
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516163,"Ľuboriečka",1,"Ivan","Korčok",17,17.52
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516163,"Ľuboriečka",2,"Peter","Pellegrini",80,82.47
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516171,"Malá Čalomija",1,"Ivan","Korčok",26,24.07
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516171,"Malá Čalomija",2,"Peter","Pellegrini",82,75.92
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",558206,"Malé Straciny",1,"Ivan","Korčok",22,32.83
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",558206,"Malé Straciny",2,"Peter","Pellegrini",45,67.16
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516198,"Malé Zlievce",1,"Ivan","Korčok",48,32.87
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516198,"Malé Zlievce",2,"Peter","Pellegrini",98,67.12
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",558192,"Malý Krtíš",1,"Ivan","Korčok",98,39.83
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",558192,"Malý Krtíš",2,"Peter","Pellegrini",148,60.16
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516210,"Modrý Kameň",1,"Ivan","Korčok",229,33.04
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516210,"Modrý Kameň",2,"Peter","Pellegrini",464,66.95
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516228,"Muľa",1,"Ivan","Korčok",15,33.33
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516228,"Muľa",2,"Peter","Pellegrini",30,66.66
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516236,"Nenince",1,"Ivan","Korčok",200,41.49
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516236,"Nenince",2,"Peter","Pellegrini",282,58.50
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516244,"Nová Ves",1,"Ivan","Korčok",42,21.53
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516244,"Nová Ves",2,"Peter","Pellegrini",153,78.46
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516252,"Obeckov",1,"Ivan","Korčok",41,20.09
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516252,"Obeckov",2,"Peter","Pellegrini",163,79.90
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516261,"Olováry",1,"Ivan","Korčok",51,40.47
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516261,"Olováry",2,"Peter","Pellegrini",75,59.52
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516279,"Opatovská Nová Ves",1,"Ivan","Korčok",63,25.50
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516279,"Opatovská Nová Ves",2,"Peter","Pellegrini",184,74.49
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516287,"Opava",1,"Ivan","Korčok",9,19.14
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516287,"Opava",2,"Peter","Pellegrini",38,80.85
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516295,"Pôtor",1,"Ivan","Korčok",85,25.37
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516295,"Pôtor",2,"Peter","Pellegrini",250,74.62
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516309,"Pravica",1,"Ivan","Korčok",4,20.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516309,"Pravica",2,"Peter","Pellegrini",16,80.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516317,"Príbelce",1,"Ivan","Korčok",105,30.79
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516317,"Príbelce",2,"Peter","Pellegrini",236,69.20
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516333,"Sečianky",1,"Ivan","Korčok",37,44.57
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516333,"Sečianky",2,"Peter","Pellegrini",46,55.42
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516341,"Seľany",1,"Ivan","Korčok",9,13.04
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516341,"Seľany",2,"Peter","Pellegrini",60,86.95
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516368,"Senné",1,"Ivan","Korčok",29,29.29
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516368,"Senné",2,"Peter","Pellegrini",70,70.70
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516376,"Sklabiná",1,"Ivan","Korčok",88,24.64
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516376,"Sklabiná",2,"Peter","Pellegrini",269,75.35
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516384,"Slovenské Ďarmoty",1,"Ivan","Korčok",59,36.64
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516384,"Slovenské Ďarmoty",2,"Peter","Pellegrini",102,63.35
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516392,"Slovenské Kľačany",1,"Ivan","Korčok",21,29.16
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516392,"Slovenské Kľačany",2,"Peter","Pellegrini",51,70.83
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516406,"Stredné Plachtince",1,"Ivan","Korčok",72,27.48
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516406,"Stredné Plachtince",2,"Peter","Pellegrini",190,72.51
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516414,"Sucháň",1,"Ivan","Korčok",11,11.22
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516414,"Sucháň",2,"Peter","Pellegrini",87,88.77
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516422,"Suché Brezovo",1,"Ivan","Korčok",13,25.49
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516422,"Suché Brezovo",2,"Peter","Pellegrini",38,74.50
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516431,"Širákov",1,"Ivan","Korčok",19,23.17
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516431,"Širákov",2,"Peter","Pellegrini",63,76.82
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516449,"Šuľa",1,"Ivan","Korčok",4,9.52
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516449,"Šuľa",2,"Peter","Pellegrini",38,90.47
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516457,"Trebušovce",1,"Ivan","Korčok",26,32.09
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516457,"Trebušovce",2,"Peter","Pellegrini",55,67.90
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516465,"Veľká Čalomija",1,"Ivan","Korčok",69,27.16
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516465,"Veľká Čalomija",2,"Peter","Pellegrini",185,72.83
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516473,"Veľká Ves nad Ipľom",1,"Ivan","Korčok",48,32.87
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516473,"Veľká Ves nad Ipľom",2,"Peter","Pellegrini",98,67.12
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",558214,"Veľké Straciny",1,"Ivan","Korčok",40,50.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",558214,"Veľké Straciny",2,"Peter","Pellegrini",40,50.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516490,"Veľké Zlievce",1,"Ivan","Korčok",24,16.32
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516490,"Veľké Zlievce",2,"Peter","Pellegrini",123,83.67
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515850,"Veľký Krtíš",1,"Ivan","Korčok",1604,37.50
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",515850,"Veľký Krtíš",2,"Peter","Pellegrini",2673,62.49
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516503,"Veľký Lom",1,"Ivan","Korčok",9,13.04
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516503,"Veľký Lom",2,"Peter","Pellegrini",60,86.95
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516511,"Vieska",1,"Ivan","Korčok",23,23.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516511,"Vieska",2,"Peter","Pellegrini",77,77.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516520,"Vinica",1,"Ivan","Korčok",166,28.04
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516520,"Vinica",2,"Peter","Pellegrini",426,71.95
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516538,"Vrbovka",1,"Ivan","Korčok",21,15.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516538,"Vrbovka",2,"Peter","Pellegrini",119,85.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516546,"Záhorce",1,"Ivan","Korčok",92,26.58
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516546,"Záhorce",2,"Peter","Pellegrini",254,73.41
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516554,"Závada",1,"Ivan","Korčok",55,28.64
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516554,"Závada",2,"Peter","Pellegrini",137,71.35
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516562,"Zombor",1,"Ivan","Korčok",9,25.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516562,"Zombor",2,"Peter","Pellegrini",27,75.00
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516571,"Želovce",1,"Ivan","Korčok",173,32.58
6,"Banskobystrický kraj",605,"Veľký Krtíš",610,"Veľký Krtíš",516571,"Želovce",2,"Peter","Pellegrini",358,67.41
6,"Banskobystrický kraj",606,"Zvolen",604,"Detva",518263,"Detva",1,"Ivan","Korčok",2316,32.97
6,"Banskobystrický kraj",606,"Zvolen",604,"Detva",518263,"Detva",2,"Peter","Pellegrini",4707,67.02
6,"Banskobystrický kraj",606,"Zvolen",604,"Detva",518271,"Detvianska Huta",1,"Ivan","Korčok",142,31.07
6,"Banskobystrický kraj",606,"Zvolen",604,"Detva",518271,"Detvianska Huta",2,"Peter","Pellegrini",315,68.92
6,"Banskobystrický kraj",606,"Zvolen",604,"Detva",518379,"Dúbravy",1,"Ivan","Korčok",159,29.28
6,"Banskobystrický kraj",606,"Zvolen",604,"Detva",518379,"Dúbravy",2,"Peter","Pellegrini",384,70.71
6,"Banskobystrický kraj",606,"Zvolen",604,"Detva",518450,"Horný Tisovník",1,"Ivan","Korčok",31,24.21
6,"Banskobystrický kraj",606,"Zvolen",604,"Detva",518450,"Horný Tisovník",2,"Peter","Pellegrini",97,75.78
6,"Banskobystrický kraj",606,"Zvolen",604,"Detva",518468,"Hriňová",1,"Ivan","Korčok",943,24.59
6,"Banskobystrický kraj",606,"Zvolen",604,"Detva",518468,"Hriňová",2,"Peter","Pellegrini",2891,75.40
6,"Banskobystrický kraj",606,"Zvolen",604,"Detva",518492,"Klokoč",1,"Ivan","Korčok",72,24.40
6,"Banskobystrický kraj",606,"Zvolen",604,"Detva",518492,"Klokoč",2,"Peter","Pellegrini",223,75.59
6,"Banskobystrický kraj",606,"Zvolen",604,"Detva",580520,"Korytárky",1,"Ivan","Korčok",171,31.72
6,"Banskobystrický kraj",606,"Zvolen",604,"Detva",580520,"Korytárky",2,"Peter","Pellegrini",368,68.27
6,"Banskobystrický kraj",606,"Zvolen",604,"Detva",518549,"Kriváň",1,"Ivan","Korčok",357,33.39
6,"Banskobystrický kraj",606,"Zvolen",604,"Detva",518549,"Kriváň",2,"Peter","Pellegrini",712,66.60
