"Kód kraja","Názov kraja","Kód územného obvodu","Názov územného obvodu","Kód okresu","Názov okresu","Kód obce","Názov obce","Poradie na hlasovacom lístku","Meno","Priezvisko","Počet platných hlasov","Podiel platných hlasov v %"
2,"Trnavský kraj",203,"Piešťany",204,"Piešťany",507491,"Ratnovce",2,"Peter","Pellegrini",267,51.05
2,"Trnavský kraj",203,"Piešťany",204,"Piešťany",507563,"Sokolovce",1,"Ivan","Korčok",219,31.37
2,"Trnavský kraj",203,"Piešťany",204,"Piešťany",507563,"Sokolovce",2,"Peter","Pellegrini",479,68.62
2,"Trnavský kraj",203,"Piešťany",204,"Piešťany",558397,"Šípkové",1,"Ivan","Korčok",78,43.82
2,"Trnavský kraj",203,"Piešťany",204,"Piešťany",558397,"Šípkové",2,"Peter","Pellegrini",100,56.17
2,"Trnavský kraj",203,"Piešťany",204,"Piešťany",556548,"Šterusy",1,"Ivan","Korčok",76,30.64
2,"Trnavský kraj",203,"Piešťany",204,"Piešťany",556548,"Šterusy",2,"Peter","Pellegrini",172,69.35
2,"Trnavský kraj",203,"Piešťany",204,"Piešťany",507679,"Trebatice",1,"Ivan","Korčok",338,45.24
2,"Trnavský kraj",203,"Piešťany",204,"Piešťany",507679,"Trebatice",2,"Peter","Pellegrini",409,54.75
2,"Trnavský kraj",203,"Piešťany",204,"Piešťany",507709,"Veľké Kostoľany",1,"Ivan","Korčok",618,40.90
2,"Trnavský kraj",203,"Piešťany",204,"Piešťany",507709,"Veľké Kostoľany",2,"Peter","Pellegrini",893,59.09
2,"Trnavský kraj",203,"Piešťany",204,"Piešťany",556572,"Veľké Orvište",1,"Ivan","Korčok",240,43.16
2,"Trnavský kraj",203,"Piešťany",204,"Piešťany",556572,"Veľké Orvište",2,"Peter","Pellegrini",316,56.83
2,"Trnavský kraj",203,"Piešťany",204,"Piešťany",507725,"Veselé",1,"Ivan","Korčok",300,45.59
2,"Trnavský kraj",203,"Piešťany",204,"Piešťany",507725,"Veselé",2,"Peter","Pellegrini",358,54.40
2,"Trnavský kraj",203,"Piešťany",204,"Piešťany",507750,"Vrbové",1,"Ivan","Korčok",1523,49.67
2,"Trnavský kraj",203,"Piešťany",204,"Piešťany",507750,"Vrbové",2,"Peter","Pellegrini",1543,50.32
2,"Trnavský kraj",204,"Senica",205,"Senica",504211,"Bílkove Humence",1,"Ivan","Korčok",65,44.82
2,"Trnavský kraj",204,"Senica",205,"Senica",504211,"Bílkove Humence",2,"Peter","Pellegrini",80,55.17
2,"Trnavský kraj",204,"Senica",205,"Senica",504238,"Borský Mikuláš",1,"Ivan","Korčok",913,44.58
2,"Trnavský kraj",204,"Senica",205,"Senica",504238,"Borský Mikuláš",2,"Peter","Pellegrini",1135,55.41
2,"Trnavský kraj",204,"Senica",205,"Senica",504220,"Borský Svätý Jur",1,"Ivan","Korčok",404,47.69
2,"Trnavský kraj",204,"Senica",205,"Senica",504220,"Borský Svätý Jur",2,"Peter","Pellegrini",443,52.30
2,"Trnavský kraj",204,"Senica",205,"Senica",504297,"Cerová",1,"Ivan","Korčok",324,47.50
2,"Trnavský kraj",204,"Senica",205,"Senica",504297,"Cerová",2,"Peter","Pellegrini",358,52.49
2,"Trnavský kraj",204,"Senica",205,"Senica",504319,"Čáry",1,"Ivan","Korčok",194,34.09
2,"Trnavský kraj",204,"Senica",205,"Senica",504319,"Čáry",2,"Peter","Pellegrini",375,65.90
2,"Trnavský kraj",204,"Senica",205,"Senica",504327,"Častkov",1,"Ivan","Korčok",191,58.05
2,"Trnavský kraj",204,"Senica",205,"Senica",504327,"Častkov",2,"Peter","Pellegrini",138,41.94
2,"Trnavský kraj",204,"Senica",205,"Senica",504335,"Dojč",1,"Ivan","Korčok",327,44.48
2,"Trnavský kraj",204,"Senica",205,"Senica",504335,"Dojč",2,"Peter","Pellegrini",408,55.51
2,"Trnavský kraj",204,"Senica",205,"Senica",504360,"Hlboké",1,"Ivan","Korčok",234,43.25
2,"Trnavský kraj",204,"Senica",205,"Senica",504360,"Hlboké",2,"Peter","Pellegrini",307,56.74
2,"Trnavský kraj",204,"Senica",205,"Senica",504386,"Hradište pod Vrátnom",1,"Ivan","Korčok",169,45.06
2,"Trnavský kraj",204,"Senica",205,"Senica",504386,"Hradište pod Vrátnom",2,"Peter","Pellegrini",206,54.93
2,"Trnavský kraj",204,"Senica",205,"Senica",504416,"Jablonica",1,"Ivan","Korčok",499,42.54
2,"Trnavský kraj",204,"Senica",205,"Senica",504416,"Jablonica",2,"Peter","Pellegrini",674,57.45
2,"Trnavský kraj",204,"Senica",205,"Senica",504475,"Koválov",1,"Ivan","Korčok",212,58.08
2,"Trnavský kraj",204,"Senica",205,"Senica",504475,"Koválov",2,"Peter","Pellegrini",153,41.91
2,"Trnavský kraj",204,"Senica",205,"Senica",504491,"Kuklov",1,"Ivan","Korčok",103,36.78
2,"Trnavský kraj",204,"Senica",205,"Senica",504491,"Kuklov",2,"Peter","Pellegrini",177,63.21
2,"Trnavský kraj",204,"Senica",205,"Senica",504513,"Kúty",1,"Ivan","Korčok",3289,74.54
2,"Trnavský kraj",204,"Senica",205,"Senica",504513,"Kúty",2,"Peter","Pellegrini",1123,25.45
2,"Trnavský kraj",204,"Senica",205,"Senica",504521,"Lakšárska Nová Ves",1,"Ivan","Korčok",261,46.11
2,"Trnavský kraj",204,"Senica",205,"Senica",504521,"Lakšárska Nová Ves",2,"Peter","Pellegrini",305,53.88
2,"Trnavský kraj",204,"Senica",205,"Senica",504572,"Moravský Svätý Ján",1,"Ivan","Korčok",721,57.77
2,"Trnavský kraj",204,"Senica",205,"Senica",504572,"Moravský Svätý Ján",2,"Peter","Pellegrini",527,42.22
2,"Trnavský kraj",204,"Senica",205,"Senica",504602,"Osuské",1,"Ivan","Korčok",118,40.13
2,"Trnavský kraj",204,"Senica",205,"Senica",504602,"Osuské",2,"Peter","Pellegrini",176,59.86
2,"Trnavský kraj",204,"Senica",205,"Senica",504645,"Plavecký Peter",1,"Ivan","Korčok",132,39.63
2,"Trnavský kraj",204,"Senica",205,"Senica",504645,"Plavecký Peter",2,"Peter","Pellegrini",201,60.36
2,"Trnavský kraj",204,"Senica",205,"Senica",504653,"Podbranč",1,"Ivan","Korčok",172,44.21
2,"Trnavský kraj",204,"Senica",205,"Senica",504653,"Podbranč",2,"Peter","Pellegrini",217,55.78
2,"Trnavský kraj",204,"Senica",205,"Senica",504700,"Prietrž",1,"Ivan","Korčok",197,44.57
2,"Trnavský kraj",204,"Senica",205,"Senica",504700,"Prietrž",2,"Peter","Pellegrini",245,55.42
2,"Trnavský kraj",204,"Senica",205,"Senica",504726,"Prievaly",1,"Ivan","Korčok",253,45.75
2,"Trnavský kraj",204,"Senica",205,"Senica",504726,"Prievaly",2,"Peter","Pellegrini",300,54.24
2,"Trnavský kraj",204,"Senica",205,"Senica",556122,"Rohov",1,"Ivan","Korčok",101,54.30
2,"Trnavský kraj",204,"Senica",205,"Senica",556122,"Rohov",2,"Peter","Pellegrini",85,45.69
2,"Trnavský kraj",204,"Senica",205,"Senica",504777,"Rovensko",1,"Ivan","Korčok",176,60.89
2,"Trnavský kraj",204,"Senica",205,"Senica",504777,"Rovensko",2,"Peter","Pellegrini",113,39.10
2,"Trnavský kraj",204,"Senica",205,"Senica",556131,"Rybky",1,"Ivan","Korčok",141,59.49
2,"Trnavský kraj",204,"Senica",205,"Senica",556131,"Rybky",2,"Peter","Pellegrini",96,40.50
2,"Trnavský kraj",204,"Senica",205,"Senica",556114,"Sekule",1,"Ivan","Korčok",504,47.63
2,"Trnavský kraj",204,"Senica",205,"Senica",556114,"Sekule",2,"Peter","Pellegrini",554,52.36
2,"Trnavský kraj",204,"Senica",205,"Senica",504203,"Senica",1,"Ivan","Korčok",5031,51.70
2,"Trnavský kraj",204,"Senica",205,"Senica",504203,"Senica",2,"Peter","Pellegrini",4700,48.29
2,"Trnavský kraj",204,"Senica",205,"Senica",504823,"Smolinské",1,"Ivan","Korčok",256,50.59
2,"Trnavský kraj",204,"Senica",205,"Senica",504823,"Smolinské",2,"Peter","Pellegrini",250,49.40
2,"Trnavský kraj",204,"Senica",205,"Senica",504831,"Smrdáky",1,"Ivan","Korčok",182,46.31
2,"Trnavský kraj",204,"Senica",205,"Senica",504831,"Smrdáky",2,"Peter","Pellegrini",211,53.68
2,"Trnavský kraj",204,"Senica",205,"Senica",504840,"Sobotište",1,"Ivan","Korčok",487,54.23
2,"Trnavský kraj",204,"Senica",205,"Senica",504840,"Sobotište",2,"Peter","Pellegrini",411,45.76
2,"Trnavský kraj",204,"Senica",205,"Senica",504882,"Šajdíkove Humence",1,"Ivan","Korčok",299,50.67
2,"Trnavský kraj",204,"Senica",205,"Senica",504882,"Šajdíkove Humence",2,"Peter","Pellegrini",291,49.32
2,"Trnavský kraj",204,"Senica",205,"Senica",504891,"Šaštín - Stráže",1,"Ivan","Korčok",926,40.38
2,"Trnavský kraj",204,"Senica",205,"Senica",504891,"Šaštín - Stráže",2,"Peter","Pellegrini",1367,59.61
2,"Trnavský kraj",204,"Senica",205,"Senica",504904,"Štefanov",1,"Ivan","Korčok",279,36.00
2,"Trnavský kraj",204,"Senica",205,"Senica",504904,"Štefanov",2,"Peter","Pellegrini",496,64.00
2,"Trnavský kraj",204,"Senica",206,"Skalica",504271,"Brodské",1,"Ivan","Korčok",698,51.78
2,"Trnavský kraj",204,"Senica",206,"Skalica",504271,"Brodské",2,"Peter","Pellegrini",650,48.21
2,"Trnavský kraj",204,"Senica",206,"Skalica",504343,"Dubovce",1,"Ivan","Korčok",159,47.60
2,"Trnavský kraj",204,"Senica",206,"Skalica",504343,"Dubovce",2,"Peter","Pellegrini",175,52.39
2,"Trnavský kraj",204,"Senica",206,"Skalica",504351,"Gbely",1,"Ivan","Korčok",1347,55.82
2,"Trnavský kraj",204,"Senica",206,"Skalica",504351,"Gbely",2,"Peter","Pellegrini",1066,44.17
2,"Trnavský kraj",204,"Senica",206,"Skalica",504378,"Holíč",1,"Ivan","Korčok",3238,56.04
2,"Trnavský kraj",204,"Senica",206,"Skalica",504378,"Holíč",2,"Peter","Pellegrini",2540,43.95
2,"Trnavský kraj",204,"Senica",206,"Skalica",504394,"Chropov",1,"Ivan","Korčok",92,43.60
2,"Trnavský kraj",204,"Senica",206,"Skalica",504394,"Chropov",2,"Peter","Pellegrini",119,56.39
2,"Trnavský kraj",204,"Senica",206,"Skalica",504432,"Kátov",1,"Ivan","Korčok",160,47.19
2,"Trnavský kraj",204,"Senica",206,"Skalica",504432,"Kátov",2,"Peter","Pellegrini",179,52.80
2,"Trnavský kraj",204,"Senica",206,"Skalica",504459,"Kopčany",1,"Ivan","Korčok",534,45.91
2,"Trnavský kraj",204,"Senica",206,"Skalica",504459,"Kopčany",2,"Peter","Pellegrini",629,54.08
2,"Trnavský kraj",204,"Senica",206,"Skalica",504483,"Koválovec",1,"Ivan","Korčok",43,48.86
2,"Trnavský kraj",204,"Senica",206,"Skalica",504483,"Koválovec",2,"Peter","Pellegrini",45,51.13
2,"Trnavský kraj",204,"Senica",206,"Skalica",504530,"Letničie",1,"Ivan","Korčok",134,47.68
2,"Trnavský kraj",204,"Senica",206,"Skalica",504530,"Letničie",2,"Peter","Pellegrini",147,52.31
2,"Trnavský kraj",204,"Senica",206,"Skalica",504548,"Lopašov",1,"Ivan","Korčok",168,81.95
2,"Trnavský kraj",204,"Senica",206,"Skalica",504548,"Lopašov",2,"Peter","Pellegrini",37,18.04
2,"Trnavský kraj",204,"Senica",206,"Skalica",504564,"Mokrý Háj",1,"Ivan","Korčok",197,54.12
2,"Trnavský kraj",204,"Senica",206,"Skalica",504564,"Mokrý Háj",2,"Peter","Pellegrini",167,45.87
2,"Trnavský kraj",204,"Senica",206,"Skalica",504599,"Oreské",1,"Ivan","Korčok",166,76.14
2,"Trnavský kraj",204,"Senica",206,"Skalica",504599,"Oreské",2,"Peter","Pellegrini",52,23.85
2,"Trnavský kraj",204,"Senica",206,"Skalica",504611,"Petrova Ves",1,"Ivan","Korčok",322,56.39
2,"Trnavský kraj",204,"Senica",206,"Skalica",504611,"Petrova Ves",2,"Peter","Pellegrini",249,43.60
2,"Trnavský kraj",204,"Senica",206,"Skalica",504670,"Popudinské Močidľany",1,"Ivan","Korčok",271,57.41
2,"Trnavský kraj",204,"Senica",206,"Skalica",504670,"Popudinské Močidľany",2,"Peter","Pellegrini",201,42.58
2,"Trnavský kraj",204,"Senica",206,"Skalica",504718,"Prietržka",1,"Ivan","Korčok",191,63.87
2,"Trnavský kraj",204,"Senica",206,"Skalica",504718,"Prietržka",2,"Peter","Pellegrini",108,36.12
2,"Trnavský kraj",204,"Senica",206,"Skalica",504734,"Radimov",1,"Ivan","Korčok",141,49.47
2,"Trnavský kraj",204,"Senica",206,"Skalica",504734,"Radimov",2,"Peter","Pellegrini",144,50.52
2,"Trnavský kraj",204,"Senica",206,"Skalica",504742,"Radošovce",1,"Ivan","Korčok",632,61.24
2,"Trnavský kraj",204,"Senica",206,"Skalica",504742,"Radošovce",2,"Peter","Pellegrini",400,38.75
2,"Trnavský kraj",204,"Senica",206,"Skalica",504815,"Skalica",1,"Ivan","Korčok",4966,61.13
2,"Trnavský kraj",204,"Senica",206,"Skalica",504815,"Skalica",2,"Peter","Pellegrini",3157,38.86
2,"Trnavský kraj",204,"Senica",206,"Skalica",504912,"Trnovec",1,"Ivan","Korčok",104,61.17
2,"Trnavský kraj",204,"Senica",206,"Skalica",504912,"Trnovec",2,"Peter","Pellegrini",66,38.82
2,"Trnavský kraj",204,"Senica",206,"Skalica",504939,"Unín",1,"Ivan","Korčok",343,51.19
2,"Trnavský kraj",204,"Senica",206,"Skalica",504939,"Unín",2,"Peter","Pellegrini",327,48.80
2,"Trnavský kraj",204,"Senica",206,"Skalica",504963,"Vrádište",1,"Ivan","Korčok",226,51.24
2,"Trnavský kraj",204,"Senica",206,"Skalica",504963,"Vrádište",2,"Peter","Pellegrini",215,48.75
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",506800,"Bojničky",1,"Ivan","Korčok",332,42.83
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",506800,"Bojničky",2,"Peter","Pellegrini",443,57.16
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",506885,"Červeník",1,"Ivan","Korčok",437,45.95
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",506885,"Červeník",2,"Peter","Pellegrini",514,54.04
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",506958,"Dolné Otrokovce",1,"Ivan","Korčok",89,41.78
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",506958,"Dolné Otrokovce",2,"Peter","Pellegrini",124,58.21
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",506966,"Dolné Trhovište",1,"Ivan","Korčok",90,26.16
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",506966,"Dolné Trhovište",2,"Peter","Pellegrini",254,73.83
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",556521,"Dolné Zelenice",1,"Ivan","Korčok",162,43.90
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",556521,"Dolné Zelenice",2,"Peter","Pellegrini",207,56.09
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507024,"Dvorníky",1,"Ivan","Korčok",329,34.45
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507024,"Dvorníky",2,"Peter","Pellegrini",626,65.54
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507032,"Hlohovec",1,"Ivan","Korčok",4635,43.46
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507032,"Hlohovec",2,"Peter","Pellegrini",6029,56.53
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507075,"Horné Otrokovce",1,"Ivan","Korčok",154,30.31
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507075,"Horné Otrokovce",2,"Peter","Pellegrini",354,69.68
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",556602,"Horné Trhovište",1,"Ivan","Korčok",107,29.31
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",556602,"Horné Trhovište",2,"Peter","Pellegrini",258,70.68
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",556530,"Horné Zelenice",1,"Ivan","Korčok",151,41.14
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",556530,"Horné Zelenice",2,"Peter","Pellegrini",216,58.85
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507130,"Jalšové",1,"Ivan","Korčok",70,26.81
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507130,"Jalšové",2,"Peter","Pellegrini",191,73.18
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507172,"Kľačany",1,"Ivan","Korčok",257,41.45
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507172,"Kľačany",2,"Peter","Pellegrini",363,58.54
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507202,"Koplotovce",1,"Ivan","Korčok",216,48.21
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507202,"Koplotovce",2,"Peter","Pellegrini",232,51.78
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507253,"Leopoldov",1,"Ivan","Korčok",939,38.81
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507253,"Leopoldov",2,"Peter","Pellegrini",1480,61.18
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507288,"Madunice",1,"Ivan","Korčok",504,40.06
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507288,"Madunice",2,"Peter","Pellegrini",754,59.93
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507326,"Merašice",1,"Ivan","Korčok",76,33.62
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507326,"Merašice",2,"Peter","Pellegrini",150,66.37
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507415,"Pastuchov",1,"Ivan","Korčok",151,34.79
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507415,"Pastuchov",2,"Peter","Pellegrini",283,65.20
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",518620,"Ratkovce",1,"Ivan","Korčok",89,42.38
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",518620,"Ratkovce",2,"Peter","Pellegrini",121,57.61
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507521,"Sasinkovo",1,"Ivan","Korčok",129,28.47
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507521,"Sasinkovo",2,"Peter","Pellegrini",324,71.52
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507539,"Siladice",1,"Ivan","Korčok",184,50.00
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507539,"Siladice",2,"Peter","Pellegrini",184,50.00
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",556611,"Tekolďany",1,"Ivan","Korčok",17,23.28
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",556611,"Tekolďany",2,"Peter","Pellegrini",56,76.71
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",556645,"Tepličky",1,"Ivan","Korčok",52,27.22
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",556645,"Tepličky",2,"Peter","Pellegrini",139,72.77
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507661,"Trakovice",1,"Ivan","Korčok",431,48.53
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507661,"Trakovice",2,"Peter","Pellegrini",457,51.46
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507792,"Žlkovce",1,"Ivan","Korčok",147,41.88
2,"Trnavský kraj",205,"Trnava",203,"Hlohovec",507792,"Žlkovce",2,"Peter","Pellegrini",204,58.11
2,"Trnavský kraj",205,"Trnava",207,"Trnava",580473,"Biely Kostol",1,"Ivan","Korčok",769,55.00
2,"Trnavský kraj",205,"Trnava",207,"Trnava",580473,"Biely Kostol",2,"Peter","Pellegrini",629,44.99
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506788,"Bíňovce",1,"Ivan","Korčok",151,40.70
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506788,"Bíňovce",2,"Peter","Pellegrini",220,59.29
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506796,"Bohdanovce nad Trnavou",1,"Ivan","Korčok",450,53.00
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506796,"Bohdanovce nad Trnavou",2,"Peter","Pellegrini",399,46.99
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506818,"Boleráz",1,"Ivan","Korčok",643,48.12
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506818,"Boleráz",2,"Peter","Pellegrini",693,51.87
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506826,"Borová",1,"Ivan","Korčok",125,47.70
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506826,"Borová",2,"Peter","Pellegrini",137,52.29
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506842,"Brestovany",1,"Ivan","Korčok",552,41.16
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506842,"Brestovany",2,"Peter","Pellegrini",789,58.83
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506851,"Bučany",1,"Ivan","Korčok",628,47.14
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506851,"Bučany",2,"Peter","Pellegrini",704,52.85
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506869,"Buková",1,"Ivan","Korčok",181,40.76
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506869,"Buková",2,"Peter","Pellegrini",263,59.23
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506877,"Cífer",1,"Ivan","Korčok",1509,54.14
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506877,"Cífer",2,"Peter","Pellegrini",1278,45.85
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506893,"Dechtice",1,"Ivan","Korčok",403,37.07
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506893,"Dechtice",2,"Peter","Pellegrini",684,62.92
2,"Trnavský kraj",205,"Trnava",207,"Trnava",556599,"Dlhá",1,"Ivan","Korčok",99,40.24
2,"Trnavský kraj",205,"Trnava",207,"Trnava",556599,"Dlhá",2,"Peter","Pellegrini",147,59.75
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506915,"Dobrá Voda",1,"Ivan","Korčok",205,40.75
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506915,"Dobrá Voda",2,"Peter","Pellegrini",298,59.24
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506923,"Dolná Krupá",1,"Ivan","Korčok",698,48.70
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506923,"Dolná Krupá",2,"Peter","Pellegrini",735,51.29
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506931,"Dolné Dubové",1,"Ivan","Korčok",207,48.36
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506931,"Dolné Dubové",2,"Peter","Pellegrini",221,51.63
2,"Trnavský kraj",205,"Trnava",207,"Trnava",556661,"Dolné Lovčice",1,"Ivan","Korčok",197,41.56
2,"Trnavský kraj",205,"Trnava",207,"Trnava",556661,"Dolné Lovčice",2,"Peter","Pellegrini",277,58.43
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506940,"Dolné Orešany",1,"Ivan","Korčok",408,50.37
2,"Trnavský kraj",205,"Trnava",207,"Trnava",506940,"Dolné Orešany",2,"Peter","Pellegrini",402,49.62
2,"Trnavský kraj",205,"Trnava",207,"Trnava",507041,"Horná Krupá",1,"Ivan","Korčok",152,51.00
2,"Trnavský kraj",205,"Trnava",207,"Trnava",507041,"Horná Krupá",2,"Peter","Pellegrini",146,48.99
2,"Trnavský kraj",205,"Trnava",207,"Trnava",507059,"Horné Dubové",1,"Ivan","Korčok",86,38.91
2,"Trnavský kraj",205,"Trnava",207,"Trnava",507059,"Horné Dubové",2,"Peter","Pellegrini",135,61.08
2,"Trnavský kraj",205,"Trnava",207,"Trnava",507067,"Horné Orešany",1,"Ivan","Korčok",574,51.06
2,"Trnavský kraj",205,"Trnava",207,"Trnava",507067,"Horné Orešany",2,"Peter","Pellegrini",550,48.93
2,"Trnavský kraj",205,"Trnava",207,"Trnava",581020,"Hrnčiarovce nad Parnou",1,"Ivan","Korčok",699,45.18
2,"Trnavský kraj",205,"Trnava",207,"Trnava",581020,"Hrnčiarovce nad Parnou",2,"Peter","Pellegrini",848,54.81
2,"Trnavský kraj",205,"Trnava",207,"Trnava",507156,"Jaslovské Bohunice",1,"Ivan","Korčok",676,49.41
2,"Trnavský kraj",205,"Trnava",207,"Trnava",507156,"Jaslovské Bohunice",2,"Peter","Pellegrini",692,50.58
2,"Trnavský kraj",205,"Trnava",207,"Trnava",507164,"Kátlovce",1,"Ivan","Korčok",286,40.68
2,"Trnavský kraj",205,"Trnava",207,"Trnava",507164,"Kátlovce",2,"Peter","Pellegrini",417,59.31
2,"Trnavský kraj",205,"Trnava",207,"Trnava",507211,"Košolná",1,"Ivan","Korčok",256,55.65
2,"Trnavský kraj",205,"Trnava",207,"Trnava",507211,"Košolná",2,"Peter","Pellegrini",204,44.34
2,"Trnavský kraj",205,"Trnava",207,"Trnava",556483,"Križovany nad Dudváhom",1,"Ivan","Korčok",590,59.11
2,"Trnavský kraj",205,"Trnava",207,"Trnava",556483,"Križovany nad Dudváhom",2,"Peter","Pellegrini",408,40.88
2,"Trnavský kraj",205,"Trnava",207,"Trnava",556688,"Lošonec",1,"Ivan","Korčok",154,46.38
2,"Trnavský kraj",205,"Trnava",207,"Trnava",556688,"Lošonec",2,"Peter","Pellegrini",178,53.61
2,"Trnavský kraj",205,"Trnava",207,"Trnava",507296,"Majcichov",1,"Ivan","Korčok",574,49.05
2,"Trnavský kraj",205,"Trnava",207,"Trnava",507296,"Majcichov",2,"Peter","Pellegrini",596,50.94
2,"Trnavský kraj",205,"Trnava",207,"Trnava",507318,"Malženice",1,"Ivan","Korčok",343,40.73
2,"Trnavský kraj",205,"Trnava",207,"Trnava",507318,"Malženice",2,"Peter","Pellegrini",499,59.26
2,"Trnavský kraj",205,"Trnava",207,"Trnava",507351,"Naháč",1,"Ivan","Korčok",105,41.33
2,"Trnavský kraj",205,"Trnava",207,"Trnava",507351,"Naháč",2,"Peter","Pellegrini",149,58.66
2,"Trnavský kraj",205,"Trnava",207,"Trnava",556491,"Opoj",1,"Ivan","Korčok",374,51.65
2,"Trnavský kraj",205,"Trnava",207,"Trnava",556491,"Opoj",2,"Peter","Pellegrini",350,48.34
2,"Trnavský kraj",205,"Trnava",207,"Trnava",556556,"Pavlice",1,"Ivan","Korčok",170,53.45
2,"Trnavský kraj",205,"Trnava",207,"Trnava",556556,"Pavlice",2,"Peter","Pellegrini",148,46.54
2,"Trnavský kraj",205,"Trnava",207,"Trnava",556653,"Radošovce",1,"Ivan","Korčok",96,44.85
2,"Trnavský kraj",205,"Trnava",207,"Trnava",556653,"Radošovce",2,"Peter","Pellegrini",118,55.14
2,"Trnavský kraj",205,"Trnava",207,"Trnava",507512,"Ružindol",1,"Ivan","Korčok",544,54.61
2,"Trnavský kraj",205,"Trnava",207,"Trnava",507512,"Ružindol",2,"Peter","Pellegrini",452,45.38
2,"Trnavský kraj",205,"Trnava",207,"Trnava",556564,"Slovenská Nová Ves",1,"Ivan","Korčok",154,53.10
2,"Trnavský kraj",205,"Trnava",207,"Trnava",556564,"Slovenská Nová Ves",2,"Peter","Pellegrini",136,46.89
2,"Trnavský kraj",205,"Trnava",207,"Trnava",507555,"Smolenice",1,"Ivan","Korčok",1039,54.17
2,"Trnavský kraj",205,"Trnava",207,"Trnava",507555,"Smolenice",2,"Peter","Pellegrini",879,45.82
