"Kód kraja","Názov kraja","Kód územného obvodu","Názov územného obvodu","Kód okresu","Názov okresu","Kód obce","Názov obce","Okrsok","Poradie na hlasovacom lístku","Meno","Priezvisko","Počet platných hlasov","Podiel platných hlasov v %"
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",505901,"Čachtice",3,1,"Ivan","Korčok",263,40.52
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",505901,"Čachtice",3,2,"Peter","Pellegrini",386,59.47
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",505919,"Častkovce",1,1,"Ivan","Korčok",365,43.19
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",505919,"Častkovce",1,2,"Peter","Pellegrini",480,56.80
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",505951,"Dolné Srnie",1,1,"Ivan","Korčok",245,42.68
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",505951,"Dolné Srnie",1,2,"Peter","Pellegrini",329,57.31
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",556424,"Haluzice",1,1,"Ivan","Korčok",24,34.78
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",556424,"Haluzice",1,2,"Peter","Pellegrini",45,65.21
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506001,"Horná Streda",1,1,"Ivan","Korčok",339,44.02
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506001,"Horná Streda",1,2,"Peter","Pellegrini",431,55.97
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",505994,"Hôrka nad Váhom",1,1,"Ivan","Korčok",194,47.66
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",505994,"Hôrka nad Váhom",1,2,"Peter","Pellegrini",213,52.33
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506052,"Hrádok",1,1,"Ivan","Korčok",176,40.09
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506052,"Hrádok",1,2,"Peter","Pellegrini",263,59.90
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506061,"Hrachovište",1,1,"Ivan","Korčok",118,34.70
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506061,"Hrachovište",1,2,"Peter","Pellegrini",222,65.29
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506109,"Kálnica",1,1,"Ivan","Korčok",229,37.35
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506109,"Kálnica",1,2,"Peter","Pellegrini",384,62.64
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506125,"Kočovce",1,1,"Ivan","Korčok",93,35.36
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506125,"Kočovce",1,2,"Peter","Pellegrini",170,64.63
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506125,"Kočovce",2,1,"Ivan","Korčok",147,37.98
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506125,"Kočovce",2,2,"Peter","Pellegrini",240,62.01
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506125,"Kočovce",3,1,"Ivan","Korčok",177,50.28
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506125,"Kočovce",3,2,"Peter","Pellegrini",175,49.71
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506184,"Lubina",1,1,"Ivan","Korčok",243,53.76
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506184,"Lubina",1,2,"Peter","Pellegrini",209,46.23
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506184,"Lubina",2,1,"Ivan","Korčok",173,43.03
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506184,"Lubina",2,2,"Peter","Pellegrini",229,56.96
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506206,"Lúka",1,1,"Ivan","Korčok",171,39.13
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506206,"Lúka",1,2,"Peter","Pellegrini",266,60.86
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506249,"Modrová",1,1,"Ivan","Korčok",108,36.73
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506249,"Modrová",1,2,"Peter","Pellegrini",186,63.26
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506257,"Modrovka",1,1,"Ivan","Korčok",63,43.75
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506257,"Modrovka",1,2,"Peter","Pellegrini",81,56.25
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506265,"Moravské Lieskové",1,1,"Ivan","Korčok",394,39.51
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506265,"Moravské Lieskové",1,2,"Peter","Pellegrini",603,60.48
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506265,"Moravské Lieskové",2,1,"Ivan","Korčok",203,42.37
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506265,"Moravské Lieskové",2,2,"Peter","Pellegrini",276,57.62
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506303,"Nová Bošáca",1,1,"Ivan","Korčok",209,35.06
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506303,"Nová Bošáca",1,2,"Peter","Pellegrini",387,64.93
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506311,"Nová Lehota",1,1,"Ivan","Korčok",54,38.02
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506311,"Nová Lehota",1,2,"Peter","Pellegrini",88,61.97
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",556459,"Nová Ves nad Váhom",1,1,"Ivan","Korčok",153,48.41
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",556459,"Nová Ves nad Váhom",1,2,"Peter","Pellegrini",163,51.58
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",1,1,"Ivan","Korčok",362,45.47
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",1,2,"Peter","Pellegrini",434,54.52
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",2,1,"Ivan","Korčok",395,54.78
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",2,2,"Peter","Pellegrini",326,45.21
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",3,1,"Ivan","Korčok",500,54.17
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",3,2,"Peter","Pellegrini",423,45.82
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",4,1,"Ivan","Korčok",279,43.73
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",4,2,"Peter","Pellegrini",359,56.26
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",5,1,"Ivan","Korčok",359,53.66
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",5,2,"Peter","Pellegrini",310,46.33
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",6,1,"Ivan","Korčok",307,46.02
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",6,2,"Peter","Pellegrini",360,53.97
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",7,1,"Ivan","Korčok",325,47.86
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",7,2,"Peter","Pellegrini",354,52.13
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",8,1,"Ivan","Korčok",338,49.27
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",8,2,"Peter","Pellegrini",348,50.72
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",9,1,"Ivan","Korčok",299,52.54
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",9,2,"Peter","Pellegrini",270,47.45
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",10,1,"Ivan","Korčok",251,43.05
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",10,2,"Peter","Pellegrini",332,56.94
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",11,1,"Ivan","Korčok",266,48.01
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",11,2,"Peter","Pellegrini",288,51.98
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",12,1,"Ivan","Korčok",386,53.83
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",12,2,"Peter","Pellegrini",331,46.16
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",13,1,"Ivan","Korčok",293,43.92
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",13,2,"Peter","Pellegrini",374,56.07
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",14,1,"Ivan","Korčok",254,43.86
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",14,2,"Peter","Pellegrini",325,56.13
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",15,1,"Ivan","Korčok",440,52.25
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506338,"Nové Mesto nad Váhom",15,2,"Peter","Pellegrini",402,47.74
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506346,"Očkov",1,1,"Ivan","Korčok",88,30.44
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506346,"Očkov",1,2,"Peter","Pellegrini",201,69.55
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506401,"Pobedim",1,1,"Ivan","Korčok",229,39.01
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506401,"Pobedim",1,2,"Peter","Pellegrini",358,60.98
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506427,"Podolie",1,1,"Ivan","Korčok",360,39.95
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506427,"Podolie",1,2,"Peter","Pellegrini",541,60.04
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506427,"Podolie",2,1,"Ivan","Korčok",42,43.29
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506427,"Podolie",2,2,"Peter","Pellegrini",55,56.70
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506435,"Potvorice",1,1,"Ivan","Korčok",138,36.70
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506435,"Potvorice",1,2,"Peter","Pellegrini",238,63.29
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506443,"Považany",1,1,"Ivan","Korčok",298,44.61
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506443,"Považany",1,2,"Peter","Pellegrini",370,55.38
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506516,"Stará Lehota",1,1,"Ivan","Korčok",47,37.30
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506516,"Stará Lehota",1,2,"Peter","Pellegrini",79,62.69
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",1,1,"Ivan","Korčok",385,48.79
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",1,2,"Peter","Pellegrini",404,51.20
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",2,1,"Ivan","Korčok",323,49.76
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",2,2,"Peter","Pellegrini",326,50.23
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",3,1,"Ivan","Korčok",345,47.26
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",3,2,"Peter","Pellegrini",385,52.73
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",4,1,"Ivan","Korčok",313,47.35
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",4,2,"Peter","Pellegrini",348,52.64
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",5,1,"Ivan","Korčok",322,53.75
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",5,2,"Peter","Pellegrini",277,46.24
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",6,1,"Ivan","Korčok",298,48.06
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",6,2,"Peter","Pellegrini",322,51.93
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",7,1,"Ivan","Korčok",31,32.63
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",7,2,"Peter","Pellegrini",64,67.36
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",8,1,"Ivan","Korčok",108,37.89
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",8,2,"Peter","Pellegrini",177,62.10
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",9,1,"Ivan","Korčok",82,38.13
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",9,2,"Peter","Pellegrini",133,61.86
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",10,1,"Ivan","Korčok",35,40.22
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506524,"Stará Turá",10,2,"Peter","Pellegrini",52,59.77
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506583,"Trenčianske Bohuslavice",1,1,"Ivan","Korčok",221,42.01
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506583,"Trenčianske Bohuslavice",1,2,"Peter","Pellegrini",305,57.98
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506630,"Vaďovce",1,1,"Ivan","Korčok",153,36.51
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506630,"Vaďovce",1,2,"Peter","Pellegrini",266,63.48
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506672,"Višňové",1,1,"Ivan","Korčok",35,35.71
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",506672,"Višňové",1,2,"Peter","Pellegrini",63,64.28
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",556441,"Zemianske Podhradie",1,1,"Ivan","Korčok",167,41.75
3,"Trenčiansky kraj",302,"Nové Mesto nad Váhom",304,"Nové Mesto nad Váhom",556441,"Zemianske Podhradie",1,2,"Peter","Pellegrini",233,58.25
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",557633,"Bodiná",1,1,"Ivan","Korčok",53,18.79
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",557633,"Bodiná",1,2,"Peter","Pellegrini",229,81.20
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512915,"Brvnište",1,1,"Ivan","Korčok",165,24.26
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512915,"Brvnište",1,2,"Peter","Pellegrini",515,75.73
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",557561,"Čelkova Lehota",1,1,"Ivan","Korčok",42,36.20
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",557561,"Čelkova Lehota",1,2,"Peter","Pellegrini",74,63.79
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512966,"Dolná Mariková",1,1,"Ivan","Korčok",106,25.66
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512966,"Dolná Mariková",1,2,"Peter","Pellegrini",307,74.33
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512966,"Dolná Mariková",2,1,"Ivan","Korčok",88,21.51
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512966,"Dolná Mariková",2,2,"Peter","Pellegrini",321,78.48
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",546640,"Dolný Lieskov",1,1,"Ivan","Korčok",91,35.54
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",546640,"Dolný Lieskov",1,2,"Peter","Pellegrini",165,64.45
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",546640,"Dolný Lieskov",2,1,"Ivan","Korčok",38,27.53
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",546640,"Dolný Lieskov",2,2,"Peter","Pellegrini",100,72.46
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513008,"Domaniža",1,1,"Ivan","Korčok",114,28.50
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513008,"Domaniža",1,2,"Peter","Pellegrini",286,71.50
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513008,"Domaniža",2,1,"Ivan","Korčok",164,33.67
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513008,"Domaniža",2,2,"Peter","Pellegrini",323,66.32
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",557609,"Ďurďové",1,1,"Ivan","Korčok",16,15.09
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",557609,"Ďurďové",1,2,"Peter","Pellegrini",90,84.90
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",557510,"Hatné",1,1,"Ivan","Korčok",88,23.91
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",557510,"Hatné",1,2,"Peter","Pellegrini",280,76.08
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513083,"Horná Mariková",1,1,"Ivan","Korčok",79,18.07
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513083,"Horná Mariková",1,2,"Peter","Pellegrini",358,81.92
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",580856,"Horný Lieskov",1,1,"Ivan","Korčok",104,38.23
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",580856,"Horný Lieskov",1,2,"Peter","Pellegrini",168,61.76
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513172,"Jasenica",1,1,"Ivan","Korčok",285,39.47
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513172,"Jasenica",1,2,"Peter","Pellegrini",437,60.52
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",557552,"Klieština",1,1,"Ivan","Korčok",42,21.98
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",557552,"Klieština",1,2,"Peter","Pellegrini",149,78.01
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513245,"Kostolec",1,1,"Ivan","Korčok",34,20.73
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513245,"Kostolec",1,2,"Peter","Pellegrini",130,79.26
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",557579,"Malé Lednice",1,1,"Ivan","Korčok",63,21.57
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",557579,"Malé Lednice",1,2,"Peter","Pellegrini",229,78.42
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513466,"Papradno",1,1,"Ivan","Korčok",148,24.10
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513466,"Papradno",1,2,"Peter","Pellegrini",466,75.89
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513466,"Papradno",2,1,"Ivan","Korčok",150,20.35
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513466,"Papradno",2,2,"Peter","Pellegrini",587,79.64
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513474,"Plevník - Drienové",1,1,"Ivan","Korčok",316,33.22
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",513474,"Plevník - Drienové",1,2,"Peter","Pellegrini",635,66.77
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",558222,"Počarová",1,1,"Ivan","Korčok",26,24.52
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",558222,"Počarová",1,2,"Peter","Pellegrini",80,75.47
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",580864,"Podskalie",1,1,"Ivan","Korčok",55,55.55
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",580864,"Podskalie",1,2,"Peter","Pellegrini",44,44.44
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",1,1,"Ivan","Korčok",284,42.32
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",1,2,"Peter","Pellegrini",387,57.67
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",2,1,"Ivan","Korčok",251,42.83
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",2,2,"Peter","Pellegrini",335,57.16
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",3,1,"Ivan","Korčok",217,43.92
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",3,2,"Peter","Pellegrini",277,56.07
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",4,1,"Ivan","Korčok",249,46.54
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",4,2,"Peter","Pellegrini",286,53.45
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",5,1,"Ivan","Korčok",274,46.99
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",5,2,"Peter","Pellegrini",309,53.00
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",6,1,"Ivan","Korčok",276,45.54
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",6,2,"Peter","Pellegrini",330,54.45
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",7,1,"Ivan","Korčok",190,36.60
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",7,2,"Peter","Pellegrini",329,63.39
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",8,1,"Ivan","Korčok",411,49.22
3,"Trenčiansky kraj",303,"Považská Bystrica",306,"Považská Bystrica",512842,"Považská Bystrica",8,2,"Peter","Pellegrini",424,50.77
