IDN4,obec,IDN2,nationality_majority,SK-2021-rate,HU-2021-rate,RMY-2021-rate,RUE-2021-rate,obec_code,víťaz,Danko,Dubovský,Forró,Harabin,Korčok,Kotleba,Kubiš,Matovič,Náhlik,Pellegrini,Švec
501859,Orechová Potôň - Diósförgepatony,2,HU,19.5%,77.5%,0.3%,0.0%,501859.0,Forró,0.21,0.43,39.66,4.9,33.69,0.21,0.43,3.62,0.0,16.63,0.21
501867,Padáň - Padány,2,HU,14.6%,82.9%,0.2%,0.0%,501867.0,Forró,0.0,1.06,47.09,6.35,16.4,0.0,0.53,2.65,0.0,25.93,0.0
501875,Sap - Szap,2,HU,12.4%,84.4%,0.0%,0.0%,501875.0,Forró,0.0,0.0,73.08,2.75,6.04,0.55,0.0,0.0,0.0,17.58,0.0
501883,Pataš - Csilizpatas,2,HU,15.5%,79.8%,2.7%,0.0%,501883.0,Forró,0.0,0.53,61.05,5.26,9.47,1.05,0.53,2.63,0.0,19.47,0.0
501891,Rohovce - Nagyszarva,2,HU,21.5%,74.7%,0.2%,0.0%,501891.0,Forró,0.29,0.59,45.45,8.5,29.03,0.29,0.0,2.35,0.0,13.49,0.0
501905,Šamorín - Somorja,2,HU,41.1%,49.5%,0.2%,0.0%,501905.0,Korčok,0.12,0.74,19.43,7.27,47.85,0.21,1.13,2.31,0.04,20.87,0.02
501913,Štvrtok na Ostrove - Csallóközcsütörtök,2,HU,29.8%,67.2%,0.7%,0.0%,501913.0,Korčok,0.18,0.36,24.96,9.63,40.29,0.18,1.25,2.67,0.0,20.5,0.0
501921,Topoľníky - Nyárasd,2,HU,10.1%,86.5%,0.1%,0.0%,501921.0,Forró,0.13,0.38,54.45,5.47,12.21,0.13,0.76,2.29,0.0,24.17,0.0
501930,Ňárad - Csiliznyárad,2,HU,7.4%,90.6%,0.0%,0.0%,501930.0,Forró,0.0,0.92,60.83,5.07,15.67,0.0,0.46,2.3,0.46,14.29,0.0
501956,Trnávka (DS) - Csallóköztárnok,2,HU,32.8%,63.2%,0.0%,0.2%,501956.0,Korčok,0.0,1.04,33.33,4.69,33.85,0.0,0.0,3.12,0.52,22.92,0.52
501964,Trstená na Ostrove - Csallóköznádasd,2,HU,15.9%,82.7%,0.0%,0.0%,501964.0,Forró,0.0,0.5,44.55,5.94,28.22,0.5,0.5,2.48,0.0,17.33,0.0
501972,Veľká Paka - Nagypaka,2,SK,60.9%,36.5%,0.0%,0.1%,501972.0,Korčok,0.0,0.23,11.74,11.96,49.44,0.68,2.03,2.03,0.0,21.67,0.23
501981,Veľké Blahovo - Nagyabony,2,HU,22.2%,66.3%,1.1%,0.1%,501981.0,Forró,0.0,0.56,42.78,8.89,18.89,0.0,0.28,3.06,0.0,25.28,0.28
501999,Vojka nad Dunajom - Vajka,2,HU,33.9%,60.2%,0.0%,0.0%,501999.0,Korčok,0.0,2.15,19.74,7.73,45.06,0.0,1.72,2.58,0.43,20.17,0.43
502006,Vrakúň - Nyékvárkony,2,HU,16.1%,79.1%,0.7%,0.0%,502006.0,Forró,0.14,0.82,59.02,5.33,16.94,0.0,0.41,1.91,0.27,15.16,0.0
502014,Vydrany - Nemeshodos,2,HU,16.7%,77.5%,0.4%,0.0%,502014.0,Forró,0.21,1.07,40.34,5.79,21.67,0.21,0.64,4.72,0.0,25.32,0.0
502022,Zlaté Klasy - Nagymagyar,2,SK,34.2%,32.0%,25.1%,0.0%,502022.0,Pellegrini,0.0,0.73,24.68,7.13,28.88,0.18,0.55,5.85,0.18,31.81,0.0
502031,Levice,4,SK,83.4%,8.3%,0.4%,0.0%,502031.0,Korčok,0.05,0.54,2.95,10.13,47.82,0.56,1.75,2.01,0.16,33.98,0.05
502049,Bajka,4,SK,81.1%,9.5%,0.0%,0.0%,502049.0,Korčok,2.94,0.0,2.94,20.59,35.29,1.47,0.0,4.41,0.0,32.35,0.0
502057,Bátovce,4,SK,93.4%,0.5%,0.2%,0.1%,502057.0,Pellegrini,0.39,0.0,0.0,15.18,27.63,0.58,2.72,0.58,0.0,52.53,0.39
502065,Beša (LV) - Barsbese,4,SK,62.7%,29.6%,2.2%,0.2%,502065.0,Pellegrini,0.0,0.0,18.4,11.32,28.3,1.42,0.47,2.83,0.94,36.32,0.0
502073,Bielovce - Ipolybél,4,HU,18.7%,77.3%,0.0%,0.0%,502073.0,Forró,0.0,0.0,53.85,1.28,5.13,2.56,0.0,5.13,0.0,32.05,0.0
502090,Bory - Bori,4,SK,71.0%,25.2%,0.0%,0.0%,502090.0,Pellegrini,0.0,0.0,12.59,20.74,25.93,0.74,0.0,5.19,0.0,34.81,0.0
502103,Brhlovce,4,SK,98.3%,0.0%,0.0%,0.0%,502103.0,Pellegrini,0.0,0.0,0.0,15.29,33.12,1.27,0.64,1.27,0.0,48.41,0.0
502111,Čajkov,4,SK,98.0%,0.4%,0.0%,0.0%,502111.0,Korčok,0.0,0.61,0.0,9.78,43.79,0.41,0.81,0.81,0.2,43.58,0.0
502120,Čaka,4,SK,94.8%,1.1%,0.9%,0.0%,502120.0,Pellegrini,1.08,0.0,0.0,15.47,23.38,1.08,2.88,1.08,0.0,55.04,0.0
502154,Demandice,4,SK,72.8%,18.3%,0.0%,0.0%,502154.0,Korčok,0.0,0.63,10.73,13.56,40.69,1.26,2.21,3.47,0.0,27.44,0.0
502162,Devičany,4,SK,94.4%,0.5%,0.0%,0.0%,502162.0,Pellegrini,0.0,0.48,0.96,9.09,34.45,0.96,0.96,0.96,0.0,51.67,0.48
502171,Dolná Seč,4,SK,88.2%,5.1%,1.1%,0.0%,502171.0,Korčok,0.0,0.48,2.39,12.92,44.02,0.96,1.44,0.96,0.0,36.84,0.0
502189,Dolné Semerovce - Alsószemeréd,4,XR,24.4%,31.9%,36.9%,0.0%,502189.0,Pellegrini,0.0,0.0,31.19,7.34,5.5,0.92,1.83,3.67,0.0,49.54,0.0
502197,Dolný Pial,4,SK,92.9%,2.4%,0.4%,0.0%,502197.0,Pellegrini,0.0,0.28,0.83,17.68,29.01,1.66,1.66,3.31,0.28,45.03,0.28
502201,Domadice,4,SK,92.1%,0.8%,0.0%,0.0%,502201.0,Pellegrini,0.0,0.85,0.85,11.86,32.2,0.85,3.39,0.85,0.0,49.15,0.0
502219,Drženice,4,SK,91.6%,0.8%,0.3%,0.0%,502219.0,Pellegrini,0.0,0.0,0.0,19.7,29.29,1.01,1.52,3.54,0.0,44.95,0.0
502227,Farná - Farnad,4,HU,27.9%,64.0%,2.9%,0.0%,502227.0,Forró,0.24,0.0,54.42,4.53,16.23,0.48,0.24,1.43,0.0,22.2,0.24
502243,Hokovce - Egeg,4,SK,57.6%,32.9%,0.0%,0.0%,502243.0,Pellegrini,0.0,0.0,21.58,11.58,28.42,0.53,0.0,2.63,0.0,35.26,0.0
502251,Hontianska Vrbica - Hontfüzesgyarmat,4,SK,69.1%,25.2%,0.0%,0.0%,502251.0,Pellegrini,0.0,0.46,13.24,17.35,26.94,0.0,2.74,3.65,0.0,35.62,0.0
502260,Horná Seč,4,SK,84.9%,12.8%,0.2%,0.2%,502260.0,Korčok,0.0,0.62,7.48,7.79,52.34,0.31,2.18,1.87,0.0,27.41,0.0
502278,Horné Semerovce - Felsőszemeréd,4,SK,51.0%,38.2%,0.2%,0.0%,502278.0,Pellegrini,0.0,0.0,14.37,14.94,22.99,0.57,0.0,4.02,0.0,43.1,0.0
502286,Horné Turovce - Felsőtúr,4,HU,38.4%,58.7%,0.7%,0.0%,502286.0,Pellegrini,0.54,0.0,28.26,8.7,22.83,0.54,1.09,3.8,0.0,34.24,0.0
502294,Horný Pial - Felsőpél,4,SK,66.0%,26.9%,1.1%,0.0%,502294.0,Pellegrini,0.0,0.0,18.09,9.57,31.91,0.0,0.0,3.19,0.0,37.23,0.0
502324,Hronovce - Lekér,4,SK,55.0%,37.7%,0.5%,0.0%,502324.0,Pellegrini,0.0,0.0,20.41,16.97,19.95,1.15,1.83,4.13,0.0,35.32,0.23
502332,Hronské Kľačany,4,SK,95.4%,0.6%,0.0%,0.0%,502332.0,Korčok,0.0,1.29,0.0,12.21,46.41,0.57,2.44,1.72,0.43,34.34,0.57
502341,Hronské Kosihy,4,SK,91.9%,1.1%,0.0%,0.0%,502341.0,Korčok,0.0,0.0,0.31,12.54,39.81,0.63,2.19,4.7,0.31,39.5,0.0
502359,Iňa,4,SK,89.5%,3.5%,0.0%,0.0%,502359.0,Pellegrini,0.0,1.75,1.75,11.4,28.95,0.88,1.75,1.75,0.88,50.88,0.0
502367,Ipeľské Úľany - Ipolyfödémes,4,HU,19.3%,78.5%,0.0%,0.0%,502367.0,Forró,0.0,0.0,61.26,6.31,17.12,0.9,0.0,0.0,0.9,13.51,0.0
502375,Ipeľský Sokolec - Ipolyszakállos,4,HU,30.6%,58.9%,3.6%,0.0%,502375.0,Forró,0.0,0.0,56.87,5.21,12.8,0.95,0.0,5.21,0.0,18.96,0.0
502383,Jabloňovce,4,SK,92.3%,0.0%,0.0%,0.0%,502383.0,Pellegrini,0.84,0.0,0.84,23.53,29.41,0.0,1.68,0.84,0.0,42.86,0.0
502391,Jur nad Hronom - Garamszentgyörgy,4,SK,67.9%,25.8%,0.0%,0.1%,502391.0,Pellegrini,0.0,0.75,17.04,10.03,30.08,0.5,0.75,2.01,0.0,38.1,0.75
502413,Kalná nad Hronom,4,SK,75.8%,10.2%,0.0%,0.0%,502413.0,Korčok,0.38,0.38,5.09,16.54,42.62,0.76,1.53,1.4,0.25,30.92,0.13
502421,Kozárovce,4,SK,93.9%,0.5%,0.8%,0.0%,502421.0,Pellegrini,0.34,1.25,0.34,13.77,31.85,0.34,3.19,1.59,0.11,46.99,0.23
502430,Krškany,4,SK,94.6%,1.4%,0.0%,0.0%,502430.0,Korčok,1.37,1.92,0.0,11.81,40.38,0.55,2.47,1.37,0.0,40.11,0.0
502448,Kubáňovo - Szete,4,HU,26.2%,70.3%,0.0%,0.0%,502448.0,Forró,0.0,0.0,48.72,8.97,11.54,1.28,0.0,3.85,0.0,25.64,0.0
502456,Kukučínov,4,SK,71.2%,16.5%,0.2%,0.0%,502456.0,Pellegrini,0.0,0.68,5.44,10.2,25.85,0.68,0.68,8.16,0.0,48.3,0.0
502464,Kuraľany,4,SK,91.4%,3.8%,0.0%,0.0%,502464.0,Pellegrini,0.0,0.45,0.0,14.41,22.07,0.45,1.35,1.8,0.0,59.46,0.0
502472,Keť - Érsekkéty,4,HU,13.2%,82.5%,0.0%,0.0%,502472.0,Forró,0.0,0.45,73.42,3.6,6.76,0.0,0.45,0.45,0.0,14.86,0.0
502481,Lok,4,SK,79.0%,8.2%,0.2%,0.0%,502481.0,Pellegrini,0.0,0.32,0.95,18.04,26.27,0.32,0.63,0.95,0.32,52.22,0.0
502499,Lontov - Lontó,4,SK,46.8%,44.0%,2.9%,0.0%,502499.0,Forró,0.73,0.0,31.39,15.33,15.33,1.46,0.0,7.3,0.0,27.74,0.73
502502,Lula,4,SK,98.3%,1.1%,0.0%,0.0%,502502.0,Pellegrini,0.0,0.0,0.0,20.0,11.25,1.25,1.25,0.0,1.25,65.0,0.0
502511,Málaš - Málas,4,SK,63.1%,27.1%,0.2%,0.2%,502511.0,Pellegrini,0.0,0.0,19.71,10.22,24.09,0.73,1.46,2.19,0.0,41.61,0.0
502537,Malé Ludince - Kisölved,4,HU,15.9%,78.8%,0.0%,0.0%,502537.0,Forró,0.0,1.82,70.91,1.82,10.91,0.0,0.0,0.0,0.0,14.55,0.0
502570,Mýtne Ludany - Vámosladány,4,SK,67.0%,24.5%,0.1%,0.0%,502570.0,Pellegrini,0.0,0.62,21.3,11.11,30.25,0.0,0.31,3.09,0.0,33.02,0.31
502588,Nová Dedina,4,SK,96.8%,0.7%,0.0%,0.1%,502588.0,Pellegrini,0.0,1.1,0.14,15.07,38.08,0.82,2.19,1.78,0.0,40.82,0.0
502596,Nový Tekov,4,SK,88.2%,5.4%,0.0%,0.0%,502596.0,Korčok,0.0,0.69,1.61,10.57,41.15,1.38,1.15,3.22,0.23,40.0,0.0
502600,Nýrovce - Nyírágó,4,HU,36.9%,56.2%,0.0%,0.0%,502600.0,Pellegrini,0.0,0.0,32.1,14.81,16.67,1.23,0.0,2.47,0.0,32.72,0.0
502618,Ondrejovce,4,SK,79.8%,15.0%,0.2%,0.0%,502618.0,Korčok,0.58,0.0,8.67,10.98,41.62,0.0,0.58,2.89,0.0,34.1,0.58
502626,Pastovce - Ipolypásztó,4,HU,34.1%,60.0%,0.2%,0.0%,502626.0,Forró,0.0,0.84,31.09,10.92,21.01,0.0,0.0,8.4,0.0,27.73,0.0
502634,Pečenice,4,SK,96.9%,0.0%,0.0%,0.0%,502634.0,Pellegrini,0.0,0.0,0.0,7.5,43.75,1.25,1.25,1.25,0.0,45.0,0.0
502642,Plášťovce - Palást,4,HU,38.0%,59.7%,0.5%,0.0%,502642.0,Forró,0.0,0.21,33.4,10.57,20.51,0.42,1.06,2.96,0.42,29.81,0.63
502651,Plavé Vozokany,4,SK,75.3%,0.6%,2.2%,0.0%,502651.0,Pellegrini,0.0,0.43,0.0,7.66,27.66,1.28,0.0,2.13,0.0,60.85,0.0
502669,Podlužany (LV),4,SK,97.5%,0.5%,0.0%,0.0%,502669.0,Pellegrini,0.26,0.52,0.0,12.44,40.93,0.26,1.3,1.81,0.26,41.97,0.26
502677,Pohronský Ruskov - Oroszka,4,HU,41.8%,45.4%,2.7%,0.1%,502677.0,Forró,0.28,0.28,36.34,8.73,14.93,1.13,0.85,3.1,0.0,34.37,0.0
502693,Pukanec,4,SK,91.5%,0.3%,0.6%,0.0%,502693.0,Pellegrini,0.12,0.0,0.35,14.85,29.59,0.58,1.87,1.17,0.47,50.88,0.12
502707,Rybník (LV),4,SK,96.9%,0.4%,0.0%,0.0%,502707.0,Pellegrini,0.29,0.14,0.0,14.12,34.95,0.43,1.57,1.14,0.0,47.22,0.14
502715,Santovka,4,SK,88.3%,5.0%,1.7%,0.3%,502715.0,Pellegrini,0.3,1.51,0.9,12.35,33.73,0.9,1.81,3.01,0.0,45.48,0.0
502723,Sazdice - Százd,4,SK,48.0%,44.7%,0.0%,0.0%,502723.0,Forró,0.0,0.0,42.15,9.09,26.45,0.0,1.65,3.31,0.0,17.36,0.0
502731,Sikenica - Peszektergenye,4,SK,68.3%,20.7%,0.0%,0.0%,502731.0,Pellegrini,0.0,0.0,15.38,10.26,25.64,1.71,0.85,11.11,0.85,34.19,0.0
502740,Slatina - Szalatnya,4,SK,57.4%,34.6%,0.0%,0.0%,502740.0,Forró,0.0,0.0,38.89,19.44,16.67,2.78,0.0,2.78,0.0,19.44,0.0
502758,Starý Hrádok,4,SK,82.1%,15.0%,0.0%,0.0%,502758.0,Korčok,0.0,0.0,8.0,8.0,49.33,0.0,2.67,5.33,0.0,26.67,0.0
502766,Starý Tekov,4,SK,95.1%,0.5%,0.0%,0.0%,502766.0,Korčok,0.0,0.88,0.13,10.18,43.97,0.38,2.89,2.01,0.5,38.82,0.25
502782,Šahy - Ipolyság,4,HU,36.3%,57.3%,0.4%,0.0%,502782.0,Pellegrini,0.0,0.34,26.05,6.92,28.9,0.74,1.28,3.34,0.1,32.14,0.2
502791,Šalov - Garamsalló,4,HU,29.0%,53.4%,6.0%,0.0%,502791.0,Forró,0.0,0.0,38.64,13.64,6.82,2.27,0.0,0.0,0.0,38.64,0.0
502804,Šarovce - Sáró,4,SK,49.5%,36.5%,1.4%,0.0%,502804.0,Pellegrini,0.0,0.0,7.64,11.63,29.57,0.66,0.66,10.96,0.0,38.87,0.0
502812,Tehla,4,SK,79.6%,11.6%,0.0%,0.0%,502812.0,Pellegrini,0.56,0.56,9.04,14.69,24.86,3.39,2.82,3.95,0.56,39.55,0.0
502821,Tekovské Lužany - Nagysalló,4,SK,68.4%,23.1%,0.3%,0.0%,502821.0,Pellegrini,0.0,0.23,13.74,14.44,32.01,0.58,0.58,3.96,0.0,34.23,0.23
502847,Tekovský Hrádok - Barsvárad,4,SK,65.5%,31.6%,0.0%,0.8%,502847.0,Pellegrini,0.0,0.0,11.02,17.8,27.12,0.0,0.0,0.85,0.0,43.22,0.0
502863,Tlmače,4,SK,91.4%,0.9%,0.1%,0.1%,502863.0,Pellegrini,0.06,0.44,0.06,11.97,34.84,0.69,1.94,2.19,0.25,47.56,0.0
502871,Tupá - Kistompa,4,SK,72.2%,25.2%,0.0%,0.0%,502871.0,Pellegrini,0.0,0.44,10.04,11.35,27.95,3.93,0.87,4.37,0.0,41.05,0.0
502880,Turá - Tőre,4,SK,62.3%,34.0%,0.0%,0.0%,502880.0,Pellegrini,0.0,1.43,4.29,25.71,14.29,1.43,1.43,2.86,0.0,48.57,0.0
502898,Uhliská,4,SK,92.8%,1.1%,0.0%,0.0%,502898.0,Pellegrini,0.0,1.19,0.0,20.24,23.81,0.0,1.19,2.38,0.0,51.19,0.0
502910,Veľké Ludince - Nagyölved,4,HU,24.5%,69.2%,2.0%,0.0%,502910.0,Forró,0.24,0.48,52.77,6.75,11.57,0.24,0.72,1.45,0.0,25.78,0.0
502928,Veľké Turovce - Nagytúr,4,HU,43.9%,53.5%,0.0%,0.0%,502928.0,Pellegrini,0.36,0.0,20.94,9.03,25.27,0.0,2.53,3.25,0.0,38.63,0.0
502936,Veľký Ďur,4,SK,91.7%,1.8%,0.3%,0.0%,502936.0,Pellegrini,0.0,0.71,0.36,10.83,36.94,3.37,1.78,1.78,0.0,44.05,0.18
502944,Vyškovce nad Ipľom - Ipolyvisk,4,HU,29.8%,57.9%,6.3%,0.0%,502944.0,Forró,0.0,0.0,37.78,5.0,18.33,5.56,0.56,5.56,0.0,27.22,0.0
502952,Vyšné nad Hronom - Nagyod,4,SK,50.9%,41.7%,0.6%,0.0%,502952.0,Forró,0.0,0.0,34.33,7.46,19.4,1.49,0.0,2.99,0.0,34.33,0.0
502961,Zalaba - Zalaba,4,HU,17.0%,82.3%,0.0%,0.0%,502961.0,Forró,0.0,0.0,49.18,9.84,9.84,0.0,0.0,4.92,0.0,26.23,0.0
502979,Zbrojníky - Kétfegyvernek,4,SK,72.9%,23.3%,0.0%,0.0%,502979.0,Pellegrini,0.0,0.0,14.44,9.44,37.22,0.56,0.0,0.56,0.0,37.78,0.0
502987,Želiezovce - Zselíz,4,SK,49.9%,41.7%,0.1%,0.0%,502987.0,Korčok,0.13,0.48,18.53,8.16,34.98,0.52,1.04,3.43,0.09,32.47,0.17
502995,Žemberovce,4,SK,92.6%,1.1%,0.1%,0.1%,502995.0,Pellegrini,0.0,0.19,0.19,11.54,36.54,1.15,1.92,1.15,0.58,46.73,0.0
503002,Žemliare - Zsemlér,4,HU,40.7%,57.3%,0.0%,0.0%,503002.0,Forró,0.0,0.0,45.83,4.17,12.5,0.0,0.0,0.0,0.0,36.11,1.39
503011,Nové Zámky - Érsekújvár,4,SK,70.2%,21.4%,0.1%,0.0%,503011.0,Korčok,0.05,0.44,6.77,9.03,46.66,0.36,1.54,2.69,0.05,32.28,0.13
503029,Andovce - Andód,4,SK,50.7%,42.8%,0.0%,0.0%,503029.0,Korčok,0.0,0.0,17.33,6.99,43.62,0.3,1.06,2.89,0.3,27.51,0.0
503037,Bajtava - Bajta,4,HU,11.7%,79.1%,0.3%,0.0%,503037.0,Forró,0.0,0.0,51.09,9.78,9.78,0.0,0.0,1.09,0.0,28.26,0.0
503045,Bánov,4,SK,92.7%,1.1%,0.1%,0.0%,503045.0,Pellegrini,0.19,0.7,0.19,11.7,34.98,0.44,3.16,1.52,0.06,46.93,0.13
503053,Bardoňovo - Barsbaracska,4,SK,67.2%,29.3%,0.0%,0.0%,503053.0,Pellegrini,0.76,1.14,13.69,9.89,25.48,0.38,1.52,2.28,0.38,43.73,0.76
503061,Belá (NZ) - Béla,4,HU,23.4%,71.4%,0.0%,0.0%,503061.0,Forró,0.87,0.0,40.0,4.35,15.65,0.0,0.87,1.74,0.0,36.52,0.0
503070,Bešeňov - Zsitvabesenyő,4,HU,30.6%,68.0%,0.0%,0.0%,503070.0,Forró,0.0,0.0,37.53,6.84,26.93,0.0,0.0,4.64,0.0,24.06,0.0
503088,Bíňa - Bény,4,HU,15.1%,74.2%,0.3%,0.0%,503088.0,Forró,0.0,0.83,58.4,6.34,6.89,1.38,0.0,2.48,0.0,23.69,0.0
503096,Branovo,4,SK,93.8%,4.7%,0.0%,0.0%,503096.0,Korčok,0.0,0.35,1.4,10.88,43.51,0.0,1.05,0.7,0.0,42.11,0.0
503100,Bruty - Bart,4,HU,13.8%,77.2%,0.2%,0.0%,503100.0,Forró,0.0,0.0,67.8,5.08,10.73,0.0,0.56,1.13,0.0,14.69,0.0
503118,Čechy,4,SK,94.4%,3.0%,0.0%,0.0%,503118.0,Pellegrini,0.0,0.0,0.81,14.63,26.02,2.44,2.44,3.25,0.81,49.59,0.0
503126,Černík,4,SK,93.0%,0.5%,0.0%,0.0%,503126.0,Pellegrini,0.19,1.12,0.19,16.95,26.44,0.19,1.68,1.12,0.74,51.4,0.0
503134,Dedinka,4,SK,95.7%,0.9%,0.0%,0.0%,503134.0,Pellegrini,0.0,0.66,0.0,12.5,26.64,0.66,0.66,1.32,0.0,57.57,0.0
503151,Dolný Ohaj,4,SK,93.4%,0.7%,0.3%,0.0%,503151.0,Pellegrini,0.27,0.55,0.0,8.9,29.32,0.27,1.1,1.51,0.27,57.81,0.0
503169,Dubník - Csúz,4,HU,45.2%,48.6%,0.0%,0.0%,503169.0,Korčok,0.48,0.0,15.74,10.17,35.59,0.48,1.21,6.3,0.0,30.02,0.0
503177,Dvory nad Žitavou - Udvard,4,HU,34.3%,52.9%,0.6%,0.0%,503177.0,Korčok,0.14,0.21,22.32,7.21,35.37,0.41,0.62,3.98,0.14,29.53,0.07
503185,Gbelce - Köbölkút,4,HU,28.6%,64.2%,0.0%,0.0%,503185.0,Forró,0.3,0.3,44.74,5.86,17.12,0.15,0.3,2.4,0.0,28.83,0.0
503193,Hul,4,SK,96.3%,0.6%,0.0%,0.0%,503193.0,Pellegrini,0.0,0.53,0.18,14.36,29.26,0.53,0.89,1.06,0.0,53.01,0.18
503207,Chľaba - Helemba,4,HU,24.1%,73.5%,0.0%,0.0%,503207.0,Forró,0.0,0.52,43.52,9.84,12.95,0.0,1.55,1.04,0.0,30.57,0.0
503215,Jasová,4,SK,89.4%,2.0%,0.1%,0.0%,503215.0,Pellegrini,0.38,1.14,0.19,12.52,34.72,0.57,0.95,3.04,0.57,45.73,0.19
503223,Jatov,4,SK,91.4%,4.3%,0.0%,0.0%,503223.0,Pellegrini,0.28,0.0,0.28,9.12,26.52,1.38,1.66,1.66,0.0,58.84,0.28
503231,Kamenica nad Hronom - Garamkövesd,4,HU,20.5%,69.6%,0.6%,0.0%,503231.0,Pellegrini,0.36,0.0,27.4,6.41,21.71,0.36,1.42,2.85,0.0,39.5,0.0
503240,Kamenín - Kéménd,4,HU,18.1%,70.0%,0.4%,0.0%,503240.0,Forró,0.0,0.65,46.6,9.39,14.56,0.0,0.0,0.97,0.32,27.51,0.0
503258,Kamenný Most - Kőhídgyarmat,4,HU,14.1%,79.4%,0.3%,0.0%,503258.0,Forró,0.0,0.0,50.65,5.84,14.29,0.32,0.97,2.27,0.0,25.65,0.0
503266,Kmeťovo,4,SK,96.3%,0.4%,0.0%,0.0%,503266.0,Pellegrini,0.22,2.68,0.0,12.08,33.78,1.12,0.45,3.13,0.22,46.31,0.0
503274,Kolta,4,SK,92.5%,1.7%,0.1%,0.0%,503274.0,Pellegrini,0.34,0.17,0.17,18.01,27.96,0.51,1.2,1.54,0.0,50.09,0.0
503282,Komjatice,4,SK,90.3%,0.6%,0.1%,0.0%,503282.0,Pellegrini,0.11,0.97,0.11,10.52,32.42,0.34,1.59,1.99,0.11,51.65,0.17
503291,Komoča - Kamocsa,4,HU,23.5%,68.0%,0.2%,0.0%,503291.0,Forró,0.0,0.67,43.77,8.08,19.87,0.34,0.67,3.03,0.0,23.57,0.0
503312,Leľa - Leléd,4,HU,16.6%,81.8%,0.0%,0.0%,503312.0,Forró,2.11,0.7,54.23,0.7,16.2,2.11,0.0,0.0,0.7,23.24,0.0
503321,Lipová (NZ),4,SK,95.5%,0.3%,0.0%,0.0%,503321.0,Pellegrini,0.0,1.29,0.14,14.2,24.96,1.29,1.29,1.0,0.0,55.81,0.0
503339,Ľubá - Libád,4,HU,24.0%,69.1%,0.2%,0.0%,503339.0,Forró,0.0,1.48,48.89,5.93,15.56,0.0,0.74,2.96,0.0,24.44,0.0
503347,Malá nad Hronom - Kicsind,4,HU,15.3%,80.9%,0.0%,0.0%,503347.0,Forró,0.83,0.0,44.63,4.13,6.61,0.0,0.0,0.0,0.0,43.8,0.0
503355,Malé Kosihy - Ipolykiskeszi,4,HU,12.9%,78.6%,0.0%,0.0%,503355.0,Forró,0.0,0.0,41.33,6.67,21.33,0.0,1.33,1.33,0.0,28.0,0.0
503363,Maňa,4,SK,95.7%,0.4%,0.4%,0.0%,503363.0,Pellegrini,0.12,0.59,0.12,14.67,24.14,0.83,1.54,1.07,0.24,56.69,0.0
503371,Michal nad Žitavou,4,SK,97.2%,0.7%,0.0%,0.0%,503371.0,Pellegrini,0.0,1.26,0.0,18.69,25.0,0.25,0.51,1.26,0.0,53.03,0.0
503380,Veľký Kýr - Nyitranagykér,4,SK,50.5%,47.8%,0.1%,0.0%,503380.0,Korčok,0.09,0.27,21.79,9.69,39.46,0.09,0.63,4.39,0.09,23.5,0.0
503398,Mojzesovo,4,SK,95.2%,0.4%,0.0%,0.0%,503398.0,Pellegrini,0.0,0.0,0.19,10.32,27.02,0.19,1.88,2.06,0.0,58.35,0.0
503401,Mužla - Muzsla,4,HU,16.1%,76.6%,2.2%,0.0%,503401.0,Forró,0.22,0.0,55.24,5.46,17.47,0.22,0.44,0.87,0.22,19.87,0.0
503436,Nová Vieska - Kisújfalu,4,HU,12.5%,85.4%,0.0%,0.0%,503436.0,Forró,0.0,0.0,76.34,3.44,7.25,0.0,1.15,0.38,0.0,11.45,0.0
503452,Palárikovo,4,SK,88.8%,1.8%,0.3%,0.1%,503452.0,Pellegrini,0.06,0.56,0.06,13.87,31.47,1.31,1.87,1.43,0.19,49.07,0.12
503461,Bodíky - Nagybodak,2,HU,29.9%,68.6%,0.0%,0.0%,503461.0,Korčok,0.0,0.0,29.88,4.88,34.15,0.61,2.44,1.22,0.0,26.83,0.0
503479,Podhájska,4,SK,92.2%,1.1%,0.0%,0.1%,503479.0,Pellegrini,0.0,0.95,0.0,13.07,29.92,0.38,3.22,1.14,0.19,51.14,0.0
503487,Pozba - Pozba,4,HU,29.6%,68.6%,0.0%,0.0%,503487.0,Forró,0.0,0.47,38.5,7.51,26.29,0.94,1.41,3.76,0.0,21.13,0.0
503495,Radava,4,SK,97.4%,0.3%,0.0%,0.0%,503495.0,Pellegrini,0.0,1.25,0.0,17.46,28.43,0.75,1.75,2.99,0.25,46.88,0.25
503509,Rastislavice,4,SK,97.1%,0.9%,0.0%,0.0%,503509.0,Pellegrini,0.0,0.44,0.0,11.28,25.66,0.44,1.11,1.99,0.0,59.07,0.0
503517,Rúbaň - Fűr,4,HU,29.6%,67.0%,0.4%,0.0%,503517.0,Forró,0.0,0.0,56.12,4.64,8.44,0.42,0.84,1.69,0.0,27.85,0.0
503525,Salka - Ipolyszalka,4,HU,7.9%,85.7%,0.0%,0.0%,503525.0,Forró,0.0,0.93,49.54,6.02,9.72,0.0,0.46,2.31,0.0,31.02,0.0
503533,Semerovo,4,SK,91.7%,2.9%,0.4%,0.0%,503533.0,Pellegrini,0.0,0.0,0.0,22.18,15.52,2.02,0.6,2.22,0.0,57.46,0.0
