obec_code,Danko,Dubovský,Forró,Harabin,Korčok,Kotleba,Kubiš,Matovič,Náhlik,Pellegrini,Švec,Víťazný kandidát
500011,0.73,0.05,75.57,0.22,21.54,0.76,0.1,0.08,0.56,0.18,0.21,Forró
500020,1.24,0.0,53.42,0.0,43.48,0.62,0.0,0.0,0.62,0.0,0.62,Forró
500046,0.0,0.0,69.4,0.0,29.85,0.75,0.0,0.0,0.0,0.0,0.0,Forró
500062,2.63,1.58,71.58,0.0,23.16,0.53,0.0,0.0,0.0,0.0,0.53,Forró
500071,0.24,0.24,56.72,0.49,36.19,0.49,0.73,0.24,4.4,0.0,0.24,Forró
500101,0.0,0.0,60.0,1.33,36.67,2.0,0.0,0.0,0.0,0.0,0.0,Forró
500127,4.35,0.0,47.83,0.0,46.38,1.45,0.0,0.0,0.0,0.0,0.0,Forró
500135,1.6,0.0,68.0,0.0,24.8,3.2,0.0,0.8,0.0,0.0,1.6,Forró
500151,0.81,0.0,62.6,0.0,32.52,2.44,0.0,0.0,1.63,0.0,0.0,Forró
500160,0.0,0.0,66.67,0.0,27.45,5.88,0.0,0.0,0.0,0.0,0.0,Forró
500194,0.51,0.0,47.96,0.0,46.43,1.02,1.53,0.0,1.53,1.02,0.0,Forró
500232,1.75,0.0,69.0,0.44,27.51,0.44,0.44,0.0,0.0,0.44,0.0,Forró
500241,1.19,0.0,59.52,0.0,35.12,2.98,0.0,0.0,1.19,0.0,0.0,Forró
500267,0.0,0.0,62.5,0.0,25.0,12.5,0.0,0.0,0.0,0.0,0.0,Forró
500283,0.75,0.0,63.16,0.75,32.33,2.26,0.0,0.0,0.75,0.0,0.0,Forró
500305,2.38,0.0,54.76,1.19,34.52,5.95,0.0,0.0,1.19,0.0,0.0,Forró
500313,1.41,0.0,64.79,0.0,32.39,0.0,0.0,0.0,1.41,0.0,0.0,Forró
500321,1.96,0.0,52.94,0.0,41.18,1.96,0.0,0.0,1.96,0.0,0.0,Forró
500348,1.39,1.39,58.33,0.0,36.11,0.0,1.39,0.0,1.39,0.0,0.0,Forró
500356,0.71,0.0,64.77,0.36,31.32,0.71,0.36,1.07,0.36,0.0,0.36,Forró
500364,1.11,0.0,55.56,0.0,37.78,5.56,0.0,0.0,0.0,0.0,0.0,Forró
500372,1.65,0.28,57.02,0.28,37.74,0.55,0.0,0.0,1.93,0.28,0.28,Forró
500381,0.75,0.0,63.91,0.0,28.57,2.26,0.75,3.01,0.75,0.0,0.0,Forró
500399,0.0,0.0,60.0,0.0,33.33,0.0,0.0,0.0,6.67,0.0,0.0,Forró
500402,0.49,0.0,52.2,0.49,40.98,0.49,2.44,0.0,2.93,0.0,0.0,Forró
500411,1.09,0.0,56.52,0.0,38.41,0.72,0.36,0.36,2.54,0.0,0.0,Forró
500429,0.0,0.0,64.1,0.0,30.77,2.56,0.0,0.0,2.56,0.0,0.0,Forró
500437,2.36,0.0,48.82,0.0,44.09,0.0,2.36,0.0,2.36,0.0,0.0,Forró
500453,0.39,0.0,75.2,0.39,21.65,0.0,0.79,0.0,0.0,0.79,0.79,Forró
500461,6.25,1.25,37.5,0.0,50.0,2.5,1.25,0.0,1.25,0.0,0.0,Korčok
500470,2.25,1.12,61.8,0.0,31.46,1.12,0.0,0.0,0.0,1.12,1.12,Forró
500488,2.17,0.72,56.52,0.0,39.86,0.0,0.0,0.72,0.0,0.0,0.0,Forró
500500,1.53,0.0,61.07,0.0,35.88,1.53,0.0,0.0,0.0,0.0,0.0,Forró
500518,5.36,0.0,55.36,0.0,39.29,0.0,0.0,0.0,0.0,0.0,0.0,Forró
500534,3.45,0.0,72.41,6.9,17.24,0.0,0.0,0.0,0.0,0.0,0.0,Forró
500542,3.12,0.0,64.06,0.0,28.12,4.69,0.0,0.0,0.0,0.0,0.0,Forró
500551,0.0,0.0,57.53,1.37,39.73,1.37,0.0,0.0,0.0,0.0,0.0,Forró
500569,1.79,1.79,57.14,0.0,35.71,0.0,0.0,0.0,1.79,1.79,0.0,Forró
500577,0.31,0.31,68.21,0.31,30.25,0.31,0.31,0.0,0.0,0.0,0.0,Forró
500585,4.48,0.0,58.21,0.0,32.84,4.48,0.0,0.0,0.0,0.0,0.0,Forró
500593,2.56,0.0,62.82,0.0,32.05,1.28,0.0,0.0,1.28,0.0,0.0,Forró
500607,3.85,0.0,57.69,0.0,34.62,1.92,0.0,0.0,1.92,0.0,0.0,Forró
500631,0.0,0.72,66.91,0.0,30.22,2.16,0.0,0.0,0.0,0.0,0.0,Forró
500640,0.7,0.0,75.35,0.0,19.72,1.41,0.0,0.0,0.7,0.0,2.11,Forró
500658,2.72,0.0,61.9,0.0,31.29,3.4,0.0,0.0,0.68,0.0,0.0,Forró
500666,1.49,0.0,68.66,0.0,23.88,4.48,0.0,0.0,0.0,0.0,1.49,Forró
500674,1.17,0.0,60.82,0.0,35.09,1.17,0.0,0.0,1.17,0.0,0.58,Forró
500682,1.27,0.0,41.4,0.0,52.23,0.64,1.27,0.0,3.18,0.0,0.0,Korčok
500691,1.23,0.0,67.9,0.0,29.63,0.0,0.0,0.0,0.0,0.0,1.23,Forró
500704,0.9,0.0,63.96,0.45,30.18,4.05,0.0,0.0,0.0,0.45,0.0,Forró
500712,0.0,0.0,61.96,0.0,35.87,2.17,0.0,0.0,0.0,0.0,0.0,Forró
500721,0.0,0.0,57.14,1.59,38.1,3.17,0.0,0.0,0.0,0.0,0.0,Forró
500739,1.27,0.0,60.44,1.09,34.12,2.18,0.36,0.0,0.18,0.0,0.36,Forró
500747,1.01,0.0,57.58,0.51,38.38,2.53,0.0,0.0,0.0,0.0,0.0,Forró
500755,0.0,0.0,65.85,0.0,30.49,0.0,0.0,0.0,2.44,1.22,0.0,Forró
500780,0.0,0.0,74.63,0.0,22.39,0.0,0.0,0.0,1.49,1.49,0.0,Forró
500798,0.0,0.0,50.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,5.0,Forró
500810,1.73,0.0,57.8,0.0,36.99,2.89,0.0,0.0,0.0,0.0,0.58,Forró
500828,0.58,0.0,71.35,0.29,23.68,2.63,0.58,0.0,0.0,0.58,0.29,Forró
500836,1.25,0.0,57.5,0.0,36.25,2.5,0.0,0.0,1.25,1.25,0.0,Forró
500844,1.41,0.0,80.28,0.0,15.49,1.41,0.0,0.0,1.41,0.0,0.0,Forró
500887,1.91,0.17,66.84,0.35,29.17,0.87,0.0,0.0,0.52,0.0,0.17,Forró
500895,0.0,0.0,44.59,0.43,45.45,2.16,3.46,0.0,3.9,0.0,0.0,Korčok
500909,8.0,0.0,62.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,Forró
500917,7.45,1.6,48.94,0.0,38.3,2.13,0.53,0.0,0.53,0.53,0.0,Forró
500925,2.08,2.08,60.42,0.0,33.33,2.08,0.0,0.0,0.0,0.0,0.0,Forró
500933,1.86,0.0,67.55,0.27,28.01,0.62,0.0,0.09,1.06,0.27,0.27,Forró
500941,1.01,0.0,65.2,0.0,32.43,1.01,0.0,0.0,0.0,0.34,0.0,Forró
500950,1.19,0.0,73.81,0.0,23.02,0.0,0.0,0.0,1.19,0.0,0.79,Forró
500968,0.85,0.14,63.23,0.21,33.5,1.0,0.14,0.28,0.21,0.21,0.21,Forró
500976,7.14,0.0,71.43,0.0,14.29,7.14,0.0,0.0,0.0,0.0,0.0,Forró
500984,0.0,0.0,67.35,0.0,28.57,4.08,0.0,0.0,0.0,0.0,0.0,Forró
500992,0.0,0.0,59.9,0.0,32.18,1.98,1.98,0.5,3.47,0.0,0.0,Forró
501018,1.89,0.0,58.49,0.0,35.85,1.89,0.0,0.0,1.89,0.0,0.0,Forró
501026,1.08,0.08,64.58,0.3,27.69,0.83,2.4,0.08,2.71,0.19,0.06,Forró
501034,2.91,0.0,37.79,0.0,52.91,0.58,5.23,0.0,0.58,0.0,0.0,Korčok
501042,0.0,0.0,41.67,0.0,50.0,0.0,0.0,0.0,8.33,0.0,0.0,Korčok
501069,4.35,0.0,30.43,0.0,26.09,0.0,4.35,0.0,34.78,0.0,0.0,Náhlik
501077,0.0,0.0,45.71,2.86,37.14,0.0,11.43,0.0,2.86,0.0,0.0,Forró
501085,2.94,0.0,38.24,0.0,54.41,1.47,1.47,0.0,1.47,0.0,0.0,Korčok
501093,0.0,0.0,45.83,0.0,39.58,0.0,6.25,0.0,8.33,0.0,0.0,Forró
501107,4.35,0.0,21.74,0.0,69.57,0.0,0.0,0.0,4.35,0.0,0.0,Korčok
501115,2.81,0.8,40.96,0.8,44.58,1.2,3.61,0.8,4.42,0.0,0.0,Korčok
501123,1.99,0.0,46.27,0.0,45.27,3.48,0.5,0.0,0.5,1.49,0.5,Forró
501140,0.5,0.0,49.85,0.2,45.14,1.3,1.5,0.1,1.0,0.3,0.1,Forró
501158,1.32,0.0,57.89,2.63,27.63,0.0,3.95,0.0,6.58,0.0,0.0,Forró
501166,1.29,0.0,41.48,0.0,50.16,0.0,3.86,0.0,3.22,0.0,0.0,Korčok
501174,0.0,0.0,57.25,0.0,38.41,0.72,1.45,0.0,2.17,0.0,0.0,Forró
501182,3.82,1.53,46.56,0.0,41.22,1.53,3.05,0.0,2.29,0.0,0.0,Forró
501191,10.0,10.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
501204,1.34,0.13,53.29,0.4,39.6,0.94,2.15,0.0,1.74,0.13,0.27,Forró
501212,1.32,0.0,36.84,1.32,28.95,0.0,25.0,1.32,5.26,0.0,0.0,Forró
501221,2.94,0.0,70.59,2.94,23.53,0.0,0.0,0.0,0.0,0.0,0.0,Forró
501239,14.66,1.5,31.95,0.0,40.98,1.13,2.63,0.75,5.64,0.38,0.38,Korčok
501247,0.0,0.0,45.16,0.0,51.61,0.0,3.23,0.0,0.0,0.0,0.0,Korčok
501255,2.74,1.37,46.58,0.0,42.47,0.0,2.74,0.0,4.11,0.0,0.0,Forró
501263,1.67,0.0,30.0,0.0,63.33,0.0,3.33,0.0,1.67,0.0,0.0,Korčok
501271,0.0,0.0,27.27,0.0,72.73,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
501280,0.69,0.17,36.27,0.52,57.69,0.86,0.86,0.0,2.76,0.17,0.0,Korčok
501301,6.9,0.0,51.72,0.0,31.03,1.72,1.72,1.72,3.45,0.0,1.72,Forró
501310,0.0,0.0,61.36,0.0,31.82,0.0,4.55,0.0,2.27,0.0,0.0,Forró
501328,0.86,0.0,45.92,0.0,47.64,1.29,1.72,0.0,2.58,0.0,0.0,Korčok
501336,0.0,0.0,52.94,0.0,29.41,1.96,7.84,1.96,5.88,0.0,0.0,Forró
501344,0.0,0.0,50.0,0.0,40.91,4.55,2.27,0.0,2.27,0.0,0.0,Forró
501352,0.0,0.0,67.69,0.0,30.77,0.0,0.0,0.0,1.54,0.0,0.0,Forró
501361,0.0,0.0,45.16,0.0,45.16,0.0,6.45,0.0,3.23,0.0,0.0,Forró
501379,0.0,0.0,50.0,0.0,25.0,0.0,16.67,0.0,8.33,0.0,0.0,Forró
501387,4.35,0.0,54.35,0.0,32.61,0.0,6.52,0.0,2.17,0.0,0.0,Forró
501395,2.01,0.67,31.54,2.01,49.66,0.67,4.7,1.34,6.71,0.67,0.0,Korčok
501409,0.0,0.0,64.29,3.57,17.86,0.0,10.71,0.0,3.57,0.0,0.0,Forró
501417,0.99,0.99,34.65,0.99,43.56,0.0,10.89,0.0,7.92,0.0,0.0,Korčok
501425,7.02,1.75,39.47,0.0,38.6,0.88,3.51,1.75,4.39,1.75,0.88,Forró
501433,0.93,0.0,57.05,0.24,28.67,0.28,4.29,0.1,8.23,0.07,0.14,Forró
501441,0.0,0.0,57.89,0.0,31.58,0.0,0.0,1.32,9.21,0.0,0.0,Forró
501450,0.0,0.0,50.67,0.0,25.33,0.0,6.67,0.0,17.33,0.0,0.0,Forró
501468,0.0,0.0,45.0,0.0,30.0,5.0,12.5,0.0,7.5,0.0,0.0,Forró
501484,1.52,0.0,57.58,0.0,24.24,10.61,0.0,0.0,6.06,0.0,0.0,Forró
501492,1.57,0.0,64.57,0.0,27.56,0.0,2.36,0.0,3.94,0.0,0.0,Forró
501506,3.57,0.0,14.29,0.0,64.29,3.57,3.57,0.0,10.71,0.0,0.0,Korčok
501514,1.67,0.83,52.5,0.0,39.17,0.0,2.5,0.0,3.33,0.0,0.0,Forró
501522,1.07,0.0,49.64,0.54,32.68,0.36,6.43,0.18,8.93,0.18,0.0,Forró
501531,1.16,0.0,43.02,0.0,34.88,0.0,12.79,0.0,8.14,0.0,0.0,Forró
501549,0.99,0.0,61.39,0.0,32.67,0.0,0.0,0.0,4.95,0.0,0.0,Forró
501557,0.81,0.0,49.19,0.81,39.52,3.23,4.03,0.0,2.42,0.0,0.0,Forró
501573,0.67,0.0,49.11,0.22,28.35,0.45,8.48,0.45,12.28,0.0,0.0,Forró
501581,0.0,0.0,64.5,0.0,27.22,0.0,2.37,0.0,5.92,0.0,0.0,Forró
501590,0.76,0.0,57.25,0.0,33.59,0.38,3.05,0.0,4.58,0.38,0.0,Forró
501603,0.0,0.69,55.86,0.0,31.72,0.0,6.9,0.0,4.83,0.0,0.0,Forró
501611,7.07,0.0,46.46,0.0,39.39,2.02,0.0,0.0,5.05,0.0,0.0,Forró
501620,0.0,0.0,49.58,0.0,42.86,0.0,4.2,0.0,3.36,0.0,0.0,Forró
501638,0.42,0.0,80.25,0.14,16.69,0.0,0.14,0.42,1.95,0.0,0.0,Forró
501654,3.25,1.95,53.25,0.65,28.57,0.0,5.84,0.0,6.49,0.0,0.0,Forró
501662,1.24,0.0,50.93,0.0,29.19,0.0,4.35,0.0,14.29,0.0,0.0,Forró
501671,0.0,0.0,27.27,0.0,56.82,0.0,2.27,0.0,13.64,0.0,0.0,Korčok
501689,11.11,0.0,29.63,0.0,33.33,0.0,11.11,0.0,14.81,0.0,0.0,Korčok
501697,0.78,0.0,55.04,0.0,35.66,0.0,3.88,0.0,4.65,0.0,0.0,Forró
501701,2.27,0.0,47.73,0.0,35.23,0.0,5.68,0.0,9.09,0.0,0.0,Forró
501719,2.52,0.0,56.6,0.63,30.19,1.26,3.77,0.0,5.03,0.0,0.0,Forró
501727,1.05,0.0,78.53,0.21,18.74,0.0,0.0,0.0,1.47,0.0,0.0,Forró
501735,0.23,0.0,53.33,0.23,38.62,0.23,3.22,0.23,3.45,0.46,0.0,Forró
501743,1.32,0.0,31.58,0.0,25.0,0.0,3.95,0.0,38.16,0.0,0.0,Náhlik
501760,4.17,0.0,62.5,0.0,12.5,0.0,0.0,0.0,20.83,0.0,0.0,Forró
501778,1.32,0.0,48.68,0.0,17.11,1.32,10.53,0.0,21.05,0.0,0.0,Forró
501786,4.88,0.0,47.97,0.81,34.15,1.63,3.25,0.0,7.32,0.0,0.0,Forró
501808,0.62,0.0,37.19,0.0,49.69,1.25,1.88,0.0,9.38,0.0,0.0,Korčok
501816,0.0,1.19,40.48,0.0,28.57,0.0,7.14,0.0,22.62,0.0,0.0,Forró
501824,7.41,0.0,40.74,0.74,34.07,0.0,10.37,0.0,6.67,0.0,0.0,Forró
501832,1.9,0.95,65.71,0.0,27.62,1.9,0.0,0.0,1.9,0.0,0.0,Forró
501859,0.88,0.0,46.7,0.0,32.6,0.0,7.05,0.44,12.33,0.0,0.0,Forró
501867,1.72,0.0,46.55,0.0,24.14,1.72,6.9,3.45,15.52,0.0,0.0,Forró
501875,0.0,0.0,40.91,4.55,31.82,0.0,13.64,4.55,4.55,0.0,0.0,Forró
501883,0.0,0.0,34.29,0.0,37.14,0.0,8.57,0.0,20.0,0.0,0.0,Korčok
501891,0.0,0.9,49.55,0.0,35.14,0.0,5.41,0.0,9.01,0.0,0.0,Forró
501905,0.43,0.09,66.71,0.09,25.73,0.26,2.0,0.04,4.52,0.13,0.0,Forró
501913,2.01,0.8,43.78,0.4,38.15,0.4,2.81,0.0,10.84,0.4,0.4,Forró
501921,5.26,0.0,46.05,0.0,26.97,0.66,5.26,3.29,11.84,0.66,0.0,Forró
501930,1.64,0.0,55.74,0.0,26.23,0.0,3.28,0.0,13.11,0.0,0.0,Forró
501956,1.64,0.0,55.74,0.0,24.59,0.0,8.2,0.0,8.2,0.0,1.64,Forró
501964,0.0,0.0,61.54,0.0,27.69,0.0,4.62,0.0,6.15,0.0,0.0,Forró
501972,0.53,0.0,68.45,0.53,25.13,2.14,1.07,0.0,2.14,0.0,0.0,Forró
501981,0.6,0.0,42.26,0.0,39.88,0.6,5.36,0.0,11.31,0.0,0.0,Forró
501999,2.63,0.0,64.91,0.0,27.19,0.0,0.0,0.88,4.39,0.0,0.0,Forró
502006,0.99,0.5,52.97,0.5,31.19,0.99,4.95,0.0,7.92,0.0,0.0,Forró
502014,1.72,0.43,37.77,1.29,32.62,0.0,3.0,0.0,23.18,0.0,0.0,Forró
502022,1.77,0.14,18.1,0.0,74.15,0.27,3.13,0.0,2.31,0.14,0.0,Korčok
502031,0.77,0.15,69.32,0.17,26.65,0.98,0.49,0.06,1.05,0.13,0.24,Forró
502049,0.0,0.0,33.33,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
502057,3.03,0.0,63.64,1.01,29.29,1.01,0.0,0.0,1.01,0.0,1.01,Forró
502065,2.33,0.0,60.47,0.0,30.23,2.33,0.0,0.0,4.65,0.0,0.0,Forró
502073,14.29,0.0,14.29,0.0,57.14,0.0,0.0,0.0,14.29,0.0,0.0,Korčok
502090,0.0,0.0,21.43,0.0,60.71,3.57,10.71,0.0,3.57,0.0,0.0,Korčok
502103,0.0,0.0,65.91,0.0,18.18,2.27,4.55,0.0,4.55,0.0,4.55,Forró
502111,0.76,0.0,67.42,0.76,24.24,1.52,2.27,0.0,1.52,0.0,1.52,Forró
502120,0.0,0.0,48.15,1.85,48.15,1.85,0.0,0.0,0.0,0.0,0.0,Forró
502154,2.07,0.69,48.28,0.69,45.52,0.0,0.69,0.0,1.38,0.69,0.0,Forró
502162,4.0,0.0,86.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,Forró
502171,2.86,2.86,62.86,0.0,30.0,1.43,0.0,0.0,0.0,0.0,0.0,Forró
502189,1.82,0.0,10.91,0.0,76.36,1.82,9.09,0.0,0.0,0.0,0.0,Korčok
502197,3.42,0.0,66.67,0.0,27.35,2.56,0.0,0.0,0.0,0.0,0.0,Forró
502201,2.94,0.0,47.06,0.0,41.18,0.0,0.0,0.0,0.0,2.94,5.88,Forró
502219,0.0,0.0,66.67,0.0,26.19,4.76,0.0,0.0,2.38,0.0,0.0,Forró
502227,4.44,1.11,28.89,0.0,57.78,1.11,3.33,0.0,3.33,0.0,0.0,Korčok
502243,1.69,1.69,32.2,0.0,50.85,3.39,5.08,0.0,5.08,0.0,0.0,Korčok
502251,1.27,0.0,53.16,1.27,41.77,0.0,2.53,0.0,0.0,0.0,0.0,Forró
502260,0.0,0.0,58.72,0.0,33.94,0.0,1.83,0.0,3.67,0.0,1.83,Forró
502278,1.54,0.0,27.69,0.0,64.62,1.54,3.08,0.0,1.54,0.0,0.0,Korčok
502286,2.86,0.0,24.29,0.0,71.43,0.0,1.43,0.0,0.0,0.0,0.0,Korčok
502294,2.63,0.0,28.95,0.0,57.89,0.0,5.26,0.0,5.26,0.0,0.0,Korčok
502324,2.96,0.59,26.63,0.0,56.21,5.33,2.37,0.0,5.33,0.0,0.59,Korčok
502332,0.43,0.86,66.52,0.0,28.33,1.72,0.0,0.0,0.43,0.43,1.29,Forró
502341,0.0,0.0,61.21,0.0,36.21,1.72,0.0,0.0,0.0,0.0,0.86,Forró
502359,3.85,0.0,73.08,0.0,23.08,0.0,0.0,0.0,0.0,0.0,0.0,Forró
502367,0.0,0.0,46.15,0.0,38.46,0.0,0.0,0.0,15.38,0.0,0.0,Forró
502375,1.06,1.06,24.47,0.0,62.77,0.0,3.19,0.0,7.45,0.0,0.0,Korčok
502383,0.0,0.0,72.97,0.0,21.62,2.7,0.0,0.0,0.0,0.0,2.7,Forró
502391,1.57,0.0,40.94,0.0,53.54,0.0,1.57,0.0,1.57,0.79,0.0,Korčok
502413,1.67,0.0,62.88,0.0,26.76,5.02,0.67,0.0,2.34,0.67,0.0,Forró
502421,1.52,0.0,74.24,0.0,22.22,0.0,0.51,0.0,0.0,1.01,0.51,Forró
502430,0.0,0.0,59.76,1.22,36.59,2.44,0.0,0.0,0.0,0.0,0.0,Forró
502448,5.56,0.0,16.67,0.0,50.0,0.0,0.0,0.0,27.78,0.0,0.0,Korčok
502456,2.9,1.45,43.48,0.0,50.72,0.0,0.0,0.0,1.45,0.0,0.0,Korčok
502464,1.92,0.0,51.92,0.0,42.31,1.92,0.0,0.0,1.92,0.0,0.0,Forró
502472,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,33.33,0.0,0.0,Forró
502481,2.35,0.0,56.47,0.0,35.29,4.71,0.0,0.0,1.18,0.0,0.0,Forró
502499,6.17,0.0,16.05,2.47,74.07,1.23,0.0,0.0,0.0,0.0,0.0,Korčok
502502,0.0,0.0,66.67,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,Forró
502511,0.0,0.0,30.77,0.0,47.69,1.54,16.92,0.0,1.54,1.54,0.0,Korčok
502537,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
502570,5.04,0.0,45.38,1.68,44.54,0.84,1.68,0.0,0.84,0.0,0.0,Forró
502588,1.7,0.0,69.32,0.57,25.0,2.27,0.0,0.57,0.57,0.0,0.0,Forró
502596,1.48,0.0,57.04,0.0,37.78,2.22,0.0,0.0,1.48,0.0,0.0,Forró
502600,0.0,0.0,50.0,0.0,30.56,5.56,5.56,0.0,8.33,0.0,0.0,Forró
502618,4.76,0.0,44.44,1.59,46.03,0.0,0.0,0.0,3.17,0.0,0.0,Korčok
502626,10.0,0.0,25.0,2.5,57.5,0.0,2.5,0.0,0.0,2.5,0.0,Korčok
502634,5.56,0.0,66.67,0.0,22.22,0.0,0.0,5.56,0.0,0.0,0.0,Forró
502642,4.13,0.0,41.32,0.0,39.67,5.79,3.31,0.83,0.83,0.83,3.31,Forró
502651,2.17,0.0,53.26,0.0,41.3,1.09,0.0,0.0,0.0,0.0,2.17,Forró
502669,0.87,0.0,66.09,0.0,32.17,0.87,0.0,0.0,0.0,0.0,0.0,Forró
502677,1.83,0.0,42.2,0.0,51.38,0.92,1.83,0.0,1.83,0.0,0.0,Korčok
502693,2.15,0.86,56.65,1.29,35.19,3.0,0.0,0.0,0.43,0.43,0.0,Forró
502707,1.76,0.0,75.29,0.0,19.41,2.35,0.0,0.0,1.18,0.0,0.0,Forró
502715,3.61,1.2,56.63,0.0,36.14,1.2,1.2,0.0,0.0,0.0,0.0,Forró
502723,5.26,0.0,52.63,0.0,34.21,0.0,5.26,0.0,2.63,0.0,0.0,Forró
502731,1.35,0.0,24.32,0.0,71.62,0.0,1.35,0.0,0.0,0.0,1.35,Korčok
502740,15.79,0.0,5.26,0.0,63.16,0.0,10.53,0.0,0.0,5.26,0.0,Korčok
502758,0.0,0.0,46.34,0.0,51.22,0.0,0.0,0.0,2.44,0.0,0.0,Korčok
502766,0.0,0.0,74.19,0.0,22.58,0.92,0.0,0.0,0.92,0.92,0.46,Forró
502782,0.95,0.14,50.2,0.14,42.04,1.36,2.04,0.14,2.59,0.27,0.14,Forró
502791,3.33,0.0,10.0,0.0,76.67,3.33,0.0,3.33,3.33,0.0,0.0,Korčok
502804,0.74,0.37,16.18,0.0,81.25,0.0,0.0,0.0,1.47,0.0,0.0,Korčok
502812,2.22,0.0,48.89,0.0,44.44,0.0,2.22,0.0,2.22,0.0,0.0,Forró
502821,1.57,0.31,42.77,0.31,47.48,2.2,1.26,0.0,1.57,0.0,2.52,Korčok
502847,2.86,0.0,40.0,0.0,37.14,5.71,8.57,0.0,0.0,0.0,5.71,Forró
502863,0.83,0.0,66.53,0.41,27.89,2.27,0.83,0.21,0.83,0.0,0.21,Forró
502871,0.0,0.0,47.95,1.37,45.21,1.37,4.11,0.0,0.0,0.0,0.0,Forró
502880,13.33,0.0,6.67,0.0,73.33,6.67,0.0,0.0,0.0,0.0,0.0,Korčok
502898,8.57,0.0,60.0,0.0,31.43,0.0,0.0,0.0,0.0,0.0,0.0,Forró
502910,4.08,4.08,31.63,0.0,53.06,0.0,1.02,0.0,6.12,0.0,0.0,Korčok
502928,0.85,0.0,29.06,0.0,58.97,0.0,3.42,0.0,7.69,0.0,0.0,Korčok
502936,0.66,0.0,57.89,0.66,36.18,2.63,0.66,0.0,0.66,0.0,0.66,Forró
502944,4.41,1.47,27.94,0.0,57.35,0.0,2.94,0.0,5.88,0.0,0.0,Korčok
502952,0.0,0.0,36.84,10.53,42.11,5.26,0.0,0.0,5.26,0.0,0.0,Korčok
502961,0.0,0.0,25.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
502979,2.63,1.32,52.63,0.0,42.11,0.0,0.0,0.0,0.0,1.32,0.0,Forró
502987,0.74,0.11,49.84,0.0,42.52,1.27,1.48,0.21,3.29,0.32,0.21,Forró
502995,0.0,0.0,57.45,0.0,36.88,4.96,0.71,0.0,0.0,0.0,0.0,Forró
503002,0.0,0.0,80.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
503011,0.69,0.03,64.45,0.27,30.65,0.94,0.99,0.05,1.74,0.08,0.11,Forró
503029,0.32,0.97,56.45,0.32,35.81,0.0,2.58,0.0,3.55,0.0,0.0,Forró
503037,0.0,8.33,25.0,0.0,58.33,0.0,0.0,0.0,8.33,0.0,0.0,Korčok
503045,0.9,0.0,70.14,0.45,25.11,1.36,0.0,0.0,1.36,0.0,0.68,Forró
503053,2.99,0.0,53.73,0.0,38.81,1.49,0.0,0.0,2.99,0.0,0.0,Forró
503061,2.86,0.0,68.57,0.0,25.71,0.0,0.0,0.0,2.86,0.0,0.0,Forró
503070,0.52,0.0,39.06,0.0,51.56,0.0,5.21,0.0,3.65,0.0,0.0,Korčok
503088,11.59,0.0,27.54,0.0,50.72,1.45,2.9,0.0,5.8,0.0,0.0,Korčok
503096,1.2,0.0,50.6,0.0,43.37,2.41,1.2,0.0,1.2,0.0,0.0,Forró
503100,19.05,0.0,33.33,0.0,33.33,0.0,4.76,0.0,9.52,0.0,0.0,Forró
503118,0.0,0.0,80.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,Forró
503126,0.9,0.9,63.06,1.8,27.93,3.6,0.0,0.0,0.0,0.9,0.9,Forró
503134,2.08,0.0,52.08,4.17,41.67,0.0,0.0,0.0,0.0,0.0,0.0,Forró
503151,0.75,0.75,59.7,0.75,37.31,0.0,0.0,0.75,0.0,0.0,0.0,Forró
503169,2.69,0.0,35.48,0.0,56.45,1.08,1.61,0.0,2.69,0.0,0.0,Korčok
503177,2.09,0.56,35.05,0.28,53.96,0.97,2.78,0.14,3.89,0.14,0.14,Korčok
503185,0.59,0.0,47.34,0.59,47.34,0.0,0.59,0.0,2.96,0.59,0.0,Forró
503193,2.42,0.0,63.71,0.0,31.45,1.61,0.0,0.0,0.0,0.81,0.0,Forró
503207,2.78,0.0,61.11,0.0,27.78,0.0,2.78,0.0,0.0,0.0,5.56,Forró
503215,2.68,0.0,58.93,0.0,34.82,2.68,0.0,0.0,0.0,0.0,0.89,Forró
503223,2.35,0.0,68.24,0.0,27.06,1.18,1.18,0.0,0.0,0.0,0.0,Forró
503231,2.02,0.0,47.47,2.02,37.37,0.0,1.01,0.0,9.09,0.0,1.01,Forró
503240,5.56,0.0,38.89,0.0,38.89,0.0,5.56,1.85,9.26,0.0,0.0,Forró
503258,0.0,0.0,54.69,0.0,31.25,1.56,3.12,3.12,6.25,0.0,0.0,Forró
