obec_code,Danko,Dubovský,Forró,Harabin,Korčok,Kotleba,Kubiš,Matovič,Náhlik,Pellegrini,Švec,Víťazný kandidát
517798,1.68,0.0,43.7,0.0,51.26,2.52,0.0,0.0,0.84,0.0,0.0,Korčok
517801,0.0,0.0,74.83,2.04,21.77,0.34,0.0,0.0,1.02,0.0,0.0,Forró
517828,0.56,0.0,75.98,0.56,20.67,1.68,0.0,0.0,0.56,0.0,0.0,Forró
517861,1.36,0.0,65.31,1.36,29.25,2.04,0.0,0.0,0.0,0.0,0.68,Forró
517879,1.38,0.69,57.93,0.0,38.62,0.0,0.0,0.0,0.69,0.69,0.0,Forró
517895,1.1,0.0,67.96,0.55,26.52,3.31,0.0,0.0,0.55,0.0,0.0,Forró
517917,0.69,0.14,62.69,0.0,34.98,0.82,0.0,0.14,0.14,0.14,0.27,Forró
517925,4.2,0.0,61.54,0.0,30.77,3.5,0.0,0.0,0.0,0.0,0.0,Forró
517933,0.57,0.0,67.05,1.14,28.41,1.52,0.0,0.57,0.57,0.19,0.0,Forró
517941,1.05,0.0,74.87,1.05,21.12,1.05,0.0,0.35,0.0,0.35,0.17,Forró
517950,1.95,0.0,68.36,0.39,28.12,1.17,0.0,0.0,0.0,0.0,0.0,Forró
517968,0.72,0.0,70.29,0.72,26.09,0.72,0.0,0.0,0.0,1.45,0.0,Forró
517976,2.04,0.0,59.18,2.04,30.61,4.08,0.0,2.04,0.0,0.0,0.0,Forró
517984,0.5,0.25,65.35,0.99,31.93,0.5,0.25,0.25,0.0,0.0,0.0,Forró
517992,1.79,0.0,70.83,0.0,23.81,2.98,0.0,0.0,0.6,0.0,0.0,Forró
518000,2.34,0.0,69.57,0.33,27.09,0.33,0.0,0.0,0.33,0.0,0.0,Forró
518018,1.07,0.27,46.13,1.07,47.2,2.67,0.27,0.27,0.27,0.53,0.27,Korčok
518034,0.53,0.27,67.6,1.46,28.42,1.06,0.13,0.13,0.27,0.13,0.0,Forró
518042,0.85,0.0,73.1,0.51,22.0,2.2,0.34,0.17,0.34,0.0,0.51,Forró
518051,2.08,0.0,62.5,0.69,31.6,2.78,0.0,0.35,0.0,0.0,0.0,Forró
518069,1.78,0.0,56.76,0.53,38.97,0.71,0.0,0.18,0.53,0.0,0.53,Forró
518077,3.45,3.45,31.03,0.0,58.62,0.0,0.0,0.0,0.0,3.45,0.0,Korčok
518085,1.99,0.0,68.54,0.33,27.48,1.66,0.0,0.0,0.0,0.0,0.0,Forró
518093,1.21,0.0,70.87,0.49,26.7,0.24,0.0,0.0,0.0,0.49,0.0,Forró
518107,5.26,0.0,47.37,0.0,36.84,0.0,10.53,0.0,0.0,0.0,0.0,Forró
518115,0.0,0.0,43.75,0.0,56.25,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
518123,4.76,0.0,42.86,0.0,38.1,2.38,4.76,0.0,7.14,0.0,0.0,Forró
518131,2.52,0.0,67.23,0.0,28.57,1.68,0.0,0.0,0.0,0.0,0.0,Forró
518140,1.39,0.0,65.28,2.78,29.17,0.0,0.0,0.0,0.0,1.39,0.0,Forró
518158,0.92,0.21,73.82,0.4,21.86,1.66,0.18,0.13,0.66,0.11,0.05,Forró
518166,0.0,0.0,77.92,0.0,15.58,5.19,0.0,0.0,0.0,1.3,0.0,Forró
518174,0.0,0.0,70.97,0.0,25.81,3.23,0.0,0.0,0.0,0.0,0.0,Forró
518191,10.0,2.5,60.0,0.0,22.5,2.5,0.0,0.0,0.0,2.5,0.0,Forró
518204,0.98,0.49,75.61,0.98,17.56,2.44,0.49,0.0,0.98,0.49,0.0,Forró
518212,0.0,0.0,80.9,0.0,16.85,1.12,0.0,0.0,1.12,0.0,0.0,Forró
518221,0.0,0.0,41.67,0.0,50.0,0.0,0.0,0.0,8.33,0.0,0.0,Korčok
518239,3.7,0.0,40.74,0.0,48.15,7.41,0.0,0.0,0.0,0.0,0.0,Korčok
518247,6.25,0.0,62.5,0.0,18.75,0.0,6.25,0.0,0.0,6.25,0.0,Forró
518255,0.0,0.0,48.0,0.0,40.0,8.0,0.0,0.0,0.0,4.0,0.0,Forró
518263,0.89,0.14,65.66,0.14,28.78,2.27,0.27,0.14,0.89,0.34,0.48,Forró
518271,1.47,0.0,45.59,0.0,42.65,8.82,0.0,0.0,1.47,0.0,0.0,Forró
518280,0.0,0.0,77.78,0.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,Forró
518298,0.38,0.0,67.68,1.14,27.38,1.52,0.76,0.0,0.76,0.0,0.38,Forró
518301,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,Forró
518310,0.0,0.0,77.5,0.0,12.5,0.0,0.0,0.0,10.0,0.0,0.0,Forró
518336,0.0,0.0,28.95,0.0,71.05,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
518344,26.67,0.0,20.0,0.0,40.0,13.33,0.0,0.0,0.0,0.0,0.0,Korčok
518352,5.26,0.0,52.63,0.0,36.84,5.26,0.0,0.0,0.0,0.0,0.0,Forró
518361,0.0,0.0,52.63,0.0,23.68,23.68,0.0,0.0,0.0,0.0,0.0,Forró
518379,0.0,0.0,61.8,1.12,33.71,2.25,0.0,1.12,0.0,0.0,0.0,Forró
518387,0.64,0.0,68.91,0.32,25.64,1.6,0.0,0.32,2.56,0.0,0.0,Forró
518409,2.6,1.3,53.25,0.0,36.36,2.6,2.6,0.0,1.3,0.0,0.0,Forró
518417,0.69,0.0,68.06,0.69,28.47,2.08,0.0,0.0,0.0,0.0,0.0,Forró
518425,5.43,3.26,39.13,0.0,51.09,1.09,0.0,0.0,0.0,0.0,0.0,Korčok
518433,11.76,5.88,29.41,0.0,47.06,0.0,0.0,5.88,0.0,0.0,0.0,Korčok
518441,0.0,0.0,69.23,0.0,30.77,0.0,0.0,0.0,0.0,0.0,0.0,Forró
518450,3.57,0.0,60.71,7.14,25.0,3.57,0.0,0.0,0.0,0.0,0.0,Forró
518468,3.2,0.53,68.15,0.36,24.02,3.02,0.0,0.36,0.18,0.0,0.18,Forró
518476,0.0,0.0,68.75,0.0,18.75,12.5,0.0,0.0,0.0,0.0,0.0,Forró
518484,3.85,0.0,61.54,3.85,15.38,3.85,3.85,0.0,7.69,0.0,0.0,Forró
518492,4.76,0.0,57.14,0.0,28.57,4.76,0.0,0.0,0.0,0.0,4.76,Forró
518506,1.06,0.0,74.65,0.0,20.07,0.7,0.7,1.06,1.41,0.0,0.35,Forró
518514,10.0,0.0,70.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
518522,0.88,0.88,52.63,0.0,43.86,1.75,0.0,0.0,0.0,0.0,0.0,Forró
518531,0.0,0.0,77.78,5.56,16.67,0.0,0.0,0.0,0.0,0.0,0.0,Forró
518549,2.24,0.45,62.33,0.45,26.91,6.28,0.0,0.45,0.9,0.0,0.0,Forró
518557,1.44,0.24,67.07,0.12,25.84,2.16,0.0,0.48,1.92,0.24,0.48,Forró
518565,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
518573,5.26,0.0,42.11,0.0,47.37,0.0,0.0,0.0,0.0,5.26,0.0,Korčok
518581,0.0,0.0,75.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
518590,0.93,0.16,66.72,0.0,30.95,0.78,0.0,0.0,0.31,0.0,0.16,Forró
518603,0.0,0.0,47.06,5.88,41.18,0.0,0.0,0.0,5.88,0.0,0.0,Forró
518611,7.14,2.38,35.71,0.0,52.38,0.0,0.0,0.0,0.0,0.0,2.38,Korčok
518620,0.0,0.0,57.78,0.0,40.0,2.22,0.0,0.0,0.0,0.0,0.0,Forró
518646,5.13,0.0,17.95,0.0,76.92,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
518654,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
518662,0.4,0.4,75.3,0.0,20.32,2.39,0.0,0.0,0.4,0.0,0.8,Forró
518671,0.0,0.0,48.65,0.0,37.84,5.41,0.0,0.0,8.11,0.0,0.0,Forró
518689,1.92,0.38,76.54,0.0,18.85,1.92,0.0,0.0,0.0,0.0,0.38,Forró
518697,1.15,0.0,73.56,0.0,25.29,0.0,0.0,0.0,0.0,0.0,0.0,Forró
518701,0.0,0.0,51.22,0.0,41.46,4.88,0.0,0.0,2.44,0.0,0.0,Forró
518719,0.0,0.0,48.33,0.0,50.0,1.67,0.0,0.0,0.0,0.0,0.0,Korčok
518727,0.0,0.75,63.91,0.75,32.33,0.75,0.0,1.5,0.0,0.0,0.0,Forró
518735,1.14,0.0,60.0,0.0,35.43,1.14,0.57,0.0,0.0,1.14,0.57,Forró
518743,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
518751,3.51,0.0,59.65,0.0,35.09,0.0,0.0,0.0,0.0,0.0,1.75,Forró
518760,1.63,0.0,53.88,0.0,39.18,4.49,0.41,0.0,0.0,0.41,0.0,Forró
518794,0.0,0.0,63.49,1.59,33.33,0.0,0.0,0.0,0.0,0.0,1.59,Forró
518808,0.89,0.0,76.97,0.44,18.24,2.56,0.11,0.56,0.22,0.0,0.0,Forró
518816,0.0,0.0,63.16,0.0,31.58,2.63,2.63,0.0,0.0,0.0,0.0,Forró
518824,1.69,0.85,62.71,0.0,33.05,1.69,0.0,0.0,0.0,0.0,0.0,Forró
518832,57.14,0.0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,Danko
518841,7.69,7.69,61.54,0.0,23.08,0.0,0.0,0.0,0.0,0.0,0.0,Forró
518867,1.52,1.52,34.85,3.03,46.97,1.52,1.52,6.06,0.0,1.52,1.52,Korčok
518875,1.61,0.0,74.19,0.0,19.35,4.84,0.0,0.0,0.0,0.0,0.0,Forró
518883,0.0,0.0,68.75,0.0,25.0,6.25,0.0,0.0,0.0,0.0,0.0,Forró
518891,1.54,0.0,73.85,0.0,21.54,3.08,0.0,0.0,0.0,0.0,0.0,Forró
518905,0.0,0.0,75.0,0.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,Forró
518913,3.68,0.0,72.39,0.0,22.7,0.61,0.0,0.0,0.61,0.0,0.0,Forró
518921,0.53,0.0,63.16,0.0,28.95,2.63,0.53,0.0,2.63,0.0,1.58,Forró
518930,0.0,0.0,70.97,0.0,22.58,0.0,0.0,0.0,0.0,0.0,6.45,Forró
518956,20.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,Forró
518964,3.64,1.82,21.82,0.0,61.82,10.91,0.0,0.0,0.0,0.0,0.0,Korčok
518972,1.92,0.0,64.51,0.0,29.5,1.92,0.24,0.96,0.48,0.0,0.48,Forró
518981,1.82,0.0,67.27,0.0,30.91,0.0,0.0,0.0,0.0,0.0,0.0,Forró
518999,0.0,0.0,82.35,0.0,17.65,0.0,0.0,0.0,0.0,0.0,0.0,Forró
519006,0.76,0.31,51.7,0.08,45.02,1.07,0.1,0.08,0.63,0.18,0.08,Forró
519014,0.0,0.0,57.14,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,Forró
519022,5.71,0.0,28.57,0.0,62.86,0.0,0.0,0.0,2.86,0.0,0.0,Korčok
519049,2.5,0.0,42.5,0.0,52.5,2.5,0.0,0.0,0.0,0.0,0.0,Korčok
519057,2.44,0.0,68.29,0.0,26.83,0.0,0.0,0.0,2.44,0.0,0.0,Forró
519065,1.67,0.0,45.0,0.0,51.67,0.0,0.0,0.0,1.67,0.0,0.0,Korčok
519073,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
519081,0.0,5.71,34.29,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
519090,0.0,7.69,69.23,0.0,15.38,7.69,0.0,0.0,0.0,0.0,0.0,Forró
519103,0.0,0.0,60.0,0.0,33.33,0.0,0.0,0.0,0.0,6.67,0.0,Forró
519111,1.6,0.0,1.06,0.0,97.34,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
519138,0.0,2.38,30.95,0.0,64.29,2.38,0.0,0.0,0.0,0.0,0.0,Korčok
519154,1.15,0.0,4.6,0.0,94.25,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
519162,0.0,0.0,57.81,3.12,34.38,0.0,0.0,0.0,1.56,1.56,1.56,Forró
519171,0.0,0.0,43.64,0.0,54.55,1.82,0.0,0.0,0.0,0.0,0.0,Korčok
519189,0.0,0.75,23.88,0.0,74.63,0.75,0.0,0.0,0.0,0.0,0.0,Korčok
519197,0.59,0.44,20.94,0.15,76.57,1.02,0.0,0.15,0.15,0.0,0.0,Korčok
519201,0.0,0.0,66.67,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,Forró
519219,0.0,0.0,40.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
519227,0.0,0.0,43.1,0.0,50.0,5.17,0.0,0.0,1.72,0.0,0.0,Korčok
519235,2.47,0.0,39.51,0.0,54.32,3.7,0.0,0.0,0.0,0.0,0.0,Korčok
519243,0.0,0.0,31.58,0.0,68.42,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
519251,0.0,0.0,34.62,0.0,57.69,3.85,0.0,0.0,3.85,0.0,0.0,Korčok
519260,0.65,0.0,6.45,0.0,92.26,0.65,0.0,0.0,0.0,0.0,0.0,Korčok
519278,0.0,0.0,25.0,0.0,62.5,6.25,0.0,0.0,0.0,0.0,6.25,Korčok
519286,4.88,4.88,63.41,0.0,21.95,2.44,0.0,0.0,2.44,0.0,0.0,Forró
519294,0.0,0.0,56.82,0.0,43.18,0.0,0.0,0.0,0.0,0.0,0.0,Forró
519308,0.0,0.0,80.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
519316,5.41,0.0,56.76,0.0,37.84,0.0,0.0,0.0,0.0,0.0,0.0,Forró
519324,0.0,2.06,45.36,1.03,49.48,2.06,0.0,0.0,0.0,0.0,0.0,Korčok
519332,0.0,20.0,60.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
519341,0.0,0.0,42.86,0.0,57.14,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
519359,0.0,0.0,64.29,0.0,32.14,0.0,0.0,3.57,0.0,0.0,0.0,Forró
519367,3.03,0.0,24.24,0.0,71.21,1.52,0.0,0.0,0.0,0.0,0.0,Korčok
519375,3.7,0.0,38.89,1.85,55.56,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
519383,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
519391,0.0,0.96,43.27,1.92,51.92,1.92,0.0,0.0,0.0,0.0,0.0,Korčok
519405,0.0,16.67,50.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,Forró
519413,20.0,0.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
519421,4.26,0.0,53.19,0.0,42.55,0.0,0.0,0.0,0.0,0.0,0.0,Forró
519430,0.0,0.0,47.62,4.76,47.62,0.0,0.0,0.0,0.0,0.0,0.0,Forró
519448,2.74,0.0,50.68,0.0,45.21,1.37,0.0,0.0,0.0,0.0,0.0,Forró
519456,2.84,1.14,21.02,0.57,73.86,0.0,0.57,0.0,0.0,0.0,0.0,Korčok
519464,6.36,0.91,12.73,0.0,79.09,0.0,0.0,0.91,0.0,0.0,0.0,Korčok
519472,2.04,1.02,6.12,0.0,90.82,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
519481,1.97,0.56,3.65,0.28,93.54,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
519499,11.11,0.0,22.22,11.11,33.33,22.22,0.0,0.0,0.0,0.0,0.0,Korčok
519502,0.0,0.0,50.0,0.0,33.33,0.0,0.0,0.0,16.67,0.0,0.0,Forró
519511,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
519529,8.0,0.0,32.0,0.0,56.0,4.0,0.0,0.0,0.0,0.0,0.0,Korčok
519537,2.22,0.0,46.67,2.22,48.89,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
519545,0.0,0.0,45.0,0.0,50.0,0.0,0.0,0.0,5.0,0.0,0.0,Korčok
519553,0.0,0.0,17.65,0.98,78.43,0.0,0.0,0.98,1.96,0.0,0.0,Korčok
519561,0.0,0.0,51.52,0.0,45.45,3.03,0.0,0.0,0.0,0.0,0.0,Forró
519570,1.44,0.0,18.27,0.0,79.33,0.0,0.0,0.0,0.96,0.0,0.0,Korčok
519588,0.84,0.0,18.49,0.0,79.83,0.0,0.0,0.0,0.0,0.84,0.0,Korčok
519596,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
519600,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
519618,2.11,0.0,38.95,0.0,53.68,2.11,2.11,0.0,1.05,0.0,0.0,Korčok
519626,0.0,0.0,25.0,0.0,72.22,0.0,2.78,0.0,0.0,0.0,0.0,Korčok
519634,4.35,0.0,52.17,0.0,43.48,0.0,0.0,0.0,0.0,0.0,0.0,Forró
519642,0.0,0.0,45.45,0.0,45.45,9.09,0.0,0.0,0.0,0.0,0.0,Forró
519669,0.0,0.0,8.11,0.0,90.99,0.0,0.9,0.0,0.0,0.0,0.0,Korčok
519677,22.22,11.11,33.33,0.0,22.22,11.11,0.0,0.0,0.0,0.0,0.0,Forró
519685,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
519693,5.0,0.0,30.0,0.0,40.0,10.0,10.0,0.0,5.0,0.0,0.0,Korčok
519707,4.0,0.0,62.0,0.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,Forró
519715,1.75,0.0,2.34,0.58,94.74,0.0,0.58,0.0,0.0,0.0,0.0,Korčok
519723,0.0,0.0,40.54,0.0,59.46,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
519731,0.0,0.0,35.71,0.0,64.29,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
519740,0.0,0.0,80.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
519758,0.0,0.0,42.31,0.0,57.69,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
519766,5.56,0.0,50.0,2.78,40.28,1.39,0.0,0.0,0.0,0.0,0.0,Forró
519774,0.0,0.0,20.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
519782,0.0,0.0,48.15,0.0,44.44,5.56,0.0,0.0,1.85,0.0,0.0,Forró
519791,3.65,0.0,13.14,0.0,80.29,0.73,0.73,0.0,1.46,0.0,0.0,Korčok
519804,0.0,0.0,75.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
519812,0.0,0.0,52.38,4.76,33.33,4.76,0.0,0.0,4.76,0.0,0.0,Forró
519821,1.69,3.39,28.81,1.69,55.93,3.39,0.0,1.69,0.0,1.69,1.69,Korčok
519839,0.0,0.0,19.28,0.0,80.72,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
519847,4.55,0.0,18.18,0.0,77.27,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
519855,0.0,0.0,31.25,0.0,62.5,6.25,0.0,0.0,0.0,0.0,0.0,Korčok
519863,2.22,0.0,51.11,0.0,37.78,2.22,0.0,0.0,2.22,2.22,2.22,Forró
519871,2.5,0.0,67.5,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
519880,0.0,0.0,63.16,0.0,31.58,0.0,0.0,0.0,5.26,0.0,0.0,Forró
519901,2.08,0.0,6.25,0.0,85.42,0.0,6.25,0.0,0.0,0.0,0.0,Korčok
519910,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
519928,4.0,0.0,72.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
519936,0.97,0.48,31.48,0.48,64.16,0.97,0.0,0.0,0.97,0.24,0.24,Korčok
519944,0.0,0.0,80.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,Forró
519952,11.76,0.0,58.82,0.0,29.41,0.0,0.0,0.0,0.0,0.0,0.0,Forró
519961,0.73,0.36,12.7,0.0,84.57,0.73,0.0,0.0,0.73,0.0,0.18,Korčok
519979,0.0,1.19,45.24,0.0,51.19,1.19,0.0,0.0,0.0,0.0,1.19,Korčok
519987,0.0,0.0,72.0,4.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,Forró
519995,0.0,0.0,20.0,5.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
520004,0.55,0.27,50.7,0.24,45.88,1.49,0.12,0.09,0.49,0.09,0.06,Forró
520012,0.0,0.0,66.67,0.0,22.22,0.0,0.0,0.0,0.0,0.0,11.11,Forró
520021,5.41,0.0,24.32,0.0,64.86,2.7,0.0,0.0,2.7,0.0,0.0,Korčok
520039,0.37,0.74,50.37,0.0,45.59,0.74,1.47,0.0,0.0,0.74,0.0,Forró
520055,0.0,0.77,42.31,2.31,51.54,2.31,0.0,0.0,0.77,0.0,0.0,Korčok
520063,0.0,0.0,48.28,0.0,48.28,1.72,0.0,0.0,1.72,0.0,0.0,Forró
520071,2.0,0.0,4.0,2.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
520080,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
520098,5.26,0.0,63.16,0.0,21.05,0.0,5.26,0.0,0.0,0.0,5.26,Forró
520101,0.0,0.0,52.94,0.0,35.29,5.88,0.0,0.0,5.88,0.0,0.0,Forró
520110,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
520128,3.45,0.0,58.62,0.0,34.48,0.0,0.0,3.45,0.0,0.0,0.0,Forró
520136,6.67,6.67,20.0,0.0,20.0,6.67,33.33,0.0,6.67,0.0,0.0,Kubiš
520152,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,33.33,Korčok
520161,0.81,1.61,45.97,0.0,47.58,3.23,0.0,0.0,0.81,0.0,0.0,Korčok
520179,0.0,10.0,0.0,0.0,60.0,20.0,0.0,0.0,10.0,0.0,0.0,Korčok
520187,2.56,0.0,28.21,0.0,58.97,7.69,0.0,2.56,0.0,0.0,0.0,Korčok
520195,0.0,0.0,46.34,0.0,53.66,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
520209,0.0,0.0,47.37,0.0,42.11,5.26,0.0,0.0,0.0,5.26,0.0,Forró
520217,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,Korčok
520225,0.0,0.0,50.0,0.0,47.5,2.5,0.0,0.0,0.0,0.0,0.0,Forró
520233,0.0,5.56,50.0,5.56,38.89,0.0,0.0,0.0,0.0,0.0,0.0,Forró
520241,0.0,2.22,46.67,0.0,46.67,0.0,0.0,0.0,2.22,2.22,0.0,Forró
520250,0.0,0.0,40.0,0.0,56.0,0.0,0.0,0.0,4.0,0.0,0.0,Korčok
520268,3.45,3.45,31.03,0.0,48.28,10.34,0.0,0.0,3.45,0.0,0.0,Korčok
520276,0.0,0.0,32.35,0.0,61.76,0.0,2.94,0.0,2.94,0.0,0.0,Korčok
520284,33.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,33.33,0.0,0.0,Danko
520292,5.0,0.0,40.0,0.0,40.0,0.0,15.0,0.0,0.0,0.0,0.0,Forró
520314,0.0,20.59,61.76,2.94,11.76,2.94,0.0,0.0,0.0,0.0,0.0,Forró
520322,0.0,0.0,4.17,4.17,91.67,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
520331,0.0,0.69,53.1,0.0,42.07,2.76,0.69,0.0,0.69,0.0,0.0,Forró
520349,0.0,2.27,47.73,0.0,34.09,6.82,0.0,0.0,9.09,0.0,0.0,Forró
520357,0.0,0.0,6.49,0.0,87.01,6.49,0.0,0.0,0.0,0.0,0.0,Korčok
520365,0.0,0.0,3.77,0.0,90.57,1.89,1.89,0.0,1.89,0.0,0.0,Korčok
520373,3.39,0.0,67.8,0.0,27.12,0.0,0.0,0.0,1.69,0.0,0.0,Forró
520381,10.0,0.0,60.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,Forró
520390,0.0,3.7,62.96,0.0,29.63,0.0,0.0,3.7,0.0,0.0,0.0,Forró
520403,0.0,0.0,45.83,2.08,47.92,2.08,0.0,0.0,2.08,0.0,0.0,Korčok
520411,0.0,3.12,31.25,0.0,62.5,0.0,0.0,0.0,0.0,3.12,0.0,Korčok
520438,0.0,0.0,64.71,0.0,35.29,0.0,0.0,0.0,0.0,0.0,0.0,Forró
520446,0.0,0.0,30.0,0.0,56.67,3.33,0.0,3.33,6.67,0.0,0.0,Korčok
520454,1.15,0.0,40.23,0.0,52.87,2.3,0.0,0.0,3.45,0.0,0.0,Korčok
520462,0.0,3.85,57.69,0.0,23.08,3.85,0.0,0.0,3.85,3.85,3.85,Forró
520471,1.48,1.48,30.54,0.0,63.38,1.97,0.33,0.66,0.16,0.0,0.0,Korčok
520489,0.0,0.0,57.14,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,Forró
520497,0.0,0.0,50.0,0.0,46.43,1.79,0.0,1.79,0.0,0.0,0.0,Forró
520501,0.0,1.03,25.77,1.03,72.16,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
520519,0.0,5.88,47.06,0.0,41.18,0.0,0.0,0.0,5.88,0.0,0.0,Forró
520527,12.5,0.0,37.5,0.0,37.5,0.0,0.0,0.0,0.0,0.0,12.5,Forró
520535,0.0,0.0,33.33,0.0,58.33,8.33,0.0,0.0,0.0,0.0,0.0,Korčok
520543,0.0,0.0,34.62,0.0,61.54,0.0,0.0,0.0,0.0,0.0,3.85,Korčok
520551,6.25,0.0,68.75,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,Forró
520560,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
520578,0.0,0.0,52.94,0.0,47.06,0.0,0.0,0.0,0.0,0.0,0.0,Forró
520586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,Náhlik
520594,10.0,10.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Forró
520616,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,Forró
520624,5.26,0.0,68.42,0.0,21.05,0.0,2.63,0.0,0.0,0.0,2.63,Forró
520632,0.0,0.0,25.0,0.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,Kotleba
520641,0.0,0.0,51.43,0.0,40.0,5.71,2.86,0.0,0.0,0.0,0.0,Forró
520659,0.0,0.0,70.97,0.0,16.13,3.23,6.45,0.0,0.0,0.0,3.23,Forró
520667,7.14,0.0,85.71,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,Forró
520675,0.0,0.0,60.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,Forró
520683,2.04,0.0,59.18,0.0,38.78,0.0,0.0,0.0,0.0,0.0,0.0,Forró
520691,10.71,1.79,16.07,0.0,71.43,0.0,0.0,0.0,0.0,0.0,0.0,Korčok
520705,0.0,0.0,55.56,0.0,33.33,11.11,0.0,0.0,0.0,0.0,0.0,Forró
520713,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,Forró
520721,0.0,4.08,40.82,0.0,48.98,6.12,0.0,0.0,0.0,0.0,0.0,Korčok
520730,0.0,0.0,77.78,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.0,Forró
520748,0.0,0.0,25.0,0.0,50.0,0.0,25.0,0.0,0.0,0.0,0.0,Korčok
