obec_code,víťaz,Korčok,Pellegrini
519880,Korčok,0.0,0.0
519901,Korčok,0.0,0.0
519910,Korčok,0.0,0.0
519928,Pellegrini,0.0,100.0
519936,Pellegrini,7.14,92.86
519944,Korčok,0.0,0.0
519952,Korčok,0.0,0.0
519961,Pellegrini,0.0,100.0
519979,Pellegrini,0.0,100.0
519987,Pellegrini,0.0,100.0
519995,Korčok,100.0,0.0
520004,Pellegrini,10.13,89.87
520012,Pellegrini,0.0,100.0
520021,Pellegrini,0.0,100.0
520039,Pellegrini,30.0,70.0
520055,Pellegrini,0.0,100.0
520063,Pellegrini,33.33,66.67
520071,Korčok,0.0,0.0
520080,Korčok,0.0,0.0
520098,Korčok,0.0,0.0
520101,Korčok,0.0,0.0
520110,Korčok,0.0,0.0
520128,Pellegrini,0.0,100.0
520136,Korčok,0.0,0.0
520152,Korčok,0.0,0.0
520161,Pellegrini,33.33,66.67
520179,Pellegrini,0.0,100.0
520187,Pellegrini,0.0,100.0
520195,Pellegrini,0.0,100.0
520209,Korčok,0.0,0.0
520217,Korčok,0.0,0.0
520225,Korčok,0.0,0.0
520233,Pellegrini,33.33,66.67
520241,Korčok,100.0,0.0
520250,Pellegrini,0.0,100.0
520268,Pellegrini,0.0,100.0
520276,Pellegrini,0.0,100.0
520284,Korčok,0.0,0.0
520292,Korčok,0.0,0.0
520314,Korčok,0.0,0.0
520322,Korčok,0.0,0.0
520331,Pellegrini,25.0,75.0
520349,Korčok,0.0,0.0
520357,Pellegrini,0.0,100.0
520365,Korčok,100.0,0.0
520373,Pellegrini,0.0,100.0
520381,Korčok,0.0,0.0
520390,Korčok,66.67,33.33
520403,Korčok,0.0,0.0
520411,Korčok,0.0,0.0
520438,Pellegrini,0.0,100.0
520446,Pellegrini,0.0,100.0
520454,Pellegrini,0.0,100.0
520462,Pellegrini,0.0,100.0
520471,Pellegrini,20.0,80.0
520489,Korčok,0.0,0.0
520497,Pellegrini,33.33,66.67
520501,Korčok,0.0,0.0
520519,Korčok,0.0,0.0
520527,Korčok,0.0,0.0
520535,Pellegrini,0.0,100.0
520543,Korčok,0.0,0.0
520551,Pellegrini,0.0,100.0
520560,Pellegrini,0.0,100.0
520578,Korčok,0.0,0.0
520586,Korčok,0.0,0.0
520594,Pellegrini,0.0,100.0
520616,Korčok,0.0,0.0
520624,Korčok,66.67,33.33
520632,Korčok,0.0,0.0
520641,Korčok,0.0,0.0
520659,Pellegrini,0.0,100.0
520667,Korčok,0.0,0.0
520675,Korčok,100.0,0.0
520683,Pellegrini,0.0,100.0
520691,Korčok,50.0,50.0
520705,Pellegrini,0.0,100.0
520713,Korčok,0.0,0.0
520721,Pellegrini,0.0,100.0
520730,Korčok,0.0,0.0
520748,Korčok,100.0,0.0
520764,Korčok,0.0,0.0
520772,Pellegrini,0.0,100.0
520781,Korčok,0.0,0.0
520802,Pellegrini,4.88,95.12
520811,Korčok,0.0,0.0
520829,Korčok,50.0,50.0
520845,Korčok,0.0,0.0
520853,Korčok,0.0,0.0
520861,Korčok,0.0,0.0
520870,Korčok,0.0,0.0
520888,Pellegrini,0.0,100.0
520896,Pellegrini,20.0,80.0
520900,Korčok,0.0,0.0
520918,Korčok,100.0,0.0
520926,Pellegrini,0.0,100.0
520934,Korčok,0.0,0.0
520942,Korčok,0.0,0.0
520951,Korčok,0.0,0.0
520977,Korčok,0.0,0.0
520985,Korčok,50.0,50.0
520993,Pellegrini,33.33,66.67
521001,Korčok,100.0,0.0
521019,Korčok,0.0,0.0
521027,Korčok,0.0,0.0
521035,Pellegrini,0.0,100.0
521043,Korčok,0.0,0.0
521051,Korčok,100.0,0.0
521060,Korčok,0.0,0.0
521078,Korčok,0.0,0.0
521086,Korčok,100.0,0.0
521108,Pellegrini,0.0,100.0
521116,Korčok,0.0,0.0
521141,Pellegrini,0.0,100.0
521159,Pellegrini,0.0,100.0
521167,Korčok,66.67,33.33
521175,Pellegrini,0.0,100.0
521183,Pellegrini,33.33,66.67
521191,Pellegrini,0.0,100.0
521205,Pellegrini,0.0,100.0
521213,Pellegrini,0.0,100.0
521221,Pellegrini,0.0,100.0
521248,Pellegrini,40.0,60.0
521256,Korčok,0.0,0.0
521264,Pellegrini,33.33,66.67
521272,Korčok,0.0,0.0
521281,Korčok,0.0,0.0
521299,Pellegrini,33.33,66.67
521302,Pellegrini,0.0,100.0
521311,Korčok,0.0,0.0
521329,Korčok,0.0,0.0
521337,Pellegrini,0.0,100.0
521345,Pellegrini,8.33,91.67
521353,Pellegrini,0.0,100.0
521361,Pellegrini,25.0,75.0
521370,Pellegrini,14.29,85.71
521388,Pellegrini,0.0,100.0
521396,Pellegrini,40.0,60.0
521400,Pellegrini,0.0,100.0
521418,Korčok,0.0,0.0
521426,Pellegrini,0.0,100.0
521442,Korčok,0.0,0.0
521469,Korčok,0.0,0.0
521477,Pellegrini,0.0,100.0
521485,Pellegrini,0.0,100.0
521493,Pellegrini,0.0,100.0
521507,Korčok,50.0,50.0
521523,Korčok,0.0,0.0
521540,Pellegrini,0.0,100.0
521558,Pellegrini,0.0,100.0
521566,Korčok,0.0,0.0
521574,Pellegrini,0.0,100.0
521582,Pellegrini,0.0,100.0
521591,Pellegrini,37.5,62.5
521604,Pellegrini,0.0,100.0
521612,Pellegrini,16.67,83.33
521639,Pellegrini,0.0,100.0
521655,Pellegrini,11.11,88.89
521663,Pellegrini,0.0,100.0
521671,Korčok,50.0,50.0
521680,Pellegrini,0.0,100.0
521698,Pellegrini,10.0,90.0
521701,Korčok,0.0,0.0
521728,Korčok,0.0,0.0
521736,Korčok,50.0,50.0
521744,Pellegrini,0.0,100.0
521752,Pellegrini,0.0,100.0
521761,Korčok,0.0,0.0
521779,Korčok,0.0,0.0
521787,Pellegrini,0.0,100.0
521795,Pellegrini,0.0,100.0
521809,Pellegrini,0.0,100.0
521817,Pellegrini,0.0,100.0
521825,Pellegrini,0.0,100.0
521833,Korčok,0.0,0.0
521841,Korčok,0.0,0.0
521850,Korčok,0.0,0.0
521868,Korčok,0.0,0.0
521876,Pellegrini,0.0,100.0
521884,Korčok,100.0,0.0
521892,Pellegrini,20.0,80.0
521906,Pellegrini,0.0,100.0
521914,Korčok,0.0,0.0
521922,Pellegrini,0.0,100.0
521931,Pellegrini,0.0,100.0
521949,Pellegrini,0.0,100.0
521957,Pellegrini,0.0,100.0
521965,Pellegrini,0.0,100.0
521973,Pellegrini,0.0,100.0
521981,Pellegrini,0.0,100.0
522007,Korčok,50.0,50.0
522015,Korčok,0.0,0.0
522023,Pellegrini,0.0,100.0
522031,Pellegrini,0.0,100.0
522040,Korčok,50.0,50.0
522066,Pellegrini,40.0,60.0
522074,Korčok,50.0,50.0
522082,Pellegrini,0.0,100.0
522091,Pellegrini,0.0,100.0
522104,Pellegrini,0.0,100.0
522121,Korčok,0.0,0.0
522139,Pellegrini,7.14,92.86
522147,Pellegrini,0.0,100.0
522155,Korčok,0.0,0.0
522163,Korčok,0.0,0.0
522171,Korčok,66.67,33.33
522180,Pellegrini,0.0,100.0
522198,Pellegrini,0.0,100.0
522201,Pellegrini,0.0,100.0
522210,Korčok,0.0,0.0
522244,Pellegrini,0.0,100.0
522252,Korčok,0.0,0.0
522261,Pellegrini,0.0,100.0
522279,Pellegrini,7.87,92.13
522287,Pellegrini,33.33,66.67
522295,Korčok,0.0,0.0
522309,Korčok,0.0,0.0
522317,Korčok,0.0,0.0
522325,Pellegrini,0.0,100.0
522333,Korčok,0.0,0.0
522341,Korčok,0.0,0.0
522350,Korčok,0.0,0.0
522368,Pellegrini,0.0,100.0
522376,Korčok,50.0,50.0
522384,Korčok,0.0,0.0
522392,Korčok,0.0,0.0
522406,Pellegrini,0.0,100.0
522414,Pellegrini,25.0,75.0
522422,Korčok,0.0,0.0
522431,Korčok,0.0,0.0
522449,Korčok,0.0,0.0
522457,Pellegrini,0.0,100.0
522465,Korčok,0.0,0.0
522473,Korčok,0.0,0.0
522481,Pellegrini,0.0,100.0
522490,Korčok,0.0,0.0
522503,Pellegrini,0.0,100.0
522511,Korčok,0.0,0.0
522520,Korčok,0.0,0.0
522538,Korčok,0.0,0.0
522546,Korčok,50.0,50.0
522554,Korčok,0.0,0.0
522562,Korčok,50.0,50.0
522571,Korčok,100.0,0.0
522589,Pellegrini,0.0,100.0
522597,Pellegrini,0.0,100.0
522601,Korčok,0.0,0.0
522627,Korčok,0.0,0.0
522635,Korčok,0.0,0.0
522643,Pellegrini,0.0,100.0
522651,Korčok,100.0,0.0
522660,Pellegrini,0.0,100.0
522678,Korčok,0.0,0.0
522686,Pellegrini,40.0,60.0
522694,Pellegrini,25.0,75.0
522708,Korčok,0.0,0.0
522716,Korčok,0.0,0.0
522724,Pellegrini,0.0,100.0
522732,Pellegrini,0.0,100.0
522741,Pellegrini,0.0,100.0
522759,Korčok,50.0,50.0
522767,Korčok,0.0,0.0
522783,Korčok,0.0,0.0
522791,Korčok,50.0,50.0
522805,Pellegrini,0.0,100.0
522813,Pellegrini,0.0,100.0
522821,Pellegrini,0.0,100.0
522830,Korčok,0.0,0.0
522848,Korčok,100.0,0.0
522856,Pellegrini,0.0,100.0
522864,Pellegrini,0.0,100.0
522872,Pellegrini,33.33,66.67
522881,Korčok,100.0,0.0
522899,Pellegrini,0.0,100.0
522902,Pellegrini,0.0,100.0
522911,Pellegrini,0.0,100.0
522929,Pellegrini,0.0,100.0
522937,Korčok,0.0,0.0
522945,Korčok,0.0,0.0
522953,Korčok,0.0,0.0
522961,Pellegrini,0.0,100.0
522970,Korčok,0.0,0.0
522988,Pellegrini,25.0,75.0
522996,Pellegrini,33.33,66.67
523003,Korčok,0.0,0.0
523011,Korčok,100.0,0.0
523020,Korčok,0.0,0.0
523038,Korčok,0.0,0.0
523046,Korčok,0.0,0.0
523054,Korčok,0.0,0.0
523062,Korčok,50.0,50.0
523071,Pellegrini,0.0,100.0
523089,Pellegrini,0.0,100.0
523097,Pellegrini,0.0,100.0
523101,Pellegrini,9.09,90.91
523119,Korčok,50.0,50.0
523127,Korčok,0.0,0.0
523135,Pellegrini,0.0,100.0
523143,Korčok,0.0,0.0
523151,Pellegrini,0.0,100.0
523160,Korčok,0.0,0.0
523178,Korčok,0.0,0.0
523186,Pellegrini,0.0,100.0
523194,Pellegrini,0.0,100.0
523208,Korčok,0.0,0.0
523216,Pellegrini,0.0,100.0
523224,Pellegrini,0.0,100.0
523232,Pellegrini,0.0,100.0
523241,Pellegrini,0.0,100.0
523259,Pellegrini,0.0,100.0
523267,Korčok,0.0,0.0
523275,Korčok,0.0,0.0
523283,Pellegrini,0.0,100.0
523291,Pellegrini,20.0,80.0
523305,Korčok,0.0,0.0
523313,Korčok,0.0,0.0
523321,Korčok,100.0,0.0
523330,Pellegrini,0.0,100.0
523348,Korčok,0.0,0.0
523356,Pellegrini,0.0,100.0
523364,Korčok,0.0,0.0
523372,Pellegrini,0.0,100.0
523381,Pellegrini,5.76,94.24
523399,Korčok,0.0,0.0
523402,Pellegrini,11.11,88.89
523411,Pellegrini,0.0,100.0
523429,Pellegrini,0.0,100.0
523437,Pellegrini,16.67,83.33
523445,Pellegrini,0.0,100.0
523461,Korčok,0.0,0.0
523470,Korčok,0.0,0.0
523488,Pellegrini,0.0,100.0
523496,Korčok,0.0,0.0
523500,Korčok,0.0,0.0
523518,Pellegrini,33.33,66.67
523526,Pellegrini,0.0,100.0
523534,Pellegrini,0.0,100.0
523542,Pellegrini,20.0,80.0
523569,Korčok,100.0,0.0
523577,Korčok,50.0,50.0
523585,Pellegrini,4.35,95.65
523593,Pellegrini,20.0,80.0
523607,Korčok,0.0,0.0
523615,Korčok,50.0,50.0
523623,Pellegrini,4.35,95.65
523631,Pellegrini,12.5,87.5
523658,Pellegrini,33.33,66.67
523674,Korčok,0.0,0.0
523682,Pellegrini,0.0,100.0
523712,Pellegrini,0.0,100.0
523721,Pellegrini,0.0,100.0
523739,Pellegrini,0.0,100.0
523747,Pellegrini,0.0,100.0
523763,Pellegrini,0.0,100.0
523771,Pellegrini,0.0,100.0
523780,Pellegrini,0.0,100.0
523798,Pellegrini,0.0,100.0
523801,Korčok,0.0,0.0
523810,Pellegrini,0.0,100.0
523828,Pellegrini,4.0,96.0
523836,Pellegrini,42.86,57.14
523844,Pellegrini,0.0,100.0
523852,Pellegrini,28.57,71.43
523861,Pellegrini,0.0,100.0
523879,Pellegrini,14.29,85.71
523887,Korčok,100.0,0.0
523909,Korčok,100.0,0.0
523925,Pellegrini,7.69,92.31
523933,Pellegrini,5.88,94.12
523950,Pellegrini,0.0,100.0
523976,Pellegrini,0.0,100.0
523984,Pellegrini,0.0,100.0
523992,Pellegrini,0.0,100.0
524000,Pellegrini,14.29,85.71
524018,Pellegrini,0.0,100.0
524026,Korčok,0.0,0.0
524034,Korčok,50.0,50.0
524042,Korčok,100.0,0.0
524051,Pellegrini,33.33,66.67
524069,Pellegrini,0.0,100.0
524077,Pellegrini,33.33,66.67
524085,Korčok,50.0,50.0
524093,Korčok,0.0,0.0
524107,Pellegrini,0.0,100.0
524115,Korčok,0.0,0.0
524123,Pellegrini,0.0,100.0
524131,Pellegrini,25.0,75.0
524140,Pellegrini,5.32,94.68
524158,Pellegrini,0.0,100.0
524174,Pellegrini,0.0,100.0
524182,Korčok,0.0,0.0
524191,Korčok,50.0,50.0
524204,Pellegrini,0.0,100.0
524212,Pellegrini,16.67,83.33
524221,Pellegrini,0.0,100.0
524239,Pellegrini,9.09,90.91
524247,Pellegrini,0.0,100.0
524255,Pellegrini,0.0,100.0
524263,Korčok,0.0,0.0
524271,Pellegrini,0.0,100.0
524280,Pellegrini,0.0,100.0
524298,Pellegrini,0.0,100.0
524301,Pellegrini,0.0,100.0
524310,Pellegrini,0.0,100.0
524328,Korčok,0.0,0.0
524336,Pellegrini,0.0,100.0
524344,Pellegrini,0.0,100.0
524352,Korčok,50.0,50.0
524361,Pellegrini,33.33,66.67
524379,Pellegrini,0.0,100.0
524387,Pellegrini,0.0,100.0
524395,Pellegrini,20.0,80.0
524409,Pellegrini,0.0,100.0
524417,Pellegrini,0.0,100.0
524425,Korčok,100.0,0.0
524433,Pellegrini,33.33,66.67
524441,Pellegrini,0.0,100.0
524450,Pellegrini,0.0,100.0
524468,Pellegrini,0.0,100.0
524476,Korčok,0.0,0.0
524492,Pellegrini,0.0,100.0
524506,Pellegrini,0.0,100.0
524514,Pellegrini,0.0,100.0
524522,Pellegrini,0.0,100.0
524531,Korčok,0.0,0.0
524549,Pellegrini,0.0,100.0
524557,Pellegrini,0.0,100.0
524565,Pellegrini,0.0,100.0
524573,Pellegrini,0.0,100.0
524581,Korčok,0.0,0.0
524590,Pellegrini,0.0,100.0
524603,Pellegrini,0.0,100.0
524611,Pellegrini,0.0,100.0
524620,Pellegrini,0.0,100.0
524638,Pellegrini,0.0,100.0
524646,Pellegrini,0.0,100.0
524654,Pellegrini,0.0,100.0
524662,Pellegrini,20.0,80.0
524671,Pellegrini,0.0,100.0
524689,Pellegrini,0.0,100.0
524697,Korčok,0.0,0.0
524701,Korčok,0.0,0.0
524727,Pellegrini,20.0,80.0
524735,Korčok,0.0,0.0
524743,Pellegrini,0.0,100.0
524751,Pellegrini,0.0,100.0
524760,Pellegrini,33.33,66.67
524778,Pellegrini,7.41,92.59
524786,Pellegrini,0.0,100.0
524794,Pellegrini,0.0,100.0
524808,Pellegrini,0.0,100.0
524816,Pellegrini,11.11,88.89
524824,Korčok,100.0,0.0
524832,Pellegrini,0.0,100.0
524841,Pellegrini,0.0,100.0
524867,Pellegrini,0.0,100.0
524875,Pellegrini,0.0,100.0
524883,Pellegrini,0.0,100.0
524905,Pellegrini,0.0,100.0
524913,Pellegrini,0.0,100.0
524921,Pellegrini,0.0,100.0
524930,Pellegrini,0.0,100.0
524948,Korčok,0.0,0.0
524956,Korčok,100.0,0.0
524964,Korčok,0.0,0.0
524981,Korčok,50.0,50.0
524999,Korčok,0.0,0.0
525006,Pellegrini,9.09,90.91
525014,Pellegrini,0.0,100.0
525022,Pellegrini,0.0,100.0
525031,Pellegrini,0.0,100.0
525049,Pellegrini,0.0,100.0
525057,Pellegrini,16.67,83.33
525065,Korčok,0.0,0.0
525073,Pellegrini,0.0,100.0
525081,Pellegrini,0.0,100.0
525090,Pellegrini,0.0,100.0
525103,Korčok,0.0,0.0
525111,Pellegrini,0.0,100.0
525120,Pellegrini,0.0,100.0
525138,Pellegrini,0.0,100.0
525146,Pellegrini,9.26,90.74
525154,Pellegrini,20.0,80.0
525162,Pellegrini,0.0,100.0
525171,Pellegrini,16.67,83.33
525189,Korčok,0.0,0.0
525197,Korčok,50.0,50.0
525201,Pellegrini,0.0,100.0
525219,Pellegrini,0.0,100.0
525235,Pellegrini,25.0,75.0
525243,Korčok,0.0,0.0
525251,Korčok,100.0,0.0
525260,Pellegrini,7.69,92.31
525278,Korčok,0.0,0.0
525286,Pellegrini,8.33,91.67
525294,Pellegrini,10.0,90.0
525308,Korčok,0.0,0.0
525316,Pellegrini,0.0,100.0
525324,Pellegrini,0.0,100.0
525332,Korčok,0.0,0.0
525341,Pellegrini,15.38,84.62
525359,Korčok,0.0,0.0
525367,Korčok,0.0,0.0
525375,Pellegrini,0.0,100.0
525383,Pellegrini,33.33,66.67
525391,Pellegrini,0.0,100.0
525405,Pellegrini,2.22,97.78
525413,Pellegrini,14.29,85.71
525421,Korčok,0.0,0.0
525430,Pellegrini,0.0,100.0
525448,Pellegrini,4.0,96.0
525456,Pellegrini,42.86,57.14
525472,Pellegrini,0.0,100.0
525499,Korčok,0.0,0.0
525502,Pellegrini,0.0,100.0
525511,Pellegrini,0.0,100.0
525529,Pellegrini,16.13,83.87
525537,Korčok,0.0,0.0
525545,Korčok,0.0,0.0
525553,Korčok,0.0,0.0
525561,Korčok,0.0,0.0
525570,Korčok,0.0,0.0
525596,Pellegrini,0.0,100.0
525600,Korčok,0.0,0.0
525618,Pellegrini,0.0,100.0
525626,Korčok,0.0,0.0
525634,Korčok,100.0,0.0
525642,Pellegrini,0.0,100.0
525651,Korčok,50.0,50.0
525669,Pellegrini,20.0,80.0
525677,Pellegrini,0.0,100.0
525685,Korčok,0.0,0.0
525693,Pellegrini,0.0,100.0
525707,Korčok,0.0,0.0
525715,Korčok,0.0,0.0
525723,Korčok,50.0,50.0
525731,Korčok,0.0,0.0
525740,Korčok,100.0,0.0
525758,Korčok,0.0,0.0
525766,Korčok,100.0,0.0
525774,Pellegrini,0.0,100.0
525782,Pellegrini,0.0,100.0
525791,Korčok,80.0,20.0
525812,Korčok,100.0,0.0
525821,Pellegrini,0.0,100.0
525839,Pellegrini,0.0,100.0
525847,Korčok,0.0,0.0
525855,Korčok,0.0,0.0
525863,Korčok,0.0,0.0
525871,Korčok,0.0,0.0
525898,Korčok,0.0,0.0
525901,Korčok,0.0,0.0
525910,Korčok,0.0,0.0
525928,Pellegrini,0.0,100.0
525936,Korčok,0.0,0.0
525944,Korčok,0.0,0.0
525952,Korčok,0.0,0.0
525961,Korčok,0.0,0.0
525987,Pellegrini,40.0,60.0
525995,Korčok,0.0,0.0
526002,Pellegrini,0.0,100.0
526011,Pellegrini,0.0,100.0
526029,Pellegrini,0.0,100.0
526037,Korčok,0.0,0.0
526045,Korčok,0.0,0.0
526053,Korčok,0.0,0.0
526061,Korčok,0.0,0.0
526070,Korčok,0.0,0.0
526088,Korčok,0.0,0.0
526096,Pellegrini,0.0,100.0
526100,Korčok,0.0,0.0
526118,Korčok,100.0,0.0
526126,Korčok,0.0,0.0
526134,Korčok,100.0,0.0
526142,Pellegrini,27.27,72.73
526151,Pellegrini,0.0,100.0
526177,Pellegrini,0.0,100.0
526185,Korčok,0.0,0.0
526193,Korčok,0.0,0.0
526207,Pellegrini,0.0,100.0
526215,Korčok,0.0,0.0
526223,Korčok,0.0,0.0
526231,Korčok,0.0,0.0
526240,Korčok,0.0,0.0
526258,Korčok,0.0,0.0
526266,Korčok,0.0,0.0
526274,Korčok,0.0,0.0
526282,Korčok,60.0,40.0
526291,Korčok,0.0,0.0
526304,Korčok,0.0,0.0
526312,Korčok,0.0,0.0
526321,Korčok,0.0,0.0
526339,Pellegrini,0.0,100.0
526347,Korčok,0.0,0.0
526355,Pellegrini,9.45,90.55
526363,Pellegrini,0.0,100.0
526371,Korčok,0.0,0.0
526380,Korčok,0.0,0.0
526398,Korčok,0.0,0.0
526401,Pellegrini,0.0,100.0
526410,Korčok,0.0,0.0
526428,Pellegrini,0.0,100.0
526436,Pellegrini,0.0,100.0
526444,Pellegrini,0.0,100.0
526452,Pellegrini,0.0,100.0
526461,Korčok,0.0,0.0
526479,Pellegrini,16.67,83.33
526487,Korčok,50.0,50.0
526495,Korčok,0.0,0.0
526509,Pellegrini,0.0,100.0
526517,Pellegrini,20.0,80.0
526525,Korčok,0.0,0.0
526533,Korčok,60.0,40.0
526541,Pellegrini,16.67,83.33
526550,Korčok,0.0,0.0
526568,Korčok,0.0,0.0
526576,Pellegrini,0.0,100.0
526584,Korčok,0.0,0.0
526592,Korčok,100.0,0.0
526606,Pellegrini,0.0,100.0
526614,Pellegrini,0.0,100.0
526631,Pellegrini,25.0,75.0
526649,Korčok,0.0,0.0
526657,Korčok,0.0,0.0
526665,Pellegrini,6.9,93.1
526673,Pellegrini,0.0,100.0
526681,Pellegrini,0.0,100.0
526690,Pellegrini,0.0,100.0
526703,Korčok,0.0,0.0
526711,Pellegrini,0.0,100.0
526720,Pellegrini,0.0,100.0
526738,Korčok,100.0,0.0
526746,Pellegrini,0.0,100.0
526754,Pellegrini,0.0,100.0
526762,Pellegrini,0.0,100.0
526771,Korčok,0.0,0.0
526789,Pellegrini,0.0,100.0
526797,Pellegrini,0.0,100.0
526801,Pellegrini,0.0,100.0
526819,Pellegrini,0.0,100.0
526827,Pellegrini,0.0,100.0
526835,Korčok,0.0,0.0
526843,Pellegrini,0.0,100.0
526851,Pellegrini,0.0,100.0
526860,Pellegrini,0.0,100.0
526878,Pellegrini,0.0,100.0
526886,Pellegrini,0.0,100.0
526894,Korčok,0.0,0.0
526908,Pellegrini,5.88,94.12
526916,Korčok,50.0,50.0
526924,Pellegrini,7.14,92.86
526932,Korčok,0.0,0.0
526941,Korčok,0.0,0.0
526959,Pellegrini,20.0,80.0
526967,Pellegrini,0.0,100.0
526975,Pellegrini,0.0,100.0
526983,Pellegrini,0.0,100.0
526991,Pellegrini,0.0,100.0
527009,Korčok,0.0,0.0
527017,Korčok,0.0,0.0
527025,Pellegrini,0.0,100.0
527033,Korčok,0.0,0.0
527041,Pellegrini,0.0,100.0
527050,Korčok,50.0,50.0
527068,Pellegrini,0.0,100.0
527076,Pellegrini,33.33,66.67
527084,Pellegrini,0.0,100.0
527092,Pellegrini,0.0,100.0
527106,Pellegrini,12.5,87.5
527114,Pellegrini,0.0,100.0
527122,Korčok,0.0,0.0
527131,Korčok,0.0,0.0
527149,Pellegrini,0.0,100.0
527157,Pellegrini,0.0,100.0
527165,Pellegrini,0.0,100.0
527173,Korčok,0.0,0.0
527181,Pellegrini,0.0,100.0
527190,Korčok,0.0,0.0
527203,Pellegrini,0.0,100.0
527211,Pellegrini,0.0,100.0
527220,Korčok,0.0,0.0
527238,Korčok,0.0,0.0
527246,Korčok,0.0,0.0
527254,Korčok,0.0,0.0
527262,Korčok,0.0,0.0
527271,Korčok,0.0,0.0
527289,Pellegrini,0.0,100.0
527297,Pellegrini,0.0,100.0
527301,Korčok,0.0,0.0
527319,Korčok,0.0,0.0
527327,Pellegrini,0.0,100.0
527335,Korčok,50.0,50.0
527343,Korčok,0.0,0.0
527351,Korčok,0.0,0.0
527360,Pellegrini,0.0,100.0
527378,Pellegrini,0.0,100.0
527386,Korčok,0.0,0.0
527394,Pellegrini,0.0,100.0
527408,Korčok,0.0,0.0
527416,Korčok,0.0,0.0
527424,Korčok,0.0,0.0
527432,Korčok,0.0,0.0
527441,Korčok,0.0,0.0
527459,Korčok,0.0,0.0
527467,Korčok,0.0,0.0
527475,Korčok,0.0,0.0
527483,Korčok,0.0,0.0
527491,Korčok,0.0,0.0
527505,Korčok,100.0,0.0
527513,Korčok,0.0,0.0
527521,Pellegrini,0.0,100.0
527530,Korčok,0.0,0.0
527548,Korčok,0.0,0.0
527556,Pellegrini,0.0,100.0
527564,Pellegrini,0.0,100.0
527572,Korčok,0.0,0.0
527581,Korčok,0.0,0.0
527599,Korčok,100.0,0.0
527602,Korčok,0.0,0.0
527611,Korčok,0.0,0.0
527629,Pellegrini,0.0,100.0
527637,Pellegrini,0.0,100.0
527645,Pellegrini,0.0,100.0
527653,Korčok,0.0,0.0
527661,Korčok,0.0,0.0
527670,Pellegrini,0.0,100.0
527688,Korčok,0.0,0.0
527696,Pellegrini,0.0,100.0
527700,Pellegrini,0.0,100.0
527718,Korčok,0.0,0.0
527726,Korčok,0.0,0.0
527734,Korčok,0.0,0.0
527742,Korčok,0.0,0.0
527751,Pellegrini,0.0,100.0
527769,Korčok,0.0,0.0
527777,Korčok,100.0,0.0
527785,Korčok,100.0,0.0
527793,Korčok,0.0,0.0
527807,Korčok,0.0,0.0
527815,Pellegrini,0.0,100.0
527823,Korčok,0.0,0.0
527831,Pellegrini,0.0,100.0
527840,Pellegrini,0.0,100.0
527858,Pellegrini,0.0,100.0
527866,Pellegrini,0.0,100.0
527874,Korčok,0.0,0.0
527882,Pellegrini,0.0,100.0
527891,Korčok,0.0,0.0
527904,Korčok,0.0,0.0
527912,Korčok,0.0,0.0
527921,Korčok,0.0,0.0
527939,Pellegrini,0.0,100.0
527947,Korčok,0.0,0.0
527955,Pellegrini,0.0,100.0
527963,Korčok,0.0,0.0
527971,Korčok,0.0,0.0
527980,Korčok,0.0,0.0
527998,Korčok,0.0,0.0
528005,Korčok,0.0,0.0
528013,Korčok,0.0,0.0
528021,Korčok,100.0,0.0
528030,Korčok,0.0,0.0
528048,Pellegrini,0.0,100.0
528056,Korčok,0.0,0.0
528064,Korčok,0.0,0.0
528072,Pellegrini,0.0,100.0
528081,Pellegrini,0.0,100.0
528099,Pellegrini,16.67,83.33
528102,Korčok,0.0,0.0
528111,Pellegrini,0.0,100.0
528129,Korčok,0.0,0.0
528137,Pellegrini,0.0,100.0
528145,Pellegrini,0.0,100.0
528153,Korčok,0.0,0.0
528161,Korčok,0.0,0.0
528170,Pellegrini,25.0,75.0
528188,Korčok,0.0,0.0
528200,Pellegrini,0.0,100.0
528218,Pellegrini,0.0,100.0
528226,Pellegrini,0.0,100.0
528234,Pellegrini,0.0,100.0
528242,Pellegrini,0.0,100.0
528251,Korčok,0.0,0.0
528269,Korčok,0.0,0.0
528277,Korčok,0.0,0.0
528285,Korčok,0.0,0.0
528293,Pellegrini,0.0,100.0
528307,Korčok,100.0,0.0
528315,Korčok,0.0,0.0
528323,Pellegrini,0.0,100.0
528331,Korčok,0.0,0.0
528340,Korčok,100.0,0.0
528358,Korčok,0.0,0.0
528366,Korčok,100.0,0.0
528374,Korčok,0.0,0.0
528382,Korčok,0.0,0.0
528391,Korčok,0.0,0.0
528404,Korčok,0.0,0.0
528412,Korčok,0.0,0.0
528421,Pellegrini,0.0,100.0
528439,Korčok,0.0,0.0
528447,Pellegrini,33.33,66.67
528455,Korčok,50.0,50.0
528463,Korčok,100.0,0.0
528471,Korčok,66.67,33.33
528480,Korčok,0.0,0.0
528498,Pellegrini,33.33,66.67
528501,Korčok,66.67,33.33
528510,Korčok,0.0,0.0
528528,Korčok,0.0,0.0
528536,Korčok,0.0,0.0
528544,Pellegrini,33.33,66.67
528552,Pellegrini,0.0,100.0
528561,Korčok,0.0,0.0
528579,Korčok,100.0,0.0
528587,Pellegrini,25.0,75.0
528609,Pellegrini,0.0,100.0
528617,Pellegrini,0.0,100.0
528625,Pellegrini,0.0,100.0
528633,Korčok,0.0,0.0
