IDN4,obec,IDN2,nationality_majority,SK-2021-rate,HU-2021-rate,RMY-2021-rate,RUE-2021-rate,obec_code,Danko,Dubovský,Forró,Harabin,Korčok,Kotleba,Kubiš,Matovič,Náhlik,Pellegrini,Švec,voted,voters,turnout
526975,Podolínec,7,SK,91.1%,0.1%,1.5%,0.4%,526975.0,0.0,7.0,0.0,157.0,444.0,3.0,22.0,16.0,0.0,370.0,1.0,1020.0,2331.0,43.76
526983,Pusté Pole,7,SK,95.9%,0.0%,1.4%,1.8%,526983.0,0.0,1.0,0.0,16.0,26.0,0.0,0.0,3.0,0.0,61.0,0.0,107.0,176.0,60.8
526991,Ruská Voľa nad Popradom - Руська Воля над Попрадом,7,SK,60.0%,0.0%,0.0%,35.0%,526991.0,0.0,1.0,0.0,11.0,11.0,0.0,1.0,0.0,0.0,18.0,0.0,42.0,73.0,57.53
527009,Starina,7,SK,75.0%,0.0%,0.0%,19.2%,527009.0,0.0,0.0,0.0,7.0,17.0,0.0,0.0,0.0,0.0,15.0,0.0,39.0,55.0,70.91
527017,Stráňany - Страняны,7,SK,74.3%,0.0%,0.0%,24.1%,527017.0,0.0,0.0,0.0,24.0,24.0,1.0,1.0,0.0,0.0,32.0,0.0,82.0,151.0,54.3
527025,Sulín,7,SK,90.5%,0.0%,0.0%,8.2%,527025.0,0.0,1.0,0.0,16.0,38.0,1.0,4.0,0.0,0.0,75.0,0.0,135.0,249.0,54.22
527033,Šambron,7,SK,79.0%,0.0%,0.0%,18.6%,527033.0,0.0,0.0,0.0,22.0,30.0,0.0,4.0,6.0,0.0,118.0,0.0,180.0,290.0,62.07
527041,Šarišské Jastrabie,7,SK,42.8%,0.0%,39.1%,12.9%,527041.0,0.0,4.0,0.0,44.0,60.0,2.0,6.0,56.0,1.0,239.0,0.0,412.0,951.0,43.32
527050,Údol - Удол,7,SK,67.4%,0.3%,0.0%,29.4%,527050.0,1.0,1.0,1.0,12.0,73.0,4.0,8.0,4.0,0.0,100.0,0.0,204.0,306.0,66.67
527068,Veľká Lesná,7,SK,96.6%,0.2%,0.0%,0.0%,527068.0,0.0,2.0,0.0,16.0,101.0,5.0,2.0,8.0,2.0,90.0,0.0,226.0,375.0,60.27
527076,Veľký Lipník,7,SK,83.2%,0.0%,0.0%,15.8%,527076.0,1.0,2.0,0.0,55.0,91.0,3.0,3.0,6.0,0.0,211.0,1.0,373.0,697.0,53.52
527084,Vislanka,7,SK,91.3%,0.0%,0.0%,6.0%,527084.0,0.0,1.0,0.0,10.0,26.0,2.0,1.0,2.0,0.0,51.0,0.0,93.0,214.0,43.46
527092,Vyšné Ružbachy,7,SK,97.2%,0.2%,0.4%,0.1%,527092.0,0.0,4.0,0.0,104.0,240.0,7.0,10.0,13.0,1.0,210.0,1.0,590.0,1166.0,50.6
527106,Svidník,7,SK,77.5%,0.1%,0.6%,13.6%,527106.0,3.0,21.0,3.0,567.0,959.0,18.0,70.0,66.0,1.0,2248.0,2.0,3958.0,8120.0,48.74
527114,Baňa,7,SK,93.6%,0.0%,0.0%,1.1%,527114.0,0.0,4.0,0.0,10.0,30.0,3.0,3.0,6.0,0.0,22.0,0.0,78.0,170.0,45.88
527122,Belejovce,7,SK,95.8%,0.0%,0.0%,4.2%,527122.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0,21.0,57.14
527131,Beňadikovce - Бенядиківцї,7,SK,48.0%,0.5%,7.8%,42.2%,527131.0,0.0,0.0,0.0,18.0,8.0,0.0,0.0,2.0,0.0,45.0,0.0,73.0,153.0,47.71
527149,Bodružal,7,SK,73.3%,0.0%,5.0%,15.0%,527149.0,0.0,1.0,0.0,14.0,0.0,1.0,0.0,0.0,1.0,12.0,0.0,29.0,49.0,59.18
527157,Breznica,7,SK,97.3%,0.1%,0.0%,0.9%,527157.0,0.0,1.0,0.0,35.0,87.0,1.0,6.0,26.0,0.0,178.0,0.0,334.0,651.0,51.31
527165,Breznička (SP),7,SK,89.0%,0.0%,0.0%,11.0%,527165.0,0.0,1.0,0.0,3.0,12.0,1.0,1.0,2.0,0.0,34.0,0.0,54.0,106.0,50.94
527173,Brusnica,7,SK,73.1%,0.0%,4.2%,17.5%,527173.0,0.0,0.0,0.0,18.0,28.0,0.0,1.0,2.0,0.0,60.0,0.0,109.0,230.0,47.39
527181,Bukovce,7,SK,86.6%,0.0%,1.1%,10.0%,527181.0,0.0,7.0,0.0,33.0,37.0,1.0,4.0,0.0,0.0,119.0,0.0,201.0,418.0,48.09
527190,Bystrá (SP),7,SK,81.0%,0.0%,0.0%,19.0%,527190.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,15.0,0.0,21.0,22.0,95.45
527203,Bžany,7,SK,91.6%,0.0%,1.9%,3.3%,527203.0,0.0,1.0,0.0,28.0,43.0,3.0,2.0,1.0,0.0,37.0,0.0,115.0,194.0,59.28
527211,Cernina,7,SK,84.5%,0.0%,1.5%,11.5%,527211.0,0.0,2.0,1.0,33.0,28.0,1.0,1.0,4.0,0.0,140.0,1.0,211.0,456.0,46.27
527220,Cigla - Ціґла,7,SK,70.3%,0.0%,0.0%,23.0%,527220.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,30.0,0.0,46.0,75.0,61.33
527238,Dlhoňa,7,XR,39.6%,0.0%,52.7%,4.4%,527238.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,16.0,0.0,21.0,0.0,46.0,69.0,66.67
527246,Dobroslava - Доброслава,7,SK,69.6%,0.0%,0.0%,23.9%,527246.0,0.0,0.0,0.0,6.0,7.0,0.0,1.0,1.0,0.0,12.0,0.0,27.0,41.0,65.85
527254,Dubová (SK) - Дубова,7,SK,61.5%,0.5%,5.0%,28.5%,527254.0,0.0,0.0,0.0,13.0,13.0,1.0,4.0,3.0,0.0,52.0,0.0,86.0,171.0,50.29
527262,Duplín,7,SK,97.6%,0.0%,0.2%,1.2%,527262.0,0.0,0.0,0.0,39.0,59.0,1.0,3.0,1.0,1.0,110.0,0.0,214.0,401.0,53.37
527271,Fijaš,7,SK,87.7%,0.0%,0.0%,11.6%,527271.0,0.0,0.0,0.0,10.0,21.0,0.0,0.0,6.0,0.0,39.0,0.0,76.0,110.0,69.09
527289,Gribov,7,SK,82.0%,0.0%,0.0%,13.2%,527289.0,0.0,1.0,0.0,15.0,13.0,1.0,2.0,9.0,0.0,42.0,0.0,83.0,144.0,57.64
527297,Havaj - Гавай,7,SK,75.3%,0.0%,0.5%,20.7%,527297.0,0.0,1.0,0.0,30.0,26.0,1.0,3.0,2.0,0.0,89.0,0.0,152.0,307.0,49.51
527301,Havranec,7,SK,80.0%,0.0%,0.0%,13.3%,527301.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,12.0,83.33
527319,Hrabovčík,7,SK,84.8%,0.0%,0.0%,11.6%,527319.0,0.0,0.0,1.0,39.0,24.0,1.0,2.0,4.0,0.0,94.0,0.0,165.0,241.0,68.46
527327,Hunkovce,7,SK,74.4%,0.0%,4.0%,15.9%,527327.0,0.0,1.0,1.0,16.0,21.0,2.0,2.0,4.0,1.0,54.0,0.0,102.0,249.0,40.96
527335,Chotča,7,SK,93.2%,0.0%,0.0%,4.0%,527335.0,1.0,1.0,1.0,59.0,63.0,1.0,2.0,3.0,0.0,118.0,0.0,249.0,504.0,49.4
527343,Jakušovce - Якушівцї,7,XU,45.0%,0.0%,0.0%,52.5%,527343.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,21.0,36.0,58.33
527351,Jurkova Voľa - Юркова Воля,7,SK,67.9%,0.0%,0.0%,25.0%,527351.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,2.0,0.0,21.0,0.0,40.0,68.0,58.82
527360,Kapišová,7,SK,77.1%,0.0%,10.9%,8.2%,527360.0,0.0,1.0,1.0,23.0,34.0,0.0,1.0,5.0,1.0,81.0,0.0,147.0,370.0,39.73
527378,Kečkovce,7,SK,78.0%,0.0%,3.5%,10.6%,527378.0,0.0,1.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,32.0,0.0,51.0,184.0,27.72
527386,Kolbovce,7,SK,49.7%,0.0%,30.5%,18.1%,527386.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,3.0,0.0,47.0,0.0,59.0,141.0,41.84
527394,Korejovce,7,SK,84.2%,0.0%,0.0%,14.5%,527394.0,0.0,2.0,0.0,4.0,17.0,2.0,1.0,0.0,0.0,25.0,0.0,51.0,70.0,72.86
527408,Korunková,7,SK,86.8%,0.0%,0.0%,9.2%,527408.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,22.0,0.0,41.0,56.0,73.21
527416,Kožuchovce - Кожухівцї,7,SK,77.1%,2.1%,0.0%,20.8%,527416.0,0.0,0.0,0.0,9.0,2.0,1.0,2.0,1.0,0.0,24.0,0.0,39.0,48.0,81.25
527424,Krajná Bystrá,7,SK,82.7%,0.0%,6.5%,6.8%,527424.0,0.0,0.0,0.0,10.0,13.0,1.0,1.0,1.0,0.0,120.0,0.0,146.0,329.0,44.38
527432,Krajná Poľana,7,SK,85.4%,0.0%,3.8%,5.7%,527432.0,0.0,0.0,2.0,15.0,10.0,2.0,2.0,0.0,0.0,41.0,0.0,72.0,165.0,43.64
527441,Krajná Porúbka - Крайня Порубка,7,XU,45.7%,0.0%,0.0%,54.3%,527441.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,18.0,0.0,28.0,39.0,71.79
527459,Krajné Čierno - Крайнє Чорне,7,SK,59.5%,0.0%,0.0%,36.7%,527459.0,0.0,0.0,1.0,3.0,12.0,1.0,0.0,1.0,0.0,27.0,0.0,45.0,77.0,58.44
527467,Krišľovce - Кришлівцї,7,SK,68.8%,0.0%,0.0%,31.3%,527467.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,7.0,1.0,20.0,36.0,55.56
527475,Krušinec,7,SK,92.0%,0.0%,0.0%,1.3%,527475.0,0.0,0.0,0.0,15.0,26.0,3.0,1.0,4.0,0.0,34.0,0.0,83.0,188.0,44.15
527483,Kružlová - Кружлёва,7,SK,58.4%,0.0%,18.3%,21.3%,527483.0,0.0,0.0,0.0,32.0,16.0,1.0,0.0,3.0,0.0,76.0,0.0,128.0,504.0,25.4
527491,Kurimka - Куримка,7,SK,67.6%,0.0%,5.2%,22.0%,527491.0,0.0,0.0,0.0,20.0,13.0,1.0,3.0,3.0,1.0,106.0,0.0,147.0,288.0,51.04
527505,Ladomirová,7,SK,85.0%,0.1%,5.2%,7.8%,527505.0,1.0,0.0,1.0,58.0,42.0,2.0,5.0,8.0,1.0,169.0,0.0,287.0,778.0,36.89
527513,Lomné,7,SK,93.6%,0.0%,0.0%,3.8%,527513.0,0.0,0.0,0.0,16.0,27.0,1.0,0.0,3.0,0.0,58.0,0.0,105.0,204.0,51.47
527521,Makovce,7,SK,77.1%,0.0%,0.0%,17.4%,527521.0,0.0,1.0,0.0,22.0,10.0,1.0,1.0,0.0,0.0,34.0,0.0,69.0,120.0,57.5
527530,Malá Poľana - Мала Поляна,7,SK,56.5%,0.0%,0.0%,40.0%,527530.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,3.0,0.0,27.0,0.0,49.0,85.0,57.65
527548,Matovce,7,SK,93.2%,0.0%,0.0%,6.8%,527548.0,0.0,0.0,0.0,15.0,10.0,0.0,2.0,3.0,0.0,26.0,0.0,56.0,94.0,59.57
527556,Medvedie - Медведже,7,SK,52.3%,0.0%,0.0%,40.9%,527556.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,25.0,0.0,35.0,43.0,81.4
527564,Mestisko,7,SK,96.0%,0.4%,0.0%,2.7%,527564.0,0.0,5.0,0.0,23.0,34.0,0.0,4.0,3.0,0.0,133.0,0.0,202.0,349.0,57.88
527572,Miková - Микова,7,SK,33.6%,1.4%,19.9%,31.5%,527572.0,0.0,0.0,0.0,13.0,10.0,1.0,0.0,4.0,0.0,18.0,0.0,46.0,105.0,43.81
527581,Miňovce,7,SK,97.9%,0.0%,0.0%,0.6%,527581.0,0.0,0.0,0.0,17.0,56.0,1.0,3.0,0.0,0.0,91.0,0.0,168.0,283.0,59.36
527599,Miroľa - Мироля,7,SK,62.5%,0.0%,0.0%,35.7%,527599.0,1.0,0.0,1.0,9.0,4.0,1.0,1.0,0.0,0.0,22.0,0.0,39.0,56.0,69.64
527602,Mlynárovce,7,SK,84.2%,0.0%,1.9%,11.6%,527602.0,0.0,0.0,0.0,10.0,5.0,0.0,2.0,9.0,0.0,70.0,0.0,96.0,181.0,53.04
527611,Mrázovce,7,SK,97.5%,0.0%,0.0%,1.2%,527611.0,0.0,0.0,0.0,8.0,7.0,0.0,3.0,0.0,0.0,24.0,0.0,42.0,67.0,62.69
527629,Nižná Jedľová - Нижня Ядлова,7,SK,62.5%,0.0%,0.0%,35.6%,527629.0,0.0,4.0,1.0,3.0,22.0,1.0,1.0,4.0,0.0,25.0,0.0,61.0,93.0,65.59
527637,Nižná Olšava,7,SK,96.2%,0.0%,0.0%,1.7%,527637.0,0.0,1.0,0.0,29.0,23.0,0.0,7.0,4.0,0.0,89.0,0.0,153.0,308.0,49.68
527645,Nižná Pisaná,7,SK,73.5%,1.2%,0.0%,16.9%,527645.0,0.0,1.0,0.0,4.0,8.0,1.0,0.0,0.0,0.0,38.0,0.0,52.0,76.0,68.42
527653,Nižný Komárnik,7,SK,80.3%,0.0%,3.9%,11.2%,527653.0,0.0,0.0,2.0,17.0,5.0,2.0,0.0,0.0,0.0,41.0,0.0,67.0,119.0,56.3
527661,Nižný Mirošov,7,SK,78.1%,0.0%,4.4%,13.3%,527661.0,0.0,0.0,0.0,17.0,14.0,0.0,2.0,2.0,0.0,48.0,0.0,83.0,210.0,39.52
527670,Nižný Orlík,7,SK,75.7%,0.0%,0.0%,18.0%,527670.0,0.0,1.0,0.0,25.0,34.0,0.0,3.0,1.0,0.0,111.0,0.0,175.0,260.0,67.31
527688,Nová Polianka,7,SK,93.9%,0.0%,0.0%,3.0%,527688.0,0.0,0.0,0.0,8.0,3.0,0.0,1.0,0.0,1.0,20.0,0.0,33.0,58.0,56.9
527696,Okrúhle,7,SK,92.3%,0.0%,0.3%,1.2%,527696.0,0.0,3.0,0.0,45.0,59.0,0.0,3.0,3.0,0.0,122.0,0.0,235.0,461.0,50.98
527700,Oľšavka (SP),7,SK,80.1%,0.0%,0.0%,15.7%,527700.0,0.0,1.0,0.0,18.0,19.0,2.0,2.0,1.0,0.0,43.0,0.0,86.0,156.0,55.13
527718,Potôčky,7,SK,87.1%,0.0%,0.0%,12.9%,527718.0,0.0,0.0,0.0,5.0,6.0,2.0,2.0,1.0,0.0,19.0,0.0,35.0,61.0,57.38
527726,Potoky,7,SK,88.6%,0.0%,0.0%,5.7%,527726.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,42.0,78.0,53.85
527734,Príkra,7,SK,100.0%,0.0%,0.0%,0.0%,527734.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,13.0,17.0,76.47
527742,Pstriná - Пстрина,7,SK,58.9%,0.0%,0.0%,39.3%,527742.0,0.0,0.0,1.0,6.0,6.0,1.0,0.0,0.0,1.0,28.0,0.0,43.0,66.0,65.15
527751,Radoma,7,SK,92.7%,0.0%,0.9%,0.2%,527751.0,0.0,2.0,0.0,9.0,59.0,4.0,2.0,1.0,0.0,91.0,0.0,168.0,342.0,49.12
527769,Rakovčík - Раківчік,7,SK,72.8%,0.0%,0.0%,25.7%,527769.0,0.0,0.0,0.0,6.0,10.0,1.0,2.0,0.0,0.0,51.0,0.0,70.0,117.0,59.83
527777,Rovné (SK),7,SK,67.4%,0.0%,10.9%,18.4%,527777.0,2.0,0.0,1.0,39.0,25.0,2.0,2.0,6.0,0.0,133.0,0.0,210.0,392.0,53.57
527785,Roztoky,7,SK,46.3%,0.0%,37.4%,14.7%,527785.0,1.0,0.0,0.0,40.0,4.0,1.0,0.0,5.0,0.0,33.0,0.0,84.0,286.0,29.37
527793,Kručov,7,SK,85.0%,0.0%,0.0%,12.1%,527793.0,0.0,0.0,0.0,23.0,30.0,1.0,1.0,1.0,0.0,58.0,0.0,114.0,179.0,63.69
527807,Soboš,7,SK,88.9%,0.0%,0.0%,9.0%,527807.0,0.0,0.0,0.0,13.0,12.0,0.0,1.0,4.0,0.0,46.0,1.0,77.0,125.0,61.6
527815,Soľník,7,SK,88.6%,0.0%,0.0%,11.4%,527815.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,21.0,32.0,65.62
527823,Staškovce,7,SK,74.5%,0.4%,0.4%,18.3%,527823.0,0.0,0.0,0.0,24.0,25.0,2.0,4.0,3.0,0.0,55.0,0.0,113.0,211.0,53.55
527831,Stročín,7,SK,85.2%,0.0%,10.2%,2.0%,527831.0,0.0,2.0,0.0,37.0,19.0,4.0,0.0,6.0,0.0,112.0,0.0,180.0,437.0,41.19
527840,Stropkov,7,SK,84.8%,0.1%,2.7%,2.2%,527840.0,0.0,37.0,2.0,515.0,1204.0,23.0,71.0,90.0,0.0,1571.0,0.0,3513.0,7643.0,45.96
527858,Svidnička,7,SK,82.4%,0.7%,0.7%,14.8%,527858.0,0.0,2.0,0.0,19.0,4.0,2.0,3.0,0.0,1.0,37.0,0.0,68.0,115.0,59.13
527866,Šandal,7,SK,97.1%,0.0%,0.0%,1.6%,527866.0,0.0,2.0,2.0,18.0,30.0,1.0,0.0,1.0,0.0,65.0,0.0,119.0,248.0,47.98
527874,Šarbov,7,SK,88.2%,0.0%,0.0%,5.9%,527874.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,13.0,15.0,86.67
527882,Šarišský Štiavnik,7,SK,82.6%,0.0%,0.0%,12.1%,527882.0,0.0,2.0,0.0,16.0,20.0,0.0,2.0,2.0,0.0,69.0,0.0,111.0,200.0,55.5
527891,Šemetkovce,7,SK,90.0%,0.0%,0.0%,7.8%,527891.0,0.0,0.0,0.0,8.0,5.0,1.0,0.0,1.0,0.0,29.0,0.0,44.0,71.0,61.97
527904,Štefurov,7,SK,91.4%,0.0%,0.0%,6.7%,527904.0,0.0,0.0,0.0,10.0,4.0,2.0,1.0,0.0,0.0,26.0,0.0,43.0,86.0,50.0
527912,Tisinec,7,SK,96.7%,0.0%,0.0%,1.5%,527912.0,0.0,0.0,0.0,35.0,58.0,4.0,3.0,3.0,0.0,117.0,0.0,220.0,391.0,56.27
527921,Tokajík,7,SK,94.4%,0.0%,0.0%,5.6%,527921.0,0.0,0.0,0.0,11.0,8.0,2.0,2.0,0.0,0.0,27.0,0.0,50.0,90.0,55.56
527939,Turany nad Ondavou,7,SK,97.1%,0.0%,0.0%,0.3%,527939.0,0.0,1.0,1.0,23.0,66.0,1.0,4.0,3.0,0.0,66.0,0.0,165.0,296.0,55.74
527947,Vagrinec - Ваґрінець,7,SK,63.8%,0.0%,0.0%,35.3%,527947.0,0.0,0.0,0.0,12.0,4.0,3.0,1.0,0.0,0.0,30.0,0.0,50.0,86.0,58.14
527955,Valkovce,7,SK,89.6%,0.5%,0.0%,7.5%,527955.0,0.0,3.0,0.0,16.0,20.0,1.0,3.0,3.0,1.0,57.0,0.0,104.0,175.0,59.43
527963,Vápeník - Вапеник,7,SK,67.5%,0.0%,0.0%,20.0%,527963.0,0.0,0.0,0.0,5.0,9.0,1.0,2.0,0.0,0.0,11.0,0.0,28.0,36.0,77.78
527971,Varechovce,7,SK,72.5%,0.0%,0.0%,18.8%,527971.0,0.0,0.0,0.0,4.0,11.0,1.0,1.0,0.0,2.0,42.0,0.0,61.0,119.0,51.26
527980,Veľkrop,7,SK,83.5%,0.0%,4.8%,6.5%,527980.0,0.0,0.0,0.0,7.0,4.0,1.0,0.0,6.0,0.0,52.0,0.0,70.0,177.0,39.55
527998,Vislava,7,SK,93.0%,0.0%,0.0%,4.5%,527998.0,0.0,0.0,0.0,16.0,8.0,1.0,0.0,1.0,3.0,69.0,0.0,98.0,169.0,57.99
528005,Vladiča,7,SK,80.0%,0.0%,0.0%,12.3%,528005.0,0.0,0.0,0.0,8.0,8.0,1.0,2.0,0.0,0.0,20.0,0.0,39.0,69.0,56.52
528013,Vojtovce,7,SK,78.6%,0.0%,0.0%,15.3%,528013.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,30.0,0.0,43.0,88.0,48.86
528021,Vyškovce - Вышківцї,7,SK,68.9%,0.0%,6.8%,22.0%,528021.0,1.0,0.0,0.0,15.0,18.0,2.0,1.0,1.0,1.0,29.0,0.0,68.0,121.0,56.2
528030,Vyšná Jedľová - Вышня Ядлова,7,SK,67.7%,0.0%,0.0%,27.0%,528030.0,0.0,0.0,0.0,20.0,12.0,0.0,4.0,0.0,0.0,72.0,0.0,108.0,155.0,69.68
528048,Vyšná Olšava,7,SK,89.5%,0.0%,0.9%,2.7%,528048.0,0.0,1.0,1.0,28.0,60.0,2.0,5.0,8.0,0.0,135.0,0.0,240.0,462.0,51.95
528056,Vyšná Pisaná - Вышня Писана,7,SK,58.5%,0.0%,0.0%,38.5%,528056.0,0.0,0.0,0.0,14.0,11.0,0.0,1.0,0.0,1.0,27.0,0.0,54.0,67.0,80.6
528064,Vyšný Komárnik,7,SK,83.8%,0.0%,0.0%,15.0%,528064.0,0.0,0.0,0.0,9.0,4.0,1.0,0.0,4.0,0.0,21.0,0.0,39.0,66.0,59.09
528072,Vyšný Mirošov - Вышнїй Мирошів,7,SK,68.2%,0.0%,7.2%,21.6%,528072.0,0.0,1.0,0.0,35.0,19.0,0.0,0.0,2.0,0.0,112.0,0.0,169.0,451.0,37.47
528081,Vyšný Orlík - Вышнїй Верліх,7,SK,65.7%,0.0%,8.6%,21.3%,528081.0,0.0,2.0,0.0,31.0,27.0,0.0,2.0,2.0,0.0,110.0,0.0,174.0,320.0,54.37
528099,Trebišov,8,SK,76.8%,0.9%,8.4%,0.2%,528099.0,7.0,35.0,27.0,759.0,2309.0,34.0,144.0,197.0,23.0,3267.0,8.0,6810.0,17182.0,39.63
528102,Bačka - Bacska,8,HU,14.2%,78.0%,0.0%,0.2%,528102.0,0.0,0.0,95.0,5.0,5.0,1.0,0.0,2.0,0.0,27.0,0.0,135.0,469.0,28.78
528111,Bačkov,8,SK,95.6%,0.1%,1.1%,0.4%,528111.0,0.0,2.0,0.0,40.0,48.0,2.0,1.0,15.0,0.0,162.0,0.0,270.0,538.0,50.19
528129,Bara - Bári,8,HU,45.4%,51.8%,0.0%,0.0%,528129.0,0.0,0.0,39.0,2.0,15.0,1.0,0.0,5.0,0.0,28.0,0.0,90.0,224.0,40.18
528137,Beša (MI) - Bés,8,HU,17.5%,76.7%,0.8%,0.0%,528137.0,0.0,1.0,52.0,2.0,14.0,1.0,0.0,1.0,1.0,32.0,0.0,104.0,301.0,34.55
528145,Biel - Bély,8,HU,26.9%,68.0%,1.3%,0.0%,528145.0,0.0,1.0,106.0,19.0,52.0,4.0,1.0,14.0,3.0,113.0,0.0,313.0,1108.0,28.25
528153,Svätá Mária - Bodrogszentmária,8,HU,22.0%,74.8%,0.0%,0.2%,528153.0,0.0,0.0,78.0,8.0,29.0,0.0,2.0,12.0,0.0,58.0,1.0,188.0,467.0,40.26
528161,Boľ - Boly,8,HU,23.2%,70.3%,0.3%,0.0%,528161.0,0.0,0.0,66.0,11.0,11.0,0.0,0.0,5.0,0.0,31.0,0.0,124.0,583.0,21.27
528170,Borša - Borsi,8,SK,59.9%,37.8%,0.0%,0.0%,528170.0,1.0,3.0,83.0,15.0,114.0,2.0,1.0,23.0,2.0,206.0,1.0,451.0,954.0,47.27
528188,Boťany - Battyán,8,HU,14.2%,66.3%,9.6%,0.0%,528188.0,0.0,0.0,154.0,9.0,16.0,0.0,0.0,21.0,0.0,53.0,0.0,253.0,955.0,26.49
528200,Brehov - Imreg,8,SK,76.7%,20.9%,0.2%,0.0%,528200.0,0.0,1.0,15.0,11.0,43.0,2.0,0.0,11.0,2.0,57.0,0.0,142.0,460.0,30.87
528218,Brezina,8,SK,96.8%,0.2%,0.8%,0.0%,528218.0,0.0,2.0,0.0,16.0,73.0,2.0,7.0,4.0,0.0,127.0,0.0,231.0,508.0,45.47
528226,Byšta,8,SK,98.0%,0.0%,0.0%,0.0%,528226.0,0.0,2.0,0.0,14.0,19.0,0.0,5.0,3.0,0.0,54.0,1.0,98.0,120.0,81.67
528234,Cejkov,8,SK,96.6%,0.6%,0.0%,0.3%,528234.0,0.0,2.0,1.0,66.0,112.0,5.0,7.0,16.0,0.0,250.0,0.0,459.0,959.0,47.86
528242,Čeľovce,8,SK,89.6%,0.7%,1.6%,0.0%,528242.0,0.0,1.0,1.0,18.0,58.0,2.0,4.0,2.0,0.0,92.0,1.0,179.0,417.0,42.93
528251,Čerhov,8,SK,89.1%,0.7%,2.4%,0.4%,528251.0,0.0,0.0,0.0,25.0,81.0,1.0,6.0,5.0,0.0,114.0,0.0,232.0,601.0,38.6
528269,Černochov - Csarnahó,8,HU,39.4%,59.6%,0.0%,0.0%,528269.0,0.0,0.0,20.0,4.0,12.0,0.0,1.0,7.0,0.0,32.0,0.0,76.0,165.0,46.06
528277,Čičarovce - Csicser,8,HU,9.4%,69.8%,18.1%,0.0%,528277.0,0.0,0.0,152.0,7.0,18.0,2.0,1.0,6.0,1.0,55.0,0.0,242.0,696.0,34.77
528285,Čierna - Ágcsernyő,8,HU,17.3%,72.1%,2.0%,0.0%,528285.0,0.0,0.0,80.0,2.0,15.0,3.0,0.0,5.0,0.0,35.0,0.0,140.0,355.0,39.44
528293,Čierna nad Tisou - Tiszacsernyő,8,HU,37.7%,51.4%,0.3%,0.1%,528293.0,0.0,1.0,109.0,60.0,131.0,4.0,4.0,46.0,3.0,260.0,0.0,618.0,2750.0,22.47
528307,Čierne Pole,8,SK,89.3%,8.3%,0.0%,0.0%,528307.0,1.0,0.0,1.0,21.0,36.0,0.0,4.0,4.0,0.0,49.0,0.0,116.0,270.0,42.96
528315,Dargov,8,SK,97.7%,0.0%,0.0%,0.5%,528315.0,0.0,0.0,0.0,52.0,98.0,1.0,8.0,8.0,2.0,111.0,2.0,282.0,513.0,54.97
528323,Dobrá - Kisdobra,8,HU,27.9%,66.6%,2.5%,0.2%,528323.0,0.0,2.0,38.0,4.0,4.0,1.0,0.0,9.0,0.0,41.0,0.0,99.0,396.0,25.0
528331,Drahňov - Deregnyő,8,HU,29.2%,54.9%,10.2%,0.1%,528331.0,0.0,0.0,15.0,14.0,21.0,5.0,0.0,12.0,0.0,116.0,0.0,183.0,1040.0,17.6
528340,Dvorianky,8,SK,97.2%,0.2%,0.0%,0.2%,528340.0,2.0,0.0,0.0,27.0,88.0,3.0,2.0,10.0,0.0,172.0,0.0,304.0,522.0,58.24
528358,Egreš,8,SK,94.8%,0.0%,0.2%,0.0%,528358.0,0.0,0.0,0.0,12.0,37.0,0.0,0.0,3.0,0.0,64.0,0.0,116.0,331.0,35.05
528366,Hraň,8,SK,91.0%,0.8%,1.0%,0.0%,528366.0,2.0,0.0,1.0,59.0,89.0,4.0,12.0,19.0,1.0,265.0,2.0,454.0,1248.0,36.38
528374,Hrčeľ,8,SK,91.7%,0.0%,1.5%,0.0%,528374.0,0.0,0.0,0.0,20.0,38.0,1.0,1.0,3.0,0.0,96.0,0.0,159.0,685.0,23.21
528382,Hriadky,8,SK,98.1%,0.0%,0.0%,0.0%,528382.0,0.0,0.0,0.0,33.0,70.0,1.0,2.0,7.0,1.0,55.0,0.0,169.0,349.0,48.42
