IDN4,obec,IDN2,nationality_majority,SK-2021-rate,HU-2021-rate,RMY-2021-rate,RUE-2021-rate,obec_code,Korčok,Pellegrini,voted,voters,turnout
510386,Demänovská Dolina,5,SK,89.9%,0.0%,0.0%,0.0%,510386.0,370.0,99.0,469.0,539.0,87.01
510408,Dúbrava (LM),5,SK,97.5%,0.2%,0.0%,0.0%,510408.0,289.0,453.0,742.0,1034.0,71.76
510416,Galovany,5,SK,99.4%,0.0%,0.0%,0.0%,510416.0,94.0,102.0,196.0,257.0,76.26
510424,Gôtovany,5,SK,95.3%,0.2%,0.2%,0.0%,510424.0,111.0,182.0,293.0,413.0,70.94
510441,Hubová,5,SK,98.1%,0.2%,0.0%,0.0%,510441.0,302.0,281.0,583.0,874.0,66.7
510459,Huty,5,SK,96.1%,0.0%,0.0%,0.0%,510459.0,33.0,65.0,98.0,137.0,71.53
510467,Hybe,5,SK,95.3%,0.1%,0.6%,0.0%,510467.0,325.0,518.0,843.0,1220.0,69.1
510505,Jakubovany (LM),5,SK,96.2%,0.0%,0.0%,0.0%,510505.0,100.0,122.0,222.0,330.0,67.27
510513,Jalovec (LM),5,SK,97.4%,0.0%,0.0%,0.0%,510513.0,88.0,93.0,181.0,275.0,65.82
510521,Jamník (LM),5,SK,93.7%,0.0%,1.0%,0.0%,510521.0,116.0,143.0,259.0,390.0,66.41
510530,Kalameny,5,SK,98.0%,0.4%,0.0%,0.0%,510530.0,118.0,171.0,289.0,383.0,75.46
510548,Komjatná,5,SK,98.9%,0.1%,0.0%,0.0%,510548.0,375.0,339.0,714.0,1241.0,57.53
510564,Kráľova Lehota,5,SK,93.6%,0.0%,3.5%,0.0%,510564.0,116.0,243.0,359.0,482.0,74.48
510572,Kvačany (LM),5,SK,98.7%,0.2%,0.0%,0.0%,510572.0,141.0,164.0,305.0,447.0,68.23
510581,Lazisko,5,SK,98.4%,0.0%,0.0%,0.0%,510581.0,71.0,181.0,252.0,341.0,73.9
510599,Likavka,5,SK,95.7%,0.0%,0.0%,0.0%,510599.0,873.0,691.0,1564.0,2338.0,66.89
510602,Liptovská Anna,5,SK,95.8%,0.0%,0.0%,0.0%,510602.0,39.0,32.0,71.0,109.0,65.14
510611,Liptovská Kokava,5,SK,97.5%,0.2%,0.0%,0.1%,510611.0,196.0,342.0,538.0,770.0,69.87
510629,Liptovská Lúžna,5,SK,97.6%,0.0%,0.0%,0.0%,510629.0,548.0,858.0,1406.0,2246.0,62.6
510637,Liptovská Osada,5,SK,94.9%,0.0%,0.0%,0.0%,510637.0,365.0,495.0,860.0,1354.0,63.52
510653,Liptovská Sielnica,5,SK,96.9%,0.0%,0.0%,0.2%,510653.0,187.0,185.0,372.0,511.0,72.8
510661,Liptovská Štiavnica,5,SK,97.8%,0.1%,0.2%,0.1%,510661.0,348.0,383.0,731.0,1061.0,68.9
510670,Liptovská Teplá,5,SK,97.8%,0.1%,0.0%,0.0%,510670.0,301.0,275.0,576.0,831.0,69.31
510688,Liptovské Beharovce,5,SK,96.3%,0.0%,0.0%,0.0%,510688.0,26.0,26.0,52.0,67.0,77.61
510696,Liptovské Kľačany,5,SK,97.1%,0.0%,0.0%,0.0%,510696.0,78.0,124.0,202.0,288.0,70.14
510700,Liptovské Matiašovce,5,SK,99.0%,0.0%,0.0%,0.0%,510700.0,108.0,72.0,180.0,263.0,68.44
510718,Liptovské Revúce,5,SK,98.5%,0.3%,0.1%,0.0%,510718.0,272.0,574.0,846.0,1267.0,66.77
510726,Liptovský Hrádok,5,SK,93.3%,0.1%,0.2%,0.0%,510726.0,1729.0,2211.0,3940.0,5846.0,67.4
510734,Liptovský Ján,5,SK,95.5%,0.1%,0.0%,0.0%,510734.0,374.0,394.0,768.0,1037.0,74.06
510742,Liptovský Michal,5,SK,96.3%,0.0%,0.0%,0.3%,510742.0,75.0,93.0,168.0,254.0,66.14
510751,Liptovský Ondrej,5,SK,98.9%,0.2%,0.0%,0.0%,510751.0,164.0,221.0,385.0,544.0,70.77
510777,Liptovský Trnovec,5,SK,92.8%,0.0%,0.0%,0.0%,510777.0,202.0,201.0,403.0,563.0,71.58
510785,Lisková,5,SK,98.2%,0.0%,0.0%,0.0%,510785.0,543.0,603.0,1146.0,1644.0,69.71
510793,Ľubeľa,5,SK,97.5%,0.2%,0.1%,0.0%,510793.0,222.0,470.0,692.0,968.0,71.49
510807,Ľubochňa,5,SK,97.8%,0.3%,0.0%,0.0%,510807.0,311.0,330.0,641.0,889.0,72.1
510815,Lúčky (RK),5,SK,97.8%,0.1%,0.0%,0.0%,510815.0,493.0,538.0,1031.0,1445.0,71.35
510823,Ludrová,5,SK,99.3%,0.0%,0.0%,0.0%,510823.0,218.0,316.0,534.0,802.0,66.58
510831,Malatíny,5,SK,91.8%,0.0%,0.0%,0.0%,510831.0,48.0,82.0,130.0,206.0,63.11
510840,Malé Borové,5,SK,98.4%,0.0%,0.0%,0.0%,510840.0,25.0,33.0,58.0,107.0,54.21
510858,Malužiná,5,SK,95.5%,0.0%,0.0%,0.0%,510858.0,52.0,90.0,142.0,200.0,71.0
510866,Martinček,5,SK,97.1%,0.0%,0.0%,0.0%,510866.0,118.0,117.0,235.0,358.0,65.64
510874,Nižná Boca,5,SK,98.2%,0.0%,0.0%,0.0%,510874.0,69.0,59.0,128.0,158.0,81.01
510904,Partizánska Ľupča,5,SK,96.6%,0.0%,0.0%,0.1%,510904.0,311.0,413.0,724.0,1066.0,67.92
510912,Pavčina Lehota,5,SK,94.4%,0.0%,0.0%,0.0%,510912.0,183.0,143.0,326.0,406.0,80.3
510921,Pavlova Ves,5,SK,94.0%,0.4%,0.0%,0.0%,510921.0,53.0,68.0,121.0,228.0,53.07
510947,Podtureň,5,SK,95.9%,0.1%,0.0%,0.0%,510947.0,276.0,347.0,623.0,841.0,74.08
510955,Potok (RK),5,SK,94.9%,0.0%,0.0%,0.0%,510955.0,35.0,39.0,74.0,89.0,83.15
510963,Pribylina,5,SK,94.4%,0.2%,0.3%,0.3%,510963.0,325.0,431.0,756.0,1176.0,64.29
510971,Prosiek,5,SK,95.6%,0.0%,0.0%,0.0%,510971.0,47.0,83.0,130.0,176.0,73.86
510998,Ružomberok,5,SK,92.2%,0.2%,0.3%,0.0%,510998.0,7106.0,6622.0,13728.0,21653.0,63.4
511005,Liptovské Sliače,5,SK,98.7%,0.0%,0.1%,0.1%,511005.0,997.0,997.0,1994.0,3025.0,65.92
511013,Smrečany,5,SK,96.7%,0.0%,0.1%,0.0%,511013.0,260.0,158.0,418.0,570.0,73.33
511030,Stankovany,5,SK,97.0%,0.0%,0.0%,0.0%,511030.0,222.0,368.0,590.0,936.0,63.03
511048,Svätý Kríž,5,SK,96.3%,0.1%,0.0%,0.0%,511048.0,198.0,306.0,504.0,752.0,67.02
511056,Štiavnička,5,SK,97.5%,0.5%,0.0%,0.0%,511056.0,249.0,225.0,474.0,689.0,68.8
511064,Švošov,5,SK,98.8%,0.0%,0.0%,0.0%,511064.0,205.0,234.0,439.0,664.0,66.11
511072,Trstené,5,SK,98.2%,0.0%,0.0%,0.0%,511072.0,64.0,73.0,137.0,182.0,75.27
511099,Uhorská Ves,5,SK,96.1%,0.0%,0.9%,0.0%,511099.0,146.0,177.0,323.0,432.0,74.77
511102,Valaská Dubová,5,SK,97.4%,0.0%,0.0%,0.0%,511102.0,208.0,203.0,411.0,617.0,66.61
511111,Vavrišovo,5,SK,96.7%,0.0%,0.9%,0.1%,511111.0,185.0,202.0,387.0,554.0,69.86
511129,Važec,5,SK,89.7%,0.0%,0.8%,0.0%,511129.0,241.0,720.0,961.0,1884.0,51.01
511137,Veľké Borové,5,SK,97.5%,0.0%,0.0%,0.0%,511137.0,39.0,26.0,65.0,78.0,83.33
511145,Veterná Poruba,5,SK,98.4%,0.0%,0.0%,0.3%,511145.0,83.0,134.0,217.0,317.0,68.45
511153,Vlachy,5,SK,95.8%,0.2%,0.0%,0.0%,511153.0,136.0,237.0,373.0,523.0,71.32
511170,Východná,5,SK,96.8%,0.2%,1.3%,0.0%,511170.0,290.0,713.0,1003.0,1771.0,56.63
511188,Vyšná Boca,5,SK,97.2%,0.0%,0.0%,0.0%,511188.0,20.0,62.0,82.0,110.0,74.55
511196,Závažná Poruba,5,SK,96.2%,0.1%,0.0%,0.1%,511196.0,397.0,356.0,753.0,1067.0,70.57
511200,Žiar (LM),5,SK,97.3%,0.2%,0.0%,0.0%,511200.0,192.0,118.0,310.0,391.0,79.28
511218,Lučenec,6,SK,79.7%,8.4%,0.2%,0.0%,511218.0,4953.0,5939.0,10892.0,20883.0,52.16
511226,Ábelová,6,SK,88.1%,0.9%,1.4%,0.5%,511226.0,40.0,48.0,88.0,145.0,60.69
511234,Belina - Béna,6,HU,12.8%,83.0%,0.2%,0.0%,511234.0,28.0,95.0,123.0,492.0,25.0
511251,Boľkovce,6,SK,81.3%,16.0%,0.5%,0.0%,511251.0,100.0,213.0,313.0,519.0,60.31
511269,Breznička (PT),6,SK,97.5%,0.8%,0.0%,0.0%,511269.0,109.0,265.0,374.0,606.0,61.72
511277,Budiná,6,SK,97.1%,0.0%,0.0%,0.0%,511277.0,26.0,86.0,112.0,172.0,65.12
511293,Buzitka,6,SK,86.4%,9.6%,0.0%,0.0%,511293.0,80.0,146.0,226.0,388.0,58.25
511315,Cinobaňa,6,SK,92.9%,0.5%,0.3%,0.0%,511315.0,214.0,677.0,891.0,1674.0,53.23
511323,Čakanovce (LC) - Csákányháza,6,HU,13.1%,73.4%,11.9%,0.0%,511323.0,48.0,124.0,172.0,816.0,21.08
511331,Čamovce - Csomatelke,6,HU,19.6%,65.2%,10.0%,0.0%,511331.0,24.0,138.0,162.0,425.0,38.12
511340,České Brezovo,6,SK,98.0%,0.2%,0.0%,0.0%,511340.0,71.0,202.0,273.0,394.0,69.29
511358,Divín,6,SK,98.7%,0.1%,0.0%,0.0%,511358.0,292.0,659.0,951.0,1670.0,56.95
511366,Dobroč,6,SK,96.8%,0.5%,0.0%,0.0%,511366.0,112.0,245.0,357.0,504.0,70.83
511374,Kotmanová,6,SK,97.5%,0.4%,0.0%,0.0%,511374.0,40.0,113.0,153.0,231.0,66.23
511391,Fiľakovo - Fülek,6,HU,29.8%,62.9%,1.4%,0.0%,511391.0,1032.0,1501.0,2533.0,7704.0,32.88
511404,Fiľakovské Kováče - Fülekkovácsi,6,SK,50.1%,48.1%,0.1%,0.0%,511404.0,99.0,163.0,262.0,707.0,37.06
511421,Halič,6,SK,95.2%,0.7%,0.3%,0.1%,511421.0,336.0,473.0,809.0,1339.0,60.42
511439,Holiša - Ipolygalsa,6,SK,56.6%,40.9%,0.6%,0.0%,511439.0,44.0,166.0,210.0,504.0,41.67
511447,Hradište (PT),6,SK,95.0%,0.0%,1.3%,0.0%,511447.0,35.0,107.0,142.0,190.0,74.74
511463,Jelšovec,6,SK,72.2%,7.9%,0.0%,0.0%,511463.0,20.0,50.0,70.0,243.0,28.81
511471,Kalinovo,6,SK,95.8%,0.9%,0.1%,0.0%,511471.0,318.0,863.0,1181.0,1810.0,65.25
511480,Kalonda - Kalonda,6,HU,44.4%,53.0%,0.0%,0.0%,511480.0,25.0,31.0,56.0,168.0,33.33
511498,Kokava nad Rimavicou,6,SK,95.3%,0.2%,2.4%,0.0%,511498.0,296.0,954.0,1250.0,2315.0,54.0
511501,Krná,6,SK,85.2%,3.7%,0.0%,0.0%,511501.0,17.0,21.0,38.0,44.0,86.36
511510,Látky,6,SK,98.0%,0.2%,0.0%,0.0%,511510.0,103.0,267.0,370.0,513.0,72.12
511528,Lehôtka,6,SK,94.9%,1.1%,0.0%,0.0%,511528.0,37.0,100.0,137.0,265.0,51.7
511536,Lentvora,6,SK,97.6%,0.0%,0.0%,0.0%,511536.0,13.0,19.0,32.0,68.0,47.06
511544,Lipovany,6,SK,95.5%,0.8%,0.0%,0.0%,511544.0,25.0,95.0,120.0,198.0,60.61
511552,Lovinobaňa,6,SK,95.0%,0.3%,1.0%,0.0%,511552.0,222.0,590.0,812.0,1509.0,53.81
511561,Ľuboreč,6,SK,92.0%,1.4%,2.6%,0.0%,511561.0,46.0,91.0,137.0,287.0,47.74
511579,Lupoč,6,SK,95.6%,0.5%,0.0%,0.5%,511579.0,28.0,65.0,93.0,171.0,54.39
511595,Málinec,6,SK,96.2%,0.1%,0.8%,0.0%,511595.0,103.0,517.0,620.0,1088.0,56.99
511609,Mašková,6,SK,99.1%,0.0%,0.3%,0.0%,511609.0,35.0,78.0,113.0,254.0,44.49
511617,Mládzovo,6,SK,99.0%,0.0%,0.0%,0.0%,511617.0,19.0,48.0,67.0,99.0,67.68
511625,Mučín,6,SK,59.6%,11.4%,24.2%,0.0%,511625.0,60.0,132.0,192.0,587.0,32.71
511641,Mýtna,6,SK,96.1%,0.1%,0.1%,0.0%,511641.0,166.0,428.0,594.0,933.0,63.67
511668,Nitra nad Ipľom - Ipolynyitra,6,SK,40.7%,21.0%,36.2%,0.0%,511668.0,34.0,33.0,67.0,269.0,24.91
511676,Nové Hony,6,SK,84.9%,12.3%,0.0%,0.0%,511676.0,22.0,53.0,75.0,148.0,50.68
511684,Ozdín,6,SK,98.3%,0.7%,0.0%,0.0%,511684.0,50.0,113.0,163.0,243.0,67.08
511692,Panické Dravce - Panyidaróc,6,SK,67.3%,27.2%,0.3%,0.0%,511692.0,132.0,156.0,288.0,590.0,48.81
511706,Píla (LC),6,SK,98.0%,0.4%,0.0%,0.0%,511706.0,41.0,105.0,146.0,215.0,67.91
511714,Pinciná - Pinc,6,SK,61.5%,35.6%,0.0%,0.0%,511714.0,36.0,52.0,88.0,165.0,53.33
511722,Pleš - Fülekpilis,6,SK,68.1%,27.7%,0.0%,0.0%,511722.0,22.0,57.0,79.0,152.0,51.97
511731,Podkriváň,6,SK,97.5%,0.7%,0.0%,0.0%,511731.0,62.0,259.0,321.0,480.0,66.88
511749,Podrečany,6,SK,93.5%,1.7%,0.0%,0.0%,511749.0,60.0,194.0,254.0,456.0,55.7
511757,Polichno,6,SK,58.6%,0.0%,0.8%,0.0%,511757.0,15.0,35.0,50.0,103.0,48.54
511765,Poltár,6,SK,92.1%,0.4%,0.2%,0.1%,511765.0,602.0,1886.0,2488.0,4240.0,58.68
511773,Praha,6,SK,93.3%,4.0%,0.0%,0.0%,511773.0,10.0,27.0,37.0,66.0,56.06
511781,Prša - Perse,6,HU,19.5%,78.4%,0.0%,0.0%,511781.0,21.0,52.0,73.0,157.0,46.5
511790,Radzovce - Ragyolc,6,HU,30.2%,66.9%,1.2%,0.0%,511790.0,143.0,274.0,417.0,1258.0,33.15
511803,Rapovce - Rapp,6,SK,62.8%,30.2%,0.5%,0.0%,511803.0,115.0,195.0,310.0,730.0,42.47
511811,Ratka,6,SK,86.9%,5.5%,0.0%,0.0%,511811.0,43.0,120.0,163.0,255.0,63.92
511820,Rovňany,6,SK,94.7%,0.0%,0.4%,0.0%,511820.0,28.0,93.0,121.0,199.0,60.8
511838,Ružiná,6,SK,97.0%,0.5%,0.0%,0.0%,511838.0,86.0,245.0,331.0,680.0,48.68
511846,Stará Halič,6,SK,90.6%,0.8%,0.0%,0.0%,511846.0,97.0,195.0,292.0,500.0,58.4
511854,Šávoľ - Füleksávoly,6,HU,21.6%,55.3%,17.2%,0.0%,511854.0,44.0,110.0,154.0,443.0,34.76
511862,Šiatorská Bukovinka,6,SK,89.3%,8.0%,0.0%,0.0%,511862.0,31.0,113.0,144.0,238.0,60.5
511871,Šíd - Gömörsid,6,HU,14.4%,49.7%,23.7%,0.0%,511871.0,35.0,151.0,186.0,960.0,19.38
511889,Šoltýska,6,SK,91.9%,0.0%,0.0%,0.0%,511889.0,17.0,55.0,72.0,91.0,79.12
511897,Šurice - Sőreg,6,HU,21.7%,77.5%,0.2%,0.0%,511897.0,26.0,91.0,117.0,365.0,32.05
511901,Točnica,6,SK,95.6%,0.3%,1.8%,0.0%,511901.0,39.0,127.0,166.0,298.0,55.7
511919,Tomášovce (LC),6,SK,95.9%,1.5%,0.1%,0.0%,511919.0,258.0,456.0,714.0,1111.0,64.27
511927,Trebeľovce,6,SK,81.0%,14.8%,0.1%,0.0%,511927.0,105.0,276.0,381.0,725.0,52.55
511943,Tuhár,6,SK,97.3%,0.0%,0.0%,0.0%,511943.0,39.0,161.0,200.0,281.0,71.17
511978,Uhorské,6,SK,96.1%,0.8%,0.0%,0.0%,511978.0,53.0,198.0,251.0,422.0,59.48
511994,Veľká nad Ipľom - Vilke,6,SK,61.6%,29.9%,0.2%,0.0%,511994.0,105.0,188.0,293.0,739.0,39.65
512001,Veľká Ves,6,SK,96.0%,0.2%,0.0%,0.0%,512001.0,80.0,147.0,227.0,326.0,69.63
512010,Veľké Dravce - Nagydaróc,6,HU,29.8%,48.7%,14.9%,0.0%,512010.0,66.0,121.0,187.0,527.0,35.48
512036,Martin,5,SK,92.4%,0.2%,0.1%,0.1%,512036.0,13558.0,13916.0,27474.0,41893.0,65.58
512044,Abramová,5,SK,83.1%,0.0%,0.0%,0.0%,512044.0,30.0,64.0,94.0,163.0,57.67
512052,Belá-Dulice,5,SK,97.3%,0.0%,0.0%,0.1%,512052.0,309.0,442.0,751.0,1029.0,72.98
512061,Benice,5,SK,98.9%,0.0%,0.0%,0.0%,512061.0,73.0,130.0,203.0,271.0,74.91
512079,Blatnica,5,SK,97.0%,0.3%,0.0%,0.2%,512079.0,220.0,406.0,626.0,852.0,73.47
512087,Blažovce,5,SK,97.5%,0.0%,0.0%,0.0%,512087.0,33.0,70.0,103.0,139.0,74.1
512095,Bodorová,5,SK,96.7%,0.0%,0.0%,0.0%,512095.0,50.0,77.0,127.0,174.0,72.99
512109,Borcová,5,SK,100.0%,0.0%,0.0%,0.0%,512109.0,32.0,55.0,87.0,131.0,66.41
512117,Brieštie,5,SK,95.6%,0.0%,0.0%,0.7%,512117.0,29.0,54.0,83.0,124.0,66.94
512125,Budiš,5,SK,97.4%,0.0%,0.0%,0.0%,512125.0,47.0,79.0,126.0,176.0,71.59
512133,Bystrička,5,SK,96.7%,0.1%,0.0%,0.1%,512133.0,381.0,555.0,936.0,1271.0,73.64
512141,Čremošné,5,SK,96.2%,1.3%,0.0%,0.0%,512141.0,39.0,34.0,73.0,102.0,71.57
512150,Ďanová,5,SK,97.7%,0.5%,0.2%,0.0%,512150.0,120.0,190.0,310.0,442.0,70.14
512168,Diaková,5,SK,96.7%,0.0%,0.0%,0.0%,512168.0,151.0,181.0,332.0,437.0,75.97
512206,Dolný Kalník,5,SK,98.0%,0.0%,0.0%,0.0%,512206.0,157.0,58.0,215.0,267.0,80.52
512214,Dražkovce,5,SK,95.0%,0.1%,0.1%,0.0%,512214.0,341.0,304.0,645.0,829.0,77.8
512222,Dubové (TR),5,SK,97.1%,0.1%,0.0%,0.0%,512222.0,131.0,292.0,423.0,577.0,73.31
512257,Folkušová,5,SK,97.3%,0.0%,0.0%,0.0%,512257.0,34.0,65.0,99.0,123.0,80.49
512265,Háj (TR),5,SK,98.3%,0.0%,0.0%,0.0%,512265.0,111.0,167.0,278.0,380.0,73.16
512273,Horná Štubňa,5,SK,93.1%,0.1%,0.3%,0.0%,512273.0,214.0,487.0,701.0,1270.0,55.2
512290,Horný Kalník,5,SK,99.5%,0.0%,0.0%,0.0%,512290.0,59.0,61.0,120.0,155.0,77.42
512303,Ivančiná,5,SK,94.4%,1.1%,0.0%,0.0%,512303.0,19.0,37.0,56.0,86.0,65.12
512311,Jasenovo,5,SK,95.9%,0.0%,0.0%,0.0%,512311.0,30.0,54.0,84.0,116.0,72.41
512320,Jazernica,5,SK,93.5%,0.0%,0.0%,0.0%,512320.0,80.0,140.0,220.0,298.0,73.83
512338,Kaľamenová,5,SK,98.8%,0.0%,0.0%,0.0%,512338.0,20.0,32.0,52.0,71.0,73.24
512346,Karlová,5,SK,100.0%,0.0%,0.0%,0.0%,512346.0,34.0,42.0,76.0,99.0,76.77
512354,Kláštor pod Znievom,5,SK,95.8%,0.2%,0.2%,0.0%,512354.0,450.0,520.0,970.0,1444.0,67.17
512371,Košťany nad Turcom,5,SK,94.8%,0.1%,0.1%,0.1%,512371.0,440.0,392.0,832.0,1134.0,73.37
512389,Krpeľany,5,SK,98.3%,0.0%,0.0%,0.0%,512389.0,176.0,417.0,593.0,868.0,68.32
512397,Laskár,5,SK,96.7%,0.0%,0.0%,0.0%,512397.0,29.0,46.0,75.0,114.0,65.79
512419,Ležiachov,5,SK,99.4%,0.0%,0.0%,0.0%,512419.0,36.0,74.0,110.0,143.0,76.92
512427,Liešno,5,SK,100.0%,0.0%,0.0%,0.0%,512427.0,8.0,24.0,32.0,51.0,62.75
512435,Lipovec (MT),5,SK,95.2%,0.0%,0.0%,0.0%,512435.0,248.0,284.0,532.0,740.0,71.89
512443,Malý Čepčín,5,SK,98.9%,0.2%,0.0%,0.0%,512443.0,88.0,240.0,328.0,459.0,71.46
512451,Moškovec,5,SK,98.6%,0.0%,0.0%,0.0%,512451.0,16.0,40.0,56.0,64.0,87.5
512460,Mošovce,5,SK,97.3%,0.1%,0.0%,0.1%,512460.0,279.0,536.0,815.0,1099.0,74.16
512478,Necpaly,5,SK,96.0%,0.0%,0.0%,0.0%,512478.0,239.0,340.0,579.0,834.0,69.42
512486,Nolčovo,5,SK,96.1%,0.4%,0.0%,0.0%,512486.0,37.0,91.0,128.0,197.0,64.97
512494,Ondrašová,5,SK,89.1%,0.0%,0.0%,0.0%,512494.0,20.0,34.0,54.0,71.0,76.06
512508,Podhradie (MT),5,SK,98.2%,0.1%,0.0%,0.0%,512508.0,113.0,270.0,383.0,556.0,68.88
512524,Príbovce,5,SK,94.7%,0.1%,0.0%,0.0%,512524.0,225.0,402.0,627.0,880.0,71.25
512541,Rakovo,5,SK,96.9%,0.0%,0.0%,0.0%,512541.0,86.0,122.0,208.0,304.0,68.42
512559,Rakša,5,SK,99.5%,0.0%,0.0%,0.0%,512559.0,55.0,81.0,136.0,192.0,70.83
512567,Ratkovo,5,SK,99.0%,0.5%,0.0%,0.0%,512567.0,44.0,82.0,126.0,171.0,73.68
512575,Rudno,5,SK,98.0%,0.0%,0.0%,0.0%,512575.0,53.0,82.0,135.0,182.0,74.18
512583,Sklabiňa,5,SK,93.8%,0.0%,0.0%,0.2%,512583.0,176.0,237.0,413.0,546.0,75.64
512591,Sklabinský Podzámok,5,SK,98.3%,0.0%,0.0%,0.0%,512591.0,58.0,53.0,111.0,156.0,71.15
512605,Sklené,5,SK,95.2%,0.0%,0.0%,0.0%,512605.0,126.0,260.0,386.0,586.0,65.87
512613,Slovany,5,SK,97.3%,0.0%,0.0%,0.0%,512613.0,97.0,171.0,268.0,369.0,72.63
512621,Slovenské Pravno,5,SK,99.2%,0.0%,0.0%,0.0%,512621.0,176.0,342.0,518.0,758.0,68.34
512630,Socovce,5,SK,95.4%,0.0%,0.4%,0.0%,512630.0,50.0,77.0,127.0,185.0,68.65
512648,Sučany,5,SK,94.8%,0.1%,0.2%,0.0%,512648.0,943.0,1685.0,2628.0,4028.0,65.24
512656,Šútovo,5,SK,99.2%,0.0%,0.0%,0.0%,512656.0,71.0,249.0,320.0,409.0,78.24
512664,Trebostovo,5,SK,98.7%,0.0%,0.0%,0.2%,512664.0,154.0,204.0,358.0,499.0,71.74
512672,Trnovo,5,SK,95.0%,0.0%,0.0%,0.0%,512672.0,69.0,86.0,155.0,222.0,69.82
512681,Turany,5,SK,93.6%,0.1%,0.0%,0.0%,512681.0,845.0,1464.0,2309.0,3428.0,67.36
512699,Turček,5,SK,90.8%,0.0%,0.2%,0.0%,512699.0,85.0,205.0,290.0,515.0,56.31
512702,Turčianska Štiavnička,5,SK,97.7%,0.0%,0.0%,0.0%,512702.0,228.0,315.0,543.0,755.0,71.92
512711,Turčianske Kľačany,5,SK,97.0%,0.0%,0.0%,0.0%,512711.0,261.0,324.0,585.0,815.0,71.78
512729,Turčianske Teplice,5,SK,92.9%,0.1%,0.0%,0.0%,512729.0,1429.0,2167.0,3596.0,5256.0,68.42
512737,Turčiansky Ďur,5,SK,94.7%,0.0%,0.0%,0.0%,512737.0,26.0,57.0,83.0,144.0,57.64
512753,Turčiansky Peter,5,SK,90.7%,0.0%,0.0%,0.4%,512753.0,173.0,132.0,305.0,422.0,72.27
512761,Valča,5,SK,95.9%,0.1%,0.0%,0.1%,512761.0,529.0,550.0,1079.0,1536.0,70.25
512788,Veľký Čepčín,5,SK,98.0%,0.0%,0.0%,0.0%,512788.0,47.0,96.0,143.0,203.0,70.44
512796,Vrícko,5,SK,95.2%,0.7%,0.0%,0.0%,512796.0,141.0,132.0,273.0,404.0,67.57
512818,Záborie,5,SK,98.8%,0.0%,0.0%,0.0%,512818.0,40.0,66.0,106.0,136.0,77.94
512834,Žabokreky,5,SK,94.5%,0.0%,0.1%,0.0%,512834.0,310.0,409.0,719.0,1000.0,71.9
512842,Považská Bystrica,3,SK,93.6%,0.1%,0.0%,0.0%,512842.0,8696.0,11928.0,20624.0,30759.0,67.05
512851,Beluša,3,SK,96.4%,0.0%,0.0%,0.0%,512851.0,1357.0,2135.0,3492.0,5034.0,69.37
512885,Bolešov,3,SK,97.5%,0.1%,0.0%,0.1%,512885.0,329.0,554.0,883.0,1252.0,70.53
512915,Brvnište,3,SK,95.3%,0.0%,0.0%,0.0%,512915.0,165.0,515.0,680.0,982.0,69.25
512931,Červený Kameň,3,SK,95.5%,0.0%,0.0%,0.0%,512931.0,124.0,241.0,365.0,534.0,68.35
512940,Dohňany,3,SK,98.1%,0.0%,0.1%,0.1%,512940.0,330.0,686.0,1016.0,1524.0,66.67
512958,Dolná Breznica,3,SK,99.4%,0.0%,0.0%,0.0%,512958.0,161.0,433.0,594.0,846.0,70.21
512966,Dolná Mariková,3,SK,97.6%,0.0%,0.1%,0.0%,512966.0,194.0,628.0,822.0,1130.0,72.74
513008,Domaniža,3,SK,96.4%,0.0%,0.0%,0.0%,513008.0,278.0,609.0,887.0,1310.0,67.71
513016,Dubnica nad Váhom,3,SK,92.5%,0.1%,0.0%,0.0%,513016.0,4627.0,7281.0,11908.0,18509.0,64.34
513024,Dulov,3,SK,96.9%,0.0%,0.0%,0.0%,513024.0,199.0,349.0,548.0,752.0,72.87
513083,Horná Mariková,3,SK,95.3%,0.0%,0.0%,0.0%,513083.0,79.0,358.0,437.0,580.0,75.34
513091,Horná Poruba,3,SK,99.2%,0.0%,0.0%,0.0%,513091.0,133.0,487.0,620.0,877.0,70.7
513121,Horovce (PU),3,SK,97.3%,0.0%,0.0%,0.0%,513121.0,209.0,319.0,528.0,742.0,71.16
513156,Ilava,3,SK,93.8%,0.1%,0.0%,0.0%,513156.0,1190.0,2076.0,3266.0,4675.0,69.86
513172,Jasenica,3,SK,95.4%,0.0%,0.0%,0.0%,513172.0,285.0,437.0,722.0,991.0,72.86
513245,Kostolec,3,SK,98.8%,0.0%,0.0%,0.0%,513245.0,34.0,130.0,164.0,215.0,76.28
513253,Košeca,3,SK,97.4%,0.1%,0.2%,0.0%,513253.0,498.0,1017.0,1515.0,2233.0,67.85
513296,Ladce,3,SK,93.8%,0.0%,0.4%,0.0%,513296.0,455.0,931.0,1386.0,2008.0,69.02
513300,Lazy pod Makytou,3,SK,94.7%,0.0%,0.0%,0.0%,513300.0,229.0,500.0,729.0,1079.0,67.56
513318,Lednica,3,SK,98.5%,0.0%,0.0%,0.0%,513318.0,106.0,377.0,483.0,733.0,65.89
513326,Lednické Rovne,3,SK,96.4%,0.0%,0.2%,0.0%,513326.0,758.0,1345.0,2103.0,3139.0,67.0
513334,Lúky,3,SK,97.2%,0.0%,0.0%,0.0%,513334.0,169.0,335.0,504.0,742.0,67.92
513342,Lysá pod Makytou,3,SK,96.9%,0.1%,0.0%,0.0%,513342.0,456.0,732.0,1188.0,1692.0,70.21
