IDN4,obec,populace,centroid-lat,centroid-lon,obec_code,Korčok,Pellegrini,voted,voters,turnout
503118,Čechy,301,48.0394876,18.3708864,503118.0,51.0,124.0,175.0,261.0,67.05
503126,Černík,1048,48.1632462,18.2315539,503126.0,190.0,435.0,625.0,845.0,73.96
503134,Dedinka,677,48.0667918,18.4121123,503134.0,100.0,265.0,365.0,554.0,65.88
503151,Dolný Ohaj,1505,48.075358,18.2650377,503151.0,272.0,595.0,867.0,1252.0,69.25
503169,Dubník - Csúz,1576,47.9445131,18.3102783,503169.0,221.0,278.0,499.0,1233.0,40.47
503177,Dvory nad Žitavou - Udvard,4999,47.9832205,18.2724631,503177.0,871.0,922.0,1793.0,4021.0,44.59
503185,Gbelce - Köbölkút,2123,47.8435538,18.5107022,503185.0,209.0,515.0,724.0,1747.0,41.44
503193,Hul,1212,48.1013139,18.280513,503193.0,206.0,481.0,687.0,1012.0,67.89
503207,Chľaba - Helemba,705,47.8334635,18.8118206,503207.0,53.0,189.0,242.0,595.0,40.67
503215,Jasová,1151,47.9852828,18.4060765,503215.0,235.0,362.0,597.0,943.0,63.31
503223,Jatov,713,48.1375795,18.0036716,503223.0,139.0,269.0,408.0,622.0,65.59
503231,Kamenica nad Hronom - Garamkövesd,1269,47.835957,18.7315723,503231.0,106.0,250.0,356.0,1037.0,34.33
503240,Kamenín - Kéménd,1479,47.886901,18.6388555,503240.0,80.0,356.0,436.0,1213.0,35.94
503258,Kamenný Most - Kőhídgyarmat,1060,47.8470004,18.6393981,503258.0,87.0,269.0,356.0,870.0,40.92
503266,Kmeťovo,827,48.1682662,18.2763056,503266.0,195.0,328.0,523.0,694.0,75.36
503274,Kolta,1257,48.0186488,18.4160939,503274.0,202.0,485.0,687.0,1071.0,64.15
503282,Komjatice,4223,48.1450744,18.1588879,503282.0,736.0,1411.0,2147.0,3376.0,63.6
503291,Komoča - Kamocsa,955,47.9619667,18.0418629,503291.0,129.0,200.0,329.0,791.0,41.59
503312,Leľa - Leléd,308,47.8571382,18.7747117,503312.0,29.0,124.0,153.0,295.0,51.86
503321,Lipová (NZ),1524,48.1178698,18.1722491,503321.0,243.0,598.0,841.0,1291.0,65.14
503339,Ľubá - Libád,404,47.856937,18.5962424,503339.0,37.0,90.0,127.0,339.0,37.46
503347,Malá nad Hronom - Kicsind,398,47.8573022,18.6833399,503347.0,20.0,108.0,128.0,314.0,40.76
503355,Malé Kosihy - Ipolykiskeszi,379,47.9263622,18.7424435,503355.0,28.0,55.0,83.0,281.0,29.54
503363,Maňa,2004,48.1522975,18.2943546,503363.0,273.0,726.0,999.0,1636.0,61.06
503371,Michal nad Žitavou,672,48.1881997,18.2676845,503371.0,124.0,337.0,461.0,588.0,78.4
503380,Veľký Kýr - Nyitranagykér,2980,48.1768847,18.1440673,503380.0,694.0,623.0,1317.0,2464.0,53.45
503398,Mojzesovo,1346,48.1368855,18.2346593,503398.0,197.0,502.0,699.0,1070.0,65.33
503401,Mužla - Muzsla,1912,47.7930146,18.5694838,503401.0,175.0,326.0,501.0,1498.0,33.44
503436,Nová Vieska - Kisújfalu,656,47.8680308,18.4562842,503436.0,54.0,174.0,228.0,565.0,40.35
503452,Palárikovo,4272,48.0363648,18.0596026,503452.0,644.0,1326.0,1970.0,3422.0,57.57
503461,Bodíky - Nagybodak,274,47.9117548,17.4606531,503461.0,110.0,117.0,227.0,357.0,63.59
503479,Podhájska,1077,48.1028461,18.3409909,503479.0,215.0,412.0,627.0,925.0,67.78
503487,Pozba - Pozba,456,48.1123549,18.3829688,503487.0,108.0,143.0,251.0,394.0,63.71
503495,Radava,757,48.0933778,18.3132135,503495.0,177.0,313.0,490.0,680.0,72.06
503509,Rastislavice,951,48.1402551,18.075082,503509.0,156.0,376.0,532.0,796.0,66.83
503517,Rúbaň - Fűr,926,47.9300435,18.3955878,503517.0,55.0,195.0,250.0,709.0,35.26
503525,Salka - Ipolyszalka,974,47.8902719,18.733892,503525.0,45.0,276.0,321.0,786.0,40.84
503533,Semerovo,1332,48.0074346,18.3464518,503533.0,127.0,487.0,614.0,1060.0,57.92
503541,Sikenička - Kisgyarmat,436,47.9297292,18.6949904,503541.0,19.0,103.0,122.0,362.0,33.7
503550,Strekov - Kürt,1926,47.8991815,18.4074962,503550.0,199.0,340.0,539.0,1592.0,33.86
503568,Svodín - Szőgyén,2412,47.906161,18.506185,503568.0,232.0,435.0,667.0,1986.0,33.59
503576,Šarkan - Sárkányfalva,371,47.8597018,18.5616497,503576.0,24.0,92.0,116.0,288.0,40.28
503584,Štúrovo - Párkány,9777,47.7962708,18.7058626,503584.0,1534.0,2277.0,3811.0,8098.0,47.06
503592,Šurany,9562,48.0834214,18.1630492,503592.0,1646.0,3305.0,4951.0,7684.0,64.43
503606,Trávnica,1032,48.1421722,18.3458419,503606.0,228.0,400.0,628.0,914.0,68.71
503614,Tvrdošovce - Tardoskedd,5183,48.090436,18.0439981,503614.0,866.0,1070.0,1936.0,4148.0,46.67
503631,Veľké Lovce,1803,48.0664322,18.3464959,503631.0,298.0,543.0,841.0,1481.0,56.79
503649,Zemné - Szímő,2136,47.9953505,18.0387872,503649.0,196.0,536.0,732.0,1732.0,42.26
503665,Galanta - Galánta,15052,48.1993834,17.7266538,503665.0,3938.0,3511.0,7449.0,12578.0,59.22
503673,Abrahám,1120,48.2475978,17.6207128,503673.0,249.0,379.0,628.0,922.0,68.11
503681,Boldog - Pozsonyboldogfa,488,48.2367879,17.4292957,503681.0,190.0,95.0,285.0,442.0,64.48
503690,Čierna Voda - Feketenyék,1424,48.1235736,17.6403713,503690.0,142.0,358.0,500.0,1150.0,43.48
503703,Čierny Brod - Vízkelet,1645,48.1787985,17.6232697,503703.0,199.0,324.0,523.0,1367.0,38.26
503711,Diakovce - Deáki,2381,48.1355574,17.8172074,503711.0,410.0,519.0,929.0,1949.0,47.67
503720,Dlhá nad Váhom - Vághosszúfalu,913,48.1817607,17.8629308,503720.0,265.0,185.0,450.0,764.0,58.9
503746,Dolné Saliby - Alsószeli,2020,48.0924664,17.7922829,503746.0,306.0,371.0,677.0,1702.0,39.78
503754,Dolný Chotár - Alsóhatár,361,47.9945726,17.8594173,503754.0,38.0,66.0,104.0,272.0,38.24
503762,Gáň,870,48.2326048,17.7201306,503762.0,234.0,257.0,491.0,694.0,70.75
503771,Horné Saliby - Felsőszeli,3198,48.1137888,17.7471421,503771.0,533.0,756.0,1289.0,2659.0,48.48
503789,Hoste,437,48.2612047,17.6418318,503789.0,110.0,164.0,274.0,389.0,70.44
503797,Hrubá Borša,1323,48.177381,17.4807634,503797.0,617.0,283.0,900.0,1262.0,71.32
503801,Hrubý Šúr - Hegysúr,1038,48.1679352,17.4117684,503801.0,345.0,202.0,547.0,840.0,65.12
503819,Hurbanova Ves,529,48.156497,17.4445071,503819.0,253.0,150.0,403.0,524.0,76.91
503827,Jánovce (GA),492,48.1825889,17.5282412,503827.0,161.0,120.0,281.0,404.0,69.55
503835,Jelka - Jóka,4042,48.1440902,17.5181118,503835.0,718.0,738.0,1456.0,3275.0,44.46
503843,Kajal - Nemeskajal,1554,48.1967514,17.7931789,503843.0,305.0,334.0,639.0,1273.0,50.2
503851,Kostolná pri Dunaji - Egyházfa,781,48.1741731,17.4449045,503851.0,272.0,160.0,432.0,635.0,68.03
503860,Košúty - Nemeskosút,1793,48.1739384,17.6552225,503860.0,413.0,469.0,882.0,1581.0,55.79
503878,Kráľov Brod - Királyrév,1058,48.0486371,17.8282142,503878.0,102.0,199.0,301.0,914.0,32.93
503886,Kráľová nad Váhom - Vágkirályfa,1828,48.176716,17.8284711,503886.0,451.0,429.0,880.0,1500.0,58.67
503894,Kráľová pri Senci,2233,48.1946151,17.464591,503894.0,663.0,547.0,1210.0,1723.0,70.23
503924,Mostová - Hidaskürt,1578,48.1015336,17.6388161,503924.0,249.0,314.0,563.0,1310.0,42.98
503932,Neded - Negyed,3215,48.0036221,17.9618847,503932.0,295.0,701.0,996.0,2584.0,38.54
503959,Pata,3253,48.2794096,17.8278681,503959.0,628.0,1107.0,1735.0,2601.0,66.71
503967,Pusté Sady,605,48.3094515,17.8232501,503967.0,124.0,216.0,340.0,508.0,66.93
503975,Pusté Úľany,1824,48.2187265,17.5581956,503975.0,466.0,540.0,1006.0,1527.0,65.88
503983,Reca - Réte,1656,48.2263318,17.4589493,503983.0,462.0,387.0,849.0,1348.0,62.98
503991,Selice - Szelőce,2872,48.0906714,17.9550434,503991.0,206.0,445.0,651.0,2276.0,28.6
504009,Sereď,15737,48.2875374,17.7131687,504009.0,3504.0,4437.0,7941.0,12659.0,62.73
504017,Sládkovičovo - Diószeg,5415,48.2029677,17.6302251,504017.0,1299.0,1013.0,2312.0,4465.0,51.78
504025,Šaľa,21183,48.1396429,17.8907548,504025.0,5627.0,4498.0,10125.0,16697.0,60.64
504033,Šalgočka,465,48.3436918,17.8218169,504033.0,80.0,147.0,227.0,358.0,63.41
504041,Šintava,1754,48.284308,17.7767086,504041.0,454.0,520.0,974.0,1421.0,68.54
504050,Šoporňa,4081,48.2264511,17.837219,504050.0,648.0,1348.0,1996.0,3371.0,59.21
504068,Tešedíkovo - Pered,3719,48.0884833,17.8432898,504068.0,452.0,794.0,1246.0,3018.0,41.29
504076,Tomášikovo - Tallós,1736,48.0682265,17.7217981,504076.0,175.0,317.0,492.0,1381.0,35.63
504084,Topoľnica - Tósnyárasd,799,48.1703248,17.7860438,504084.0,275.0,229.0,504.0,795.0,63.4
504092,Trnovec nad Váhom,2784,48.1493278,17.9488136,504092.0,526.0,687.0,1213.0,2208.0,54.94
504106,Trstice - Nádszeg,3864,48.0202986,17.8209122,504106.0,440.0,621.0,1061.0,3211.0,33.04
504114,Váhovce - Vága,2097,48.2372609,17.7839975,504114.0,361.0,418.0,779.0,1727.0,45.11
504122,Veľká Mača - Nagymácséd,2614,48.2436891,17.6888855,504122.0,523.0,399.0,922.0,2074.0,44.46
504131,Veľké Úľany - Nagyfödémes,4665,48.1547179,17.5767775,504131.0,1252.0,942.0,2194.0,3965.0,55.33
504149,Veľký Grob,1425,48.2464871,17.5176514,504149.0,362.0,369.0,731.0,1149.0,63.62
504157,Vinohrady nad Váhom,1657,48.3165317,17.7686999,504157.0,332.0,528.0,860.0,1371.0,62.73
504165,Vlčany - Vágfarkasd,3220,48.026282,17.9223576,504165.0,393.0,660.0,1053.0,2645.0,39.81
504173,Vozokany (GA) - Pozsonyvezekény,1121,48.0972856,17.7029463,504173.0,116.0,254.0,370.0,932.0,39.7
504181,Zemianske Sady,870,48.3278202,17.8263362,504181.0,134.0,306.0,440.0,658.0,66.87
504190,Žihárec - Zsigárd,1794,48.0637745,17.890748,504190.0,206.0,378.0,584.0,1486.0,39.3
504203,Senica,19875,48.6778923,17.3644504,504203.0,5031.0,4700.0,9731.0,15960.0,60.97
504211,Bílkove Humence,194,48.5892624,17.2417705,504211.0,65.0,80.0,145.0,203.0,71.43
504220,Borský Svätý Jur,1631,48.5963837,17.06416,504220.0,404.0,443.0,847.0,1409.0,60.11
504238,Borský Mikuláš,3953,48.6240248,17.2326471,504238.0,913.0,1135.0,2048.0,3367.0,60.83
504254,Brestovec (MY),979,48.7991748,17.5531355,504254.0,266.0,293.0,559.0,820.0,68.17
504262,Brezová pod Bradlom,4848,48.667809,17.5442098,504262.0,1156.0,1360.0,2516.0,3951.0,63.68
504271,Brodské,2303,48.6947732,17.0227133,504271.0,698.0,650.0,1348.0,1923.0,70.1
504289,Bukovec (MY),431,48.7006104,17.4939172,504289.0,134.0,129.0,263.0,358.0,73.46
504297,Cerová,1105,48.5806276,17.3922982,504297.0,324.0,358.0,682.0,956.0,71.34
504319,Čáry,1269,48.6646873,17.077711,504319.0,194.0,375.0,569.0,1044.0,54.5
504327,Častkov,563,48.7543232,17.3596382,504327.0,191.0,138.0,329.0,446.0,73.77
504335,Dojč,1269,48.6839318,17.2557449,504335.0,327.0,408.0,735.0,1117.0,65.8
504343,Dubovce,614,48.7638327,17.2429141,504343.0,159.0,175.0,334.0,503.0,66.4
504351,Gbely,4921,48.7278542,17.0942229,504351.0,1347.0,1066.0,2413.0,4097.0,58.9
504360,Hlboké,980,48.6439428,17.3842547,504360.0,234.0,307.0,541.0,858.0,63.05
504378,Holíč,11214,48.8032903,17.1516671,504378.0,3238.0,2540.0,5778.0,9325.0,61.96
504386,Hradište pod Vrátnom,672,48.6252603,17.4916382,504386.0,169.0,206.0,375.0,563.0,66.61
504394,Chropov,382,48.7901753,17.3520955,504394.0,92.0,119.0,211.0,310.0,68.06
504408,Chvojnica (MY),346,48.7983675,17.4035039,504408.0,84.0,98.0,182.0,275.0,66.18
504416,Jablonica,2258,48.6005467,17.4333448,504416.0,499.0,674.0,1173.0,1832.0,64.03
504424,Jablonka,470,48.728175,17.6143612,504424.0,112.0,173.0,285.0,417.0,68.35
504432,Kátov,624,48.8349385,17.1691145,504432.0,160.0,179.0,339.0,500.0,67.8
504459,Kopčany,2555,48.7769281,17.1072815,504459.0,534.0,629.0,1163.0,2029.0,57.32
504467,Košariská,415,48.666959,17.6072846,504467.0,134.0,151.0,285.0,368.0,77.45
504475,Koválov,693,48.7094478,17.2820631,504475.0,212.0,153.0,365.0,568.0,64.26
504483,Koválovec,144,48.7958723,17.3188391,504483.0,43.0,45.0,88.0,133.0,66.17
504491,Kuklov,789,48.6295685,17.0798389,504491.0,103.0,177.0,280.0,618.0,45.31
504513,Kúty,4036,48.6562882,17.008497,504513.0,3289.0,1123.0,4412.0,5733.0,76.96
504521,Lakšárska Nová Ves,1130,48.5763389,17.1659796,504521.0,261.0,305.0,566.0,944.0,59.96
504530,Letničie,500,48.7079307,17.18092,504530.0,134.0,147.0,281.0,400.0,70.25
504548,Lopašov,332,48.7561829,17.3252401,504548.0,168.0,37.0,205.0,251.0,81.67
504556,Malé Leváre,1510,48.504772,16.9560127,504556.0,425.0,457.0,882.0,1470.0,60.0
504564,Mokrý Háj,729,48.8082326,17.2506881,504564.0,197.0,167.0,364.0,553.0,65.82
504572,Moravský Svätý Ján,2150,48.5721556,16.9864744,504572.0,721.0,527.0,1248.0,1856.0,67.24
504581,Myjava,10985,48.7501837,17.535974,504581.0,2886.0,2908.0,5794.0,8970.0,64.59
504599,Oreské (SI),395,48.7439029,17.3039643,504599.0,166.0,52.0,218.0,297.0,73.4
504602,Osuské,609,48.638985,17.4518225,504602.0,118.0,176.0,294.0,504.0,58.33
504611,Petrova Ves,1082,48.724344,17.1636738,504611.0,322.0,249.0,571.0,855.0,66.78
504629,Plavecké Podhradie,698,48.4810067,17.2736653,504629.0,250.0,224.0,474.0,637.0,74.41
504637,Plavecký Mikuláš,740,48.5095061,17.3008556,504637.0,191.0,305.0,496.0,644.0,77.02
504645,Plavecký Peter,608,48.5341099,17.3239703,504645.0,132.0,201.0,333.0,514.0,64.79
504653,Podbranč,621,48.7316779,17.4552627,504653.0,172.0,217.0,389.0,537.0,72.44
504661,Polianka,396,48.7190721,17.5810385,504661.0,97.0,129.0,226.0,332.0,68.07
504670,Popudinské Močidľany,963,48.7842966,17.216975,504670.0,271.0,201.0,472.0,769.0,61.38
504688,Poriadie,682,48.7790135,17.6089881,504688.0,225.0,208.0,433.0,610.0,70.98
504696,Priepasné,354,48.6928353,17.5838844,504696.0,88.0,145.0,233.0,314.0,74.2
504700,Prietrž,753,48.6852855,17.4555486,504700.0,197.0,245.0,442.0,631.0,70.05
504718,Prietržka,538,48.8065979,17.2078912,504718.0,191.0,108.0,299.0,456.0,65.57
504726,Prievaly,985,48.55986,17.346421,504726.0,253.0,300.0,553.0,795.0,69.56
504734,Radimov,535,48.7551161,17.2059475,504734.0,141.0,144.0,285.0,414.0,68.84
504742,Radošovce (SI),1778,48.7725927,17.2771676,504742.0,632.0,400.0,1032.0,1422.0,72.57
504769,Rohožník (MA),3616,48.4396114,17.1952463,504769.0,792.0,905.0,1697.0,2870.0,59.13
504777,Rovensko,434,48.7172774,17.373437,504777.0,176.0,113.0,289.0,368.0,78.53
504793,Rudník (MY),817,48.7573761,17.6268071,504793.0,190.0,282.0,472.0,697.0,67.72
504815,Skalica,15573,48.8382008,17.2565834,504815.0,4966.0,3157.0,8123.0,12941.0,62.77
504823,Smolinské,903,48.6829083,17.1176536,504823.0,256.0,250.0,506.0,777.0,65.12
504831,Smrdáky,584,48.7234243,17.3059657,504831.0,182.0,211.0,393.0,530.0,74.15
504840,Sobotište,1424,48.7466614,17.4154783,504840.0,487.0,411.0,898.0,1261.0,71.21
504858,Sološnica,1671,48.4615525,17.2367502,504858.0,459.0,493.0,952.0,1388.0,68.59
504866,Stará Myjava,762,48.8079964,17.5966982,504866.0,262.0,219.0,481.0,642.0,74.92
504874,Studienka,1685,48.5291874,17.1308772,504874.0,457.0,528.0,985.0,1486.0,66.29
504882,Šajdíkove Humence,1089,48.6520276,17.2891417,504882.0,299.0,291.0,590.0,944.0,62.5
504891,Šaštín-Stráže,4979,48.6361456,17.1440087,504891.0,926.0,1367.0,2293.0,4143.0,55.35
504904,Štefanov,1638,48.6768453,17.2004382,504904.0,279.0,496.0,775.0,1299.0,59.66
504912,Trnovec,285,48.7955673,17.1895068,504912.0,104.0,66.0,170.0,241.0,70.54
504939,Unín,1206,48.7258795,17.2219069,504939.0,343.0,327.0,670.0,996.0,67.27
504947,Veľké Leváre,3719,48.5072991,17.0028456,504947.0,826.0,983.0,1809.0,3053.0,59.25
504963,Vrádište,852,48.8262983,17.1953358,504963.0,226.0,215.0,441.0,649.0,67.95
504971,Vrbovce,1450,48.8005352,17.4702464,504971.0,398.0,455.0,853.0,1247.0,68.4
504980,Závod,2978,48.5452539,17.0512566,504980.0,733.0,706.0,1439.0,2364.0,60.87
504998,Topoľčany,25249,48.5765633,18.1698474,504998.0,4940.0,8017.0,12957.0,20274.0,63.91
505021,Lipovník (TO),315,48.5743605,18.0090366,505021.0,70.0,132.0,202.0,272.0,74.26
505048,Ludanice,1794,48.5048101,18.1118488,505048.0,252.0,633.0,885.0,1428.0,61.97
505056,Ľutov,174,48.7889042,18.2880465,505056.0,48.0,71.0,119.0,148.0,80.41
505064,Lužany,225,48.5176332,18.0105539,505064.0,45.0,89.0,134.0,189.0,70.9
505072,Malá Hradná,411,48.7570218,18.1614029,505072.0,95.0,149.0,244.0,313.0,77.96
505102,Malé Hoste,409,48.7017721,18.1368093,505102.0,41.0,177.0,218.0,333.0,65.47
505129,Malé Kršteňany,527,48.6454564,18.4359559,505129.0,121.0,194.0,315.0,458.0,68.78
505137,Malé Ripňany,545,48.4768407,17.9759025,505137.0,80.0,242.0,322.0,456.0,70.61
505153,Miezgovce,283,48.716346,18.3209286,505153.0,64.0,93.0,157.0,237.0,66.24
505170,Nadlice,594,48.6263155,18.2459645,505170.0,106.0,232.0,338.0,489.0,69.12
505196,Nedanovce,612,48.5869664,18.2944809,505196.0,98.0,259.0,357.0,507.0,70.41
505200,Nedašovce,435,48.6655577,18.327516,505200.0,51.0,199.0,250.0,351.0,71.23
505226,Nemečky,309,48.6785428,18.1115783,505226.0,46.0,152.0,198.0,283.0,69.96
505234,Nitrianska Blatnica,1232,48.5618267,17.9686872,505234.0,204.0,482.0,686.0,1043.0,65.77
505242,Nitrianska Streda,743,48.5103963,18.2018816,505242.0,117.0,327.0,444.0,614.0,72.31
505251,Norovce,335,48.6333277,18.1759535,505251.0,59.0,134.0,193.0,281.0,68.68
505277,Omastiná,40,48.7857276,18.4060072,505277.0,11.0,28.0,39.0,52.0,75.0
505285,Oponice,820,48.4572595,18.1503304,505285.0,105.0,354.0,459.0,710.0,64.65
505307,Ostratice,776,48.649059,18.2907826,505307.0,134.0,280.0,414.0,646.0,64.09
505315,Partizánske,21439,48.6357181,18.360438,505315.0,4336.0,6497.0,10833.0,17297.0,62.63
505323,Pažiť,504,48.6241475,18.4505106,505323.0,112.0,154.0,266.0,394.0,67.51
505331,Pečeňany,521,48.677227,18.2238054,505331.0,97.0,194.0,291.0,437.0,66.59
505340,Podhradie (TO),283,48.673516,18.0297784,505340.0,54.0,122.0,176.0,242.0,72.73
505358,Podlužany (BN),934,48.7796307,18.2505869,505358.0,198.0,355.0,553.0,751.0,73.64
505374,Prašice,2035,48.6600657,18.0938169,505374.0,425.0,756.0,1181.0,1719.0,68.7
505382,Pravotice,343,48.6786178,18.2930015,505382.0,97.0,117.0,214.0,282.0,75.89
505404,Preseľany,1479,48.4526908,18.0865291,505404.0,291.0,546.0,837.0,1227.0,68.22
505412,Prusy,617,48.7578228,18.2657289,505412.0,146.0,214.0,360.0,527.0,68.31
505421,Radošina,1889,48.5547132,17.9276867,505421.0,430.0,631.0,1061.0,1571.0,67.54
505439,Rajčany,535,48.6155691,18.2315846,505439.0,87.0,206.0,293.0,435.0,67.36
505447,Ruskovce (BN),519,48.7437717,18.1910406,505447.0,141.0,170.0,311.0,428.0,72.66
505455,Rybany,1517,48.669378,18.2599126,505455.0,293.0,528.0,821.0,1214.0,67.63
505463,Skačany,1337,48.6704669,18.3830194,505463.0,244.0,433.0,677.0,1039.0,65.16
505471,Slatina nad Bebravou,452,48.836866,18.2712552,505471.0,77.0,190.0,267.0,369.0,72.36
505480,Slatinka nad Bebravou,198,48.8640356,18.2586382,505480.0,30.0,100.0,130.0,178.0,73.03
505498,Solčany,2553,48.520586,18.2255181,505498.0,446.0,1032.0,1478.0,2008.0,73.61
505510,Súlovce,539,48.4641965,18.1797125,505510.0,81.0,230.0,311.0,447.0,69.57
505536,Šalgovce,516,48.5320189,17.893871,505536.0,89.0,155.0,244.0,396.0,61.62
505544,Šípkov,149,48.8600162,18.2978475,505544.0,19.0,65.0,84.0,133.0,63.16
505552,Šišov,510,48.6590393,18.1795375,505552.0,54.0,219.0,273.0,397.0,68.77
505561,Tesáre,730,48.6092024,18.0719434,505561.0,136.0,297.0,433.0,629.0,68.84
505579,Timoradza,504,48.8127751,18.2460755,505579.0,77.0,215.0,292.0,408.0,71.57
505595,Trebichava,41,48.8259362,18.3113579,505595.0,16.0,27.0,43.0,57.0,75.44
505617,Tvrdomestice,456,48.6509434,18.1387016,505617.0,44.0,189.0,233.0,375.0,62.13
505625,Uhrovec,1529,48.7337754,18.3482252,505625.0,305.0,586.0,891.0,1265.0,70.43
505633,Uhrovské Podhradie,39,48.7578421,18.405056,505633.0,12.0,24.0,36.0,44.0,81.82
505641,Urmince,1402,48.5343017,18.1007376,505641.0,272.0,535.0,807.0,1149.0,70.23
505676,Veľké Dvorany,748,48.5518338,18.074834,505676.0,106.0,332.0,438.0,601.0,72.88
505684,Veľké Hoste,554,48.6812192,18.1582993,505684.0,114.0,189.0,303.0,451.0,67.18
505692,Veľké Chlievany,498,48.7054974,18.2147033,505692.0,86.0,196.0,282.0,396.0,71.21
505706,Veľké Kršteňany,600,48.6620282,18.4267446,505706.0,85.0,201.0,286.0,476.0,60.08
505714,Veľké Ripňany,2104,48.5050898,17.9625385,505714.0,404.0,727.0,1131.0,1709.0,66.18
505722,Veľké Uherce,1990,48.5876878,18.4555133,505722.0,437.0,693.0,1130.0,1675.0,67.46
505731,Veľký Klíž,877,48.5407063,18.3911393,505731.0,165.0,331.0,496.0,738.0,67.21
505749,Velušovce,524,48.6223139,18.1036006,505749.0,86.0,235.0,321.0,451.0,71.18
505757,Vozokany (TO),351,48.5683975,17.9909662,505757.0,48.0,138.0,186.0,269.0,69.14
505765,Vysočany,109,48.6843586,18.3224519,505765.0,22.0,52.0,74.0,95.0,77.89
505773,Závada (TO),596,48.635071,18.0705941,505773.0,76.0,246.0,322.0,481.0,66.94
505790,Zlatníky,681,48.7252766,18.0640777,505790.0,87.0,323.0,410.0,571.0,71.8
505803,Žabokreky nad Nitrou,1738,48.6256678,18.3056051,505803.0,350.0,542.0,892.0,1344.0,66.37
505811,Žitná-Radiša,448,48.7774759,18.3491817,505811.0,120.0,142.0,262.0,373.0,70.24
505820,Trenčín,54740,48.8962613,18.0473111,505820.0,17369.0,13503.0,30872.0,44945.0,68.69
505838,Adamovské Kochanovce,872,48.8636106,17.9165254,505838.0,229.0,296.0,525.0,689.0,76.2
505846,Beckov,1436,48.7861332,17.9092112,505846.0,416.0,471.0,887.0,1187.0,74.73
505854,Bobot,745,48.8267133,18.2029138,505854.0,158.0,258.0,416.0,599.0,69.45
505871,Bošáca,1360,48.8433159,17.8359903,505871.0,350.0,404.0,754.0,1106.0,68.17
505889,Brunovce,593,48.6789029,17.849926,505889.0,164.0,196.0,360.0,518.0,69.5
505897,Bzince pod Javorinou,2051,48.8063704,17.7502245,505897.0,403.0,688.0,1091.0,1704.0,64.03
505901,Čachtice,3703,48.7143168,17.7872117,505901.0,738.0,1197.0,1935.0,2923.0,66.2
505919,Častkovce,1639,48.6869602,17.7724493,505919.0,365.0,480.0,845.0,1294.0,65.3
505935,Dolná Poruba,791,48.9031369,18.2929495,505935.0,114.0,325.0,439.0,649.0,67.64
505943,Dolná Súča,3059,48.9651097,18.0202485,505943.0,697.0,999.0,1696.0,2422.0,70.02
505951,Dolné Srnie,992,48.7953301,17.8187014,505951.0,245.0,329.0,574.0,782.0,73.4
505960,Drietoma,2233,48.9214757,17.9305426,505960.0,567.0,739.0,1306.0,1908.0,68.45
505978,Dubodiel,971,48.7610995,18.088748,505978.0,321.0,350.0,671.0,844.0,79.5
505994,Hôrka nad Váhom,774,48.7124704,17.9411304,505994.0,194.0,213.0,407.0,637.0,63.89
506001,Horná Streda,1384,48.6561686,17.848661,506001.0,339.0,431.0,770.0,1163.0,66.21
506010,Horná Súča,3301,48.9872235,17.9579409,506010.0,638.0,1133.0,1771.0,2682.0,66.03
506028,Horňany,429,48.7832046,18.20185,506028.0,104.0,131.0,235.0,331.0,71.0
506036,Horné Srnie,2707,49.0162213,18.076612,506036.0,575.0,977.0,1552.0,2199.0,70.58
506044,Hrabovka,427,48.9352187,18.0320061,506044.0,104.0,166.0,270.0,367.0,73.57
