IDN4,obec,populace,centroid-lat,centroid-lon,obec_code,Danko,Dubovský,Forró,Harabin,Korčok,Kotleba,Kubiš,Matovič,Náhlik,Pellegrini,Švec,voted,voters,turnout
509809,Lokca,2389,49.3689273,19.4141831,509809,2,10,0,123,412,11,28,31,2,355,1,975,1834,53.16
509817,Lomná,943,49.3474401,19.2847919,509817,1,4,1,63,151,6,8,9,1,105,3,352,692,50.87
509825,Malatiná,834,49.1915111,19.4442292,509825,0,2,0,39,136,2,6,19,0,96,0,300,632,47.47
509833,Medzibrodie nad Oravou,572,49.2389574,19.3561193,509833,1,3,0,34,154,2,3,10,0,67,0,274,457,59.96
509850,Mútne,3072,49.4845068,19.2916611,509850,2,18,0,263,399,8,27,55,0,484,2,1258,2212,56.87
509868,Námestovo,7722,49.4188224,19.4810699,509868,0,43,0,420,1513,16,93,42,0,1075,1,3203,5720,56
509876,Nižná (TS),3936,49.3204726,19.4993979,509876,1,49,0,254,723,14,55,57,5,685,0,1843,3161,58.3
509884,Novoť,3713,49.4372946,19.2478846,509884,2,60,1,171,713,12,34,63,4,399,1,1460,2670,54.68
509892,Oravská Jasenica,1922,49.4179825,19.4178568,509892,0,11,1,124,333,10,15,13,1,329,1,838,1457,57.52
509906,Oravská Lesná,3445,49.3588726,19.1946782,509906,1,28,2,165,692,6,47,50,2,522,4,1519,2561,59.31
509914,Oravská Polhora,3974,49.5549941,19.4479885,509914,1,16,1,168,564,8,14,106,1,383,1,1263,2924,43.19
509922,Oravská Poruba,1079,49.1889958,19.2640649,509922,0,8,0,74,267,2,6,21,0,184,0,562,861,65.27
509931,Oravské Veselé,2996,49.4803588,19.3712427,509931,1,32,0,157,534,6,22,40,2,380,4,1178,2259,52.15
509949,Oravský Biely Potok,740,49.2721227,19.5611755,509949,0,4,0,40,185,1,4,6,3,99,0,342,569,60.11
509957,Oravský Podzámok,1353,49.2771152,19.3451082,509957,0,9,0,84,356,1,12,27,1,187,5,682,1091,62.51
509965,Osádka,169,49.1825107,19.3951783,509965,0,0,0,14,17,1,1,1,1,35,0,70,125,56
509973,Párnica,936,49.2102278,19.1478203,509973,0,0,0,71,180,4,7,4,1,180,1,448,763,58.72
509981,Podbiel,1304,49.3054295,19.4715612,509981,2,10,2,91,251,3,25,22,0,225,1,632,1052,60.08
509990,Pokryváč,177,49.1973819,19.3980604,509990,0,0,0,9,34,1,1,1,0,27,0,73,139,52.52
510009,Pribiš,478,49.2243213,19.4081839,510009,0,3,0,14,102,6,6,11,0,59,0,201,370,54.32
510017,Pucov,900,49.2183028,19.3785335,510017,2,5,0,52,202,5,14,17,0,78,0,375,675,55.56
510025,Rabča,5139,49.4830767,19.4704888,510025,2,11,0,227,697,12,42,89,4,640,1,1725,3740,46.12
510033,Rabčice,2024,49.5136256,19.5170321,510033,0,11,0,152,244,11,19,17,1,335,0,790,1565,50.48
510041,Sedliacka Dubová,542,49.2700062,19.4226352,510041,0,4,1,41,107,1,3,19,1,61,0,238,405,58.77
510050,Sihelné,2182,49.5088003,19.4106598,510050,0,6,0,73,234,5,7,50,0,188,0,563,1531,36.77
510076,Suchá Hora,1455,49.3602751,19.7838226,510076,1,11,1,126,193,7,5,52,0,204,2,602,1088,55.33
510084,Štefanov nad Oravou,697,49.3644956,19.5244251,510084,0,6,1,62,145,1,7,4,0,85,0,311,527,59.01
510092,Ťapešovo,776,49.3693952,19.4548725,510092,3,5,1,54,149,3,11,7,1,121,0,355,593,59.87
510106,Trstená,7213,49.3915164,19.6024686,510106,6,33,0,466,1311,27,72,84,2,1130,3,3134,5465,57.35
510114,Tvrdošín,8952,49.2953275,19.7547423,510114,6,82,0,637,1358,29,103,99,8,1522,7,3851,6880,55.97
510149,Vasiľov,840,49.3502286,19.3843217,510149,0,7,0,48,152,1,7,7,2,113,0,337,612,55.07
510157,Vavrečka,1620,49.3809585,19.4778833,510157,2,16,0,84,344,6,9,23,0,234,1,719,1221,58.89
510165,Veličná,1431,49.2427404,19.229295,510165,0,7,0,81,395,6,12,12,3,227,1,744,1167,63.75
510173,Vitanová,1321,49.271538,19.7559602,510173,2,4,1,97,194,7,16,19,0,242,0,582,1021,57
510181,Vyšný Kubín,796,49.1764065,19.329056,510181,0,6,0,53,246,7,13,12,1,97,0,435,619,70.27
510190,Zábiedovo,900,49.307052,19.6297055,510190,1,7,0,38,166,0,9,12,0,118,3,354,686,51.6
510203,Zákamenné,5542,49.3976122,19.2412215,510203,1,46,3,271,815,15,51,68,4,756,2,2032,4092,49.66
510211,Zázrivá,2552,49.2847651,19.1662334,510211,2,12,2,183,451,5,12,27,0,376,0,1070,2099,50.98
510238,Zuberec,1913,49.2356623,19.6722855,510238,0,11,1,129,708,3,28,20,0,338,0,1238,1806,68.55
510246,Zubrohlava,2354,49.4627975,19.5195042,510246,0,7,1,116,344,14,25,25,0,326,0,858,1805,47.53
510254,Žaškov,1622,49.1705019,19.2056915,510254,0,15,0,100,342,7,13,18,0,225,0,720,1315,54.75
510262,Liptovský Mikuláš,30522,49.070392,19.6024058,510262,6,79,13,1573,6307,56,357,198,28,4971,15,13603,24844,54.75
510271,Beňadiková,533,49.0808744,19.686591,510271,0,0,0,48,84,2,2,4,1,92,0,233,431,54.06
510301,Bešeňová,657,49.112732,19.4422406,510301,0,3,2,36,209,3,2,16,1,102,0,374,627,59.65
510319,Bobrovček,170,49.1433992,19.5999851,510319,0,0,2,9,32,2,3,4,0,39,0,91,147,61.9
510327,Bobrovec,1984,49.1626385,19.6296929,510327,1,13,0,118,537,10,14,20,4,234,2,953,1598,59.64
510335,Bobrovník,132,49.1186033,19.4777638,510335,0,0,0,18,18,0,0,3,0,34,0,73,115,63.48
510351,Bukovina,112,49.1341612,19.4736891,510351,0,1,1,11,11,1,3,4,0,27,0,59,97,60.82
510386,Demänovská Dolina,317,48.9774695,19.5867667,510386,1,3,0,28,365,2,10,5,0,61,0,475,578,82.18
510408,Dúbrava (LM),1228,49.0020758,19.5018033,510408,1,2,0,75,219,9,16,10,23,307,0,662,1040,63.65
510416,Galovany,311,49.0862654,19.5291057,510416,0,0,1,34,70,1,4,3,1,59,0,173,256,67.58
510424,Gôtovany,471,49.0665383,19.5052726,510424,0,1,0,49,76,0,3,4,0,95,0,228,397,57.43
510441,Hubová,1079,49.0995568,19.1946373,510441,0,8,0,70,220,2,11,20,2,158,1,492,858,57.34
510459,Huty,155,49.21948,19.5718814,510459,0,0,0,11,50,2,0,2,0,33,0,98,154,63.64
510467,Hybe,1480,49.0580652,19.8505142,510467,2,4,1,94,268,0,15,8,3,328,1,724,1230,58.86
510505,Jakubovany (LM),370,49.1184551,19.7388896,510505,1,1,0,31,65,0,0,2,0,86,0,186,328,56.71
510513,Jalovec (LM),311,49.1729513,19.6687134,510513,0,4,0,23,72,3,6,3,0,49,0,160,284,56.34
510521,Jamník (LM),477,49.1350494,19.7579251,510521,0,1,0,33,90,1,7,2,0,68,0,202,385,52.47
510530,Kalameny,450,49.147134,19.4159734,510530,0,4,0,52,82,5,6,3,0,84,0,236,367,64.31
510548,Komjatná,1576,49.1419385,19.2472699,510548,0,7,1,86,298,1,11,26,0,141,0,571,1214,47.03
510564,Kráľova Lehota,598,49.0023405,19.8046138,510564,1,0,0,44,107,1,11,6,1,151,1,323,476,67.86
510572,Kvačany (LM),558,49.1815693,19.5528872,510572,0,2,1,23,104,0,3,6,0,121,0,260,445,58.43
510581,Lazisko,372,48.9844648,19.5294053,510581,0,1,0,31,55,1,1,1,0,100,0,190,325,58.46
510599,Likavka,2987,49.1088701,19.3077673,510599,4,27,0,121,650,13,30,55,1,412,2,1315,2342,56.15
510602,Liptovská Anna,95,49.1546791,19.4561076,510602,0,0,0,8,26,0,1,0,1,14,0,50,91,54.95
510611,Liptovská Kokava,934,49.1011055,19.8477514,510611,1,0,1,54,141,3,11,6,2,223,2,444,770,57.66
510629,Liptovská Lúžna,2782,48.927486,19.3257632,510629,3,6,0,194,371,11,30,23,3,498,2,1141,2248,50.76
510637,Liptovská Osada,1617,48.9249117,19.2590692,510637,0,6,0,112,328,9,19,17,1,280,1,773,1365,56.63
510653,Liptovská Sielnica,605,49.1272492,19.5148578,510653,1,4,0,40,154,2,19,5,2,113,1,341,513,66.47
510661,Liptovská Štiavnica,1300,49.0161516,19.3487608,510661,2,2,0,90,293,6,10,14,0,214,0,631,1067,59.14
510670,Liptovská Teplá,1031,49.1151744,19.418671,510670,0,8,0,72,234,2,19,15,1,152,2,505,834,60.55
510688,Liptovské Beharovce,80,49.1419691,19.5791422,510688,0,0,0,10,19,0,1,1,0,17,0,48,67,71.64
510696,Liptovské Kľačany,378,49.0071975,19.4628482,510696,0,0,0,26,59,4,9,1,0,72,0,171,287,59.58
510700,Liptovské Matiašovce,314,49.1609232,19.5657563,510700,0,0,0,27,75,0,3,4,0,38,0,147,249,59.04
510718,Liptovské Revúce,1536,48.9163334,19.1657417,510718,1,9,0,107,192,5,28,23,1,334,0,700,1287,54.39
510726,Liptovský Hrádok,7154,49.0527709,19.7731566,510726,5,16,3,411,1354,29,86,44,3,1409,4,3364,5852,57.48
510734,Liptovský Ján,1099,48.9843635,19.6696435,510734,0,2,0,75,319,2,14,5,2,213,0,632,993,63.65
510742,Liptovský Michal,301,49.0903996,19.4341031,510742,0,0,1,33,60,5,2,1,0,42,2,146,252,57.94
510751,Liptovský Ondrej,627,49.1053531,19.7049086,510751,0,0,0,46,134,1,6,1,0,126,0,314,544,57.72
510777,Liptovský Trnovec,583,49.1610595,19.5825119,510777,0,0,2,22,157,1,11,3,1,122,0,319,537,59.4
510785,Lisková,2061,49.0996474,19.3548784,510785,3,11,2,130,404,6,17,23,4,373,0,973,1641,59.29
510793,Ľubeľa,1216,49.028003,19.4785361,510793,1,1,0,75,177,4,11,8,2,299,0,578,966,59.83
510807,Ľubochňa,1074,49.029637,19.1562251,510807,1,7,1,75,228,3,13,13,0,179,0,520,862,60.32
510815,Lúčky (RK),1651,49.1480423,19.3814186,510815,2,18,2,113,370,5,26,22,2,309,1,870,1410,61.7
510823,Ludrová,1000,49.0513599,19.3279883,510823,3,5,1,69,154,7,9,10,3,183,0,444,797,55.71
510831,Malatíny,244,49.0664267,19.4589569,510831,0,0,0,22,51,1,0,0,0,47,0,121,227,53.3
510840,Malé Borové,124,49.2265439,19.5421038,510840,0,0,0,8,15,1,0,2,0,22,0,48,106,45.28
510858,Malužiná,221,48.9441835,19.8323874,510858,0,1,0,24,40,0,3,4,0,57,0,129,201,64.18
510866,Martinček,452,49.1044469,19.330858,510866,1,3,0,26,86,4,1,7,0,66,0,194,356,54.49
510874,Nižná Boca,163,48.9471709,19.7758996,510874,0,0,0,15,70,0,3,0,0,38,0,126,164,76.83
510904,Partizánska Ľupča,1318,48.9906361,19.421114,510904,2,0,0,58,264,1,12,8,0,244,0,589,1079,54.59
510912,Pavčina Lehota,393,49.0215898,19.5573122,510912,1,0,0,35,111,1,11,5,0,78,1,243,351,69.23
510921,Pavlova Ves,284,49.127673,19.5801141,510921,0,3,0,20,48,3,3,0,0,27,1,105,229,45.85
510947,Podtureň,1094,49.051227,19.702944,510947,2,4,0,90,202,3,14,10,0,208,0,533,852,62.56
510955,Potok (RK),98,49.1136021,19.4529592,510955,0,1,0,4,29,1,4,0,0,32,0,71,95,74.74
510963,Pribylina,1327,49.1528032,19.8438091,510963,0,1,0,55,269,3,14,4,0,262,0,608,1185,51.31
510971,Prosiek,226,49.1650808,19.4941223,510971,0,0,0,14,36,2,4,6,2,58,0,122,179,68.16
510998,Ružomberok,27407,49.0387353,19.2655802,510998,6,159,10,1403,5423,86,223,303,13,3871,5,11502,21770,52.83
511005,Liptovské Sliače,3718,49.0525523,19.390871,511005,4,36,2,230,726,18,33,43,5,575,2,1674,3032,55.21
511013,Smrečany,696,49.1269393,19.6553097,511013,1,5,0,32,214,0,16,5,0,109,0,382,585,65.3
511030,Stankovany,1149,49.1465148,19.1676949,511030,0,5,0,112,180,7,7,21,0,213,0,545,936,58.23
511048,Svätý Kríž,887,49.0477531,19.5306001,511048,0,2,0,58,139,5,8,8,2,180,1,403,732,55.05
511056,Štiavnička,869,49.0716773,19.3447601,511056,0,8,0,49,201,3,10,11,0,133,1,416,683,60.91
511064,Švošov,856,49.1281178,19.2023419,511064,3,16,0,56,147,1,6,11,2,118,0,360,664,54.22
511072,Trstené,220,49.1145488,19.6274788,511072,0,1,1,24,53,1,5,0,0,43,0,128,183,69.95
511099,Uhorská Ves,537,49.0261439,19.6966164,511099,0,1,0,47,112,0,5,7,0,110,0,282,434,64.98
511102,Valaská Dubová,782,49.1388745,19.2989505,511102,1,23,0,32,157,0,7,5,0,134,1,360,615,58.54
511111,Vavrišovo,671,49.0773992,19.7638328,511111,0,3,0,38,147,5,4,4,0,131,0,332,562,59.07
511129,Važec,2382,49.0641848,19.9847066,511129,2,1,0,147,170,4,16,24,2,398,3,767,1903,40.3
511137,Veľké Borové,40,49.1966129,19.5178988,511137,0,0,0,4,12,0,0,3,0,16,0,35,53,66.04
511145,Veterná Poruba,387,49.1072537,19.6773558,511145,0,0,0,28,63,0,9,1,0,76,0,177,305,58.03
511153,Vlachy,619,49.0896039,19.4816023,511153,0,4,0,52,110,5,5,6,1,151,1,335,532,62.97
511170,Východná,2222,48.9937599,19.9316547,511170,1,7,0,117,179,6,21,12,0,408,0,751,1766,42.53
511188,Vyšná Boca,106,48.9202832,19.7419964,511188,0,1,0,13,84,2,1,1,0,39,0,141,170,82.94
511196,Závažná Poruba,1248,49.0367319,19.6328892,511196,0,3,1,81,338,1,19,11,0,227,0,681,1085,62.76
511200,Žiar (LM),477,49.1558769,19.6939321,511200,0,1,0,32,169,0,20,7,1,68,0,298,399,74.69
511218,Lučenec,25902,48.3316498,19.671862,511218,4,44,266,942,3732,66,174,195,6,3606,12,9047,20890,43.31
511226,Ábelová,219,48.4262217,19.4169778,511226,0,0,0,7,22,2,0,7,1,25,0,64,169,37.87
511234,Belina - Béna,617,48.2354308,19.8522402,511234,0,0,129,0,12,1,0,7,0,11,0,160,491,32.59
511251,Boľkovce,636,48.3389751,19.7424522,511251,0,1,16,46,72,4,2,5,0,109,0,255,512,49.8
511269,Breznička (PT),725,48.4165735,19.7363962,511269,1,1,1,47,84,3,4,3,1,171,0,316,606,52.15
511277,Budiná,207,48.4676948,19.4510389,511277,0,0,0,18,20,2,3,2,0,51,0,96,174,55.17
511293,Buzitka,478,48.3286245,19.8091041,511293,0,0,8,15,66,1,1,8,0,96,1,196,388,50.52
511315,Cinobaňa,2055,48.4793891,19.6318891,511315,1,7,0,148,161,8,16,8,0,358,1,708,1661,42.62
511323,Čakanovce (LC) - Csákányháza,1126,48.2120209,19.789065,511323,3,0,47,7,20,2,0,9,0,30,0,118,820,14.39
511331,Čamovce - Csomatelke,581,48.2361537,19.8856719,511331,1,3,47,3,10,1,0,8,0,31,0,104,425,24.47
511340,České Brezovo,444,48.504205,19.8001494,511340,1,1,1,37,50,4,4,7,0,133,0,238,400,59.5
511358,Divín,2030,48.4574325,19.514977,511358,0,4,0,120,215,6,14,9,1,397,0,766,1636,46.82
511366,Dobroč,596,48.5035277,19.5563907,511366,0,1,0,39,83,1,6,2,2,168,0,302,507,59.57
511374,Kotmanová,279,48.4994752,19.5867165,511374,0,0,0,12,33,4,1,3,0,72,0,125,228,54.82
511391,Fiľakovo - Fülek,9949,48.2673968,19.8191994,511391,4,8,496,145,614,11,27,81,0,687,1,2074,7706,26.91
511404,Fiľakovské Kováče - Fülekkovácsi,909,48.2849352,19.7763279,511404,1,1,45,21,65,0,0,12,0,66,0,211,710,29.72
511421,Halič,1662,48.319853,19.5874314,511421,1,4,1,89,266,13,12,18,1,282,2,689,1328,51.88
511439,Holiša - Ipolygalsa,670,48.3146331,19.7440458,511439,0,0,27,22,21,2,0,2,0,75,0,149,492,30.28
511447,Hradište (PT),240,48.5059325,19.7142472,511447,0,0,0,22,19,1,5,1,0,72,0,120,191,62.83
511463,Jelšovec,331,48.2881146,19.5931622,511463,1,0,2,11,16,0,3,4,0,13,0,50,243,20.58
511471,Kalinovo,2226,48.3974876,19.7134628,511471,1,3,4,172,240,6,35,9,2,483,1,956,1819,52.56
511480,Kalonda - Kalonda,198,48.2538688,19.6559342,511480,0,0,19,5,18,0,2,0,0,8,0,52,168,30.95
511498,Kokava nad Rimavicou,2761,48.5812482,19.79265,511498,1,1,0,165,218,8,17,24,0,584,2,1020,2298,44.39
511501,Krná,54,48.524717,19.7414114,511501,1,0,0,5,9,1,0,0,0,17,0,33,43,76.74
511510,Látky,564,48.5771052,19.6486528,511510,0,0,0,45,75,3,15,2,0,130,0,270,452,59.73
511528,Lehôtka,355,48.3396749,19.5383786,511528,0,0,0,9,26,0,0,3,0,52,0,90,275,32.73
511536,Lentvora,82,48.3696166,19.4562669,511536,0,0,0,5,12,0,0,0,0,13,0,30,66,45.45
511544,Lipovany,246,48.2167904,19.7026362,511544,0,0,0,11,20,1,1,1,0,70,0,104,200,52
511552,Lovinobaňa,1935,48.4355566,19.5968858,511552,0,1,1,98,158,5,11,11,1,381,2,669,1515,44.16
511561,Ľuboreč,348,48.3221641,19.5024185,511561,2,0,0,14,27,1,4,2,0,48,0,98,280,35
511579,Lupoč,206,48.3652391,19.5318402,511579,0,0,0,13,33,2,1,3,0,38,0,90,177,50.85
511595,Málinec,1396,48.5377746,19.6818487,511595,0,0,1,79,79,5,7,3,0,293,1,468,1097,42.66
511609,Mašková,325,48.3243794,19.5558992,511609,0,0,2,17,24,2,0,4,0,44,0,93,258,36.05
511617,Mládzovo,101,48.4385436,19.7019947,511617,0,0,0,4,15,1,7,1,0,26,0,54,95,56.84
511625,Mučín,763,48.2416839,19.7039822,511625,0,0,11,22,43,1,4,4,0,64,0,149,577,25.82
511641,Mýtna,1165,48.4931741,19.5263263,511641,1,0,1,74,125,12,12,10,0,248,2,485,927,52.32
511668,Nitra nad Ipľom - Ipolynyitra,381,48.3239904,19.7778424,511668,0,0,9,5,11,0,0,9,0,6,0,40,270,14.81
511676,Nové Hony,179,48.3709977,19.8201745,511676,0,2,3,9,13,0,0,2,0,29,0,58,148,39.19
511684,Ozdín,288,48.4739941,19.6795466,511684,0,0,0,15,44,1,2,2,0,72,0,136,240,56.67
511692,Panické Dravce - Panyidaróc,743,48.2886744,19.6464517,511692,1,0,28,30,80,0,4,15,0,81,0,239,591,40.44
511706,Píla (LC),248,48.4896528,19.4909145,511706,3,0,0,20,28,1,2,2,0,68,0,124,213,58.22
511714,Pinciná - Pinc,208,48.364214,19.7644923,511714,0,1,18,9,20,0,2,1,1,24,0,76,163,46.63
511722,Pleš - Fülekpilis,191,48.2321466,19.7480431,511722,0,0,16,13,11,1,3,1,0,28,0,73,151,48.34
511731,Podkriváň,569,48.5246148,19.493808,511731,3,8,0,30,43,2,7,5,0,161,0,259,477,54.3
511749,Podrečany,527,48.4009373,19.5929937,511749,0,0,0,41,32,6,6,5,0,113,1,204,454,44.93
511757,Polichno,128,48.4027052,19.4896605,511757,0,0,0,12,10,2,0,1,0,13,0,38,98,38.78
511765,Poltár,5333,48.4250845,19.7904348,511765,3,8,3,301,425,38,31,37,3,1134,3,1986,4225,47.01
511773,Praha,75,48.3742978,19.4979227,511773,0,0,1,3,8,0,0,0,0,11,0,23,65,35.38
511781,Prša - Perse,190,48.3001607,19.7903511,511781,0,0,37,3,8,1,0,0,0,10,0,59,157,37.58
511790,Radzovce - Ragyolc,1602,48.2066192,19.853193,511790,1,5,181,20,69,2,2,13,1,89,1,384,1274,30.14
511803,Rapovce - Rapp,930,48.2682535,19.6854714,511803,0,1,31,40,64,1,1,15,2,86,0,241,738,32.66
511811,Ratka,329,48.2502137,19.7760895,511811,0,0,1,25,31,1,0,0,0,72,0,130,260,50
511820,Rovňany,246,48.4514451,19.7316976,511820,0,0,0,22,22,3,1,2,0,57,0,107,199,53.77
511838,Ružiná,835,48.4273979,19.5487223,511838,0,0,0,35,61,1,5,5,3,148,0,258,669,38.57
511846,Stará Halič,638,48.3751103,19.5629877,511846,0,2,1,30,85,3,4,2,0,117,0,244,491,49.69
511854,Šávoľ - Füleksávoly,588,48.3121907,19.8398517,511854,0,0,69,13,19,1,2,3,0,39,1,147,445,33.03
511862,Šiatorská Bukovinka,289,48.180022,19.83026,511862,0,0,2,17,28,1,1,0,0,62,0,111,234,47.44
511871,Šíd - Gömörsid,1329,48.2717315,19.8801669,511871,1,0,66,6,22,3,0,21,0,40,0,159,963,16.51
511889,Šoltýska,86,48.5784522,19.7463477,511889,0,0,0,13,14,1,0,0,0,29,0,57,84,67.86
511897,Šurice - Sőreg,471,48.224029,19.9134478,511897,0,0,44,2,20,0,1,9,0,30,0,106,362,29.28
511901,Točnica,388,48.4105861,19.6452239,511901,1,0,0,23,32,1,2,6,0,73,0,138,301,45.85
511919,Tomášovce (LC),1374,48.3697289,19.6203918,511919,0,1,1,89,205,6,16,10,0,306,1,635,1116,56.9
511927,Trebeľovce,867,48.2762901,19.7267502,511927,0,1,20,35,65,3,11,4,0,177,0,316,714,44.26
511943,Tuhár,339,48.4273073,19.4911003,511943,0,0,0,20,30,2,1,4,0,105,0,162,285,56.84
511978,Uhorské,515,48.4762967,19.76145,511978,0,0,0,40,45,3,1,5,0,130,0,224,426,52.58
511994,Veľká nad Ipľom - Vilke,932,48.2654036,19.5955006,511994,0,2,32,25,60,3,1,6,1,88,0,218,743,29.34
512001,Veľká Ves,424,48.3841732,19.666351,512001,0,0,0,32,57,5,3,3,0,100,0,200,329,60.79
512010,Veľké Dravce - Nagydaróc,698,48.3432935,19.8326267,512010,0,0,61,14,27,3,3,6,0,37,0,151,525,28.76
512036,Martin,52520,49.0844207,18.8906756,512036,14,119,19,3195,10669,136,559,392,38,8376,22,23539,41773,56.35
512044,Abramová,178,48.9360555,18.7789816,512044,0,0,0,21,20,0,1,2,0,39,0,83,163,50.92
512052,Belá-Dulice,1235,48.9799743,19.0500806,512052,0,6,0,79,258,2,18,11,2,298,0,674,1016,66.34
512061,Benice,351,48.992151,18.8667462,512061,0,1,0,21,57,0,3,3,0,75,0,160,269,59.48
512079,Blatnica,1021,48.9206006,18.9911975,512079,1,1,1,67,188,4,8,6,0,274,1,551,851,64.75
512087,Blažovce,162,48.9384188,18.845628,512087,0,0,0,9,31,1,3,0,0,48,0,92,138,66.67
512095,Bodorová,240,48.9094302,18.8537654,512095,0,1,0,13,52,4,0,0,0,52,0,122,175,69.71
512109,Borcová,146,48.9257637,18.8480265,512109,0,0,0,13,32,1,4,3,0,35,0,88,137,64.23
512117,Brieštie,136,48.9194343,18.719897,512117,0,0,0,6,24,0,3,2,0,39,0,74,124,59.68
512125,Budiš,196,48.8558566,18.7343523,512125,0,0,0,9,29,1,1,0,0,55,0,95,166,57.23
512133,Bystrička,1476,49.0569591,18.841939,512133,1,3,1,127,305,9,20,0,0,343,0,809,1259,64.26
512141,Čremošné,79,48.8310795,18.956752,512141,0,0,0,4,25,1,1,1,0,21,0,53,100,53
512150,Ďanová,559,48.9779137,18.9225536,512150,0,0,2,38,88,0,9,5,0,107,0,249,447,55.7
512168,Diaková,491,49.0571031,18.9704953,512168,0,1,0,33,142,0,10,3,0,127,0,316,437,72.31
512206,Dolný Kalník,301,49.0404076,18.965286,512206,0,6,0,21,120,1,8,4,0,23,0,183,272,67.28
512214,Dražkovce,1019,49.0493999,18.9514383,512214,1,9,1,72,278,2,16,3,1,169,0,552,842,65.56
512222,Dubové (TR),698,48.8425665,18.7811063,512222,0,1,0,48,124,7,2,6,0,193,0,381,582,65.46
512257,Folkušová,150,48.9709308,18.9561573,512257,0,0,0,18,30,1,1,2,0,40,0,92,126,73.02
512265,Háj (TR),462,48.8584269,18.8822319,512265,0,0,0,37,73,4,7,5,0,113,0,239,371,64.42
512273,Horná Štubňa,1618,48.811653,18.9068279,512273,2,1,0,86,166,12,14,6,2,279,0,568,1278,44.44
512290,Horný Kalník,186,49.0305076,18.9652363,512290,0,7,0,11,47,1,3,1,0,41,0,111,158,70.25
512303,Ivančiná,90,48.9084278,18.8145058,512303,0,0,0,18,15,0,0,1,1,13,0,48,81,59.26
512311,Jasenovo,123,48.8735652,18.7137097,512311,0,2,0,7,20,0,0,3,0,35,0,67,113,59.29
512320,Jazernica,352,48.9241742,18.8252963,512320,0,0,0,28,66,2,4,1,0,88,1,190,302,62.91
512338,Kaľamenová,85,48.8798476,18.7776993,512338,0,0,0,9,16,1,1,0,0,18,0,45,75,60
512346,Karlová,111,48.9598742,18.9019691,512346,0,0,0,17,26,0,0,0,0,22,1,66,98,67.35
512354,Kláštor pod Znievom,1757,48.9797966,18.7758904,512354,2,6,0,119,346,8,26,8,1,309,2,827,1455,56.84
512371,Košťany nad Turcom,1336,49.0213869,18.9071929,512371,1,1,3,117,359,3,22,10,0,218,0,734,1139,64.44
512389,Krpeľany,1087,49.1238464,19.111036,512389,1,1,0,78,136,3,18,4,2,268,1,512,869,58.92
512397,Laskár,120,48.9593703,18.8865018,512397,0,0,0,17,27,1,0,1,0,21,0,67,113,59.29
512419,Ležiachov,155,48.9819341,18.8527052,512419,0,0,1,28,27,1,2,1,0,34,0,94,142,66.2
512427,Liešno,56,48.8850265,18.7631726,512427,0,0,1,5,7,0,0,0,0,17,0,30,52,57.69
512435,Lipovec (MT),899,49.1476693,18.9174802,512435,1,1,0,76,206,4,11,7,1,172,0,479,746,64.21
512443,Malý Čepčín,545,48.9012501,18.8326583,512443,1,0,0,41,60,2,8,7,0,181,0,300,458,65.5
512451,Moškovec,70,48.9440559,18.8237941,512451,0,0,0,10,12,0,0,0,0,28,0,50,63,79.37
512460,Mošovce,1357,48.8842587,18.9412196,512460,0,2,0,100,232,9,10,4,0,349,0,706,1146,61.61
512478,Necpaly,998,48.9653491,19.0123886,512478,0,1,0,50,203,5,10,4,1,222,0,496,830,59.76
512486,Nolčovo,255,49.0889138,19.0972576,512486,0,1,0,17,35,2,0,3,0,69,0,127,198,64.14
512494,Ondrašová,92,48.9523545,18.7821971,512494,0,0,0,16,15,3,2,1,0,19,0,56,72,77.78
512508,Podhradie (MT),682,49.0771645,19.0721301,512508,3,0,0,51,88,2,9,4,0,180,0,337,557,60.5
512524,Príbovce,1102,49.0008376,18.895189,512524,0,5,0,74,184,7,20,4,0,261,0,555,884,62.78
512541,Rakovo,381,48.9818489,18.8886571,512541,0,0,0,39,70,0,5,2,0,71,0,187,308,60.71
512559,Rakša,219,48.8725574,18.9042438,512559,0,1,0,20,49,2,0,0,1,44,0,117,191,61.26
512567,Ratkovo,194,49.1372086,19.0850675,512567,0,0,0,16,36,2,3,2,1,49,0,109,171,63.74
512575,Rudno,200,48.8880796,18.7345791,512575,0,0,0,15,43,1,8,4,0,57,0,128,177,72.32
512583,Sklabiňa,645,49.0424555,19.0170183,512583,0,1,0,50,134,0,7,6,1,121,0,320,539,59.37
512591,Sklabinský Podzámok,181,49.0434328,19.0613507,512591,0,3,0,10,42,3,1,3,0,32,0,94,157,59.87
512605,Sklené,686,48.7900315,18.8262648,512605,2,4,0,59,90,10,5,2,0,134,1,307,572,53.67
512613,Slovany,441,48.9896382,18.8051184,512613,0,4,0,53,67,1,10,6,1,102,0,244,366,66.67
512621,Slovenské Pravno,891,48.9119782,18.7655499,512621,1,3,0,61,128,5,8,5,1,218,0,430,758,56.73
512630,Socovce,239,48.9463397,18.8721877,512630,0,0,0,10,37,1,3,5,0,55,0,111,185,60
512648,Sučany,4711,49.1214477,18.9800035,512648,3,8,0,363,762,17,39,42,2,1076,0,2312,4099,56.4
512656,Šútovo,509,49.1748836,19.0686284,512656,0,1,0,62,62,3,5,2,1,128,0,264,414,63.77
512664,Trebostovo,600,49.036337,18.835399,512664,0,0,0,50,100,3,5,6,0,123,0,287,501,57.29
