,Danko,Dubovský,Forró,Harabin,Korčok,Kotleba,Kubiš,Matovič,Náhlik,Pellegrini,Švec
okres_code,1,2,3,4,5,6,7,8,9,10,11
101,0,0,0.0015841583448906,0.00423716666259865,0.0160224302674428,0.00165795100041676,0,0.005735675082059,0,-0.0122441912200808,0
102,0,0,0.000671725537512157,-0.00175230962892483,0.0118508715897765,0.000869537084772005,0,-0.00559883991266496,0,-0.00825184252407294,0
103,0,0,0.000339328286030842,-0.00486746676523985,0.0330016568351165,-0.0203430697746504,0,-0.0114518819697639,0,-0.0267028157975324,0
104,0,0,-0.000430144130380572,-0.00779897172755751,0.00876324795894972,-0.00731989597825218,0,0.000368853434508804,0,-0.00189026462835708,0
105,0,0,-0.00179443078509582,-0.00266973682527937,0.0157065360859127,-0.00301580276803255,0,0.00101890629393862,0,-0.00881960754232866,0
106,0,0,0.000320227421688638,-0.0224946707063276,0.0503514278420998,-0.00567552899059685,0,0.0100113481467103,0,-0.0415187764490785,0
107,0,0,0.000221698935178077,-0.0186705333462156,0.0411909732030026,-0.0117126711696898,0,0.008292711349178,0,-0.00565439550983999,0
108,0,0,-0.0489934236872503,-0.0244448465739228,0.0796940394305183,-0.0275582801722633,0,-0.000519502376912897,0,-0.0281931685910507,0
201,0,0,-0.0954551995544244,0.00313047507109245,0.0284097984301672,0.00153326720046544,0,0.0217776786304516,0,0.00489962059177952,0
202,0,0,0.092631586466228,-0.00532397865950427,0.00361693557022303,-0.0157839072657092,0,-0.0014102446629473,0,-0.0306482991545571,0
203,0,0,0.000329150585843634,0.00149384954934571,0.0190823363704122,-0.0115174044681518,0,0.0138213175877401,0,-0.0423593244096386,0
204,0,0,0.00010519634351577,-0.00260710785052075,0.0248594426993509,-0.012255467710811,0,0.000132443474109239,0,-0.0108298167381518,0
205,0,0,0.000699353207096386,0.00674803014834717,0.00317072112322457,0.0060895556404381,0,-0.0109213730754244,0,0.0195672905579628,0
206,0,0,0.000298751049185659,0.00586131353045592,0.0212834398434516,-0.00355363541289752,0,-0.0401632666422432,0,0.00054042039823559,0
207,0,0,0.000310200050545321,-0.00995540231840999,0.025901869332191,0.00179125114601526,0,0.00129924724554828,0,-0.00946279835582532,0
301,0,0,0.000193148371077955,0.0028915504055877,0.0307347216753988,-0.010309500016315,0,0.00629204313376735,0,-0.0340615690060819,0
302,0,0,-0.00247039436304475,-0.0040453294293484,0.0194783184530983,0.00969388177254458,0,0.00820150297373712,0,-0.035291547196209,0
303,0,0,0.0000771643662308984,-0.00246220851990136,0.0126459123763225,0.000619326278409767,0,0.0167466268212162,0,-0.0354451998280018,0
304,0,0,-0.000465630331025455,-0.010935668888206,0.0124986916686824,-0.0059100597704248,0,0.00575067091509643,0,-0.000785178328266302,0
305,0,0,-0.000197906919309488,-0.0000173996018981617,0.0182650441460066,0.00106081673891744,0,-0.00257477749583695,0,-0.0326508965507717,0
306,0,0,-0.000664976380105153,-0.0209315981888013,0.0288968118825955,-0.00595856878351391,0,0.000934063517510502,0,-0.0205101306433438,0
307,0,0,-0.000127890977461756,0.00334885670293405,0.0010258504200629,-0.00573810568518746,0,-0.001266274334907,0,0.00201404188661552,0
308,0,0,0.000165711457877177,0.000817226141407757,0.0224234733748368,0.00119460509480604,0,0.0138616038986506,0,-0.0326810129221425,0
309,0,0,0.000245453551364605,-0.00130773557948383,0.0183276424321995,-0.0119473961582693,0,-0.0171657421032926,0,0.00189677774540547,0
401,0,0,0.0346323295590353,-0.00741338313741961,0.0215386678995522,-0.00705875756452718,0,0.0134355689646445,0,-0.041498236724235,0
402,0,0,-0.0836019483259122,0.00883051608735816,0.0238812338743231,0.00288695627562391,0,-0.00481385744359293,0,0.00872340547189457,0
403,0,0,0.00065738611305875,-0.0128694962835595,0.0231531279208541,-0.00886129341731399,0,-0.00456011588031626,0,-0.0221897133204193,0
