,Danko,Dubovský,Forró,Harabin,Korčok,Kotleba,Kubiš,Matovič,Náhlik,Pellegrini,Švec
404,0,0,-0.00224077405866186,0.00794678749380108,0.0105263936509692,-0.015974567285042,0,-0.0839765351697248,0,0.0124685347700561,0
405,0,0,0.155040226227834,-0.0173228561999192,-0.00858343626316279,-0.0277803581826486,0,0.0490268802822316,0,-0.0815453787236829,0
406,0,0,0.0000666880583880626,-0.00109766234310653,0.0112326064603046,0.00578602301172244,0,-0.00350867989917549,0,-0.00657165679594799,0
407,0,0,-0.0022766261357065,-0.0131777437954563,0.0109721348141709,-0.0112633336498205,0,0.00882549040888519,0,-0.012072916795536,0
501,0,0,-0.0000264062730410233,0.00117647626774731,0.00123102478052774,-0.00120024459763762,0,0.015243336999719,0,-0.0218994807052595,0
502,0,0,0.0000924069647157362,0.00187804094220487,0.007993906384103,0.0100124926034026,0,0.00365071881812538,0,-0.0100962914683377,0
503,0,0,0.000395170881870235,0.00817992466775215,0.0135042911013033,-0.000946836137883122,0,-0.00349414097439179,0,-0.0247150151022428,0
504,0,0,0.000115478975568869,0.00550057213265575,-0.0170908226705576,0.00191036437854698,0,-0.0201913972057056,0,0.0117472739911745,0
505,0,0,-0.000326827851185344,-0.0137968050559354,0.0319667278310962,-0.0184374120118007,0,-0.000633740114226542,0,-0.0052837023919004,0
506,0,0,0.0000661247419648686,-0.00725304307702634,-0.000393506779804375,0.00164496419051606,0,0.0115908197027281,0,0.000603458252761281,0
507,0,0,-0.000116706361918007,0.00396209523828529,-0.00473135737390364,-0.00212113534629502,0,0.0251814061586537,0,0.0240756693490089,0
508,0,0,-0.000904879421238624,-0.00676373144273448,0.0113295239558924,-0.0247456867173609,0,0.0189358354905321,0,-0.0193670226148497,0
509,0,0,0.000572190659651647,-0.000898596884943678,0.00967376732890607,0.00176202484933597,0,0.0187735672105992,0,-0.0193329395429621,0
510,0,0,-0.000396499035868968,0.00107528714914747,-0.00349575105432036,0.0112939537062428,0,0.0089043699679624,0,-0.000304874530460317,0
511,0,0,0.000117692142946423,-0.00592637876932511,0.0203321357184267,-0.0158992113009079,0,0.0154806760692733,0,-0.0303020616188375,0
601,0,0,0.000773726051902877,-0.00563456867520235,0.0337238849850193,-0.00602314953760058,0,0.00696834915453172,0,-0.0343029152934512,0
602,0,0,-0.00292185348691924,-0.0110715375969729,0.0472506962983873,0.00239572638047786,0,-0.0153245687073,0,-0.044021810491822,0
603,0,0,0.000572364073441906,-0.00379897014707742,0.00454987513934251,0.00556624847383108,0,0.0219725826813097,0,0.00189185737698128,0
604,0,0,0.000254788845892134,-0.0344338324205515,0.0115695185856737,-0.0194136484404415,0,-0.00141200515989721,0,0.0227353774100074,0
605,0,0,0.00313505502027778,-0.0153999731323861,0.0353378441720155,-0.0253520383531206,0,0.00910198873569017,0,-0.0143816405326024,0
606,0,0,0.0177442655640843,0.00167636365184662,0.0145313386363727,-0.0175630435977285,0,-0.0104319880219772,0,-0.0101200922035222,0
607,0,0,-0.0020377930098517,-0.00503715586516079,0.00483318825308799,-0.00833186882873779,0,0.0101171521774949,0,-0.00348213264351391,0
608,0,0,-0.0543369536148394,0.0130998195868976,0.00781785709975556,0.002822140881436,0,0.0458454023603485,0,0.0130326588244687,0
609,0,0,0.00388322400564592,-0.00095980732974057,0.0238151316889689,-0.00899889513610835,0,0.0260991355722446,0,-0.020228359954636,0
610,0,0,0.0722873343265547,-0.0091410569659485,0.00358581004417144,-0.00762806715657114,0,-0.00347940740678672,0,-0.012270429974056,0
611,0,0,-0.000261782204991525,-0.0346912598194063,0.0480877139952987,-0.0371705270997734,0,0.016674554619689,0,-0.0242650417340739,0
612,0,0,-0.00227647561879873,0.00354312394281136,0.0100341576515162,-0.0224375192046476,0,0.00759110050138549,0,-0.0180018204452804,0
613,0,0,0.000719844950743088,-0.0229167685311568,0.0335848932671574,-0.00203470813697947,0,-0.00471314638472051,0,-0.0236458042908942,0
701,0,0,-0.000320917344788917,-0.00723117208166349,0.0260662385212046,-0.006167351563209,0,0.0463381278907807,0,-0.0525435370607877,0
702,0,0,0.0000831479316143509,0.00232368053683213,0.0267434716411691,0.00407891417519619,0,0.0431310963915956,0,-0.0280744749901248,0
703,0,0,0.000288705645562563,-0.0328569617990881,0.0153681088546164,-0.0211201800485812,0,0.213640446886345,0,-0.0396211228121423,0
704,0,0,0.00148959993250806,-0.0189897595593503,0.0276310781574349,-0.0178586720055274,0,0.122411047172977,0,0.00061374045268544,0
705,0,0,0.000612962051939598,-0.00625051056416812,0.00324540908971831,0.00230050176420693,0,0.0565786777867662,0,-0.0169074083719099,0
706,0,0,-0.000216401143711484,-0.0142102988396694,0.010500467322984,0.00146530991698853,0,0.0339207993407292,0,-0.000188128603713169,0
707,0,0,-0.000105669168861818,0.00240197193196386,0.0312072624173641,-0.00365219717634875,0,0.00718149806573772,0,-0.0243806944027665,0
708,0,0,-0.00130894492614309,-0.0099013742838733,0.0136033639458509,-0.00977671450983234,0,0.118185364603086,0,-0.0341534529479611,0
709,0,0,0.000916442357351011,-0.0229383349554641,0.0260744081730457,0.00223933672515707,0,0.04272007629029,0,-0.0426997183025956,0
710,0,0,-0.000172959577966749,-0.0159637514387201,0.0109339768701878,-0.0135151137840615,0,0.122548859821323,0,-0.0475995288279743,0
711,0,0,-0.000505339102484894,-0.00976368569224928,0.0261400790437397,0.00163754266351819,0,0.0467659220001829,0,-0.0300299060176037,0
712,0,0,0.000663830569094353,-0.0128925641747426,0.0129014683883352,-0.0101379332853642,0,0.079368248718205,0,-0.0284902716416072,0
713,0,0,0.000129034021177776,-0.0282296695463447,0.0193490970969514,-0.0146301623462234,0,0.1576724653106,0,-0.0386293475166673,0
801,0,0,0.00123066108659013,-0.0235921942071378,-0.006888160428095,-0.00792848517994115,0,0.0812902219490351,0,0.0146661626988787,0
802,0,0,0.0031849513984922,-0.00018979518661699,0.0207483891422172,-0.00215614820683943,0,-0.0365683267069491,0,-0.00826045707488708,0
803,0,0,-0.00386794581880857,-0.00155455982644486,0.00505497414247039,0.00104695470382223,0,0.0103046585763201,0,-0.00547409202851935,0
804,0,0,-0.00177843759273631,-0.00143851468099687,0.00211654182678741,-0.00291149963621165,0,0.0160518030946371,0,-0.00705584310638163,0
805,0,0,-0.00349045499263062,0.00504759098147449,0.0171927283075002,0.000231343887419585,0,-0.0102994546421123,0,-0.0146643093119703,0
806,0,0,-0.0273049031666394,-0.00412211548106227,0.00281395904522153,-0.000137607215757377,0,0.0645849707326639,0,-0.00997542680887369,0
807,0,0,-0.00708337546580071,0.00202474575776079,0.0146775333034362,-0.000806693024633929,0,-0.05581879491872,0,0.0198700324271237,0
808,0,0,-0.0456863831518201,-0.00208109808906583,0.0247874090480226,0.00158740839541035,0,0.0183293530601151,0,-0.00266648019851206,0
809,0,0,-0.000477322950288374,-0.00822556292144553,0.000224879770353485,-0.00206506728120827,0,0.0481389212876447,0,-0.0129299119399863,0
810,0,0,0.000515127510051759,-0.0122329111396128,0.0251943291198869,-0.0335276382648515,0,0.064739456427619,0,-0.0288571415141386,0
811,0,0,0.000746841013460925,-0.00192485935180614,0.00384154896206029,-0.00335963870552257,0,0.0192340281550535,0,0.00181106199707216,0
