,Korčok,Pellegrini
okres_code,1,2
101,1.69759676239095,0.457836558484043
102,1.5418957561326,0.590648065501922
103,1.58480591523357,0.563901502962531
104,1.52366063246388,0.607497902144262
105,1.47573077923058,0.646557783781354
106,1.19963912533103,0.891329991918489
107,1.31194816367238,0.788656251727166
108,1.43058166206942,0.638885033198694
201,0.770696318184077,0.58368972602914
202,0.861674262192236,0.855291376077246
203,0.890995050954311,1.16298728635821
204,1.06717852472504,0.99773538358828
205,1.08021252985137,0.990928853594986
206,1.22129098648,0.857241137731527
207,1.12374106413405,0.934907101129338
301,0.782059977047266,1.25003316986376
302,0.801052454107706,1.23374466150976
303,1.00752610364686,1.049326470765
304,0.959533226021682,1.08905438477031
305,0.799038215960315,1.24283384215498
306,0.800386291296757,1.242581414161
307,0.835315525045055,1.21608568570978
308,0.792926186792576,1.23497727771676
309,1.07872104049672,0.9866256830127
401,0.58532352879583,0.70296820727719
402,0.856068888743139,0.992640204279607
403,1.00286890174068,1.04558430476217
404,0.781309636383368,0.999840154652553
405,0.947277911438609,0.844637930094174
406,0.708086095484964,1.33461558092226
407,0.732432713989087,1.30586252886157
501,0.751394998604734,1.28045299350032
502,0.620278988080818,1.41724420845905
503,1.151161005075,0.886390499925426
504,0.688894313864824,1.3457787553893
505,1.01116047968485,1.05119665094183
506,0.995003847498126,1.06597656335886
507,0.99073494433804,1.0029762015203
508,1.04642782563223,0.977290787040106
509,0.773270293159421,1.26166480563233
510,0.948513713273955,1.03158643819489
511,1.04149979003268,1.02922541100952
601,1.09636056885058,0.994548313462122
602,0.930011762975929,1.13675343456795
603,0.742369439893896,1.3052011726837
604,0.662898218395641,1.37717665552212
605,0.765203601650352,1.24912276452198
606,0.768881457571368,1.0861171151772
607,0.525691390418126,1.47097874324747
608,0.575974647980148,1.24072354036673
609,0.579630281496811,1.04307509595076
610,0.603056560475214,1.14774806239476
611,1.03538173914857,1.02034361947685
612,0.765941324664196,1.24261915419624
613,0.91270707192718,1.14579262182034
701,0.85637037529427,1.13672743769162
702,0.715086894135158,1.3084285495217
703,1.01864475970119,0.967283671908015
704,0.963854928196314,1.04523679708391
705,0.466020642108084,1.50738507425141
706,1.11659903493095,0.939025328695381
707,1.15471905951537,0.883572121079294
708,0.797921803626367,1.17550843315896
709,0.521864051608741,1.51021177750066
710,0.814066872464987,1.18764334936118
711,0.665494688569476,1.34001715407932
712,0.547343912668421,1.45537714200662
713,0.586293506055151,1.414752671166
801,0.69523807375244,1.315005982474
802,1.3811873345699,0.70662846134819
803,1.29639222005222,0.774283930577705
804,1.20650254000835,0.859829372415877
805,1.26702242702828,0.800529099079594
806,0.992037563233586,0.953898117624753
807,0.648855963449767,1.28808261901437
808,0.742688601895461,1.0368986855306
809,0.448348952716361,1.55769956315451
810,0.969917579840269,1.06623560156344
811,0.612008714661332,1.15774645888274
