okres_code,okres,previous_turnout,last_voters,estimated_voted,previous,last,2024-1,2024-1-turnout,2019-1-turnout,2019-2-turnout,2019-1-turnout-overall,2019-2-turnout-overall,,2019-2-turnout-averaged-hypothetical,2019-2-turnout-vs-hypothetical,2024-2-turnout-overall-estimate,,,2024-2-turnout-estimate
101,Bratislava I,76.9971919407966,39538,30443.1497495522,2024,2024,39538,64.3633972381001,63.3781611248628,61.0522273425499,48.74,41.79,0.857406647517439,54.3408566558888,1.12350505861843,55,51.6537425720159,1.06478247773274,76.9971919407966
102,Bratislava II,70.665829908862,103052,72822.5510376804,,,103052,60.8935294802624,57.2246903155854,53.4746213770746,,,,49.0648298787098,1.08987683253495,,,,70.665829908862
103,Bratislava III,72.9429440543907,60952,44460.1832600322,,,60952,62.0882005512535,60.6063649908761,57.3348132452113,,,,51.9643002250453,1.10335004987862,,,,72.9429440543907
104,Bratislava IV,72.1538352316349,85122,61418.7876258722,,,85122,62.5243767768614,59.8592192027745,55.6246187138138,,,,51.3236924596625,1.08380001609455,,,,72.1538352316349
105,Bratislava V,68.9661733439691,99737,68784.7923080745,,,99737,60.1181106309594,57.6294872049,53.2355213885201,,,,49.4119054225025,1.07738248370152,,,,68.9661733439691
106,Malacky,59.2206200751021,63257,37461.1876409073,,,63257,55.2112809649525,51.3732221677293,44.3718854835032,,,,44.0477421910014,1.00735890822954,,,,59.2206200751021
107,Pezinok,68.6306481614038,55282,37940.3949165872,,,55282,62.029231938063,61.7044784914555,54.9748855074605,,,,52.9058300401708,1.03910826965041,,,,68.6306481614038
108,Senec,69.1232453466233,78790,54462.2050086045,,,78790,62.6665820535601,60.0642320491768,53.3494555143652,,,,51.4994718369942,1.03592238155814,,,,69.1232453466233
201,Dunajská Streda,40.0934328852187,104517,41904.4532486441,,,104517,36.1376618157812,33.7800501450273,30.1786240062813,,,,28.9632395478188,1.04196300128844,,,,40.0934328852187
202,Galanta,50.1531647977044,78374,39307.0413785528,,,78374,47.9623344476485,43.5368100107984,36.65899759759,,,,37.3287503149624,0.982057992519938,,,,50.1531647977044
203,Hlohovec,57.9208953743857,35685,20669.0715143495,,,35685,56.5839988790808,51.2517611357971,42.2451030997854,,,,43.9436006948084,0.961348238010371,,,,57.9208953743857
204,Piešťany,60.2788438640063,51704,31166.5734314458,,,51704,56.8137861674145,53.2107325896895,45.4607263593269,,,,45.6232358416726,0.996438010602543,,,,60.2788438640063
205,Senica,56.5132757545119,50132,28331.2354012519,,,50132,52.8803957552063,49.3616682268119,42.4787339268052,,,,42.3230224702189,1.00367911948386,,,,56.5132757545119
206,Skalica,54.9150768113597,38465,21123.0842954895,,,38465,52.4918757311842,50.7971906080181,42.7922525327277,,,,43.5538489025251,0.982513683888147,,,,54.9150768113597
207,Trnava,62.9666047500581,107501,67689.7297723599,,,107501,59.3082855043209,54.3877692842252,46.4966970978995,,,,46.6324349279395,0.997089197031,,,,62.9666047500581
301,Bánovce nad Bebravou,59.1285522837337,28956,17121.2635992779,,,28956,57.9361790302528,53.3931071261916,43.8791838911855,,,,45.7796049816074,0.958487604006512,,,,59.1285522837337
302,Ilava,60.5100897667846,47105,28503.2777846439,,,47105,57.9577539539327,52.7384816379856,44.3373592798409,,,,45.2183247363853,0.980517512276709,,,,60.5100897667846
303,Myjava,63.0197382000314,21275,13407.4493020567,,,21275,56.4888366627497,50.8259269234222,45.6588766254077,,,,43.5784876103778,1.04773889891797,,,,63.0197382000314
304,Nové Mesto nad Váhom,60.4295109441913,50350,30426.2587604003,,,50350,57.038728897716,53.7525552418962,45.8568591565749,,,,46.0877981854502,0.994989150318137,,,,60.4295109441913
305,Partizánske,55.9904379173996,36079,20200.7900962186,,,36079,55.284237367998,51.1846578835529,41.7424847033786,,,,43.8860659202642,0.951155767282028,,,,55.9904379173996
306,Považská Bystrica,58.75063972753,49724,29213.168098117,,,49724,57.622073847639,52.3402113739305,42.9719575489968,,,,44.8768451644759,0.957552996238982,,,,58.75063972753
307,Prievidza,57.6022755025853,107024,61648.2593338869,,,107024,55.7716026311855,52.7623817076865,43.8810345135749,,,,45.238816815023,0.969986343652621,,,,57.6022755025853
308,Púchov,60.6848363180268,35845,21752.4795781967,,,35845,57.9774027060957,51.8364143232198,43.6900289212639,,,,44.4448862241968,0.983015879506921,,,,60.6848363180268
309,Trenčín,64.493335750912,92903,59916.2437126698,,,92903,59.6557699966632,55.7959353319195,48.5725492690477,,,,47.8398058580409,1.01531660502932,,,,64.493335750912
401,Komárno,36.2895639724195,82139,29807.8849513057,,,82139,33.4871376568987,27.6143290888978,24.0970661268874,,,,23.6767093275552,1.01775402119935,,,,36.2895639724195
402,Levice,48.3785380692331,89774,43431.3487662733,,,89774,46.6326553345067,43.8383860109478,36.6220880069025,,,,37.5873235822221,0.974320183420131,,,,48.3785380692331
403,Nitra,59.174560662521,134716,79717.6011421218,,,134716,56.3563348080406,51.2784843667197,43.3564217817405,,,,43.9665133706445,0.986123721393123,,,,59.174560662521
404,Nové Zámky,48.0841672559024,112406,54049.4890456696,,,112406,45.2449157518282,40.4180382391568,34.5886408040338,,,,34.6546946658671,0.998093941889544,,,,48.0841672559024
405,Šaľa,49.2270970055354,41392,20376.0799925312,,,41392,45.63200618477,40.8904237446332,35.5207579753098,,,,35.0597211384534,1.01315004289497,,,,49.2270970055354
406,Topoľčany,58.7996749408427,58003,34105.575455937,,,58003,56.2488147164802,49.8386908045401,41.9521406370108,,,,42.7320247993789,0.981749421750325,,,,58.7996749408427
407,Zlaté Moravce,59.8190111794906,33541,20063.8945397129,,,33541,57.2254852270356,51.664929349085,43.488210416546,,,,44.2978538674243,0.981722738683876,,,,59.8190111794906
501,Bytča,54.9516852655822,25301,13903.325889045,,,25301,55.1796371684914,50.0638314848799,40.1469179175982,,,,42.9250619153289,0.935279208141605,,,,54.9516852655822
502,Čadca,52.124029836019,71303,37165.9969939766,,,71303,51.1493205054486,46.2493320728349,37.9515512112197,,,,39.6544847624901,0.957055713585232,,,,52.124029836019
503,Dolný Kubín,55.9358453286336,30746,17198.0350047417,,,30746,56.8984583360437,55.5796178343949,43.9978255308263,,,,47.654333797689,0.923270183937813,,,,55.9358453286336
504,Kysucké Nové Mesto,56.3362625209014,26433,14891.3642721499,,,26433,56.4975598683464,53.0403889304413,42.5883673087713,,,,45.4771820558708,0.936477709996401,,,,56.3362625209014
505,Liptovský Mikuláš,59.7719605658452,59610,35630.0656933003,,,59610,56.3479281999665,53.6977702216701,45.8671495596345,,,,46.0408251449239,0.996227791644857,,,,59.7719605658452
506,Martin,60.1474158593835,76416,45962.2493031065,,,76416,57.9957077051926,54.734819565328,45.709951688358,,,,46.9299981459799,0.974002844538225,,,,60.1474158593835
507,Námestovo,44.7359275286356,46956,21006.2021303462,,,46956,52.0103927080671,52.0965112487773,36.0828559604452,,,,44.6678950571687,0.807802917828658,,,,44.7359275286356
508,Ružomberok,53.545137863337,46086,24676.8122356975,,,46086,54.8930260816734,54.6753493077069,42.9457691496096,,,,46.8790079517659,0.916098079417482,,,,53.545137863337
509,Turčianske Teplice,60.7506520847035,13246,8047.03137513983,,,13246,58.3496904725955,53.8292091930391,45.1290651888581,,,,46.1535217927186,0.977803284255068,,,,60.7506520847035
510,Tvrdošín,54.567640575592,27982,15269.1171858622,,,27982,57.5226931598885,57.2970104369361,43.7677154195011,,,,49.1268376315052,0.890912534362538,,,,54.567640575592
